data_time,price
33:04.5,25269.03
33:05.2,25269.03
33:06.2,25269.03
33:06.4,25268.08
33:07.4,25268.08
33:07.8,25268.08
33:08.4,25269
33:09.5,25269
33:09.8,25269
33:10.4,25267.3
33:10.4,25267.3
33:11.7,25267.3
33:11.8,25267.3
33:12.4,25266.61
33:12.4,25266.61
33:13.8,25266.61
33:13.8,25266.61
33:14.5,25264.52
33:14.5,25264.52
33:15.8,25264.52
33:16.0,25264.52
33:16.4,25262.5
33:16.5,25262.5
33:17.8,25262.5
33:18.1,25262.5
33:18.4,25263.99
33:19.8,25263.99
33:20.3,25263.99
33:20.4,25262.61
33:21.8,25262.61
33:22.4,25262.17
33:22.4,25262.17
33:22.4,25262.17
33:23.8,25262.17
33:24.4,25263.31
33:24.6,25263.31
33:25.8,25263.31
33:26.4,25264.25
33:26.7,25264.25
33:26.8,25264.25
33:28.5,25263.84
33:28.9,25263.84
33:29.8,25263.84
33:30.4,25261.19
33:30.4,25261.19
33:31.0,25261.19
33:31.8,25261.19
33:32.5,25255.81
33:32.5,25255.81
33:33.2,25255.81
33:33.8,25255.81
33:34.4,25256.09
33:35.4,25256.09
33:35.9,25256.09
33:36.5,25257.15
33:37.5,25257.15
33:37.8,25257.15
33:38.4,25257.74
33:39.6,25257.74
33:39.8,25257.74
33:40.3,25258.98
33:41.8,25258.98
33:41.8,25258.98
33:42.3,25260.06
33:43.8,25260.06
33:44.0,25260.06
33:44.4,25260.23
33:45.8,25260.23
33:46.2,25260.23
33:46.4,25259.06
33:47.8,25259.06
33:48.3,25259.06
33:48.4,25261.29
33:49.8,25261.29
33:50.4,25263.47
33:50.5,25263.47
33:51.8,25263.47
33:52.4,25265.86
33:52.8,25265.86
33:53.8,25265.86
33:54.4,25263.89
33:54.8,25263.89
33:55.8,25263.89
33:56.4,25266.46
33:56.9,25266.46
33:57.8,25266.46
33:58.4,25266.69
33:59.1,25266.69
33:59.8,25266.69
34:00.4,25269.06
34:01.7,25269.06
34:01.8,25269.06
34:02.4,25267.98
34:03.5,25267.98
34:03.8,25267.98
34:03.8,25267.98
34:04.4,25267.03
34:05.7,25267.03
34:05.8,25267.03
34:06.5,25269.47
34:07.7,25269.47
34:07.8,25269.47
34:08.4,25264.68
34:09.9,25264.68
34:09.9,25264.68
34:10.4,25263.31
34:11.8,25263.31
34:12.0,25263.31
34:12.4,25266.16
34:13.8,25266.16
34:14.3,25266.16
34:14.3,25266.38
34:15.8,25266.38
34:16.4,25267.11
34:16.4,25267.11
34:17.8,25267.11
34:18.5,25267.84
34:18.5,25267.84
34:19.8,25267.84
34:20.4,25267.03
34:20.7,25267.03
34:21.3,25267.03
34:22.4,25268.76
34:22.9,25268.76
34:23.8,25268.76
34:24.4,25272.41
34:25.0,25272.41
34:25.8,25272.41
34:26.4,25272.09
34:27.2,25272.09
34:27.9,25272.09
34:28.3,25271.2
34:28.8,25271.2
34:29.3,25271.2
34:30.4,25269.09
34:31.4,25269.09
34:31.8,25269.09
34:32.4,25268.87
34:33.7,25268.87
34:33.8,25268.87
34:34.4,25270.79
34:35.8,25270.79
34:35.8,25270.79
34:36.4,25267.09
34:36.9,25267.09
34:37.9,25267.09
34:38.4,25267.43
34:39.8,25267.43
34:40.2,25267.43
34:40.5,25267.07
34:41.8,25267.07
34:42.2,25267.07
34:42.4,25270.41
34:43.8,25270.41
34:44.5,25267.21
34:44.5,25267.21
34:45.8,25267.21
34:46.4,25268.28
34:46.6,25268.28
34:46.8,25268.28
34:48.5,25267.26
34:48.8,25267.26
34:49.8,25267.26
34:50.4,25271.04
34:50.9,25271.04
34:51.8,25271.04
34:52.5,25270.21
34:53.0,25270.21
34:53.8,25270.21
34:54.4,25270.82
34:55.2,25270.82
34:55.8,25270.82
34:56.4,25271.3
34:57.5,25271.3
34:57.8,25271.3
34:58.5,25267.64
34:59.6,25267.64
34:59.8,25267.64
35:00.4,25268.12
35:01.7,25268.12
35:01.8,25268.12
35:02.6,25269.98
35:03.8,25269.98
35:03.8,25269.98
35:03.9,25269.98
35:09.0,25268.16
35:09.0,25268.16
35:09.0,25268.16
35:09.0,25271.02
35:09.0,25271.02
35:09.0,25271.02
35:09.0,25269.17
35:09.9,25269.17
35:10.4,25269.17
35:10.4,25269.42
35:11.8,25269.42
35:12.4,25273.69
35:12.5,25273.69
35:13.8,25273.69
35:14.5,25274.89
35:14.6,25274.89
35:15.8,25274.89
35:16.4,25275.82
35:16.9,25275.82
35:17.8,25275.82
35:18.7,25273.61
35:19.1,25273.61
35:20.3,25273.61
35:20.4,25270.77
35:21.2,25270.77
35:21.8,25270.77
35:22.6,25270.33
35:23.4,25270.33
35:23.8,25270.33
35:24.5,25273.52
35:25.4,25273.52
35:25.8,25273.52
35:26.4,25274.15
35:26.8,25274.15
35:27.7,25274.15
35:28.5,25273.34
35:28.8,25273.34
35:29.8,25273.34
35:30.4,25274.51
35:31.8,25274.51
35:31.9,25274.51
35:32.4,25275.91
35:33.8,25275.91
35:34.1,25275.91
35:34.6,25278.06
35:35.8,25278.06
35:36.3,25278.06
35:36.4,25278.59
35:37.8,25278.59
35:38.4,25278.59
35:38.4,25282.67
35:39.8,25282.67
35:40.4,25288.25
35:40.5,25288.25
35:41.8,25288.25
35:42.4,25285.23
35:42.7,25285.23
35:43.8,25285.23
35:44.5,25286.02
35:44.9,25286.02
35:45.8,25286.02
35:46.4,25289.79
35:47.0,25289.79
35:47.8,25289.79
35:48.5,25290.25
35:49.3,25290.25
35:49.8,25290.25
35:50.4,25290.16
35:51.4,25290.16
35:51.8,25290.16
35:52.4,25287.05
35:52.9,25287.05
35:53.6,25287.05
35:54.4,25287.61
35:55.6,25287.61
35:55.8,25287.61
35:56.5,25288.59
35:57.8,25288.59
35:57.8,25288.59
35:58.4,25290.88
35:59.8,25290.88
36:00.0,25290.88
36:00.4,25293.08
36:01.8,25293.08
36:02.1,25293.08
36:02.5,25296.3
36:03.7,25296.3
36:03.8,25296.3
36:04.3,25296.3
36:04.4,25296.25
36:04.8,25296.25
36:06.4,25292.23
36:06.4,25292.23
36:07.8,25292.23
36:11.2,25293.8
36:11.2,25293.8
36:11.2,25293.8
36:11.2,25292.89
36:11.2,25292.89
36:11.8,25292.89
36:12.4,25291.81
36:12.9,25291.81
36:13.8,25291.81
36:14.5,25291.11
36:15.1,25291.11
36:15.8,25291.11
36:16.4,25295.35
36:17.2,25295.35
36:17.9,25295.35
36:18.4,25300.67
36:19.4,25300.67
36:19.8,25300.67
36:20.4,25301.59
36:21.6,25301.59
36:21.8,25301.59
36:22.5,25305.19
36:23.7,25305.19
36:23.8,25305.19
36:24.4,25306.36
36:25.8,25306.36
36:25.8,25306.36
36:26.4,25304.1
36:27.8,25304.1
36:28.0,25304.1
36:28.4,25301.82
36:29.8,25301.82
36:30.2,25301.82
36:30.4,25301.13
36:31.8,25301.13
36:32.4,25301.13
36:32.4,25300.24
36:33.8,25300.24
36:34.4,25301.15
36:34.4,25301.15
36:34.8,25301.15
36:36.4,25299.71
36:36.7,25299.71
36:36.8,25299.71
36:38.4,25304.8
36:38.8,25304.8
36:39.9,25304.8
36:40.5,25307.87
36:41.0,25307.87
36:41.8,25307.87
36:42.4,25307.96
36:43.1,25307.96
36:43.8,25307.96
36:44.4,25308.66
36:45.2,25308.66
36:45.8,25308.66
36:46.4,25304.93
36:47.4,25304.93
36:47.9,25304.93
36:48.5,25305.73
36:49.5,25305.73
36:49.8,25305.73
36:50.4,25304.93
36:51.7,25304.93
36:51.8,25304.93
36:52.4,25303.62
36:53.8,25303.62
36:53.9,25303.62
36:54.4,25303.85
36:55.8,25303.85
36:56.0,25303.85
36:56.4,25303.68
36:57.8,25303.68
36:58.2,25303.68
36:58.4,25301.46
36:59.8,25301.46
37:00.4,25301.46
37:00.4,25302.14
37:01.8,25302.14
37:02.4,25301.06
37:02.6,25301.06
37:03.8,25301.06
37:03.8,25301.06
37:04.5,25301.09
37:04.7,25301.09
37:06.0,25301.09
37:06.4,25302.12
37:06.9,25302.12
37:07.8,25302.12
37:08.4,25299.78
37:09.0,25299.78
37:09.8,25299.78
37:10.4,25301.6
37:11.1,25301.6
37:11.8,25301.6
37:12.4,25301.53
37:12.8,25301.53
37:13.4,25301.53
37:14.5,25301.52
37:15.5,25301.52
37:15.8,25301.52
37:16.4,25301.68
37:17.6,25301.68
37:17.8,25301.68
37:18.5,25300.17
37:18.9,25300.17
37:19.7,25300.17
37:20.6,25297.56
37:21.9,25297.56
37:21.9,25297.56
37:22.5,25297.51
37:23.8,25297.51
37:24.1,25297.51
37:24.4,25298.29
37:25.8,25298.29
37:26.3,25298.29
37:26.4,25295.39
37:27.8,25295.39
37:28.4,25295
37:28.4,25295
37:29.8,25295
37:30.5,25297.32
37:30.5,25297.32
37:31.8,25297.32
37:32.4,25294.13
37:32.7,25294.13
37:33.8,25294.13
37:34.4,25291.8
37:34.9,25291.8
37:35.8,25291.8
37:36.4,25291.88
37:37.0,25291.88
37:37.8,25291.88
37:38.4,25291.88
37:39.1,25291.88
37:39.9,25291.88
37:40.5,25287.79
37:41.3,25287.79
37:41.8,25287.79
37:42.4,25288.06
37:43.6,25288.06
37:43.8,25288.06
37:44.4,25285.89
37:45.7,25285.89
37:45.8,25285.89
37:46.4,25282.68
37:47.9,25282.68
37:47.9,25282.68
37:48.6,25283.27
37:49.8,25283.27
37:49.9,25283.27
37:50.4,25281.17
37:51.9,25281.17
37:52.2,25281.17
37:52.4,25280.73
37:53.8,25280.73
37:54.3,25280.73
37:54.4,25280
37:55.8,25280
37:56.5,25281.31
37:56.5,25281.31
37:57.8,25281.31
37:58.4,25280.92
37:58.5,25280.92
37:59.8,25280.92
38:00.5,25281.45
38:00.8,25281.45
38:01.8,25281.45
38:02.4,25280.58
38:02.9,25280.58
38:03.7,25280.58
38:03.8,25280.58
38:04.4,25278.82
38:05.1,25278.82
38:05.8,25278.82
38:06.4,25275.71
38:07.2,25275.71
38:07.8,25275.71
38:08.3,25274.54
38:09.3,25274.54
38:09.9,25274.54
38:10.4,25275.84
38:11.5,25275.84
38:11.8,25275.84
38:12.6,25271.77
38:13.7,25271.77
38:13.8,25271.77
38:14.4,25270.5
38:14.8,25270.5
38:15.8,25270.5
38:16.4,25272.87
38:17.8,25272.87
38:17.9,25272.87
38:18.4,25268.38
38:18.8,25268.38
38:20.1,25268.38
38:20.4,25269.24
38:21.9,25269.24
38:22.4,25268.23
38:22.4,25269.24
38:24.1,25268.23
38:24.4,25267.87
38:24.4,25267.87
38:25.8,25267.87
38:26.4,25268.02
38:26.6,25268.02
38:27.8,25268.02
38:28.6,25267.21
38:28.7,25267.21
38:29.8,25267.21
38:30.5,25264.39
38:30.9,25264.39
38:31.8,25264.39
38:32.4,25264.55
38:32.9,25264.55
38:33.0,25264.55
38:34.5,25267.58
38:35.3,25267.58
38:35.8,25267.58
38:39.4,25264.44
38:39.4,25264.44
38:39.4,25264.44
38:39.4,25265.55
38:39.5,25265.55
38:39.8,25265.55
38:40.3,25262.64
38:40.8,25262.64
38:41.7,25262.64
38:42.4,25261.5
38:43.8,25261.5
38:43.8,25261.5
38:44.4,25264.34
38:45.8,25264.34
38:46.0,25264.34
38:46.4,25264.17
38:48.0,25264.17
38:48.1,25264.17
38:48.4,25265.69
38:49.8,25265.69
38:50.3,25265.69
38:50.4,25266.42
38:51.9,25266.42
38:52.5,25266.71
38:52.5,25266.71
38:53.8,25266.71
38:54.4,25266.98
38:54.6,25266.98
38:55.8,25266.98
38:56.5,25263.43
38:56.8,25263.43
38:57.8,25263.43
38:58.4,25262.32
38:58.9,25262.32
38:59.8,25262.32
39:00.4,25262.91
39:01.1,25262.91
39:01.8,25262.91
39:02.4,25265.11
39:02.8,25265.11
39:03.2,25265.11
39:03.7,25265.11
39:04.5,25263.86
39:05.5,25263.86
39:05.8,25263.86
39:06.4,25262.75
39:07.5,25262.75
39:07.8,25262.75
39:08.4,25265.87
39:08.8,25265.87
39:09.8,25265.87
39:10.4,25265.95
39:11.8,25265.95
39:11.8,25265.95
39:12.4,25263.08
39:13.8,25263.08
39:14.0,25263.08
39:14.4,25264.22
39:15.8,25264.22
39:16.2,25264.22
39:16.3,25261.05
39:17.9,25261.05
39:18.4,25261.05
39:18.4,25263.64
39:19.8,25263.64
39:20.4,25261.63
39:20.5,25261.63
39:21.9,25261.63
39:22.4,25260.84
39:22.6,25260.84
39:23.8,25260.84
39:24.4,25261.92
39:24.8,25261.92
39:25.8,25261.92
39:26.5,25261.4
39:26.9,25261.4
39:27.8,25261.4
39:28.4,25261.69
39:29.1,25261.69
39:29.8,25261.69
39:30.4,25257.68
39:31.2,25257.68
39:31.8,25257.68
39:32.4,25259.7
39:33.4,25259.7
39:33.8,25259.7
39:34.5,25259.2
39:35.7,25259.2
39:35.8,25259.2
39:36.4,25257.08
39:37.1,25257.08
39:37.7,25257.08
39:38.3,25257.38
39:39.8,25257.38
39:39.9,25257.38
39:40.4,25256.31
39:41.8,25256.31
39:42.0,25256.31
39:42.4,25255.16
39:42.4,25255.16
39:43.8,25255.16
39:44.2,25255.16
39:44.4,25256.87
39:44.8,25256.87
39:46.3,25256.87
39:46.4,25254.51
39:46.5,25254.51
39:47.9,25254.51
39:48.4,25253.34
39:48.4,25253.34
39:48.5,25253.34
39:48.8,25253.34
39:50.4,25252.02
39:50.4,25252.02
39:50.7,25252.02
39:53.6,25254.04
39:53.6,25252.02
39:53.6,25254.04
39:53.8,25254.04
39:54.4,25254.3
39:55.1,25254.3
39:55.8,25254.3
39:56.5,25252.84
39:57.1,25252.84
39:57.8,25252.84
39:58.4,25251.55
39:58.6,25251.55
39:59.4,25251.55
39:59.9,25251.55
40:00.5,25251.24
40:00.5,25251.24
40:01.5,25251.24
40:01.8,25251.24
40:02.4,25252.48
40:03.7,25252.48
40:03.8,25252.48
40:03.8,25252.48
40:04.4,25254.94
40:05.8,25254.94
40:05.8,25254.94
40:06.6,25253.78
40:06.9,25253.78
40:07.9,25253.78
40:08.3,25250.89
40:08.4,25250.89
40:08.9,25250.89
40:10.2,25250.89
40:10.4,25251.37
40:11.9,25251.37
40:12.4,25251.37
40:12.4,25256.75
40:13.8,25256.75
40:14.4,25259.03
40:14.4,25259.03
40:15.8,25259.03
40:16.5,25255.59
40:16.6,25255.59
40:17.8,25255.59
40:18.4,25263.2
40:18.8,25263.2
40:19.8,25263.2
40:20.6,25261.47
40:21.0,25261.47
40:21.8,25261.47
40:22.4,25259.62
40:23.1,25259.62
40:23.8,25259.62
40:24.4,25261.89
40:25.2,25261.89
40:25.8,25261.89
40:26.5,25265.04
40:27.4,25265.04
40:27.8,25265.04
40:28.4,25268.79
40:29.6,25268.79
40:29.9,25268.79
40:30.4,25276.46
40:31.7,25276.46
40:31.8,25276.46
40:32.4,25275.85
40:33.8,25275.85
40:33.9,25275.85
40:34.4,25275.02
40:35.8,25275.02
40:36.0,25275.02
40:36.4,25274.74
40:37.8,25274.74
40:38.2,25274.74
40:38.5,25277.73
40:40.0,25277.73
40:40.4,25277.73
40:40.4,25276.36
40:41.8,25276.36
40:42.5,25276.36
40:42.6,25276.6
40:43.8,25276.6
40:44.6,25275.61
40:44.6,25275.61
40:45.9,25275.61
40:46.4,25275.55
40:46.8,25275.55
40:46.8,25275.55
40:48.4,25275.73
40:48.9,25275.73
40:49.8,25275.73
40:50.5,25274.38
40:51.2,25274.38
40:51.8,25274.38
40:52.4,25273.93
40:53.3,25273.93
40:53.8,25273.93
40:54.5,25275.67
40:55.5,25275.67
40:55.8,25275.67
40:56.5,25275.58
40:57.6,25275.58
40:57.8,25275.58
40:58.6,25277.64
40:59.8,25277.64
40:59.8,25277.64
41:00.4,25278.44
41:01.8,25278.44
41:01.9,25278.44
41:02.4,25277.65
41:03.8,25277.65
41:03.8,25277.65
41:04.1,25277.65
41:04.5,25277.16
41:05.8,25277.16
41:06.3,25277.16
41:06.4,25275.2
41:07.8,25275.2
41:08.5,25275.2
41:08.5,25277.42
41:09.8,25277.42
41:10.4,25275.36
41:10.5,25275.36
41:11.9,25275.36
41:12.5,25273.34
41:12.7,25273.34
41:13.8,25273.34
41:14.4,25271.78
41:14.9,25271.78
41:15.8,25271.78
41:16.4,25275.18
41:17.0,25275.18
41:17.8,25275.18
41:18.4,25274.2
41:19.2,25274.2
41:19.8,25274.2
41:20.4,25273.74
41:21.4,25273.74
41:21.8,25273.74
41:22.5,25270.2
41:22.8,25270.2
41:23.5,25270.2
41:24.4,25271.73
41:25.7,25271.73
41:25.8,25271.73
41:26.6,25272.35
41:27.8,25272.35
41:27.8,25272.35
41:28.4,25274.72
41:29.9,25274.72
41:30.0,25274.72
41:30.5,25275.62
41:31.8,25275.62
41:32.1,25275.62
41:32.4,25277.56
41:32.9,25277.56
41:34.3,25277.56
41:34.4,25276.51
41:35.8,25276.51
41:36.4,25274.64
41:36.4,25274.64
41:37.8,25274.64
41:38.5,25273.67
41:38.6,25273.67
41:39.8,25273.67
41:40.4,25272.52
41:40.7,25272.52
41:41.9,25272.52
41:42.5,25270.92
41:42.9,25270.92
41:42.9,25270.92
41:44.4,25274.26
41:45.1,25274.26
41:45.9,25274.26
41:46.4,25271.29
41:47.3,25271.29
41:47.8,25271.29
41:48.5,25271.44
41:49.4,25271.44
41:49.8,25271.44
41:50.5,25269.82
41:51.7,25269.82
41:51.8,25269.82
41:52.5,25269.88
41:53.7,25269.88
41:53.8,25269.88
41:54.5,25267.47
41:54.9,25267.47
41:55.8,25267.47
41:56.5,25269.23
41:57.8,25269.23
41:58.0,25269.23
41:58.5,25267.98
41:59.9,25267.98
42:00.2,25267.98
42:00.4,25268.21
42:01.8,25268.21
42:02.3,25268.21
42:02.4,25266.67
42:02.9,25266.67
42:03.7,25266.67
42:04.5,25265.46
42:04.5,25265.46
42:05.0,25265.46
42:06.4,25264
42:06.6,25264
42:07.8,25264
42:08.4,25258
42:08.8,25258
42:08.8,25258
42:10.4,25255.86
42:10.9,25255.86
42:11.9,25255.86
42:12.4,25253.86
42:13.1,25253.86
42:13.8,25253.86
42:14.4,25257.11
42:15.3,25257.11
42:15.8,25257.11
42:16.4,25258.11
42:17.4,25258.11
42:17.8,25258.11
42:18.4,25258.09
42:19.6,25258.09
42:19.8,25258.09
42:20.4,25259.76
42:21.8,25259.76
42:21.8,25259.76
42:22.4,25257.67
42:23.8,25257.67
42:23.9,25257.67
42:24.4,25257.39
42:24.9,25257.39
42:26.0,25257.39
42:26.4,25261.2
42:27.8,25261.2
42:28.2,25261.2
42:28.4,25258.31
42:29.8,25258.31
42:30.4,25258.31
42:30.4,25260.77
42:31.8,25260.77
42:32.4,25260.14
42:32.5,25260.14
42:33.9,25260.14
42:34.4,25261.72
42:34.8,25261.72
42:35.8,25261.72
42:36.4,25259.73
42:36.8,25259.73
42:37.8,25259.73
42:38.5,25262.03
42:39.1,25262.03
42:39.9,25262.03
42:40.4,25262.77
42:41.3,25262.77
42:41.9,25262.77
42:42.5,25260.94
42:42.9,25260.94
42:43.4,25260.94
42:44.4,25265.56
42:45.5,25265.56
42:46.0,25265.56
42:46.4,25263.31
42:47.6,25263.31
42:47.8,25263.31
42:48.4,25264.39
42:49.8,25264.39
42:49.8,25264.39
42:50.5,25262.57
42:51.8,25262.57
42:52.0,25262.57
42:52.4,25263.34
42:53.8,25263.34
42:54.2,25263.34
42:54.4,25260.7
42:55.8,25260.7
42:56.3,25260.7
42:56.4,25266.41
42:57.8,25266.41
42:58.5,25265.22
42:58.5,25265.22
42:59.9,25265.22
43:00.4,25264.98
43:00.6,25264.98
43:01.8,25264.98
43:02.5,25264.7
43:02.8,25264.7
43:03.8,25264.7
43:03.8,25264.7
43:04.4,25266.44
43:04.9,25266.44
43:05.9,25266.44
43:06.4,25265.86
43:07.1,25265.86
43:07.8,25265.86
43:08.5,25267.19
43:09.3,25267.19
43:09.8,25267.19
43:10.4,25268.47
