data_time,price
43:11.5,25268.47
43:12.1,25268.47
43:12.5,25271.24
43:13.5,25271.24
43:13.8,25271.24
43:14.4,25268.45
43:14.8,25268.45
43:15.7,25268.45
43:16.4,25272.2
43:17.8,25272.2
43:17.8,25272.2
43:18.4,25267.12
43:19.8,25267.12
43:20.0,25267.12
43:20.5,25270.24
43:21.8,25270.24
43:22.2,25270.24
43:22.4,25268.53
43:23.8,25268.53
43:24.4,25268.53
43:24.4,25270.11
43:25.8,25270.11
43:26.4,25269.43
43:26.5,25269.43
43:26.8,25269.43
43:28.5,25271.92
43:28.6,25271.92
43:29.9,25271.92
43:30.4,25271.19
43:30.8,25271.19
43:31.8,25271.19
43:32.5,25269.86
43:32.9,25269.86
43:33.9,25269.86
43:34.5,25270.51
43:34.8,25270.51
43:35.1,25270.51
43:36.4,25268.44
43:37.2,25268.44
43:37.8,25268.44
43:38.4,25265.71
43:38.8,25265.71
43:39.4,25265.71
43:40.4,25266.01
43:41.6,25266.01
43:42.4,25266.01
43:42.4,25262.41
43:42.8,25262.41
43:43.7,25262.41
43:44.4,25264.51
43:45.9,25264.51
43:45.9,25264.51
43:46.4,25262.78
43:47.8,25262.78
43:48.0,25262.78
43:48.4,25262.18
43:49.8,25262.18
43:50.2,25262.18
43:50.5,25261.97
43:51.8,25261.97
43:52.4,25261.97
43:52.4,25263.14
43:53.8,25263.14
43:54.4,25262.95
43:54.5,25262.95
43:55.8,25262.95
43:56.4,25262.42
43:56.7,25262.42
43:57.9,25262.42
43:58.5,25263.1
43:58.8,25263.1
43:59.9,25263.1
44:00.4,25262.66
44:00.9,25262.66
44:01.8,25262.66
44:02.4,25263.78
44:03.2,25263.78
44:03.7,25263.78
44:03.8,25263.78
44:04.4,25261.87
44:05.3,25261.87
44:05.8,25261.87
44:06.5,25258.18
44:07.4,25258.18
44:07.8,25258.18
44:08.5,25256.23
44:09.6,25256.23
44:09.8,25256.23
44:10.4,25253.7
44:11.7,25253.7
44:11.8,25253.7
44:12.4,25256.93
44:13.8,25256.93
44:13.8,25256.93
44:14.4,25252.99
44:15.9,25252.99
44:16.0,25252.99
44:16.4,25256.65
44:17.8,25256.65
44:18.2,25256.65
44:18.4,25254.38
44:19.8,25254.38
44:20.4,25254.38
44:20.4,25253.27
44:21.8,25253.27
44:22.4,25255
44:22.5,25255
44:22.8,25255
44:24.5,25253.73
44:24.6,25253.73
44:25.8,25253.73
44:26.4,25252.97
44:26.8,25252.97
44:26.8,25252.97
44:28.5,25253.65
44:29.0,25253.65
44:29.8,25253.65
44:30.4,25252.64
44:31.1,25252.64
44:31.8,25252.64
44:32.4,25251.52
44:33.3,25251.52
44:33.9,25251.52
44:34.4,25252.47
44:35.4,25252.47
44:35.8,25252.47
44:36.4,25252.65
44:37.7,25252.65
44:37.8,25252.65
44:38.5,25250.36
44:38.5,25250.36
44:39.7,25250.36
44:39.8,25250.36
44:40.4,25253.11
44:41.9,25253.11
44:41.9,25253.11
44:42.5,25252.78
44:43.8,25252.78
44:44.0,25252.78
44:44.4,25251.1
44:44.8,25251.1
44:46.3,25251.1
44:46.4,25249.39
44:46.5,25249.39
44:47.8,25249.39
44:48.4,25249.39
44:48.4,25250.91
44:49.8,25250.91
44:50.5,25246.57
44:50.5,25246.57
44:50.5,25246.57
44:51.8,25246.57
44:52.4,25250.93
44:53.6,25250.93
44:53.8,25250.93
44:54.5,25247.82
44:54.9,25247.82
44:55.8,25247.82
44:56.4,25248.21
44:57.0,25248.21
44:57.8,25248.21
44:58.4,25244.21
44:58.4,25244.21
44:59.2,25244.21
44:59.8,25244.21
45:00.4,25243.6
45:00.4,25243.6
45:01.3,25243.6
45:01.8,25243.6
45:02.5,25244.25
45:02.8,25244.25
45:03.5,25244.25
45:03.7,25244.25
45:04.4,25244.98
45:04.8,25244.98
45:05.7,25244.98
45:06.5,25245.68
45:06.9,25245.68
45:07.8,25245.68
45:08.4,25246.96
45:09.8,25246.96
45:10.0,25246.96
45:10.5,25247.91
45:11.9,25247.91
45:12.2,25247.91
45:12.4,25243.87
45:13.8,25243.87
45:14.3,25243.87
45:14.4,25245.31
45:15.9,25245.31
45:16.4,25242.71
45:16.4,25242.71
45:16.4,25242.71
45:16.8,25242.71
45:18.4,25241.6
45:18.5,25241.6
45:18.6,25241.6
45:19.8,25241.6
45:20.5,25241.96
45:20.8,25241.96
45:21.8,25241.96
45:22.4,25241.05
45:22.5,25241.05
45:22.9,25241.05
45:24.1,25241.05
45:24.7,25240.4
45:24.7,25240.4
45:24.9,25240.4
45:25.0,25240.4
45:26.4,25239.23
45:26.5,25239.23
45:26.8,25239.23
45:27.7,25239.23
45:28.4,25241.04
45:29.4,25241.04
45:29.8,25241.04
45:30.4,25242.18
45:31.5,25242.18
45:31.8,25242.18
45:32.4,25241.52
45:32.9,25241.52
45:33.7,25241.52
45:34.4,25241.04
45:34.8,25241.04
45:35.8,25241.04
45:36.5,25241.35
45:37.8,25241.35
45:38.0,25241.35
45:38.4,25238.46
45:38.4,25238.46
45:39.8,25238.46
45:40.1,25238.46
45:40.5,25237.5
45:40.5,25237.5
45:41.9,25237.5
45:42.3,25237.5
45:42.4,25236.87
45:42.4,25236.87
45:43.8,25236.87
45:44.4,25236.6
45:44.4,25236.6
45:44.4,25236.6
45:45.9,25236.6
45:46.4,25236.02
45:46.4,25236.02
45:46.6,25236.02
45:47.8,25236.02
45:48.4,25236.25
45:48.8,25236.25
45:49.8,25236.25
45:50.4,25236.96
45:51.0,25236.96
45:52.5,25236.96
45:52.5,25235.57
45:52.5,25235.57
45:53.2,25235.57
45:53.8,25235.57
45:54.5,25232.93
45:54.5,25232.93
45:55.2,25232.93
45:55.8,25232.93
45:56.4,25234.39
45:57.5,25234.39
45:57.8,25234.39
45:58.5,25232.01
45:58.5,25232.01
45:59.6,25232.01
45:59.8,25232.01
46:00.4,25233.44
46:01.7,25233.44
46:01.8,25233.44
46:02.5,25233.23
46:03.8,25233.23
46:03.8,25233.23
46:03.9,25233.23
46:04.4,25232.03
46:06.1,25232.03
46:06.1,25232.03
46:06.5,25229.2
46:06.5,25229.2
46:06.9,25229.2
46:08.2,25229.2
46:08.4,25229.37
46:09.8,25229.37
46:10.3,25229.37
46:10.4,25224.83
46:10.5,25224.83
46:11.9,25224.83
46:12.4,25226.3
46:12.5,25226.3
46:12.8,25226.3
46:14.4,25227.09
46:14.8,25227.09
46:15.9,25227.09
46:16.5,25230.13
46:16.8,25230.13
46:16.8,25230.13
46:18.4,25228.47
46:18.9,25228.47
46:19.0,25228.47
46:20.5,25226.3
46:21.2,25226.3
46:21.8,25226.3
46:22.4,25222.85
46:22.4,25222.85
46:23.4,25222.85
46:23.8,25222.85
46:24.5,25223.92
46:25.5,25223.92
46:25.8,25223.92
46:26.4,25223.36
46:27.7,25223.36
46:27.9,25223.36
46:28.5,25223.41
46:29.7,25223.41
46:29.8,25223.41
46:30.4,25222.43
46:30.5,25222.43
46:31.8,25222.43
46:31.9,25222.43
46:32.5,25218.25
46:32.5,25218.25
46:33.8,25218.25
46:34.1,25218.25
46:34.4,25217.56
46:34.4,25217.56
46:35.9,25217.56
46:36.3,25217.56
46:36.4,25217.86
46:37.8,25217.86
46:38.4,25217.86
46:38.4,25216.85
46:38.4,25216.85
46:39.8,25216.85
46:40.4,25215.48
46:40.4,25215.48
46:40.5,25215.48
46:41.9,25215.48
46:42.5,25216.51
46:42.7,25216.51
46:43.8,25216.51
46:44.5,25218.15
46:44.9,25218.15
46:45.9,25218.15
46:46.4,25217.84
46:47.0,25217.84
46:47.8,25217.84
46:48.4,25216.87
46:49.2,25216.87
46:49.8,25216.87
46:50.6,25218.15
46:51.3,25218.15
46:51.8,25218.15
46:52.4,25217.22
46:53.6,25217.22
46:53.8,25217.22
46:54.4,25218.99
46:55.7,25218.99
46:55.8,25218.99
46:56.4,25216.25
46:57.9,25216.25
46:57.9,25216.25
46:58.4,25214.69
46:58.4,25214.69
46:59.8,25214.69
47:00.0,25214.69
47:00.4,25214.48
47:00.5,25214.48
47:01.8,25214.48
47:02.2,25214.48
47:02.5,25216.51
47:03.7,25216.51
47:03.8,25216.51
47:04.3,25216.51
47:04.4,25212.93
47:04.4,25212.93
47:05.9,25212.93
47:06.5,25213.98
47:06.5,25213.98
47:07.8,25213.98
47:08.4,25213.91
47:08.6,25213.91
47:09.8,25213.91
47:10.4,25211.82
47:10.4,25211.82
47:10.9,25211.82
47:11.9,25211.82
47:12.4,25211.13
47:12.5,25211.13
47:13.0,25211.13
47:13.8,25211.13
47:14.5,25210.68
47:14.5,25210.68
47:14.8,25210.68
47:15.1,25210.68
47:16.4,25205.83
47:16.5,25205.83
47:17.3,25205.83
47:17.8,25205.83
47:18.5,25202.81
47:18.5,25202.81
47:19.5,25202.81
47:19.8,25202.81
47:20.4,25202.85
47:21.6,25202.85
47:21.8,25202.85
47:22.4,25204.61
47:23.7,25204.61
47:23.8,25204.61
47:24.5,25205.83
47:25.8,25205.83
47:25.9,25205.83
47:26.7,25206.38
47:27.9,25206.38
47:28.1,25206.38
47:28.5,25204.59
47:29.8,25204.59
47:30.2,25204.59
47:30.4,25204.59
47:31.8,25204.59
47:32.4,25204.59
47:32.4,25206.16
47:33.9,25206.16
47:34.4,25207.25
47:34.5,25207.25
47:34.8,25207.25
47:36.5,25203.7
47:36.7,25203.7
47:37.8,25203.7
47:38.4,25204.61
47:38.8,25204.61
47:39.9,25204.61
47:40.4,25200.65
47:40.5,25200.65
47:41.0,25200.65
47:41.8,25200.65
47:42.5,25202.65
47:42.8,25202.65
47:43.1,25202.65
47:44.5,25202.36
47:45.4,25202.36
47:45.9,25202.36
47:46.4,25201.08
47:47.4,25201.08
47:47.8,25201.08
47:48.4,25201.28
47:49.6,25201.28
47:49.8,25201.28
47:50.4,25201.09
47:51.8,25201.09
47:51.8,25201.09
47:52.7,25199.99
47:53.3,25199.99
47:53.8,25199.99
47:53.9,25199.99
47:54.4,25197.7
47:54.5,25197.7
47:54.8,25197.7
47:56.0,25197.7
47:56.4,25199.77
47:57.8,25199.77
47:58.2,25199.77
47:58.4,25198.42
47:58.8,25198.42
48:00.4,25198.42
48:00.4,25198.54
48:01.8,25198.54
48:02.5,25199.89
48:02.5,25199.89
48:03.8,25199.89
48:03.8,25199.89
48:04.4,25198.5
48:04.7,25198.5
48:05.8,25198.5
48:06.5,25197.71
48:06.9,25197.71
48:07.8,25197.71
48:08.4,25197.3
48:08.7,25197.3
48:09.0,25197.3
48:09.8,25197.3
48:10.4,25199.26
48:10.9,25199.26
48:11.2,25199.26
48:12.4,25199.74
48:13.3,25199.74
48:13.8,25199.74
48:14.5,25194.96
48:14.5,25194.96
48:15.5,25194.96
48:15.8,25194.96
48:16.4,25198.78
48:17.7,25198.78
48:17.8,25198.78
48:18.5,25196.41
48:19.8,25196.41
48:19.8,25196.41
48:20.4,25195.97
48:21.8,25195.97
48:22.0,25195.97
48:22.4,25198.4
48:23.8,25198.4
48:24.2,25198.4
48:24.4,25196.37
48:25.8,25196.37
48:26.3,25196.37
48:26.4,25197.64
48:27.8,25197.64
48:28.4,25200.41
48:28.4,25200.41
48:29.8,25200.41
48:30.4,25200.79
48:30.6,25200.79
48:31.8,25200.79
48:32.5,25199.91
48:32.8,25199.91
48:33.8,25199.91
48:34.4,25204.58
48:34.8,25204.58
48:34.9,25204.58
48:36.5,25204.04
48:37.1,25204.04
48:37.8,25204.04
48:38.4,25202.26
48:38.8,25202.26
48:39.2,25202.26
48:40.5,25206.82
48:40.9,25206.82
48:41.4,25206.82
48:42.4,25205.98
48:43.5,25205.98
48:43.8,25205.98
48:44.5,25206.47
48:44.8,25206.47
48:45.7,25206.47
48:46.4,25208.11
48:47.8,25208.11
48:47.8,25208.11
48:48.5,25208.96
48:49.8,25208.96
48:50.0,25208.96
48:50.5,25206.55
48:51.8,25206.55
48:52.1,25206.55
48:52.5,25211.04
48:53.8,25211.04
48:54.4,25211.04
48:54.4,25211.67
48:55.8,25211.67
48:56.4,25217.85
48:56.5,25217.85
48:57.9,25217.85
48:58.4,25218.57
48:58.7,25218.57
48:59.8,25218.57
49:00.4,25219.19
49:00.8,25219.19
49:01.8,25219.19
49:02.5,25225.46
49:03.0,25225.46
49:03.8,25225.46
49:03.8,25225.46
49:04.4,25217.42
49:05.1,25217.42
49:05.9,25217.42
49:06.5,25216.06
49:07.3,25216.06
49:07.8,25216.06
49:08.4,25216.76
49:09.4,25216.76
49:09.9,25216.76
49:10.5,25215.33
49:11.6,25215.33
49:11.8,25215.33
49:12.4,25218.05
49:12.8,25218.05
49:13.7,25218.05
49:14.5,25214.83
49:15.8,25214.83
49:15.9,25214.83
49:16.4,25218.67
49:18.2,25218.67
49:18.2,25218.67
49:18.5,25217.13
49:19.8,25217.13
49:20.2,25217.13
49:20.4,25215.68
49:21.8,25215.68
49:22.3,25215.68
49:22.4,25217.83
49:23.8,25217.83
49:24.4,25218.73
49:24.5,25218.73
49:25.8,25218.73
49:26.4,25217.13
49:26.8,25217.13
49:27.9,25217.13
49:28.4,25217.37
49:28.9,25217.37
49:29.8,25217.37
49:30.4,25218.3
49:30.9,25218.3
49:31.0,25218.3
49:32.4,25217.64
49:32.8,25217.64
49:33.1,25217.64
49:34.4,25217.55
49:35.4,25217.55
49:35.9,25217.55
49:36.4,25218.57
49:37.5,25218.57
49:37.8,25218.57
49:38.4,25217.84
49:39.7,25217.84
49:39.8,25217.84
49:40.5,25220.61
49:41.8,25220.61
49:41.8,25220.61
49:42.4,25220.01
49:43.8,25220.01
49:43.9,25220.01
49:44.4,25219.93
49:45.8,25219.93
49:46.1,25219.93
49:46.4,25219.26
49:47.8,25219.26
49:48.3,25219.26
49:48.5,25223.01
49:48.9,25223.01
49:50.4,25223.01
49:50.4,25221.16
49:51.8,25221.16
49:52.4,25221.1
49:52.5,25221.1
49:53.8,25221.1
49:54.4,25220.61
49:54.7,25220.61
49:55.8,25220.61
49:56.4,25220.92
49:56.9,25220.92
49:56.9,25220.92
49:58.5,25222.04
49:59.0,25222.04
49:59.8,25222.04
50:00.4,25218.42
50:01.2,25218.42
50:01.8,25218.42
50:02.8,25217.38
50:03.5,25217.38
50:03.7,25217.38
50:03.9,25217.38
50:04.4,25216.35
50:05.5,25216.35
50:05.9,25216.35
50:06.4,25219.5
50:07.7,25219.5
50:07.8,25219.5
50:08.4,25216.54
50:09.9,25216.54
50:09.9,25216.54
50:10.5,25215.84
50:11.8,25215.84
50:12.0,25215.84
50:12.4,25216.35
50:13.8,25216.35
50:14.2,25216.35
50:14.4,25217.16
50:15.8,25217.16
50:16.3,25217.16
50:16.4,25215.32
50:17.9,25215.32
50:18.5,25217.02
50:18.5,25217.02
50:19.8,25217.02
50:20.4,25215.85
50:20.6,25215.85
50:22.1,25215.85
50:22.4,25211.99
50:22.8,25211.99
50:23.8,25211.99
50:24.5,25215.65
50:24.9,25215.65
50:26.9,25215.65
50:26.9,25215.64
50:27.1,25215.64
50:27.8,25215.64
50:28.4,25213.68
50:28.8,25213.68
50:29.2,25213.68
50:30.4,25211.86
50:31.4,25211.86
50:31.8,25211.86
50:32.5,25213.96
50:33.6,25213.96
50:33.8,25213.96
50:34.4,25213.38
50:35.7,25213.38
50:35.8,25213.38
50:36.5,25212.44
50:37.8,25212.44
50:37.8,25212.44
50:38.4,25206.95
50:39.9,25206.95
50:40.0,25206.95
50:40.5,25208.91
50:41.8,25208.91
50:42.2,25208.91
50:42.4,25203.25
50:43.8,25203.25
50:44.4,25203.25
50:44.4,25201.4
50:45.8,25201.4
50:46.4,25202.42
50:46.5,25202.42
50:47.9,25202.42
50:48.5,25199.24
50:48.6,25199.24
50:49.8,25199.24
50:50.4,25202.67
50:50.8,25202.67
50:50.8,25202.67
50:52.4,25200.58
50:52.9,25200.58
50:52.9,25200.58
50:54.4,25197.52
50:54.8,25197.52
50:55.1,25197.52
50:56.5,25200.08
50:57.3,25200.08
50:57.8,25200.08
50:58.4,25198.39
50:59.4,25198.39
50:59.8,25198.39
51:00.5,25198.34
51:01.6,25198.34
51:01.8,25198.34
51:02.5,25195.26
51:03.7,25195.26
51:03.7,25195.26
51:03.8,25195.26
51:04.4,25195.33
51:05.9,25195.33
51:05.9,25195.33
51:06.5,25195.54
51:07.8,25195.54
51:08.0,25195.54
51:08.4,25191.08
51:08.4,25191.08
51:10.0,25191.08
51:10.2,25191.08
51:10.4,25193.74
51:11.8,25193.74
51:12.3,25193.74
51:12.4,25194.94
51:12.8,25194.94
51:14.4,25193.5
51:14.5,25193.5
51:14.9,25193.5
51:16.4,25196.2
51:16.7,25196.2
51:17.9,25196.2
51:18.5,25200.63
51:18.9,25200.63
51:19.8,25200.63
51:20.4,25196.83
51:21.0,25196.83
51:21.9,25196.83
51:22.4,25194.15
51:23.2,25194.15
51:23.8,25194.15
51:24.5,25193.62
51:25.3,25193.62
51:25.8,25193.62
51:26.5,25193.07
51:27.5,25193.07
51:27.9,25193.07
51:28.6,25195.34
51:29.7,25195.34
51:29.8,25195.34
51:30.6,25195.06
51:31.7,25195.06
51:31.8,25195.06
51:32.5,25194.69
51:34.0,25194.69
51:34.0,25194.69
51:34.4,25197.02
51:35.9,25197.02
51:36.0,25197.02
51:36.5,25197.29
51:37.9,25197.29
51:38.2,25197.29
51:38.4,25196.03
51:39.9,25196.03
51:40.4,25196.03
51:40.4,25192.74
51:41.8,25192.74
51:43.8,25192.15
51:43.8,25192.15
51:43.8,25192.15
51:44.5,25193.68
51:44.7,25193.68
51:45.8,25193.68
51:46.4,25192.93
51:46.8,25192.93
51:46.8,25192.93
51:48.7,25192.2
51:48.8,25192.2
51:49.0,25192.2
51:50.4,25192.2
51:51.1,25192.2
51:51.9,25192.2
51:52.4,25192.81
51:53.4,25192.81
51:53.8,25192.81
51:54.5,25194.02
51:55.8,25194.02
51:55.9,25194.02
51:56.5,25192.5
51:58.5,25192.5
51:58.5,25192.5
51:58.6,25195.5
51:58.8,25195.5
51:59.8,25195.5
52:00.4,25197
52:01.8,25197
52:02.0,25197
52:02.4,25195.9
52:03.7,25195.9
52:03.8,25195.9
52:04.1,25195.9
52:04.5,25198.28
52:05.9,25198.28
52:06.2,25198.28
52:06.4,25195.79
52:07.8,25195.79
52:08.4,25196.2
52:08.4,25196.2
52:09.9,25196.2
52:10.4,25193.73
52:10.6,25193.73
52:11.8,25193.73
52:12.5,25193.71
52:12.7,25193.71
52:13.8,25193.71
52:14.4,25196.02
52:14.9,25196.02
52:15.8,25196.02
52:16.4,25193.09
52:17.0,25193.09
52:17.8,25193.09
52:18.4,25193.7
52:19.2,25193.7
52:19.8,25193.7
52:20.4,25196.09
52:21.3,25196.09
52:21.9,25196.09
52:22.4,25194.42
52:23.6,25194.42
52:23.8,25194.42
52:24.4,25192.89
52:24.8,25192.89
52:25.6,25192.89
52:26.4,25192.36
52:27.8,25192.36
52:27.8,25192.36
52:28.4,25190.42
52:28.5,25190.42
52:29.8,25190.42
52:29.9,25190.42
52:30.5,25192.28
52:31.8,25192.28
52:32.1,25192.28
52:32.5,25191.18
52:32.8,25191.18
52:34.4,25191.18
52:34.4,25189.63
52:34.4,25189.63
52:35.9,25189.63
52:36.5,25189.63
52:36.5,25189.49
52:36.5,25189.49
52:37.8,25189.49
52:38.4,25192.88
52:38.6,25192.88
52:38.8,25192.88
52:40.5,25191.09
52:40.7,25191.09
52:42.0,25191.09
52:42.4,25194.7
52:43.0,25194.7
52:43.0,25194.7
52:44.6,25191.61
52:45.1,25191.61
52:45.8,25191.61
52:46.4,25192.2
52:47.2,25192.2
52:47.9,25192.2
52:48.4,25193.43
52:49.5,25193.43
52:49.8,25193.43
52:50.4,25195.17
52:51.6,25195.17
52:51.9,25195.17
52:52.5,25191.89
52:53.7,25191.89
52:53.8,25191.89
52:54.4,25193.45
52:55.8,25193.45
52:55.8,25193.45
52:56.6,25194.24
52:57.8,25194.24
52:58.1,25194.24
52:58.4,25196.87
52:59.8,25196.87
53:00.2,25196.87
53:00.6,25194.6
53:01.8,25194.6
53:02.4,25194.6
53:02.4,25195.97
53:03.7,25195.97
53:03.8,25195.97
53:04.5,25193.13
53:04.5,25193.13
53:05.8,25193.13
53:06.5,25192
53:06.6,25192
53:07.8,25192
53:08.5,25194.55
53:09.0,25194.55
53:09.0,25194.55
53:10.4,25195.4
53:10.8,25195.4
53:10.9,25195.4
53:12.5,25195.22
53:13.1,25195.22
53:13.8,25195.22
53:14.5,25194.23
53:15.3,25194.23
53:15.9,25194.23
53:16.4,25193.31
53:16.9,25193.31
53:17.6,25193.31
53:18.5,25194.18
53:19.6,25194.18
53:19.8,25194.18
53:20.6,25189.72
53:21.9,25189.72
53:21.9,25189.72
53:22.4,25186.41
53:22.5,25186.41
53:23.8,25186.41
53:23.9,25186.41
53:24.4,25185.72
53:24.5,25185.72
53:25.8,25185.72
53:26.0,25185.72
53:26.5,25183.19
53:26.5,25183.19
53:27.9,25183.19
53:28.3,25183.19
53:28.4,25182.03
53:28.4,25182.03
53:28.8,25182.03
53:30.4,25182.03
53:30.4,25182.25
53:30.8,25182.25
53:32.4,25188.39
53:32.5,25188.39
53:33.8,25188.39
53:34.5,25187.13
53:34.9,25187.13
53:35.9,25187.13
53:36.4,25185.69
53:36.9,25185.69
53:37.8,25185.69
53:38.5,25188.15
53:39.1,25188.15
53:39.8,25188.15
53:40.4,25184.54
53:41.2,25184.54
53:41.8,25184.54
53:42.6,25181.76
53:42.6,25181.76
53:43.3,25181.76
53:43.8,25181.76
53:44.6,25181.79
53:45.5,25181.79
53:45.8,25181.79
53:46.4,25184.15
53:47.7,25184.15
53:47.8,25184.15
53:48.7,25181.55
53:48.7,25181.55
53:49.7,25181.55
53:49.8,25181.55
53:50.5,25182.07
53:51.9,25182.07
53:51.9,25182.07
53:52.5,25180.38
53:52.5,25180.38
53:53.8,25180.38
53:54.1,25180.38
53:54.4,25183.55
53:55.8,25183.55
53:56.2,25183.55
53:56.4,25181
53:57.8,25181
53:58.4,25178.63
53:58.4,25178.63
53:58.4,25178.63
53:59.9,25178.63
54:00.5,25183.5
54:00.6,25183.5
54:01.8,25183.5
54:02.5,25186.69
54:02.8,25186.69
54:03.7,25186.69
54:03.8,25186.69
54:04.5,25190.57
54:04.9,25190.57
54:05.8,25190.57
54:06.5,25197.17
54:07.1,25197.17
54:07.8,25197.17
54:08.5,25202.32
54:09.3,25202.32
54:09.3,25202.32
54:10.4,25206.27
54:11.4,25206.27
54:11.9,25206.27
54:12.5,25207.9
54:12.9,25207.9
54:13.6,25207.9
54:14.4,25210.06
54:15.0,25210.06
54:15.7,25210.06
54:16.5,25209.11
54:17.8,25209.11
54:17.8,25209.11
54:18.5,25208.79
54:19.8,25208.79
54:20.0,25208.79
54:20.4,25210.31
54:21.9,25210.31
54:22.1,25210.31
54:22.5,25207.41
54:24.1,25207.41
54:24.4,25207.41
54:24.4,25208.08
54:24.9,25208.08
54:26.5,25206.35
54:26.5,25206.35
54:27.8,25206.35
54:28.5,25208.78
54:28.6,25208.78
54:29.9,25208.78
54:30.5,25210.41
54:30.9,25210.41
54:31.8,25210.41
54:32.4,25208.93
54:32.8,25208.93
54:32.9,25208.93
54:34.6,25208.09
54:35.2,25208.09
54:35.8,25208.09
54:36.4,25209.52
54:37.3,25209.52
54:37.8,25209.52
54:38.5,25211.98
54:39.6,25211.98
54:39.8,25211.98
54:40.4,25211.71
54:40.8,25211.71
54:41.6,25211.71
54:42.4,25211.65
54:42.9,25211.65
54:43.7,25211.65
54:44.5,25212.79
54:45.8,25212.79
54:45.9,25212.79
54:46.4,25210.63
54:47.9,25210.63
54:48.0,25210.63
54:48.5,25211.01
54:48.8,25211.01
54:50.2,25211.01
54:50.4,25211.42
54:51.9,25211.42
54:52.4,25211.42
54:52.4,25206.52
54:52.9,25206.52
54:54.4,25207.69
54:54.5,25207.69
54:55.8,25207.69
54:56.4,25206.98
54:56.7,25206.98
54:57.8,25206.98
54:58.4,25206.79
54:58.8,25206.79
54:59.9,25206.79
55:00.6,25208.14
55:01.0,25208.14
55:01.8,25208.14
55:02.4,25208.29
55:03.1,25208.29
55:03.7,25208.29
55:03.8,25208.29
55:04.6,25205.45
55:04.9,25205.45
55:05.3,25205.45
55:06.4,25207.05
55:07.5,25207.05
55:07.8,25207.05
55:08.5,25207.22
55:09.7,25207.22
55:09.8,25207.22
55:10.4,25206.43
55:11.8,25206.43
55:12.0,25206.43
55:12.6,25205.48
55:13.8,25205.48
55:13.9,25205.48
55:14.4,25205.14
55:14.8,25205.14
55:16.1,25205.14
55:16.4,25207.11
55:17.9,25207.11
55:18.3,25207.11
55:18.4,25208.4
55:19.8,25208.4
55:20.4,25208.14
55:20.4,25208.14
55:21.9,25208.14
55:22.4,25209.41
55:22.6,25209.41
55:23.8,25209.41
55:24.5,25209.91
55:24.7,25209.91
55:25.8,25209.91
55:26.4,25208.74
55:26.9,25208.74
55:27.8,25208.74
55:28.4,25210.83
55:28.8,25210.83
55:29.1,25210.83
55:30.4,25211.26
55:31.2,25211.26
55:31.8,25211.26
55:32.4,25210.6
55:33.4,25210.6
55:33.9,25210.6
55:34.4,25207.13
55:35.5,25207.13
55:35.8,25207.13
55:36.4,25207.37
55:36.8,25207.37
55:37.7,25207.37
55:38.4,25205.21
55:38.9,25205.21
55:39.9,25205.21
55:40.4,25207.39
55:41.8,25207.39
55:42.0,25207.39
55:42.5,25208.07
55:42.9,25208.07
55:44.1,25208.07
55:44.4,25204.9
55:45.8,25204.9
55:46.4,25204.9
55:46.4,25207.08
55:47.9,25207.08
55:49.8,25211.05
55:49.8,25211.05
55:49.8,25211.05
55:50.5,25211.16
55:50.6,25211.16
55:51.1,25211.16
55:52.4,25210.8
55:52.8,25210.8
55:53.0,25210.8
55:54.4,25212.96
55:55.0,25212.96
55:55.9,25212.96
55:56.5,25213.33
55:57.1,25213.33
55:57.8,25213.33
55:58.4,25215.22
55:58.8,25215.22
55:59.2,25215.22
56:00.4,25213.55
56:01.5,25213.55
56:01.8,25213.55
56:02.4,25213.39
56:03.6,25213.39
56:03.7,25213.39
56:03.8,25213.39
56:04.5,25209.73
56:05.8,25209.73
56:05.8,25209.73
56:06.4,25209.95
56:07.8,25209.95
56:07.9,25209.95
56:08.4,25210.65
56:09.8,25210.65
56:10.0,25210.65
56:10.4,25208.45
56:11.9,25208.45
56:12.3,25208.45
56:12.4,25213.78
56:13.9,25213.78
56:14.4,25213.78
56:14.5,25214.42
56:14.8,25214.42
56:16.4,25215.27
56:16.5,25215.27
56:17.9,25215.27
56:18.4,25213.3
56:18.7,25213.3
56:19.8,25213.3
56:20.4,25213.32
56:20.9,25213.32
56:21.8,25213.32
56:22.4,25211.54
56:23.0,25211.54
56:23.8,25211.54
56:24.5,25214.57
56:25.1,25214.57
56:25.8,25214.57
56:26.5,25211.19
56:27.3,25211.19
56:27.8,25211.19
56:28.4,25213.28
56:28.9,25213.28
56:29.4,25213.28
56:30.5,25209.88
56:31.6,25209.88
56:31.8,25209.88
56:32.4,25213.72
56:33.8,25213.72
56:33.8,25213.72
56:34.5,25212.89
56:35.8,25212.89
56:35.9,25212.89
56:36.4,25212.78
56:37.8,25212.78
56:38.1,25212.78
56:38.5,25211.84
56:39.8,25211.84
56:40.3,25211.84
56:40.4,25211.73
56:41.8,25211.73
56:42.5,25211.73
56:42.5,25211.74
56:43.8,25211.74
56:44.4,25210.99
56:44.6,25210.99
56:45.9,25210.99
56:46.4,25213.11
56:46.8,25213.11
56:47.8,25213.11
56:48.4,25212.51
56:48.9,25212.51
56:49.8,25212.51
56:50.5,25213.2
56:51.1,25213.2
56:51.8,25213.2
56:52.4,25210.55
56:53.2,25210.55
56:53.8,25210.55
56:54.5,25212.27
56:54.9,25212.27
56:55.4,25212.27
56:56.5,25212.92
56:57.5,25212.92
