local_ts,symbol,ex_time,price,interval_s,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5
1763689293574,sz159920,09:41:30,1.562,0.0,0,0,1.562,1.562,9911300,1.561,11704900,1.560,11991500,1.559,2911800,1.558,2787300,1.563,2708300,1.564,12551600,1.565,8464200,1.566,7660700,1.567,1403200
1763689294618,sz159920,09:41:33,1.562,1.044,30500,47665,1.5628,1.562,11261200,1.561,11704900,1.560,12994000,1.559,2916800,1.558,2786300,1.563,164200,1.564,12543700,1.565,9576200,1.566,7660700,1.567,1403200
1763689297647,sz159920,09:41:36,1.563,3.028,241400,377308,1.563,1.563,495900,1.562,11267800,1.561,11702300,1.560,13210800,1.559,2916800,1.564,12535400,1.565,9576200,1.566,7660700,1.567,1403200,1.568,1112800
1763689300614,sz159920,09:41:39,1.563,2.968,6300,9846,1.563,1.563,24300,1.562,11281400,1.561,11702300,1.560,13210800,1.559,2916800,1.564,12542400,1.565,9606200,1.566,7660700,1.567,1403200,1.568,1112800
1763689304084,sz159920,09:41:42,1.563,3.47,409300,639732,1.563,1.563,13000,1.562,11290400,1.561,11717300,1.560,13214900,1.559,2916800,1.564,12562000,1.565,9606200,1.566,7663700,1.567,1403200,1.568,1112800
1763689306848,sz159920,09:41:45,1.563,2.764,16200,25320,1.563,1.562,11282200,1.561,11717300,1.560,12998100,1.559,2916900,1.558,2789100,1.563,23800,1.564,12576600,1.565,9606200,1.566,7663700,1.567,1403200
1763689309921,sz159920,09:41:48,1.563,3.073,38800,60644,1.563,1.563,62300,1.562,11282200,1.561,11667300,1.560,9260500,1.559,2926900,1.564,9582500,1.565,9606200,1.566,7663700,1.567,1403200,1.568,1112800
1763689313232,sz159920,09:41:51,1.562,3.311,281000,439201,1.563,1.562,11278500,1.561,11672400,1.560,12273500,1.559,2930100,1.558,2789500,1.563,1331400,1.564,12582500,1.565,9606200,1.566,7663700,1.567,1403200
1763689316169,sz159920,09:41:54,1.563,2.937,4500,7032,1.5629,1.562,11287900,1.561,11682400,1.560,12273500,1.559,2931100,1.558,2789500,1.563,1399900,1.564,12632000,1.565,9606200,1.566,7663700,1.567,1406200
1763689319060,sz159920,09:41:57,1.563,2.891,161200,251955,1.563,1.562,11307900,1.561,11682400,1.560,12273500,1.559,2931100,1.558,2799500,1.563,7600,1.564,12632200,1.565,9606300,1.566,7663700,1.567,1406200
1763689322075,sz159920,09:42:00,1.564,3.015,16200,25321,1.563,1.563,500000,1.562,11357900,1.561,11682400,1.560,12273500,1.559,2931100,1.564,12625600,1.565,9606300,1.566,8250000,1.567,1406200,1.568,1112800
1763689325181,sz159920,09:42:03,1.562,3.106,200,312,1.562,1.562,11357800,1.561,11682400,1.560,12273500,1.559,2931100,1.558,2799800,1.563,54300,1.564,12631400,1.565,9606300,1.566,8251700,1.567,1406200
1763689327442,sz159920,09:42:06,1.562,2.261,400,625,1.5625,1.562,11382100,1.561,11682400,1.560,12273500,1.559,2941100,1.558,2799800,1.563,62200,1.564,12631400,1.565,9606300,1.566,8251700,1.567,1406200
1763689330498,sz159920,09:42:09,1.563,3.056,73100,114255,1.563,1.563,11103500,1.562,9088600,1.561,11685400,1.560,4687200,1.559,2941100,1.564,2745100,1.565,11906300,1.566,8272000,1.567,7406200,1.568,1112800
1763689333739,sz159920,09:42:12,1.563,3.241,7500,11722,1.563,1.563,12256900,1.562,9076900,1.561,12550200,1.560,4693700,1.559,2941100,1.564,1231900,1.565,12285500,1.566,9134200,1.567,7406200,1.568,1362800
1763689336851,sz159920,09:42:15,1.563,3.112,0,0,1.563,1.563,12277000,1.562,9232600,1.561,12550200,1.560,4693700,1.559,2941100,1.564,740900,1.565,12285500,1.566,9134200,1.567,7406200,1.568,1362800
1763689339822,sz159920,09:42:18,1.564,2.971,30100,47046,1.563,1.563,12257000,1.562,9233200,1.561,11550200,1.560,4693700,1.559,2941100,1.564,2366500,1.565,12285600,1.566,8755000,1.567,7415700,1.568,1362800
1763689342803,sz159920,09:42:21,1.563,2.981,31600,49395,1.5632,1.563,239000,1.562,11668300,1.561,11550200,1.560,8703700,1.559,2951100,1.564,12927300,1.565,9606400,1.566,8906800,1.567,1415700,1.568,1362800
1763689345747,sz159920,09:42:24,1.564,2.944,110100,172087,1.563,1.563,130300,1.562,11674800,1.561,11550200,1.560,11716800,1.559,2951100,1.564,12926400,1.565,9609400,1.566,8906800,1.567,1415700,1.568,1362800
1763689348735,sz159920,09:42:27,1.563,2.988,13900,21732,1.5635,1.563,1356200,1.562,11665000,1.561,11550200,1.560,11716800,1.559,2951100,1.564,10131900,1.565,9609400,1.566,8906800,1.567,1415700,1.568,1342800
1763689351796,sz159920,09:42:30,1.564,3.061,8200,12816,1.563,1.563,12412600,1.562,9365000,1.561,11550200,1.560,4716800,1.559,2951100,1.564,3911300,1.565,12288600,1.566,8906800,1.567,7415700,1.568,1342800
1763689354734,sz159920,09:42:33,1.563,2.938,500,781,1.563,1.563,12422200,1.562,9380000,1.561,12550200,1.560,4716800,1.559,2951100,1.564,1309200,1.565,12296900,1.566,9286000,1.567,7415700,1.568,1342800
1763689357745,sz159920,09:42:36,1.564,3.011,2136900,3342121,1.564,1.564,3815900,1.563,12371400,1.562,9340600,1.561,8517200,1.560,2213600,1.565,9690800,1.566,9289200,1.567,8002000,1.568,4342800,1.569,1212600
1763689360687,sz159920,09:42:39,1.564,2.942,229700,359250,1.564,1.564,12344700,1.563,10072500,1.562,10343600,1.561,3930900,1.560,2213600,1.565,2546100,1.566,11968600,1.567,8864400,1.568,7342800,1.569,1462600
1763689363782,sz159920,09:42:42,1.565,3.094,15100,23616,1.564,1.564,11371800,1.563,10108800,1.562,10187900,1.561,3930900,1.560,2213600,1.565,2904900,1.566,11968600,1.567,8864400,1.568,7342800,1.569,1462600
1763689367108,sz159920,09:42:42,1.565,3.326,0,0,1.565,1.564,11371800,1.563,10108800,1.562,10187900,1.561,3930900,1.560,2213600,1.565,2904900,1.566,11968600,1.567,8864400,1.568,7342800,1.569,1462600
1763689367359,sz159920,09:42:45,1.565,0.251,37500,58687,1.565,1.564,6284200,1.563,10115800,1.562,9188200,1.561,7930900,1.560,2213600,1.565,6647600,1.566,11590900,1.567,8485000,1.568,4342800,1.569,1462600
1763689370372,sz159920,09:42:48,1.564,3.013,67600,105727,1.564,1.563,12416500,1.562,9193300,1.561,10935900,1.560,2210700,1.559,2951900,1.564,571700,1.565,12994000,1.566,9529800,1.567,8735000,1.568,1342800
1763689373353,sz159920,09:42:51,1.565,2.981,191600,299612,1.5637,1.564,9305800,1.563,12356500,1.562,9193300,1.561,3935900,1.560,2221000,1.565,5696300,1.566,9909200,1.567,8725000,1.568,7375200,1.569,1212600
1763689376378,sz159920,09:42:54,1.564,3.025,11800,18457,1.5642,1.564,110000,1.563,12356500,1.562,9183300,1.561,7935900,1.560,2221000,1.565,11073700,1.566,9529700,1.567,8725000,1.568,4375200,1.569,1232900
1763689379335,sz159920,09:42:57,1.565,2.958,110200,172358,1.5641,1.564,3015700,1.563,12356500,1.562,9188500,1.561,7935900,1.560,2221000,1.565,11262700,1.566,9529700,1.567,8725000,1.568,1375200,1.569,1232900
1763689381310,sz159920,09:43:00,1.564,1.975,158200,247438,1.5641,1.564,735800,1.563,12356500,1.562,9188500,1.561,10935900,1.560,2221200,1.565,11256800,1.566,9533100,1.567,8725000,1.568,1375200,1.569,1232900
1763689385379,sz159920,09:43:03,1.565,4.069,2466800,3860500,1.565,1.564,12297300,1.563,10057600,1.562,11056400,1.561,2266600,1.560,2222000,1.565,7300,1.566,12225100,1.567,8850100,1.568,7375200,1.569,1482900
1763689388359,sz159920,09:43:06,1.565,2.979,307300,480622,1.564,1.564,11995100,1.563,10110600,1.562,11055800,1.561,2266600,1.560,2252000,1.565,43500,1.566,12225100,1.567,8850100,1.568,7415200,1.569,1482900
1763689391385,sz159920,09:43:09,1.565,3.026,57100,89351,1.5648,1.564,11985100,1.563,10114100,1.562,11055500,1.561,2266600,1.560,2387000,1.565,1400,1.566,11225300,1.567,8864700,1.568,7415200,1.569,1492900
1763689394345,sz159920,09:43:12,1.565,2.96,31600,49453,1.565,1.564,12086700,1.563,10114100,1.562,11055500,1.561,2296600,1.560,2392100,1.565,575100,1.566,12225800,1.567,8864700,1.568,7415200,1.569,1492900
1763689397434,sz159920,09:43:15,1.565,3.088,22300,34899,1.565,1.564,12091700,1.563,10134100,1.562,11058500,1.561,2296600,1.560,2393600,1.565,1098900,1.566,11249100,1.567,8884700,1.568,7415200,1.569,1492900
1763689400351,sz159920,09:43:18,1.565,2.917,1135400,1776901,1.565,1.564,10963700,1.563,10134100,1.562,10331000,1.561,2296600,1.560,2398600,1.565,1305100,1.566,12249100,1.567,8884700,1.568,7415200,1.569,1492900
1763689403364,sz159920,09:43:21,1.565,3.013,1342400,2100856,1.565,1.565,9574100,1.564,12067600,1.563,11134100,1.562,3331000,1.561,2276600,1.566,4033400,1.567,9264500,1.568,8381200,1.569,4492900,1.570,1406500
1763689405458,sz159920,09:43:24,1.565,2.095,72200,112993,1.565,1.565,823400,1.564,12067900,1.563,10134100,1.562,9744700,1.561,2276600,1.566,12109400,1.567,8884800,1.568,8001500,1.569,1492900,1.570,1406500
1763689408895,sz159920,09:43:27,1.565,3.436,823400,1288621,1.565,1.564,12328700,1.563,10134100,1.562,9744700,1.561,2276600,1.560,2434200,1.565,605100,1.566,12800900,1.567,8884800,1.568,8021800,1.569,1492900
1763689411910,sz159920,09:43:30,1.565,3.015,100,156,1.565,1.564,12339200,1.563,10131100,1.562,9744700,1.561,2276600,1.560,2434300,1.565,813800,1.566,12800900,1.567,8884800,1.568,8021800,1.569,1492900
1763689414917,sz159920,09:43:33,1.565,3.007,1000,1565,1.565,1.564,12339200,1.563,10188600,1.562,9745700,1.561,2276600,1.560,2434300,1.565,823400,1.566,12827300,1.567,8884900,1.568,8049400,1.569,1492900
1763689417953,sz159920,09:43:36,1.565,3.036,34600,54149,1.565,1.564,9453900,1.563,12488600,1.562,10332000,1.561,2276600,1.560,2434300,1.565,4529000,1.566,10547600,1.567,9123800,1.568,7463100,1.569,1492900
1763689420903,sz159920,09:43:39,1.565,2.95,3400,5321,1.565,1.564,731300,1.563,12489100,1.562,10065000,1.561,9276600,1.560,2434300,1.565,11285300,1.566,10167700,1.567,8744100,1.568,1466200,1.569,1492900
1763689423928,sz159920,09:43:42,1.565,3.026,14400,22535,1.565,1.564,9217700,1.563,12489100,1.562,11065000,1.561,2276600,1.560,2434300,1.565,3929400,1.566,10567200,1.567,9123600,1.568,7466200,1.569,1492900
1763689426927,sz159920,09:43:45,1.565,2.999,81800,128016,1.565,1.564,9216900,1.563,12489100,1.562,11065000,1.561,2276600,1.560,2444300,1.565,4455000,1.566,10567200,1.567,9275400,1.568,7486200,1.569,1492900
1763689429901,sz159920,09:43:48,1.565,2.974,52700,82475,1.565,1.564,6284200,1.563,12497200,1.562,10065000,1.561,2276600,1.560,2444300,1.565,4412300,1.566,10605900,1.567,9275400,1.568,4486200,1.569,1492900
1763689432912,sz159920,09:43:51,1.565,3.01,6000,9390,1.565,1.564,789200,1.563,12497200,1.562,10065000,1.561,9276600,1.560,2457700,1.565,11165100,1.566,10226300,1.567,8895900,1.568,1486200,1.569,1496900
1763689435891,sz159920,09:43:54,1.564,2.979,66500,104036,1.5645,1.564,9120800,1.563,10197200,1.562,11065000,1.561,2276600,1.560,2457700,1.565,415600,1.566,12824200,1.567,9275300,1.568,7486200,1.569,1496900
1763689438939,sz159920,09:43:57,1.565,3.048,126300,197659,1.565,1.564,9234600,1.563,12477300,1.562,11065000,1.561,2276600,1.560,2458400,1.565,4071600,1.566,10524200,1.567,9275300,1.568,7491900,1.569,1486900
1763689441426,sz159920,09:43:57,1.565,2.487,0,0,1.565,1.564,9234600,1.563,12477300,1.562,11065000,1.561,2276600,1.560,2458400,1.565,4071600,1.566,10524200,1.567,9275300,1.568,7491900,1.569,1486900
1763689441913,sz159920,09:44:00,1.565,0.487,100,156,1.565,1.564,859500,1.563,12477300,1.562,10065000,1.561,9276600,1.560,2458400,1.565,12513600,1.566,10144900,1.567,9145900,1.568,1491900,1.569,1236900
1763689444967,sz159920,09:44:03,1.565,3.055,1900,2973,1.565,1.564,12730800,1.563,10177300,1.562,11065000,1.561,2276600,1.560,2461400,1.565,5263800,1.566,10517200,1.567,9275300,1.568,7491900,1.569,1486900
1763689447915,sz159920,09:44:06,1.565,2.948,21000,32856,1.5646,1.564,7669000,1.563,10180500,1.562,11065000,1.561,5276600,1.560,2461400,1.565,11838100,1.566,10509300,1.567,9275400,1.568,1591900,1.569,1486900
1763689450910,sz159920,09:44:09,1.565,2.994,45700,71520,1.565,1.564,12747300,1.563,10180500,1.562,11065000,1.561,2276800,1.560,2448000,1.565,5208300,1.566,10514300,1.567,9275400,1.568,7591900,1.569,1486900
1763689454424,sz159920,09:44:12,1.565,3.514,1513300,2368311,1.565,1.565,1126400,1.564,12650600,1.563,10181500,1.562,10332000,1.561,2276800,1.566,11814300,1.567,9275400,1.568,7341900,1.569,1486900,1.570,1684900
1763689456587,sz159920,09:44:15,1.565,2.163,2100,3286,1.565,1.565,6634100,1.564,12663400,1.563,11181500,1.562,2745700,1.561,2276800,1.566,5055300,1.567,10061600,1.568,9040900,1.569,7486900,1.570,1684900
1763689460244,sz159920,09:44:18,1.565,3.657,62100,97186,1.565,1.565,12459300,1.564,10363400,1.563,11181500,1.562,2695700,1.561,2276800,1.566,2169000,1.567,12361600,1.568,9040900,1.569,7486900,1.570,1685900
1763689463188,sz159920,09:44:21,1.565,2.944,500,782,1.565,1.565,12467900,1.564,10363400,1.563,11181500,1.562,2715700,1.561,2276800,1.566,936000,1.567,12361600,1.568,9040900,1.569,7486900,1.570,1685900
1763689466183,sz159920,09:44:24,1.565,2.995,5500,8607,1.565,1.565,12463600,1.564,10364400,1.563,11271500,1.562,2805700,1.561,2276800,1.566,2220100,1.567,12361600,1.568,9130900,1.569,7576900,1.570,1469500
1763689469181,sz159920,09:44:27,1.566,2.998,1100,1722,1.566,1.565,12488900,1.564,10459400,1.563,11271500,1.562,2805700,1.561,2276800,1.566,2490700,1.567,12361600,1.568,9130900,1.569,7576900,1.570,1559500
1763689472185,sz159920,09:44:30,1.566,3.004,58700,91922,1.566,1.565,11901000,1.564,10469400,1.563,11262700,1.562,2805700,1.561,2276800,1.566,3170200,1.567,12361600,1.568,9130900,1.569,7576900,1.570,1559500
1763689475194,sz159920,09:44:33,1.566,3.009,11700,18319,1.5657,1.565,260300,1.564,12769400,1.563,10262700,1.562,9810700,1.561,2276800,1.566,12842300,1.567,9682000,1.568,8751200,1.569,1576900,1.570,1559500
1763689478174,sz159920,09:44:36,1.565,2.98,300500,470289,1.565,1.564,13151000,1.563,10262700,1.562,9810700,1.561,2366800,1.560,2483800,1.565,913400,1.566,13836100,1.567,9772000,1.568,9001200,1.569,1576900
1763689481159,sz159920,09:44:39,1.565,2.985,54600,85399,1.5641,1.565,9907300,1.564,12632000,1.563,11262700,1.562,2810700,1.561,2366800,1.566,5961800,1.567,10151600,1.568,9130800,1.569,7576900,1.570,1469500
1763689484156,sz159920,09:44:42,1.566,2.997,8700,13617,1.5653,1.565,2557300,1.564,12632000,1.563,10262700,1.562,9810700,1.561,2366800,1.566,12925600,1.567,9771900,1.568,8751200,1.569,1576900,1.570,1469500
1763689487170,sz159920,09:44:45,1.566,3.014,9500,14877,1.566,1.565,97600,1.564,12633000,1.563,10262700,1.562,9810700,1.561,2366800,1.566,13279000,1.567,9792400,1.568,8751200,1.569,1576900,1.570,1469500
1763689490189,sz159920,09:44:48,1.566,3.018,57400,89832,1.565,1.565,61400,1.564,12633000,1.563,10278100,1.562,9810700,1.561,2366800,1.566,13277900,1.567,9792400,1.568,8751200,1.569,1594100,1.570,1469500
1763689493179,sz159920,09:44:51,1.565,2.991,55200,86388,1.565,1.565,7000,1.564,12634000,1.563,10278100,1.562,9810700,1.561,2366800,1.566,13277300,1.567,9792300,1.568,8751200,1.569,1594100,1.570,1469500
1763689496288,sz159920,09:44:54,1.566,3.108,63800,99910,1.566,1.565,59000,1.564,12631200,1.563,10333900,1.562,9820700,1.561,2366800,1.566,14229700,1.567,9792300,1.568,9001200,1.569,1594100,1.570,1219500
1763689499228,sz159920,09:44:57,1.566,2.94,38900,60881,1.5651,1.565,102700,1.564,12631200,1.563,10301900,1.562,9820700,1.561,2361700,1.566,14192400,1.567,9747500,1.568,9001200,1.569,1594100,1.570,1219500
1763689502227,sz159920,09:45:00,1.565,2.999,121800,190638,1.5652,1.564,12681200,1.563,10351900,1.562,9820700,1.561,2361700,1.560,2648100,1.565,2719000,1.566,13709800,1.567,9747500,1.568,8268200,1.569,1594100
1763689505197,sz159920,09:45:03,1.565,2.97,36500,57122,1.565,1.564,12681200,1.563,10351900,1.562,10407000,1.561,2361700,1.560,2648100,1.565,2530000,1.566,13702800,1.567,9747500,1.568,8268200,1.569,1594100
1763689508269,sz159920,09:45:06,1.566,3.072,319900,500653,1.565,1.565,8400,1.564,12705800,1.563,10351900,1.562,10407000,1.561,2361700,1.566,12921600,1.567,9747500,1.568,8268200,1.569,1611400,1.570,1219500
1763689511255,sz159920,09:45:09,1.566,2.986,0,0,1.566,1.564,6819500,1.563,12702600,1.562,10407000,1.561,2361700,1.560,2648100,1.565,5356300,1.566,11425800,1.567,9595700,1.568,7681900,1.569,1611400
1763689514310,sz159920,09:45:12,1.565,3.055,44800,70112,1.565,1.564,448100,1.563,12646800,1.562,10130000,1.561,9361700,1.560,2655100,1.565,13170400,1.566,11045900,1.567,9466000,1.568,1681900,1.569,1361400
1763689517105,sz159920,09:45:15,1.565,2.795,1100,1721,1.565,1.564,456500,1.563,12556800,1.562,10130000,1.561,9361700,1.560,2655100,1.565,12169300,1.566,11050900,1.567,9466000,1.568,1681900,1.569,1271400
1763689519820,sz159920,09:45:18,1.565,2.715,0,0,1.565,1.564,6095000,1.563,12566800,1.562,10130000,1.561,5361700,1.560,2748100,1.565,9797800,1.566,11520400,1.567,9446000,1.568,4681900,1.569,1271400
1763689522833,sz159920,09:45:21,1.564,3.013,32700,51174,1.565,1.564,12716400,1.563,10395900,1.562,11130000,1.561,2361700,1.560,2658100,1.565,1826900,1.566,13730400,1.567,9575500,1.568,7681900,1.569,1611400
1763689525806,sz159920,09:45:24,1.565,2.973,42400,66356,1.565,1.564,12714400,1.563,10395900,1.562,11130000,1.561,2361700,1.560,2668100,1.565,1500000,1.566,13695000,1.567,9575500,1.568,7681900,1.569,1611400
1763689528898,sz159920,09:45:27,1.565,3.091,1300,2034,1.565,1.564,12712900,1.563,10402300,1.562,11130000,1.561,2361700,1.560,2668100,1.565,1495100,1.566,13695000,1.567,9575500,1.568,7681900,1.569,1611400
1763689531825,sz159920,09:45:30,1.565,2.928,38600,60388,1.5645,1.564,12692700,1.563,10402300,1.562,11130000,1.561,2361700,1.560,2668100,1.565,463700,1.566,13695000,1.567,9575500,1.568,7682300,1.569,1611400
1763689534886,sz159920,09:45:33,1.565,3.061,514100,804566,1.565,1.565,301200,1.564,12680900,1.563,10352300,1.562,11129900,1.561,2361700,1.566,13695000,1.567,9575500,1.568,7682300,1.569,1611400,1.570,1224500
1763689537834,sz159920,09:45:36,1.565,2.948,37600,58844,1.565,1.564,12103000,1.563,10367900,1.562,11129900,1.561,2361700,1.560,2668300,1.565,2297000,1.566,13650700,1.567,9174200,1.568,7682300,1.569,1611400
1763689540798,sz159920,09:45:39,1.565,2.964,37500,58687,1.565,1.564,12714300,1.563,10367900,1.562,11129900,1.561,2361700,1.560,2668800,1.565,1532500,1.566,13650400,1.567,9174200,1.568,7682300,1.569,1611400
1763689543835,sz159920,09:45:42,1.565,3.037,20000,31300,1.565,1.564,10415300,1.563,12667900,1.562,11129900,1.561,2361700,1.560,2664800,1.565,4697300,1.566,11357200,1.567,9174200,1.568,7682300,1.569,1611400
1763689546922,sz159920,09:45:45,1.565,3.087,0,0,1.565,1.564,12715300,1.563,10584500,1.562,11129900,1.561,2361700,1.560,2664800,1.565,2428000,1.566,13656200,1.567,9194500,1.568,7682300,1.569,1631400
1763689550312,sz159920,09:45:48,1.565,3.39,10800,16902,1.565,1.564,12715300,1.563,10585300,1.562,11129900,1.561,2361700,1.560,2664900,1.565,2632300,1.566,13676200,1.567,9194500,1.568,7682300,1.569,1631400
1763689553277,sz159920,09:45:51,1.564,2.965,44200,69135,1.5642,1.564,12091800,1.563,10585300,1.562,11130700,1.561,2361700,1.560,2664900,1.565,2635300,1.566,13636900,1.567,9194500,1.568,7682300,1.569,1631400
1763689556301,sz159920,09:45:54,1.565,3.024,100,156,1.565,1.564,12091800,1.563,10585300,1.562,11130700,1.561,2361700,1.560,2665400,1.565,2681200,1.566,13636900,1.567,9194500,1.568,7582300,1.569,1631400
1763689559426,sz159920,09:45:57,1.565,3.125,3600,5634,1.565,1.564,10378100,1.563,12885300,1.562,11130700,1.561,2361700,1.560,2665400,1.565,4986700,1.566,11336900,1.567,9194500,1.568,7582300,1.569,1631400
1763689561413,sz159920,09:46:00,1.565,1.987,3200,5008,1.565,1.564,420300,1.563,12887300,1.562,10130700,1.561,9361700,1.560,2663400,1.565,13328800,1.566,10957400,1.567,9065000,1.568,1582300,1.569,1381400
1763689564433,sz159920,09:46:03,1.565,3.02,0,0,1.565,1.564,10441700,1.563,12887300,1.562,11131700,1.561,2361700,1.560,2663400,1.565,3189800,1.566,13736800,1.567,9194400,1.568,7582300,1.569,1631400
1763689567441,sz159920,09:46:06,1.564,3.008,25000,39120,1.5648,1.564,417300,1.563,12887300,1.562,10131700,1.561,6361700,1.560,2663400,1.565,12850000,1.566,11057400,1.567,8815000,1.568,1582300,1.569,1631400
1763689570424,sz159920,09:46:09,1.564,2.983,0,0,1.564,1.564,9852700,1.563,12887300,1.562,10131700,1.561,2361700,1.560,2663400,1.565,7091000,1.566,11436900,1.567,9194500,1.568,7582300,1.569,1631400
1763689574520,sz159920,09:46:12,1.564,4.096,0,0,1.564,1.564,415800,1.563,12887300,1.562,10131700,1.561,9361700,1.560,2663400,1.565,13850000,1.566,11057400,1.567,8815000,1.568,1582300,1.569,1631400
1763689577416,sz159920,09:46:15,1.564,2.896,422100,660168,1.564,1.564,597700,1.563,12799900,1.562,10131700,1.561,9361700,1.560,2753400,1.565,14980300,1.566,11154800,1.567,8332000,1.568,1582300,1.569,1291400
1763689579641,sz159920,09:46:18,1.564,2.225,10000,15645,1.5646,1.564,893200,1.563,12801000,1.562,10131700,1.561,9361700,1.560,2753400,1.565,14975800,1.566,11154800,1.567,8332000,1.568,1582300,1.569,1291400
1763689583384,sz159920,09:46:21,1.564,3.743,121400,189869,1.564,1.564,213200,1.563,12846000,1.562,10131700,1.561,9361700,1.560,2753400,1.565,15065100,1.566,11154800,1.567,8332000,1.568,1582300,1.569,1291400
1763689585477,sz159920,09:46:24,1.564,2.093,0,0,1.564,1.564,277100,1.563,12846000,1.562,10131700,1.561,9361700,1.560,2753400,1.565,15075100,1.566,11154800,1.567,8332000,1.568,1582300,1.569,1291400
1763689588561,sz159920,09:46:24,1.564,3.084,0,0,1.564,1.564,277100,1.563,12846000,1.562,10131700,1.561,9361700,1.560,2753400,1.565,15075100,1.566,11154800,1.567,8332000,1.568,1582300,1.569,1291400
1763689588592,sz159920,09:46:27,1.564,0.031,21900,34251,1.564,1.564,191300,1.563,12846000,1.562,10131700,1.561,9361700,1.560,2753400,1.565,15040200,1.566,11154800,1.567,8332000,1.568,1582300,1.569,1274200
1763689591660,sz159920,09:46:30,1.564,3.068,179900,281363,1.564,1.564,4768700,1.563,12846000,1.562,10129700,1.561,5361700,1.560,2753400,1.565,14039100,1.566,11154700,1.567,8352100,1.568,1582300,1.569,1254200
1763689594394,sz159920,09:46:33,1.564,2.734,0,0,1.564,1.564,4769400,1.563,12846000,1.562,10129700,1.561,5361700,1.560,2753400,1.565,11063600,1.566,11154700,1.567,8337700,1.568,4582300,1.569,1254200
1763689598075,sz159920,09:46:36,1.564,3.681,4200,6568,1.564,1.564,12143500,1.563,10546000,1.562,11129700,1.561,2361700,1.560,2753400,1.565,4418400,1.566,13834300,1.567,8467200,1.568,7582300,1.569,1504200
1763689601043,sz159920,09:46:39,1.565,2.968,4200,6573,1.565,1.564,12143600,1.563,10551000,1.562,11129700,1.561,2361700,1.560,2753400,1.565,4414200,1.566,13829400,1.567,9200200,1.568,7582300,1.569,1504200
1763689604114,sz159920,09:46:42,1.565,3.071,0,0,1.565,1.564,4509200,1.563,12942000,1.562,10129700,1.561,5361700,1.560,2663400,1.565,11038000,1.566,11064900,1.567,8820700,1.568,4582300,1.569,1594200
1763689607007,sz159920,09:46:45,1.565,2.893,700,1095,1.565,1.564,12272700,1.563,10642000,1.562,11129700,1.561,2362200,1.560,2664100,1.565,4429300,1.566,13744100,1.567,9200100,1.568,7582300,1.569,1594200
1763689610025,sz159920,09:46:48,1.565,3.019,500,782,1.565,1.564,12272700,1.563,10642000,1.562,11129700,1.561,2362200,1.560,2671600,1.565,4428800,1.566,13744100,1.567,9200100,1.568,7582300,1.569,1594200
1763689612987,sz159920,09:46:51,1.565,2.962,82200,128564,1.564,1.564,6308000,1.563,12852000,1.562,10129700,1.561,2362200,1.560,2761600,1.565,7687000,1.566,11576700,1.567,8820700,1.568,7582300,1.569,1504200
1763689616072,sz159920,09:46:54,1.565,3.085,0,0,1.565,1.564,9380500,1.563,12942000,1.562,10129700,1.561,2362200,1.560,2676600,1.565,6721200,1.566,11486500,1.567,9200100,1.568,7582300,1.569,1594200
1763689619058,sz159920,09:46:57,1.565,2.986,2898600,4536309,1.565,1.565,8871500,1.564,12274400,1.563,10639400,1.562,3396700,1.561,2362200,1.566,6030300,1.567,9579700,1.568,7711800,1.569,7594200,1.570,1487900
1763689622034,sz159920,09:47:00,1.565,2.976,40900,64008,1.565,1.565,940600,1.564,12288000,1.563,10625800,1.562,10396700,1.561,2362200,1.566,12789700,1.567,9200400,1.568,7918600,1.569,1594200,1.570,1487900
1763689625108,sz159920,09:47:03,1.565,3.075,10100,15806,1.565,1.565,4974200,1.564,12338000,1.563,10625800,1.562,6396700,1.561,2501200,1.566,12792100,1.567,9206900,1.568,7918600,1.569,1556100,1.570,1487900
1763689628082,sz159920,09:47:06,1.565,2.974,20000,31300,1.565,1.565,12342100,1.564,10070000,1.563,11618800,1.562,2810400,1.561,2501200,1.566,3141500,1.567,12287800,1.568,9031200,1.569,7556100,1.570,1487900
1763689631092,sz159920,09:47:09,1.566,3.01,1546000,2421036,1.566,1.566,4402700,1.565,12375400,1.564,10170600,1.563,10299500,1.562,2370300,1.567,10441200,1.568,9414800,1.569,8272400,1.570,1577900,1.571,1321200
1763689633607,sz159920,09:47:12,1.566,2.515,107300,168035,1.566,1.566,11885600,1.565,12389000,1.564,11167000,1.563,3299500,1.562,2370300,1.567,3851000,1.568,9816100,1.569,9005400,1.570,7577900,1.571,1321200
1763689636675,sz159920,09:47:15,1.567,3.068,2000,3133,1.5665,1.566,14184600,1.565,10089000,1.564,11167000,1.563,3299500,1.562,2370300,1.567,1311100,1.568,12116100,1.569,9005400,1.570,7577900,1.571,1321200
1763689639557,sz159920,09:47:18,1.567,2.882,1048700,1642360,1.5661,1.566,6345800,1.565,12410000,1.564,11269000,1.563,7299500,1.562,2370300,1.567,7098100,1.568,9816100,1.569,9005400,1.570,4577900,1.571,1321200
1763689642611,sz159920,09:47:21,1.566,3.054,151300,236996,1.5664,1.565,12422700,1.564,10269000,1.563,10082200,1.562,2371600,1.561,2411200,1.566,25300,1.567,10835800,1.568,9436100,1.569,8626100,1.570,1577900
