local_ts,symbol,ex_time,price,interval_s,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5
1763692310262,sz159920,10:31:48,1.557,3.018,25000,38925,1.557,1.557,12602700,1.556,11595100,1.555,12401600,1.554,2782600,1.553,2185100,1.558,1172900,1.559,11728400,1.560,9913800,1.561,8605400,1.562,2003000
1763692313354,sz159920,10:31:51,1.558,3.092,17800,27716,1.5571,1.557,13820300,1.556,11595100,1.555,12301600,1.554,2782600,1.553,2185100,1.558,425600,1.559,12106200,1.560,9663800,1.561,8604700,1.562,2253000
1763692316273,sz159920,10:31:54,1.558,2.919,59700,93012,1.558,1.557,13830900,1.556,11605100,1.555,13291600,1.554,2782600,1.553,2185100,1.558,165300,1.559,12106200,1.560,9663800,1.561,8604700,1.562,2253000
1763692319292,sz159920,10:31:57,1.558,3.019,165300,257537,1.558,1.558,1352100,1.557,13937300,1.556,11612800,1.555,12558600,1.554,2622600,1.559,12106200,1.560,9663800,1.561,8694700,1.562,2323000,1.563,1677100
1763692322237,sz159920,10:32:00,1.559,2.945,500,779,1.559,1.558,1416000,1.557,13987300,1.556,12177200,1.555,12494200,1.554,2622600,1.559,12102300,1.560,9599600,1.561,8758900,1.562,2323000,1.563,1677100
1763692324279,sz159920,10:32:03,1.559,2.042,317300,494358,1.558,1.558,3000,1.557,13231700,1.556,12177200,1.555,11494200,1.554,2622600,1.559,12097700,1.560,9599600,1.561,8758900,1.562,2323000,1.563,1677100
1763692328260,sz159920,10:32:06,1.558,3.981,6500,10127,1.558,1.557,8853900,1.556,12177200,1.555,11494200,1.554,6692600,1.553,2185100,1.558,5965100,1.559,11719900,1.560,9599600,1.561,5758900,1.562,2253000
1763692330475,sz159920,10:32:09,1.558,2.216,2300,3583,1.558,1.557,12856900,1.556,12105100,1.555,11558600,1.554,2692600,1.553,2185100,1.558,1855400,1.559,12097700,1.560,9663800,1.561,8694700,1.562,2254000
1763692333472,sz159920,10:32:12,1.557,2.997,2500,3892,1.557,1.557,6554400,1.556,14340700,1.555,11623000,1.554,6678100,1.553,2185100,1.558,8039200,1.559,9684800,1.560,9849600,1.561,5694700,1.562,2004000
1763692336470,sz159920,10:32:15,1.558,2.998,16300,25395,1.558,1.557,12934500,1.556,12104100,1.555,11558600,1.554,2678100,1.553,2185100,1.558,2722900,1.559,11920500,1.560,9913800,1.561,8694700,1.562,2004000
1763692339567,sz159920,10:32:18,1.558,3.097,13600,21181,1.5574,1.557,8926600,1.556,12104100,1.555,11558600,1.554,2678100,1.553,2185100,1.558,2716900,1.559,11917900,1.560,9913800,1.561,5694700,1.562,2004000
1763692342494,sz159920,10:32:21,1.558,2.927,0,0,1.558,1.557,6626600,1.556,14377500,1.555,11623000,1.554,6678100,1.553,2185100,1.558,12049500,1.559,9687200,1.560,10228200,1.561,2694700,1.562,2004000
1763692345498,sz159920,10:32:24,1.557,3.004,4000,6228,1.557,1.557,12922600,1.556,12141900,1.555,11558600,1.554,2678100,1.553,2185100,1.558,3749500,1.559,11922900,1.560,10292400,1.561,8694700,1.562,2004000
1763692348488,sz159920,10:32:27,1.557,2.99,0,0,1.557,1.557,12922600,1.556,13141900,1.555,12558600,1.554,2678100,1.553,2185100,1.558,3749500,1.559,12301500,1.560,10292400,1.561,8694700,1.562,1948600
1763692351468,sz159920,10:32:30,1.558,2.979,300,467,1.558,1.557,6622600,1.556,14377500,1.555,12623000,1.554,6678100,1.553,2185100,1.558,9049200,1.559,10065800,1.560,10228200,1.561,5694700,1.562,1948600
1763692354475,sz159920,10:32:33,1.558,3.007,100,155,1.558,1.557,2937300,1.556,14385200,1.555,12723000,1.554,9678100,1.553,2185100,1.558,12710100,1.559,10065800,1.560,10228200,1.561,2694700,1.562,1948600
1763692357590,sz159920,10:32:36,1.558,3.115,139500,217201,1.557,1.557,2807400,1.556,14385200,1.555,12723000,1.554,9678100,1.553,2185100,1.558,12829900,1.559,10065800,1.560,10228200,1.561,2694700,1.562,1948600
1763692359062,sz159920,10:32:36,1.558,1.472,0,0,1.558,1.557,2807400,1.556,14385200,1.555,12723000,1.554,9678100,1.553,2185100,1.558,12829900,1.559,10065800,1.560,10228200,1.561,2694700,1.562,1948600
1763692360496,sz159920,10:32:39,1.558,1.434,10000,15580,1.558,1.557,1635300,1.556,14381400,1.555,13456000,1.554,9768100,1.553,2185100,1.558,14030900,1.559,10065800,1.560,10128200,1.561,2604700,1.562,1948600
1763692363420,sz159920,10:32:42,1.557,2.924,6500,10121,1.5571,1.557,1547400,1.556,14381200,1.555,13456000,1.554,9768100,1.553,2185100,1.558,14030100,1.559,10065800,1.560,10128200,1.561,2604700,1.562,1948600
1763692366404,sz159920,10:32:45,1.557,2.984,0,0,1.557,1.557,1547500,1.556,14381200,1.555,13456000,1.554,9768100,1.553,2185100,1.558,14030100,1.559,10065800,1.560,10128200,1.561,2604700,1.562,1948600
1763692369471,sz159920,10:32:48,1.557,3.067,0,0,1.557,1.557,1515500,1.556,14381200,1.555,13456000,1.554,9768100,1.553,2185100,1.558,13030100,1.559,10065800,1.560,10128200,1.561,2604700,1.562,1948600
1763692372542,sz159920,10:32:51,1.557,3.071,800,1245,1.557,1.557,1523700,1.556,14381200,1.555,13538300,1.554,9768100,1.553,2185100,1.558,13030100,1.559,10065800,1.560,10128200,1.561,2604700,1.562,1948600
1763692375612,sz159920,10:32:54,1.558,3.07,132500,206321,1.5571,1.557,1452900,1.556,13626000,1.555,13548300,1.554,9768100,1.553,2185100,1.558,13985500,1.559,10065800,1.560,10133200,1.561,2604700,1.562,1948600
1763692381631,sz159920,10:33:00,1.557,6.019,1454600,2264812,1.557,1.556,12146400,1.555,13547300,1.554,9868100,1.553,2255100,1.552,2233300,1.557,1139500,1.558,13666100,1.559,10012400,1.560,6623300,1.561,2286500
1763692384532,sz159920,10:33:03,1.557,2.901,19700,30653,1.556,1.556,5824400,1.555,14718500,1.554,10467200,1.553,6255100,1.552,2233300,1.557,7187100,1.558,11631000,1.559,6811700,1.560,6559100,1.561,2286500
1763692387593,sz159920,10:33:06,1.557,3.061,0,0,1.557,1.556,9824400,1.555,15782900,1.554,10932500,1.553,2255100,1.552,2233300,1.557,4197100,1.558,11570800,1.559,9876000,1.560,6559100,1.561,2286500
1763692390533,sz159920,10:33:09,1.557,2.94,6500,10120,1.557,1.556,12124500,1.555,13485900,1.554,10932500,1.553,2255100,1.552,2233300,1.557,710100,1.558,11128300,1.559,6626000,1.560,8559100,1.561,2536500
1763692393552,sz159920,10:33:12,1.557,3.02,0,0,1.557,1.556,12196500,1.555,13485900,1.554,10932500,1.553,2255100,1.552,2233300,1.557,346700,1.558,13131800,1.559,8626000,1.560,8584100,1.561,2536500
1763692396553,sz159920,10:33:15,1.557,3.001,0,0,1.557,1.556,9896500,1.555,15785900,1.554,10932500,1.553,2255100,1.552,2233300,1.557,4189700,1.558,10454300,1.559,8626000,1.560,8584100,1.561,2536500
1763692399552,sz159920,10:33:18,1.557,2.999,1700,2646,1.557,1.556,2226700,1.555,14723500,1.554,11583300,1.553,9345100,1.552,2233300,1.557,9915600,1.558,10518600,1.559,8811700,1.560,2907800,1.561,2286500
1763692402536,sz159920,10:33:21,1.556,2.984,72000,112034,1.556,1.556,3208000,1.555,14723500,1.554,12316300,1.553,6260100,1.552,2233300,1.557,6237300,1.558,10448600,1.559,8811700,1.560,5997800,1.561,2286500
1763692405563,sz159920,10:33:24,1.556,3.027,221400,344532,1.5562,1.556,2394100,1.555,14733500,1.554,12316800,1.553,9352100,1.552,2233300,1.557,9879400,1.558,10453600,1.559,8526700,1.560,2907800,1.561,2286500
1763692408894,sz159920,10:33:27,1.557,3.332,29500,45903,1.5561,1.556,5952600,1.555,14733500,1.554,12326800,1.553,6265100,1.552,2233300,1.557,6396800,1.558,10623600,1.559,8529700,1.560,5907800,1.561,2286500
1763692412076,sz159920,10:33:30,1.557,3.182,0,0,1.557,1.556,9976600,1.555,15798400,1.554,12262300,1.553,2265100,1.552,2233300,1.557,3663800,1.558,10559300,1.559,8594000,1.560,7907800,1.561,2286500
1763692415138,sz159920,10:33:33,1.557,3.061,0,0,1.557,1.556,10049000,1.555,15798600,1.554,12262300,1.553,2355100,1.552,2233300,1.557,3964300,1.558,10559300,1.559,8594000,1.560,7907800,1.561,2286500
1763692418080,sz159920,10:33:36,1.557,2.943,10000,15570,1.557,1.556,13481800,1.555,13498600,1.554,12262300,1.553,2360000,1.552,2233300,1.557,830000,1.558,13236800,1.559,8344000,1.560,7910300,1.561,2536500
1763692420343,sz159920,10:33:39,1.557,2.262,5000,7785,1.557,1.556,12726600,1.555,13498800,1.554,12262300,1.553,2360000,1.552,2233300,1.557,834000,1.558,13236800,1.559,8344000,1.560,7940300,1.561,2536500
1763692423638,sz159920,10:33:42,1.556,3.295,52600,81885,1.5568,1.556,13478200,1.555,13498800,1.554,12272300,1.553,2360000,1.552,2233300,1.557,618100,1.558,13236800,1.559,8349000,1.560,7940300,1.561,2536500
1763692426709,sz159920,10:33:45,1.557,3.071,86800,135147,1.557,1.556,13491400,1.555,13498800,1.554,12292300,1.553,2360000,1.552,2233300,1.557,538000,1.558,12236800,1.559,8349000,1.560,7897800,1.561,2549600
1763692429070,sz159920,10:33:45,1.557,2.361,0,0,1.557,1.556,13491400,1.555,13498800,1.554,12292300,1.553,2360000,1.552,2233300,1.557,538000,1.558,12236800,1.559,8349000,1.560,7897800,1.561,2549600
1763692429792,sz159920,10:33:48,1.557,0.721,37100,57754,1.5567,1.556,13532700,1.555,13498800,1.554,12292300,1.553,2270000,1.552,2233300,1.557,420700,1.558,12236800,1.559,8354000,1.560,7897800,1.561,2549600
1763692432810,sz159920,10:33:51,1.558,3.018,530300,825677,1.557,1.557,5823400,1.556,13724200,1.555,13506500,1.554,7873000,1.553,2200000,1.558,8646000,1.559,8354000,1.560,8574100,1.561,2619600,1.562,1945600
1763692435815,sz159920,10:33:54,1.558,3.005,1100,1713,1.558,1.557,2237100,1.556,13770100,1.555,13570900,1.554,10808600,1.553,2200000,1.558,12254400,1.559,8289800,1.560,8638300,1.561,2619600,1.562,1945600
1763692438819,sz159920,10:33:57,1.558,3.004,2000,3116,1.558,1.557,975000,1.556,13770400,1.555,13592500,1.554,10808600,1.553,2230400,1.558,12259400,1.559,8289800,1.560,8638300,1.561,2619600,1.562,1945600
1763692441877,sz159920,10:34:00,1.558,3.057,300,467,1.5573,1.556,13701500,1.555,13582800,1.554,10808600,1.553,2300400,1.552,2233300,1.558,12424800,1.559,8289800,1.560,8638300,1.561,2619600,1.562,1945600
1763692444866,sz159920,10:34:03,1.558,2.989,1400,2181,1.558,1.556,13323900,1.555,13524900,1.554,10873000,1.553,2300400,1.552,2233300,1.558,13423400,1.559,8289800,1.560,8638300,1.561,2619600,1.562,1945600
1763692447808,sz159920,10:34:06,1.558,2.942,95400,148633,1.558,1.557,15800,1.556,13709200,1.555,13524900,1.554,10873000,1.553,2230400,1.558,12418000,1.559,8289800,1.560,8638300,1.561,2619600,1.562,1945600
1763692450876,sz159920,10:34:09,1.558,3.067,48900,76138,1.557,1.556,13925300,1.555,13589300,1.554,10810600,1.553,2300400,1.552,2233300,1.558,12416800,1.559,8289800,1.560,8638300,1.561,2619600,1.562,1945600
1763692453838,sz159920,10:34:12,1.558,2.962,5200,8101,1.558,1.556,13931900,1.555,13524800,1.554,10875000,1.553,2300400,1.552,2233300,1.558,12411600,1.559,8289800,1.560,8638300,1.561,2619600,1.562,1945600
1763692456811,sz159920,10:34:15,1.557,2.973,700,1089,1.557,1.557,301900,1.556,13931900,1.555,13524800,1.554,10875000,1.553,2230400,1.558,12411600,1.559,8289800,1.560,8658600,1.561,2619600,1.562,1945600
1763692459802,sz159920,10:34:18,1.558,2.991,40100,62438,1.5571,1.557,1291900,1.556,13939900,1.555,13597200,1.554,10810600,1.553,2230400,1.558,12408600,1.559,8289800,1.560,8658600,1.561,2619600,1.562,1945600
1763692462856,sz159920,10:34:21,1.558,3.054,0,0,1.558,1.557,1352700,1.556,13939900,1.555,13597200,1.554,10810600,1.553,2230400,1.558,12408600,1.559,8289800,1.560,8658600,1.561,2619600,1.562,1945600
1763692465306,sz159920,10:34:24,1.558,2.45,500,779,1.558,1.557,8973100,1.556,14717700,1.555,13532800,1.554,2810600,1.553,2230400,1.558,8721800,1.559,8225500,1.560,9555800,1.561,5619600,1.562,1945600
1763692468412,sz159920,10:34:27,1.558,3.106,4900,7634,1.558,1.557,1386800,1.556,15122900,1.555,13607500,1.554,6810600,1.553,2230400,1.558,12260700,1.559,8289800,1.560,9491600,1.561,2619600,1.562,1945600
1763692471431,sz159920,10:34:30,1.558,3.019,400,623,1.558,1.557,4974100,1.556,15197500,1.555,13607500,1.554,6810600,1.553,2230400,1.558,8775800,1.559,8289800,1.560,9443700,1.561,5619600,1.562,1945600
1763692474435,sz159920,10:34:33,1.558,3.004,36100,56243,1.558,1.557,1445200,1.556,15197500,1.555,13655900,1.554,6830900,1.553,2230400,1.558,12326000,1.559,8289800,1.560,9443700,1.561,2619600,1.562,1945600
1763692477499,sz159920,10:34:36,1.558,3.064,0,0,1.558,1.557,1445200,1.556,15197500,1.555,13655900,1.554,9830900,1.553,2230400,1.558,12326000,1.559,8289800,1.560,9486200,1.561,2619600,1.562,1945600
1763692480878,sz159920,10:34:39,1.558,3.379,400,623,1.558,1.557,9052500,1.556,15261900,1.555,13591500,1.554,2830900,1.553,2230400,1.558,8739300,1.559,8225500,1.560,9550400,1.561,2619600,1.562,1945600
1763692483834,sz159920,10:34:42,1.558,2.956,0,0,1.558,1.557,9064900,1.556,16261900,1.555,13591500,1.554,2830900,1.553,2230400,1.558,6002800,1.559,8225500,1.560,9550400,1.561,7619600,1.562,1945600
1763692486872,sz159920,10:34:45,1.558,3.038,64000,99712,1.558,1.557,9064900,1.556,16261900,1.555,13592400,1.554,2830900,1.553,2230400,1.558,6581800,1.559,8225500,1.560,9550400,1.561,7619600,1.562,1945600
1763692489845,sz159920,10:34:48,1.558,2.973,37400,58241,1.5573,1.557,5042500,1.556,16261900,1.555,13592400,1.554,2830900,1.553,2230400,1.558,6571800,1.559,8225500,1.560,9550400,1.561,5619600,1.562,1946000
1763692492961,sz159920,10:34:51,1.557,3.116,90000,140130,1.557,1.557,4526200,1.556,15197500,1.555,13661800,1.554,6740900,1.553,2230400,1.558,11968100,1.559,8289800,1.560,9486200,1.561,2709600,1.562,1946000
1763692495853,sz159920,10:34:54,1.557,2.892,0,0,1.557,1.557,4527200,1.556,15197500,1.555,13661800,1.554,6740900,1.553,2230400,1.558,8381800,1.559,8289800,1.560,9506200,1.561,5709600,1.562,1946000
1763692496030,sz159920,10:34:54,1.557,0.177,0,0,1.557,1.557,4527200,1.556,15197500,1.555,13661800,1.554,6740900,1.553,2230400,1.558,8381800,1.559,8289800,1.560,9506200,1.561,5709600,1.562,1946000
1763692498900,sz159920,10:34:57,1.557,2.87,38000,59166,1.557,1.557,1489200,1.556,15197500,1.555,13661800,1.554,9740900,1.553,2230400,1.558,11968100,1.559,8289800,1.560,9506200,1.561,2709600,1.562,1946000
1763692502177,sz159920,10:35:00,1.557,3.277,8000,12456,1.557,1.557,1442800,1.556,15197500,1.555,13661800,1.554,9740900,1.553,2230400,1.558,12068100,1.559,8289800,1.560,9406200,1.561,2619600,1.562,1946000
1763692509016,sz159920,10:35:03,1.558,6.839,2100,3271,1.558,1.557,1442800,1.556,15198500,1.555,13661800,1.554,9740900,1.553,2230400,1.558,12066000,1.559,8289800,1.560,9406200,1.561,2619600,1.562,1946000
1763692509048,sz159920,10:35:06,1.557,0.031,100100,155855,1.557,1.557,2039100,1.556,15203500,1.555,13661800,1.554,6740900,1.553,2230400,1.558,11479600,1.559,8289800,1.560,9406200,1.561,2709600,1.562,1946000
1763692510382,sz159920,10:35:09,1.557,1.334,0,0,1.557,1.557,9068200,1.556,16267900,1.555,13597400,1.554,2740900,1.553,2230400,1.558,6479600,1.559,8225500,1.560,9470400,1.561,7709600,1.562,1946000
1763692513440,sz159920,10:35:12,1.557,3.059,0,0,1.557,1.557,1481900,1.556,15203500,1.555,13661800,1.554,6740900,1.553,2230400,1.558,12085200,1.559,8289800,1.560,9156200,1.561,2709600,1.562,2196000
1763692517435,sz159920,10:35:15,1.557,3.994,0,0,1.557,1.557,1479300,1.556,15202500,1.555,13661800,1.554,9740900,1.553,2230400,1.558,12085200,1.559,8289800,1.560,9406200,1.561,2709600,1.562,1946000
1763692520323,sz159920,10:35:18,1.557,2.889,14200,22111,1.5571,1.557,1467100,1.556,15202500,1.555,13661800,1.554,6740900,1.553,2230400,1.558,8496900,1.559,8289800,1.560,9406200,1.561,5709600,1.562,1946000
1763692522350,sz159920,10:35:21,1.558,2.026,10400,16193,1.5571,1.557,5045000,1.556,15202500,1.555,13661800,1.554,6740900,1.553,2230400,1.558,8495900,1.559,8289800,1.560,9406200,1.561,2709600,1.562,1946000
1763692525334,sz159920,10:35:24,1.558,2.985,0,0,1.558,1.557,11345300,1.556,13966900,1.555,13597400,1.554,2740900,1.553,2230400,1.558,3085400,1.559,10903200,1.560,9470400,1.561,7709600,1.562,1946000
1763692529386,sz159920,10:35:27,1.557,4.051,2000,3114,1.557,1.557,12576700,1.556,13966900,1.555,13497400,1.554,2740900,1.553,2230400,1.558,2525200,1.559,10903200,1.560,9320400,1.561,7709600,1.562,2196000
1763692531361,sz159920,10:35:30,1.557,1.975,0,0,1.557,1.557,11889100,1.556,13966900,1.555,13497400,1.554,2741900,1.553,2230400,1.558,2525200,1.559,11005200,1.560,9320400,1.561,7709600,1.562,2196000
1763692534374,sz159920,10:35:33,1.557,3.013,44800,69797,1.558,1.557,12688700,1.556,13976900,1.555,13497400,1.554,2751900,1.553,2230400,1.558,2480900,1.559,11005200,1.560,9320400,1.561,7709600,1.562,2196000
1763692537347,sz159920,10:35:36,1.558,2.973,100,155,1.558,1.557,12788700,1.556,13976900,1.555,13497400,1.554,2751900,1.553,2230400,1.558,2365300,1.559,10005200,1.560,9320400,1.561,7709600,1.562,2196000
1763692540338,sz159920,10:35:39,1.558,2.992,2435300,3794197,1.558,1.558,601400,1.557,12776400,1.556,13984300,1.555,12674400,1.554,2681900,1.559,9917800,1.560,9346400,1.561,7709600,1.562,2356000,1.563,1270100
1763692543546,sz159920,10:35:42,1.558,3.208,30000,46740,1.558,1.558,1375600,1.557,12729000,1.556,14048700,1.555,11610000,1.554,2681900,1.559,9231500,1.560,9282200,1.561,8460100,1.562,2266000,1.563,1270100
1763692546470,sz159920,10:35:45,1.558,2.924,0,0,1.558,1.558,11261900,1.557,11995600,1.556,13930500,1.555,4023700,1.554,2681900,1.559,1195800,1.560,11994600,1.561,9007300,1.562,4266000,1.563,1520100
1763692549485,sz159920,10:35:48,1.558,3.014,72300,112713,1.559,1.558,1473300,1.557,13705700,1.556,13994900,1.555,11023000,1.554,2681900,1.559,10123100,1.560,9380800,1.561,8943800,1.562,2356000,1.563,1520100
1763692552457,sz159920,10:35:51,1.558,2.972,36500,56897,1.5588,1.558,1488900,1.557,13921100,1.556,13995600,1.555,11023000,1.554,2681900,1.559,10093000,1.560,9380800,1.561,8943800,1.562,2356000,1.563,1520100
1763692555721,sz159920,10:35:54,1.558,3.264,0,0,1.558,1.558,1493000,1.557,13961100,1.556,13995700,1.555,11023000,1.554,2681900,1.559,10093000,1.560,9380800,1.561,8943800,1.562,2396000,1.563,1520100
1763692558803,sz159920,10:35:57,1.558,3.083,0,0,1.558,1.558,1493000,1.557,13961100,1.556,13995700,1.555,11023000,1.554,2681900,1.559,10093000,1.560,9380800,1.561,9193800,1.562,2396000,1.563,1270100
1763692562001,sz159920,10:36:00,1.558,3.198,0,0,1.558,1.558,5493100,1.557,13961100,1.556,13995700,1.555,7023000,1.554,2681900,1.559,7506700,1.560,9380800,1.561,9193800,1.562,4396000,1.563,1270100
1763692565003,sz159920,10:36:03,1.558,3.002,0,0,1.558,1.558,1415400,1.557,13962100,1.556,13998700,1.555,11023000,1.554,2681900,1.559,10093000,1.560,9380800,1.561,9193800,1.562,2396000,1.563,1270100
1763692568027,sz159920,10:36:06,1.559,3.024,200,311,1.559,1.558,1415400,1.557,13962100,1.556,13998700,1.555,11023000,1.554,2681900,1.559,10092800,1.560,9380800,1.561,9193800,1.562,2386000,1.563,1270100
1763692571291,sz159920,10:36:09,1.559,3.264,0,0,1.559,1.558,1416600,1.557,14012100,1.556,13988700,1.555,11023000,1.554,2681900,1.559,10094300,1.560,9380800,1.561,9193800,1.562,2386000,1.563,1260100
1763692573993,sz159920,10:36:12,1.559,2.703,0,0,1.559,1.558,6002900,1.557,15045900,1.556,13988800,1.555,4023000,1.554,2681900,1.559,7538000,1.560,9380800,1.561,9193800,1.562,4386000,1.563,1260100
1763692577030,sz159920,10:36:15,1.559,3.037,2600,4053,1.559,1.558,10161600,1.557,12810200,1.556,13925000,1.555,4023000,1.554,2681900,1.559,754500,1.560,9694600,1.561,9008000,1.562,7386000,1.563,1510100
1763692580004,sz159920,10:36:18,1.559,2.974,248800,387879,1.559,1.558,12561600,1.557,12829200,1.556,13581200,1.555,4023200,1.554,2681900,1.559,333700,1.560,10994600,1.561,9013000,1.562,7386000,1.563,1515100
1763692583071,sz159920,10:36:21,1.558,3.067,15100,23535,1.5587,1.558,12556600,1.557,12761800,1.556,13581200,1.555,4023200,1.554,2681900,1.559,417900,1.560,10994600,1.561,9013000,1.562,7386000,1.563,1515100
1763692586001,sz159920,10:36:24,1.559,2.929,203200,316738,1.5588,1.558,12507100,1.557,12711800,1.556,13581200,1.555,4023200,1.554,2681900,1.559,593100,1.560,11994600,1.561,9013000,1.562,7386000,1.563,1515100
1763692589001,sz159920,10:36:27,1.559,3.0,22300,34765,1.559,1.558,12264700,1.557,12841800,1.556,13581200,1.555,4023200,1.554,2681900,1.559,570800,1.560,11999600,1.561,9013000,1.562,7386000,1.563,1515100
1763692592042,sz159920,10:36:30,1.559,3.041,11200,17449,1.558,1.558,11875600,1.557,12841800,1.556,13591200,1.555,4023200,1.554,2681900,1.559,1241200,1.560,12000700,1.561,9013000,1.562,7391000,1.563,1558600
1763692594989,sz159920,10:36:33,1.559,2.947,28300,44119,1.559,1.558,11943000,1.557,12918800,1.556,13583500,1.555,4023200,1.554,2681900,1.559,1212900,1.560,12000700,1.561,9038000,1.562,7391000,1.563,1558600
1763692597984,sz159920,10:36:36,1.559,2.995,0,0,1.559,1.558,11897600,1.557,12915400,1.556,13684000,1.555,4023400,1.554,2681900,1.559,1212900,1.560,12000700,1.561,9038000,1.562,7391000,1.563,1560600
1763692601000,sz159920,10:36:39,1.559,3.016,13400,20890,1.559,1.558,12661300,1.557,12915400,1.556,13684000,1.555,4023100,1.554,2681900,1.559,754500,1.560,11000700,1.561,9038000,1.562,7391000,1.563,1560600
1763692603994,sz159920,10:36:42,1.559,2.994,5000,7795,1.559,1.558,12666800,1.557,12915400,1.556,13672600,1.555,4023100,1.554,2681900,1.559,485000,1.560,12000700,1.561,9038000,1.562,7391000,1.563,1560600
1763692607033,sz159920,10:36:45,1.559,3.039,47700,74324,1.5582,1.558,12627000,1.557,12815400,1.556,13672600,1.555,4026900,1.554,2681900,1.559,477300,1.560,11010700,1.561,9038000,1.562,7391000,1.563,1560600
1763692610027,sz159920,10:36:48,1.559,2.993,45800,71395,1.5589,1.558,12659000,1.557,12815400,1.556,13672900,1.555,4026900,1.554,2681900,1.559,438100,1.560,12010700,1.561,9038000,1.562,7391000,1.563,1560600
1763692613080,sz159920,10:36:51,1.559,3.054,5000,7795,1.559,1.558,8612700,1.557,12783400,1.556,13456800,1.555,4026900,1.554,2681900,1.559,4719100,1.560,11912100,1.561,9288000,1.562,4392900,1.563,1310600
1763692616000,sz159920,10:36:54,1.559,2.92,500,779,1.559,1.558,8640000,1.557,12783400,1.556,13456800,1.555,4026900,1.554,2681900,1.559,4528900,1.560,11912100,1.561,9288000,1.562,4397900,1.563,1310600
1763692618608,sz159920,10:36:57,1.559,2.607,23400,36480,1.559,1.558,11642600,1.557,12770800,1.556,13459800,1.555,4026900,1.554,2681900,1.559,1515500,1.560,11914700,1.561,9288000,1.562,7400900,1.563,1310600
1763692621677,sz159920,10:37:00,1.558,3.069,19500,30382,1.5581,1.558,12811500,1.557,12770800,1.556,13459800,1.555,4026900,1.554,2681900,1.559,1139000,1.560,11914700,1.561,9288000,1.562,7400900,1.563,1315600
1763692624610,sz159920,10:37:03,1.559,2.933,10000,15590,1.559,1.558,12811500,1.557,12770800,1.556,13459800,1.555,4026900,1.554,2681900,1.559,1129000,1.560,11904700,1.561,9038000,1.562,7400900,1.563,1565600
1763692627622,sz159920,10:37:06,1.559,3.012,7900,12316,1.559,1.558,12055500,1.557,12718100,1.556,13459800,1.555,4026900,1.554,2681900,1.559,1496100,1.560,11904700,1.561,9038000,1.562,7400900,1.563,1565600
1763692630686,sz159920,10:37:09,1.559,3.063,19200,29932,1.559,1.558,12871500,1.557,13011800,1.556,13466900,1.555,4026900,1.554,2681900,1.559,1111900,1.560,11904700,1.561,9290000,1.562,7400900,1.563,1325600
1763692633657,sz159920,10:37:12,1.559,2.972,0,0,1.559,1.558,8737500,1.557,12977900,1.556,13466900,1.555,7026900,1.554,2681900,1.559,5222900,1.560,11904700,1.561,9290000,1.562,4400900,1.563,1325600
1763692636726,sz159920,10:37:15,1.559,3.069,0,0,1.559,1.558,5857600,1.557,14213600,1.556,13531300,1.555,7033900,1.554,2681900,1.559,9900900,1.560,9293900,1.561,9225800,1.562,2403900,1.563,1325600
1763692639653,sz159920,10:37:18,1.559,2.927,15400,24008,1.559,1.558,1857600,1.557,14213600,1.556,13526300,1.555,11033900,1.554,2681900,1.559,10471800,1.560,9293900,1.561,9232100,1.562,2403900,1.563,1330600
1763692640032,sz159920,10:37:18,1.559,0.379,0,0,1.559,1.558,1857600,1.557,14213600,1.556,13526300,1.555,11033900,1.554,2681900,1.559,10471800,1.560,9293900,1.561,9232100,1.562,2403900,1.563,1330600
1763692642925,sz159920,10:37:21,1.559,2.893,35700,55656,1.559,1.558,1806000,1.557,14213600,1.556,13526300,1.555,11034900,1.554,2681900,1.559,10436100,1.560,9303800,1.561,9235100,1.562,2403900,1.563,1330600
1763692645947,sz159920,10:37:24,1.558,3.022,84900,132274,1.558,1.558,427000,1.557,14233600,1.556,13525800,1.555,11124900,1.554,2681900,1.559,10526000,1.560,9303800,1.561,9235100,1.562,2316900,1.563,1330600
1763692649011,sz159920,10:37:27,1.558,3.064,504900,786634,1.558,1.557,14707900,1.556,13525800,1.555,11124900,1.554,2751900,1.553,2233900,1.558,50900,1.559,11564700,1.560,9301200,1.561,5402100,1.562,2246900
1763692651920,sz159920,10:37:30,1.558,2.908,1900,2960,1.558,1.557,14241300,1.556,13460200,1.555,11189300,1.554,2751900,1.553,2233900,1.558,63900,1.559,11564700,1.560,9365400,1.561,8344900,1.562,2246900
1763692654933,sz159920,10:37:33,1.558,3.014,1700,2648,1.558,1.557,10241400,1.556,13460200,1.555,11159300,1.554,2751900,1.553,2233900,1.558,4566000,1.559,11564700,1.560,9365400,1.561,5345900,1.562,2246900
1763692657923,sz159920,10:37:36,1.558,2.989,200,311,1.558,1.557,2355100,1.556,14695800,1.555,11810000,1.554,9751900,1.553,2233900,1.558,9253600,1.559,9041400,1.560,9541200,1.561,3345900,1.562,1996900
1763692660997,sz159920,10:37:39,1.558,3.075,7800,12152,1.558,1.557,8763500,1.556,13460200,1.555,12215500,1.554,5751900,1.553,2233900,1.558,7245800,1.559,8977100,1.560,9605400,1.561,5345900,1.562,1996900
