entry_time,entry_price,exit_time,exit_price,hold_seconds,quantity,profit_bps,cost_bps,net_profit_bps,pnl_amount,merge_count
2025-12-02 10:06:57,1.608,2025-12-02 10:08:24,1.609,87.0,126200.0,6.218905472636131,2.0,4.218905472636131,85.60146000000532,0.0
2025-12-02 10:12:51,1.607,2025-12-02 10:14:51,1.608,120.0,126300.0,6.222775357810279,2.0,4.22277535781028,85.69455000001471,0.0
2025-12-02 10:16:18,1.608,2025-12-02 10:17:24,1.609,66.0,126300.0,6.218905472636131,2.0,4.218905472636131,85.66928999999072,0.0
2025-12-02 10:20:54,1.608,2025-12-02 10:22:39,1.609,105.0,126300.0,6.218905472636131,2.0,4.218905472636131,85.66928999999072,0.0
2025-12-02 10:32:12,1.606,2025-12-02 10:36:09,1.608,237.0,126500.0,12.453300124533012,2.0,10.453300124533012,0.0,1.0
2025-12-02 10:44:30,1.608,2025-12-02 10:46:30,1.609,120.0,126500.0,6.218905472636131,2.0,4.218905472636131,85.80495000001974,0.0
2025-12-03 09:31:21,1.59,2025-12-03 09:34:33,1.593,192.0,128000.0,18.867924528301202,2.0,16.867924528301202,0.0,1.0
2025-12-03 09:41:15,1.592,2025-12-03 09:43:12,1.593,117.0,127900.0,6.281407035175188,2.0,4.281407035175188,87.16384999995353,0.0
2025-12-03 09:48:12,1.591,2025-12-03 09:49:30,1.592,78.0,128000.0,6.285355122565129,2.0,4.285355122565129,87.25759999998263,0.0
2025-12-03 09:57:03,1.586,2025-12-03 09:58:39,1.587,96.0,128500.0,6.305170239595774,2.0,4.305170239595775,87.72694999998203,0.0
2025-12-03 10:25:57,1.586,2025-12-03 10:26:54,1.587,57.0,128600.0,6.305170239595774,2.0,4.305170239595775,87.79521999997087,0.0
2025-12-03 10:37:24,1.582,2025-12-03 10:39:18,1.583,114.0,128900.0,6.321112515802085,2.0,4.321112515802085,88.10314999998081,0.0
2025-12-04 09:46:21,1.579,2025-12-04 09:48:18,1.58,117.0,129200.0,6.333122229259734,2.0,4.333122229259734,88.38572000002023,0.0
2025-12-04 10:01:33,1.578,2025-12-04 10:03:30,1.579,117.0,129400.0,6.337135614701456,2.0,4.337135614701456,88.54842000000644,0.0
2025-12-04 10:08:36,1.578,2025-12-04 10:09:12,1.579,36.0,129400.0,6.337135614701456,2.0,4.337135614701456,88.54842000000644,0.0
2025-12-04 10:19:36,1.576,2025-12-04 10:26:06,1.581,390.0,129700.0,31.725888324872418,2.0,29.725888324872418,0.0,2.0
2025-12-04 10:28:48,1.581,2025-12-04 10:32:06,1.583,198.0,129400.0,12.650221378874141,2.0,10.650221378874141,0.0,1.0
