datetime,deep_lob_score
2025-11-30 11:29:15+08:00,-0.0010775155
2025-11-30 11:29:18+08:00,-0.0010775155
2025-11-30 11:29:21+08:00,-0.0010775155
2025-11-30 11:29:24+08:00,-0.0010775155
2025-11-30 11:29:27+08:00,-0.0010775155
2025-11-30 11:29:30+08:00,-0.0010775155
2025-11-30 11:29:33+08:00,-0.0010775155
2025-11-30 11:29:36+08:00,-0.0010775155
2025-11-30 11:29:39+08:00,-0.0010775155
2025-11-30 11:29:42+08:00,-0.0010775155
2025-11-30 11:29:45+08:00,-0.0010775155
2025-11-30 11:29:48+08:00,-0.0010775155
2025-11-30 11:29:51+08:00,-0.0010775155
2025-11-30 11:29:54+08:00,-0.0010775155
2025-11-30 11:29:57+08:00,-0.0010775155
2025-11-30 11:30:00+08:00,-0.0010775155
2025-11-30 11:30:03+08:00,-0.0010775155
2025-11-30 11:30:06+08:00,-0.0010775155
2025-11-30 11:30:09+08:00,-0.0010775155
2025-11-30 11:30:12+08:00,-0.0010775155
2025-11-30 11:30:15+08:00,-0.0010775155
2025-11-30 11:30:18+08:00,-0.0010775155
2025-11-30 11:30:21+08:00,-0.0010775155
2025-11-30 11:30:24+08:00,-0.0010775155
2025-11-30 11:30:27+08:00,-0.0010775155
2025-11-30 11:30:30+08:00,-0.0010775155
2025-11-30 11:30:33+08:00,-0.0010775155
2025-11-30 11:30:36+08:00,-0.0010775155
2025-11-30 11:30:39+08:00,-0.0010775155
2025-11-30 11:30:42+08:00,-0.0010775155
2025-11-30 11:30:45+08:00,-0.0010775155
2025-11-30 11:30:48+08:00,-0.0010775155
2025-11-30 11:30:51+08:00,-0.0010775155
2025-11-30 11:30:54+08:00,-0.0010775155
2025-11-30 11:30:57+08:00,-0.0010775155
2025-11-30 11:31:00+08:00,-0.0010775155
2025-11-30 11:31:03+08:00,-0.0010775155
2025-11-30 11:31:06+08:00,-0.0010775155
2025-11-30 11:31:09+08:00,-0.0010775155
2025-11-30 11:31:12+08:00,-0.0010775155
2025-11-30 11:31:15+08:00,-0.0010775155
2025-11-30 11:31:18+08:00,-0.0010775155
2025-11-30 11:31:21+08:00,-0.0010775155
2025-11-30 11:31:24+08:00,-0.0010775155
2025-11-30 11:31:27+08:00,-0.0010775155
2025-11-30 11:31:30+08:00,-0.0010775155
2025-11-30 11:31:33+08:00,-0.0010775155
2025-11-30 11:31:36+08:00,-0.0010775155
2025-11-30 11:31:39+08:00,-0.0010775155
2025-11-30 11:31:42+08:00,-0.0010775155
2025-11-30 11:31:45+08:00,-0.0010775155
2025-11-30 11:31:48+08:00,-0.0010775155
2025-11-30 11:31:51+08:00,-0.0010775155
2025-11-30 11:31:54+08:00,-0.0010775155
2025-11-30 11:31:57+08:00,-0.0010775155
2025-11-30 11:32:00+08:00,-0.0010775155
2025-11-30 11:32:03+08:00,-0.0010775155
2025-11-30 11:32:06+08:00,-0.0010775155
2025-11-30 11:32:09+08:00,-0.0010775155
2025-11-30 11:32:12+08:00,-0.0010775155
2025-11-30 11:32:15+08:00,-0.0010775155
2025-11-30 11:32:18+08:00,-0.0010775155
2025-11-30 11:32:21+08:00,-0.0010775155
2025-11-30 11:32:24+08:00,-0.0010775155
2025-11-30 11:32:27+08:00,-0.0010775155
2025-11-30 11:32:30+08:00,-0.0010775155
2025-11-30 11:32:33+08:00,-0.0010775155
2025-11-30 11:32:36+08:00,-0.0010775155
2025-11-30 11:32:39+08:00,-0.0010775155
2025-11-30 11:32:42+08:00,-0.0010775155
2025-11-30 11:32:45+08:00,-0.0010775155
2025-11-30 11:32:48+08:00,-0.0010775155
2025-11-30 11:32:51+08:00,-0.0010775155
2025-11-30 11:32:54+08:00,-0.0010775155
2025-11-30 11:32:57+08:00,-0.0010775155
2025-11-30 11:33:00+08:00,-0.0010775155
2025-11-30 11:33:03+08:00,-0.0010775155
2025-11-30 11:33:06+08:00,-0.0010775155
2025-11-30 11:33:09+08:00,-0.0010775155
2025-11-30 11:33:12+08:00,-0.0010775155
2025-11-30 11:33:15+08:00,-0.0010775155
2025-11-30 11:33:18+08:00,-0.0010775155
2025-11-30 11:33:21+08:00,-0.0010775155
2025-11-30 11:33:24+08:00,-0.0010775155
2025-11-30 11:33:27+08:00,-0.0010775155
2025-11-30 11:33:30+08:00,-0.0010775155
2025-11-30 11:33:33+08:00,-0.0010775155
2025-11-30 11:33:36+08:00,-0.0010775155
2025-11-30 11:33:39+08:00,-0.0010775155
2025-11-30 11:33:42+08:00,-0.0010775155
2025-11-30 11:33:45+08:00,-0.0010775155
2025-11-30 11:33:48+08:00,-0.0010775155
2025-11-30 11:33:51+08:00,-0.0010775155
2025-11-30 11:33:54+08:00,-0.0010775155
2025-11-30 11:33:57+08:00,-0.0010775155
2025-11-30 11:34:00+08:00,-0.0010775155
2025-11-30 11:34:03+08:00,-0.0010775155
2025-11-30 11:34:06+08:00,-0.0010775155
2025-11-30 11:34:09+08:00,-0.0010775155
2025-11-30 11:34:12+08:00,-0.0010775155
2025-11-30 11:34:15+08:00,-0.0010775155
2025-11-30 11:34:18+08:00,-0.0010775155
2025-11-30 11:34:21+08:00,-0.0010775155
2025-11-30 11:34:24+08:00,-0.0010775155
2025-11-30 11:34:27+08:00,-0.0010775155
2025-11-30 11:34:30+08:00,-0.0010775155
2025-11-30 11:34:33+08:00,-0.0010775155
2025-11-30 11:34:36+08:00,-0.0010775155
2025-11-30 11:34:39+08:00,-0.0010775155
2025-11-30 11:34:42+08:00,-0.0010775155
2025-11-30 11:34:45+08:00,-0.0010775155
2025-11-30 11:34:48+08:00,-0.0010775155
2025-11-30 11:34:51+08:00,-0.0010775155
2025-11-30 11:34:54+08:00,-0.0010775155
2025-11-30 11:34:57+08:00,-0.0010775155
2025-11-30 11:35:00+08:00,-0.0010775155
2025-11-30 11:35:03+08:00,-0.0010775155
2025-11-30 11:35:06+08:00,-0.0010775155
2025-11-30 11:35:09+08:00,-0.0010775155
2025-11-30 11:35:12+08:00,-0.0010775155
2025-11-30 11:35:15+08:00,-0.0010775155
2025-11-30 11:35:18+08:00,-0.0010775155
2025-11-30 11:35:21+08:00,-0.0010775155
2025-11-30 11:35:24+08:00,-0.0010775155
2025-11-30 11:35:27+08:00,-0.0010775155
2025-11-30 11:35:30+08:00,-0.0010775155
2025-11-30 11:35:33+08:00,-0.0010775155
2025-11-30 11:35:36+08:00,-0.0010775155
2025-11-30 11:35:39+08:00,-0.0010775155
2025-11-30 11:35:42+08:00,-0.0010775155
2025-11-30 11:35:45+08:00,-0.0010775155
2025-11-30 11:35:48+08:00,-0.0010775155
2025-11-30 11:35:51+08:00,-0.0010775155
2025-11-30 11:35:54+08:00,-0.0010775155
2025-11-30 11:35:57+08:00,-0.0010775155
2025-11-30 11:36:00+08:00,-0.0010775155
2025-11-30 11:36:03+08:00,-0.0010775155
2025-11-30 11:36:06+08:00,-0.0010775155
2025-11-30 11:36:09+08:00,-0.0010775155
2025-11-30 11:36:12+08:00,-0.0010775155
2025-11-30 11:36:15+08:00,-0.0010775155
2025-11-30 11:36:18+08:00,-0.0010775155
2025-11-30 11:36:21+08:00,-0.0010775155
2025-11-30 11:36:24+08:00,-0.0010775155
2025-11-30 11:36:27+08:00,-0.0010775155
2025-11-30 11:36:30+08:00,-0.0010775155
2025-11-30 11:36:33+08:00,-0.0010775155
2025-11-30 11:36:36+08:00,-0.0010775155
2025-11-30 11:36:39+08:00,-0.0010775155
2025-11-30 11:36:42+08:00,-0.0010775155
2025-11-30 11:36:45+08:00,-0.0010775155
2025-11-30 11:36:48+08:00,-0.0010775155
2025-11-30 11:36:51+08:00,-0.0010775155
2025-11-30 11:36:54+08:00,-0.0010775155
2025-11-30 11:36:57+08:00,-0.0010775155
2025-11-30 11:37:00+08:00,-0.0010775155
2025-11-30 11:37:03+08:00,-0.0010775155
2025-11-30 11:37:06+08:00,-0.0010775155
2025-11-30 11:37:09+08:00,-0.0010775155
2025-11-30 11:37:12+08:00,-0.0010775155
2025-11-30 11:37:15+08:00,-0.0010775155
2025-11-30 11:37:18+08:00,-0.0010775155
2025-11-30 11:37:21+08:00,-0.0010775155
2025-11-30 11:37:24+08:00,-0.0010775155
2025-11-30 11:37:27+08:00,-0.0010775155
2025-11-30 11:37:30+08:00,-0.0010775155
2025-11-30 11:37:33+08:00,-0.0010775155
2025-11-30 11:37:36+08:00,-0.0010775155
2025-11-30 11:37:39+08:00,-0.0010775155
2025-11-30 11:37:42+08:00,-0.0010775155
2025-11-30 11:37:45+08:00,-0.0010775155
2025-11-30 11:37:48+08:00,-0.0010775155
2025-11-30 11:37:51+08:00,-0.0010775155
2025-11-30 11:37:54+08:00,-0.0010775155
2025-11-30 11:37:57+08:00,-0.0010775155
2025-11-30 11:38:00+08:00,-0.0010775155
2025-11-30 11:38:03+08:00,-0.0010775155
2025-11-30 11:38:06+08:00,-0.0010775155
2025-11-30 11:38:09+08:00,-0.0010775155
2025-11-30 11:38:12+08:00,-0.0010775155
2025-11-30 11:38:15+08:00,-0.0010775155
2025-11-30 11:38:18+08:00,-0.0010775155
2025-11-30 11:38:21+08:00,-0.0010775155
2025-11-30 11:38:24+08:00,-0.0010775155
2025-11-30 11:38:27+08:00,-0.0010775155
2025-11-30 11:38:30+08:00,-0.0010775155
2025-11-30 11:38:33+08:00,-0.0010775155
2025-11-30 11:38:36+08:00,-0.0010775155
2025-11-30 11:38:39+08:00,-0.0010775155
2025-11-30 11:38:42+08:00,-0.0010775155
2025-11-30 11:38:45+08:00,-0.0010775155
2025-11-30 11:38:48+08:00,-0.0010775155
2025-11-30 11:38:51+08:00,-0.0010775155
2025-11-30 11:38:54+08:00,-0.0010775155
2025-11-30 11:38:57+08:00,-0.0010775155
2025-11-30 11:39:00+08:00,-0.0010775155
2025-11-30 11:39:03+08:00,-0.0010775155
2025-11-30 11:39:06+08:00,-0.0010775155
2025-11-30 11:39:09+08:00,-0.0010775155
2025-11-30 11:39:12+08:00,-0.0010775155
2025-11-30 11:39:15+08:00,-0.0010775155
2025-11-30 11:39:18+08:00,-0.0010775155
2025-11-30 11:39:21+08:00,-0.0010775155
2025-11-30 11:39:24+08:00,-0.0010775155
2025-11-30 11:39:27+08:00,-0.0010775155
2025-11-30 11:39:30+08:00,-0.0010775155
2025-11-30 11:39:33+08:00,-0.0010775155
2025-11-30 11:39:36+08:00,-0.0010775155
2025-11-30 11:39:39+08:00,-0.0010775155
2025-11-30 11:39:42+08:00,-0.0010775155
2025-11-30 11:39:45+08:00,-0.0010775155
2025-11-30 11:39:48+08:00,-0.0010775155
2025-11-30 11:39:51+08:00,-0.0010775155
2025-11-30 11:39:54+08:00,-0.0010775155
2025-11-30 11:39:57+08:00,-0.0010775155
2025-11-30 11:40:00+08:00,-0.0010775155
2025-11-30 11:40:03+08:00,-0.0010775155
2025-11-30 11:40:06+08:00,-0.0010775155
2025-11-30 11:40:09+08:00,-0.0010775155
2025-11-30 11:40:12+08:00,-0.0010775155
2025-11-30 11:40:15+08:00,-0.0010775155
2025-11-30 11:40:18+08:00,-0.0010775155
2025-11-30 11:40:21+08:00,-0.0010775155
2025-11-30 11:40:24+08:00,-0.0010775155
2025-11-30 11:40:27+08:00,-0.0010775155
2025-11-30 11:40:30+08:00,-0.0010775155
2025-11-30 11:40:33+08:00,-0.0010775155
2025-11-30 11:40:36+08:00,-0.0010775155
2025-11-30 11:40:39+08:00,-0.0010775155
2025-11-30 11:40:42+08:00,-0.0010775155
2025-11-30 11:40:45+08:00,-0.0010775155
2025-11-30 11:40:48+08:00,-0.0010775155
2025-11-30 11:40:51+08:00,-0.0010775155
2025-11-30 11:40:54+08:00,-0.0010775155
2025-11-30 11:40:57+08:00,-0.0010775155
2025-11-30 11:41:00+08:00,-0.0010775155
2025-11-30 11:41:03+08:00,-0.0010775155
2025-11-30 11:41:06+08:00,-0.0010775155
2025-11-30 11:41:09+08:00,-0.0010775155
2025-11-30 11:41:12+08:00,-0.0010775155
2025-11-30 11:41:15+08:00,-0.0010775155
2025-11-30 11:41:18+08:00,-0.0010775155
2025-11-30 11:41:21+08:00,-0.0010775155
2025-11-30 11:41:24+08:00,-0.0010775155
2025-11-30 11:41:27+08:00,-0.0010775155
2025-11-30 11:41:30+08:00,-0.0010775155
2025-11-30 11:41:33+08:00,-0.0010775155
2025-11-30 11:41:36+08:00,-0.0010775155
2025-11-30 11:41:39+08:00,-0.0010775155
2025-11-30 11:41:42+08:00,-0.0010775155
2025-11-30 11:41:45+08:00,-0.0010775155
2025-11-30 11:41:48+08:00,-0.0010775155
2025-11-30 11:41:51+08:00,-0.0010775155
2025-11-30 11:41:54+08:00,-0.0010775155
2025-11-30 11:41:57+08:00,-0.0010775155
2025-11-30 11:42:00+08:00,-0.0010775155
2025-11-30 11:42:03+08:00,-0.0010775155
2025-11-30 11:42:06+08:00,-0.0010775155
2025-11-30 11:42:09+08:00,-0.0010775155
2025-11-30 11:42:12+08:00,-0.0010775155
2025-11-30 11:42:15+08:00,-0.0010775155
2025-11-30 11:42:18+08:00,-0.0010775155
2025-11-30 11:42:21+08:00,-0.0010775155
2025-11-30 11:42:24+08:00,-0.0010775155
2025-11-30 11:42:27+08:00,-0.0010775155
2025-11-30 11:42:30+08:00,-0.0010775155
2025-11-30 11:42:33+08:00,-0.0010775155
2025-11-30 11:42:36+08:00,-0.0010775155
2025-11-30 11:42:39+08:00,-0.0010775155
2025-11-30 11:42:42+08:00,-0.0010775155
2025-11-30 11:42:45+08:00,-0.0010775155
2025-11-30 11:42:48+08:00,-0.0010775155
2025-11-30 11:42:51+08:00,-0.0010775155
2025-11-30 11:42:54+08:00,-0.0010775155
2025-11-30 11:42:57+08:00,-0.0010775155
2025-11-30 11:43:00+08:00,-0.0010775155
2025-11-30 11:43:03+08:00,-0.0010775155
2025-11-30 11:43:06+08:00,-0.0010775155
2025-11-30 11:43:09+08:00,-0.0010775155
2025-11-30 11:43:12+08:00,-0.0010775155
2025-11-30 11:43:15+08:00,-0.0010775155
2025-11-30 11:43:18+08:00,-0.0010775155
2025-11-30 11:43:21+08:00,-0.0010775155
2025-11-30 11:43:24+08:00,-0.0010775155
2025-11-30 11:43:27+08:00,-0.0010775155
2025-11-30 11:43:30+08:00,-0.0010775155
2025-11-30 11:43:33+08:00,-0.0010775155
2025-11-30 11:43:36+08:00,-0.0010775155
2025-11-30 11:43:39+08:00,-0.0010775155
2025-11-30 11:43:42+08:00,-0.0010775155
2025-11-30 11:43:45+08:00,-0.0010775155
2025-11-30 11:43:48+08:00,-0.0010775155
2025-11-30 11:43:51+08:00,-0.0010775155
2025-11-30 11:43:54+08:00,-0.0010775155
2025-11-30 11:43:57+08:00,-0.0010775155
2025-11-30 11:44:00+08:00,-0.0010775155
2025-11-30 11:44:03+08:00,-0.0010775155
2025-11-30 11:44:06+08:00,-0.0010775155
2025-11-30 11:44:09+08:00,-0.0010775155
2025-11-30 11:44:12+08:00,-0.0010775155
2025-11-30 11:44:15+08:00,-0.0010775155
2025-11-30 11:44:18+08:00,-0.0010775155
2025-11-30 11:44:21+08:00,-0.0010775155
2025-11-30 11:44:24+08:00,-0.0010775155
2025-11-30 11:44:27+08:00,-0.0010775155
2025-11-30 11:44:30+08:00,-0.0010775155
2025-11-30 11:44:33+08:00,-0.0010775155
2025-11-30 11:44:36+08:00,-0.0010775155
2025-11-30 11:44:39+08:00,-0.0010775155
2025-11-30 11:44:42+08:00,-0.0010775155
2025-11-30 11:44:45+08:00,-0.0010775155
2025-11-30 11:44:48+08:00,-0.0010775155
2025-11-30 11:44:51+08:00,-0.0010775155
2025-11-30 11:44:54+08:00,-0.0010775155
2025-11-30 11:44:57+08:00,-0.0010775155
2025-11-30 11:45:00+08:00,-0.0010775155
2025-11-30 11:45:03+08:00,-0.0010775155
2025-11-30 11:45:06+08:00,-0.0010775155
2025-11-30 11:45:09+08:00,-0.0010775155
2025-11-30 11:45:12+08:00,-0.0010775155
2025-11-30 11:45:15+08:00,-0.0010775155
2025-11-30 11:45:18+08:00,-0.0010775155
2025-11-30 11:45:21+08:00,-0.0010775155
2025-11-30 11:45:24+08:00,-0.0010775155
2025-11-30 11:45:27+08:00,-0.0010775155
2025-11-30 11:45:30+08:00,-0.0010775155
2025-11-30 11:45:33+08:00,-0.0010775155
2025-11-30 11:45:36+08:00,-0.0010775155
2025-11-30 11:45:39+08:00,-0.0010775155
2025-11-30 11:45:42+08:00,-0.0010775155
2025-11-30 11:45:45+08:00,-0.0010775155
2025-11-30 11:45:48+08:00,-0.0010775155
2025-11-30 11:45:51+08:00,-0.0010775155
2025-11-30 11:45:54+08:00,-0.0010775155
2025-11-30 11:45:57+08:00,-0.0010775155
2025-11-30 11:46:00+08:00,-0.0010775155
2025-11-30 11:46:03+08:00,-0.0010775155
2025-11-30 11:46:06+08:00,-0.0010775155
2025-11-30 11:46:09+08:00,-0.0010775155
2025-11-30 11:46:12+08:00,-0.0010775155
2025-11-30 11:46:15+08:00,-0.0010775155
2025-11-30 11:46:18+08:00,-0.0010775155
2025-11-30 11:46:21+08:00,-0.0010775155
2025-11-30 11:46:24+08:00,-0.0010775155
2025-11-30 11:46:27+08:00,-0.0010775155
2025-11-30 11:46:30+08:00,-0.0010775155
2025-11-30 11:46:33+08:00,-0.0010775155
2025-11-30 11:46:36+08:00,-0.0010775155
2025-11-30 11:46:39+08:00,-0.0010775155
2025-11-30 11:46:42+08:00,-0.0010775155
2025-11-30 11:46:45+08:00,-0.0010775155
2025-11-30 11:46:48+08:00,-0.0010775155
2025-11-30 11:46:51+08:00,-0.0010775155
2025-11-30 11:46:54+08:00,-0.0010775155
2025-11-30 11:46:57+08:00,-0.0010775155
2025-11-30 11:47:00+08:00,-0.0010775155
2025-11-30 11:47:03+08:00,-0.0010775155
2025-11-30 11:47:06+08:00,-0.0010775155
2025-11-30 11:47:09+08:00,-0.0010775155
2025-11-30 11:47:12+08:00,-0.0010775155
2025-11-30 11:47:15+08:00,-0.0010775155
2025-11-30 11:47:18+08:00,-0.0010775155
2025-11-30 11:47:21+08:00,-0.0010775155
2025-11-30 11:47:24+08:00,-0.0010775155
2025-11-30 11:47:27+08:00,-0.0010775155
2025-11-30 11:47:30+08:00,-0.0010775155
2025-11-30 11:47:33+08:00,-0.0010775155
2025-11-30 11:47:36+08:00,-0.0010775155
2025-11-30 11:47:39+08:00,-0.0010775155
2025-11-30 11:47:42+08:00,-0.0010775155
2025-11-30 11:47:45+08:00,-0.0010775155
2025-11-30 11:47:48+08:00,-0.0010775155
2025-11-30 11:47:51+08:00,-0.0010775155
2025-11-30 11:47:54+08:00,-0.0010775155
2025-11-30 11:47:57+08:00,-0.0010775155
2025-11-30 11:48:00+08:00,-0.0010775155
2025-11-30 11:48:03+08:00,-0.0010775155
2025-11-30 11:48:06+08:00,-0.0010775155
2025-11-30 11:48:09+08:00,-0.0010775155
2025-11-30 11:48:12+08:00,-0.0010775155
2025-11-30 11:48:15+08:00,-0.0010775155
2025-11-30 11:48:18+08:00,-0.0010775155
2025-11-30 11:48:21+08:00,-0.0010775155
2025-11-30 11:48:24+08:00,-0.0010775155
2025-11-30 11:48:27+08:00,-0.0010775155
2025-11-30 11:48:30+08:00,-0.0010775155
2025-11-30 11:48:33+08:00,-0.0010775155
2025-11-30 11:48:36+08:00,-0.0010775155
2025-11-30 11:48:39+08:00,-0.0010775155
2025-11-30 11:48:42+08:00,-0.0010775155
2025-11-30 11:48:45+08:00,-0.0010775155
2025-11-30 11:48:48+08:00,-0.0010775155
2025-11-30 11:48:51+08:00,-0.0010775155
2025-11-30 11:48:54+08:00,-0.0010775155
2025-11-30 11:48:57+08:00,-0.0010775155
2025-11-30 11:49:00+08:00,-0.0010775155
2025-11-30 11:49:03+08:00,-0.0010775155
2025-11-30 11:49:06+08:00,-0.0010775155
2025-11-30 11:49:09+08:00,-0.0010775155
2025-11-30 11:49:12+08:00,-0.0010775155
2025-11-30 11:49:15+08:00,-0.0010775155
2025-11-30 11:49:18+08:00,-0.0010775155
2025-11-30 11:49:21+08:00,-0.0010775155
2025-11-30 11:49:24+08:00,-0.0010775155
2025-11-30 11:49:27+08:00,-0.0010775155
2025-11-30 11:49:30+08:00,-0.0010775155
2025-11-30 11:49:33+08:00,-0.0010775155
2025-11-30 11:49:36+08:00,-0.0010775155
2025-11-30 11:49:39+08:00,-0.0010775155
2025-11-30 11:49:42+08:00,-0.0010775155
2025-11-30 11:49:45+08:00,-0.0010775155
2025-11-30 11:49:48+08:00,-0.0010775155
2025-11-30 11:49:51+08:00,-0.0010775155
2025-11-30 11:49:54+08:00,-0.0010775155
2025-11-30 11:49:57+08:00,-0.0010775155
2025-11-30 11:50:00+08:00,-0.0010775155
2025-11-30 11:50:03+08:00,-0.0010775155
2025-11-30 11:50:06+08:00,-0.0010775155
2025-11-30 11:50:09+08:00,-0.0010775155
2025-11-30 11:50:12+08:00,-0.0010775155
2025-11-30 11:50:15+08:00,-0.0010775155
2025-11-30 11:50:18+08:00,-0.0010775155
2025-11-30 11:50:21+08:00,-0.0010775155
2025-11-30 11:50:24+08:00,-0.0010775155
2025-11-30 11:50:27+08:00,-0.0010775155
2025-11-30 11:50:30+08:00,-0.0010775155
2025-11-30 11:50:33+08:00,-0.0010775155
2025-11-30 11:50:36+08:00,-0.0010775155
2025-11-30 11:50:39+08:00,-0.0010775155
2025-11-30 11:50:42+08:00,-0.0010775155
2025-11-30 11:50:45+08:00,-0.0010775155
2025-11-30 11:50:48+08:00,-0.0010775155
2025-11-30 11:50:51+08:00,-0.0010775155
2025-11-30 11:50:54+08:00,-0.0010775155
2025-11-30 11:50:57+08:00,-0.0010775155
2025-11-30 11:51:00+08:00,-0.0010775155
2025-11-30 11:51:03+08:00,-0.0010775155
2025-11-30 11:51:06+08:00,-0.0010775155
2025-11-30 11:51:09+08:00,-0.0010775155
2025-11-30 11:51:12+08:00,-0.0010775155
2025-11-30 11:51:15+08:00,-0.0010775155
2025-11-30 11:51:18+08:00,-0.0010775155
2025-11-30 11:51:21+08:00,-0.0010775155
2025-11-30 11:51:24+08:00,-0.0010775155
2025-11-30 11:51:27+08:00,-0.0010775155
2025-11-30 11:51:30+08:00,-0.0010775155
2025-11-30 11:51:33+08:00,-0.0010775155
2025-11-30 11:51:36+08:00,-0.0010775155
2025-11-30 11:51:39+08:00,-0.0010775155
2025-11-30 11:51:42+08:00,-0.0010775155
2025-11-30 11:51:45+08:00,-0.0010775155
2025-11-30 11:51:48+08:00,-0.0010775155
2025-11-30 11:51:51+08:00,-0.0010775155
2025-11-30 11:51:54+08:00,-0.0010775155
2025-11-30 11:51:57+08:00,-0.0010775155
2025-11-30 11:52:00+08:00,-0.0010775155
2025-11-30 11:52:03+08:00,-0.0010775155
2025-11-30 11:52:06+08:00,-0.0010775155
2025-11-30 11:52:09+08:00,-0.0010775155
2025-11-30 11:52:12+08:00,-0.0010775155
2025-11-30 11:52:15+08:00,-0.0010775155
2025-11-30 11:52:18+08:00,-0.0010775155
2025-11-30 11:52:21+08:00,-0.0010775155
2025-11-30 11:52:24+08:00,-0.0010775155
2025-11-30 11:52:27+08:00,-0.0010775155
2025-11-30 11:52:30+08:00,-0.0010775155
2025-11-30 11:52:33+08:00,-0.0010775155
2025-11-30 11:52:36+08:00,-0.0010775155
2025-11-30 11:52:39+08:00,-0.0010775155
2025-11-30 11:52:42+08:00,-0.0010775155
2025-11-30 11:52:45+08:00,-0.0010775155
2025-11-30 11:52:48+08:00,-0.0010775155
2025-11-30 11:52:51+08:00,-0.0010775155
2025-11-30 11:52:54+08:00,-0.0010775155
2025-11-30 11:52:57+08:00,-0.0010775155
2025-11-30 11:53:00+08:00,-0.0010775155
2025-11-30 11:53:03+08:00,-0.0010775155
2025-11-30 11:53:06+08:00,-0.0010775155
2025-11-30 11:53:09+08:00,-0.0010775155
2025-11-30 11:53:12+08:00,-0.0010775155
2025-11-30 11:53:15+08:00,-0.0010775155
2025-11-30 11:53:18+08:00,-0.0010775155
2025-11-30 11:53:21+08:00,-0.0010775155
2025-11-30 11:53:24+08:00,-0.0010775155
2025-11-30 11:53:27+08:00,-0.0010775155
2025-11-30 11:53:30+08:00,-0.0010775155
2025-11-30 11:53:33+08:00,-0.0010775155
2025-11-30 11:53:36+08:00,-0.0010775155
