run_id,regime,duration
1287,normal:trending,50
1288,normal:neutral,50
1289,normal:trending,50
1290,normal:neutral,50
1291,normal:trending,90
1292,normal:neutral,51
1293,normal:trending,50
1294,normal:neutral,97
1295,normal:trending,50
1296,normal:neutral,66
1297,normal:trending,50
1298,normal:neutral,67
1299,normal:trending,50
1300,normal:neutral,50
1301,normal:trending,55
1302,normal:neutral,69
1303,normal:trending,50
1304,normal:neutral,50
1305,normal:trending,50
1306,normal:neutral,50
1307,normal:trending,62
1308,normal:neutral,52
1309,normal:trending,50
1310,normal:neutral,61
1311,normal:trending,50
1312,normal:neutral,61
1313,normal:trending,40
1314,illiquid:neutral,30
1315,normal:neutral,30
1316,high_volatility:neutral,30
1317,normal:neutral,118
1318,normal:trending,116
1319,normal:neutral,86
1320,normal:trending,50
1321,normal:neutral,65
1322,normal:trending,50
1323,normal:neutral,50
1324,normal:trending,50
1325,normal:neutral,53
1326,normal:trending,80
1327,normal:neutral,58
1328,normal:trending,67
1329,normal:neutral,50
1330,normal:trending,50
1331,normal:neutral,50
1332,normal:trending,62
1333,normal:neutral,61
1334,normal:trending,69
1335,normal:neutral,51
1336,normal:trending,50
1337,normal:neutral,71
1338,normal:trending,54
1339,normal:neutral,50
1340,normal:trending,55
1341,normal:neutral,56
1342,normal:trending,50
1343,normal:neutral,67
1344,normal:trending,75
1345,normal:neutral,53
1346,normal:trending,55
1347,normal:neutral,53
1348,normal:trending,50
1349,normal:neutral,50
1350,normal:trending,50
1351,normal:neutral,60
1352,normal:trending,53
1353,normal:neutral,152
1354,normal:trending,52
1355,normal:neutral,50
1356,normal:trending,54
1357,normal:neutral,50
1358,normal:trending,50
1359,normal:neutral,54
1360,normal:trending,50
1361,normal:neutral,51
1362,normal:trending,50
1363,normal:neutral,53
1364,normal:trending,105
1365,normal:neutral,85
1366,normal:trending,50
1367,normal:neutral,62
1368,normal:trending,74
1369,normal:neutral,63
1370,normal:trending,55
1371,normal:neutral,123
1372,normal:trending,50
1373,normal:neutral,50
1374,normal:trending,32
1375,illiquid:neutral,30
1376,normal:neutral,30
1377,high_volatility:neutral,39
1378,normal:neutral,50
1379,normal:trending,50
1380,normal:neutral,59
1381,normal:trending,54
1382,normal:neutral,50
1383,normal:trending,57
1384,normal:neutral,86
1385,normal:trending,75
1386,normal:neutral,50
1387,normal:trending,50
1388,normal:neutral,50
1389,normal:trending,81
1390,normal:neutral,10
1391,illiquid:neutral,30
1392,normal:neutral,73
1393,normal:trending,50
1394,normal:neutral,50
1395,normal:trending,58
1396,normal:neutral,50
1397,normal:trending,6
1398,illiquid:neutral,35
1399,normal:neutral,66
1400,illiquid:neutral,34
1401,normal:neutral,86
1402,normal:trending,72
1403,normal:neutral,51
1404,normal:trending,50
1405,normal:neutral,53
1406,normal:trending,16
1407,illiquid:neutral,30
1408,normal:neutral,71
1409,normal:trending,50
1410,normal:neutral,51
1411,normal:trending,50
1412,normal:neutral,64
1413,normal:trending,54
1414,normal:neutral,53
1415,normal:trending,54
1416,normal:neutral,26
1417,illiquid:neutral,30
1418,normal:neutral,50
1419,normal:trending,42
1420,illiquid:neutral,30
1421,normal:neutral,50
1422,normal:trending,50
1423,normal:neutral,62
1424,normal:trending,20
1425,illiquid:neutral,30
1426,normal:neutral,104
1427,normal:trending,50
1428,normal:neutral,99
1429,normal:trending,50
1430,normal:neutral,54
1431,normal:trending,50
1432,normal:neutral,125
1433,normal:trending,96
1434,normal:neutral,53
1435,normal:trending,50
1436,normal:neutral,50
1437,normal:trending,63
1438,normal:neutral,50
1439,normal:trending,50
1440,normal:neutral,23
1441,illiquid:neutral,61
1442,normal:neutral,50
1443,normal:trending,50
1444,normal:neutral,71
1445,normal:trending,56
1446,normal:neutral,53
1447,normal:trending,50
1448,normal:neutral,9
