symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags
sh513130,09:31:06,1764811868127,5544.02,0.907,5.5003,0.73,0.7293,0.096,159700,116537,0.7297,0.729,47755600,0.728,45837300,0.727,35566700,0.726,42202300,0.725,30928200,0.73,68007200,0.731,71380500,0.732,52696800,0.733,35143100,0.734,31089500,996,100,0
sh513130,09:31:09,1764811871148,5542.5,0.907,3.3963,0.729,0.7293,-0.0411,122100,89107,0.7298,0.729,34696400,0.728,58791300,0.727,35566700,0.726,37202300,0.725,25928200,0.73,69002800,0.731,72348100,0.732,52698800,0.733,35165000,0.734,31090600,647,100,0
sh513130,09:31:12,1764811874156,5541.21,0.907,3.99,0.729,0.7297,-0.0959,34257000,24973604,0.729,0.728,65739800,0.727,55511200,0.726,37202300,0.725,33328200,0.724,23886900,0.729,44721800,0.73,60406000,0.731,69336600,0.732,45910200,0.733,32165300,496,100,0
sh513130,09:31:15,1764811877185,5541.37,0.907,2.7497,0.729,0.7298,-0.1096,3617300,2636975,0.729,0.728,66439500,0.727,56369400,0.726,37202300,0.725,33328200,0.724,23887000,0.729,49255300,0.73,62518400,0.731,69383800,0.732,39726400,0.733,32165700,703,100,0
sh513130,09:31:18,1764811880144,5541.47,0.907,5.7832,0.729,0.7298,-0.1096,1086100,791767,0.729,0.728,57594500,0.727,56369400,0.726,37203300,0.725,33329200,0.724,23887000,0.729,50620100,0.73,63751300,0.731,69480800,0.732,35211400,0.733,32181000,1681,100,0
sh513130,09:31:21,1764811882147,5540.35,0.907,4.2661,0.728,0.7291,-0.1509,68800,50155,0.729,0.728,59990100,0.727,56444800,0.726,37204300,0.725,33329200,0.724,23887000,0.729,44665100,0.73,72501800,0.731,72482300,0.732,39711400,0.733,32287800,1663,100,0
sh513130,09:31:24,1764811885158,5540.96,0.907,4.5596,0.728,0.7291,-0.1509,610800,444985,0.7285,0.728,60570400,0.727,56465800,0.726,37235300,0.725,33400200,0.724,23892000,0.729,22497400,0.73,72754200,0.731,72526000,0.732,45139400,0.733,32186000,649,100,0
sh513130,09:31:27,1764811888160,5541.67,0.907,2.7696,0.729,0.7291,-0.0137,60300,43901,0.728,0.728,61521600,0.727,56465800,0.726,37150700,0.725,35683500,0.724,23892000,0.729,24477300,0.73,73213900,0.731,72529000,0.732,45082600,0.733,32186000,1345,100,0
sh513130,09:31:30,1764811891162,5541.0,0.907,4.2845,0.729,0.7291,-0.0137,59600,43424,0.7286,0.728,68104800,0.727,56472800,0.726,37150700,0.725,29303500,0.724,26172000,0.729,12231800,0.73,73525400,0.731,72529000,0.732,46202000,0.733,31927200,157,100,0
sh513130,09:31:30,1764811893164,5543.82,0.907,7.3936,0.729,0.7291,-0.0137,59600,43424,0.7286,0.728,68104800,0.727,56472800,0.726,37150700,0.725,29303500,0.724,26172000,0.729,12231800,0.73,73525400,0.731,72529000,0.732,46202000,0.733,31927200,657,100,0
sh513130,09:31:33,1764811895163,5547.17,0.907,7.5548,0.729,0.7291,-0.0137,21068200,15358916,0.729,0.729,46011600,0.728,54416200,0.727,35762500,0.726,39429700,0.725,28303500,0.73,66137200,0.731,71613700,0.732,46202000,0.733,40838200,0.734,31818700,669,100,0
sh513130,09:31:36,1764811897168,5546.64,0.907,5.9538,0.729,0.7298,-0.1096,1336400,974235,0.729,0.729,47290900,0.728,54463500,0.727,35795500,0.726,39429700,0.725,28303500,0.73,63841600,0.731,71698700,0.732,46212000,0.733,36462200,0.734,31818700,678,100,0
sh513130,09:31:39,1764811901172,5547.05,0.907,3.2485,0.73,0.7298,0.0274,893800,651585,0.729,0.729,48898600,0.728,54349900,0.727,35745500,0.726,39460100,0.725,28303500,0.73,73314300,0.731,71993300,0.732,46283800,0.733,32132200,0.734,32021700,690,100,0
sh513130,09:31:42,1764811905177,5546.0,0.907,3.7647,0.73,0.7304,-0.0548,336500,245329,0.7291,0.729,50055200,0.728,54360200,0.727,35782900,0.726,39462100,0.725,28303500,0.73,69826300,0.731,71955700,0.732,46600400,0.733,36612200,0.734,32031700,661,100,0
sh513130,09:31:45,1764811907185,5545.34,0.907,4.1921,0.729,0.7304,-0.1917,29300,21360,0.729,0.729,55226400,0.728,54421300,0.727,35858600,0.726,39562100,0.725,28303600,0.73,62531600,0.731,81334500,0.732,46607600,0.733,36535700,0.734,32031700,710,100,0
sh513130,09:31:48,1764811910184,5545.34,0.907,3.2585,0.729,0.7304,-0.1917,303100,221185,0.7297,0.729,69778300,0.728,54490900,0.727,35988200,0.726,39562100,0.725,28336700,0.73,75732500,0.731,73034500,0.732,46607600,0.733,32028900,0.734,32113200,1647,100,0
sh513130,09:31:51,1764811913196,5545.56,0.907,2.6383,0.729,0.7304,-0.1917,135000,98506,0.7297,0.729,73077700,0.728,54678800,0.727,35980500,0.726,39562100,0.725,28338000,0.73,73882700,0.731,73273700,0.732,46917900,0.733,35548100,0.734,32113200,463,100,0
sh513130,09:31:54,1764811916198,5545.1,0.907,4.2131,0.729,0.7304,-0.1917,297000,216676,0.7295,0.729,59941300,0.728,54865200,0.727,35968100,0.726,39563000,0.725,28337800,0.73,77027000,0.731,73300500,0.732,47017900,0.733,32657100,0.734,32113200,1300,100,0
sh513130,09:31:57,1764811919204,5546.21,0.907,5.268,0.73,0.7304,-0.0548,303600,221473,0.7295,0.729,60229900,0.728,54968700,0.727,35968100,0.726,39583100,0.725,28495200,0.73,78325400,0.731,73620700,0.732,47276700,0.733,32702500,0.734,32113800,715,100,0
sh513130,09:32:00,1764811923208,5546.17,0.907,5.5571,0.73,0.7304,-0.0548,155100,113221,0.73,0.729,55566700,0.728,55345800,0.727,35970100,0.726,39582800,0.725,28535200,0.73,70635000,0.731,74500000,0.732,47484500,0.733,41582500,0.734,32472500,724,100,0
sh513130,09:32:03,1764811925219,5547.08,0.907,4.7121,0.729,0.7304,-0.1917,263300,192208,0.73,0.729,62774600,0.728,53074800,0.727,35970100,0.726,34202800,0.725,28587200,0.73,44070700,0.731,82062000,0.732,50484200,0.733,41582500,0.734,32512500,755,100,0
sh513130,09:32:06,1764811928218,5546.99,0.907,4.6704,0.73,0.7298,0.0274,76400,55697,0.729,0.729,59168000,0.728,49286400,0.727,36020200,0.726,39582800,0.725,28587200,0.73,66287100,0.731,82223100,0.732,70482300,0.733,41582500,0.734,32552500,273,100,0
sh513130,09:32:09,1764811930205,5546.06,0.907,1.3,0.73,0.7298,0.0274,389300,283910,0.7293,0.729,59110900,0.728,49299400,0.727,36026100,0.726,39582800,0.725,28537500,0.73,83139800,0.731,73828100,0.732,70623700,0.733,32781600,0.734,32582500,80,100,0
sh513130,09:32:12,1764811934228,5544.65,0.907,0.2144,0.729,0.7304,-0.1917,548200,399781,0.7293,0.729,49670900,0.728,60632200,0.727,38026100,0.726,41599600,0.725,28538500,0.73,87345200,0.731,77890400,0.732,74666700,0.733,32791600,0.734,32548200,1737,100,0
sh513130,09:32:15,1764811936222,5545.03,0.907,0.6058,0.729,0.7304,-0.1917,24325800,17733879,0.729,0.729,8530800,0.728,62619000,0.727,42395100,0.726,41599600,0.725,28568500,0.73,87584200,0.731,78123800,0.732,75135800,0.733,32911600,0.734,32548200,1722,100,0
sh513130,09:32:18,1764811940228,5542.94,0.907,2.0554,0.729,0.7304,-0.1917,14438300,10525564,0.729,0.729,384700,0.728,63435500,0.727,52448000,0.726,41599600,0.725,28568500,0.73,88305800,0.731,78413700,0.732,75135800,0.733,32911600,0.734,35177900,1353,100,0
sh513130,09:32:21,1764811943235,5541.08,0.907,3.0746,0.729,0.7297,-0.0959,1135400,827792,0.7291,0.729,685700,0.728,64639400,0.727,52605500,0.726,41599600,0.725,28568500,0.73,88553200,0.731,78432700,0.732,75162200,0.733,32947900,0.734,35177900,746,100,0
sh513130,09:32:24,1764811946237,5540.0,0.907,1.5706,0.729,0.7297,-0.0959,858800,626079,0.729,0.728,57932100,0.727,52605500,0.726,41599600,0.725,35948500,0.724,27187000,0.729,28586900,0.73,86689000,0.731,78518500,0.732,56245800,0.733,32947900,829,100,0
sh513130,09:32:27,1764811950260,5538.99,0.907,1.227,0.729,0.7297,-0.0959,166900,121670,0.729,0.728,59435000,0.727,52605500,0.726,41599600,0.725,36007500,0.724,27187000,0.729,29112500,0.73,88345100,0.731,78691800,0.732,56246800,0.733,32947900,473,100,0
sh513130,09:32:30,1764811952257,5538.85,0.907,1.3881,0.729,0.7297,-0.0959,135900,99065,0.729,0.728,60304100,0.727,52605500,0.726,41599600,0.725,36007500,0.724,27187000,0.729,26359800,0.73,89232000,0.731,78691800,0.732,56337800,0.733,33023300,317,100,0
sh513130,09:32:33,1764811955268,5538.45,0.907,2.3982,0.728,0.7297,-0.233,938400,684039,0.7289,0.728,66856500,0.727,52773100,0.726,41599600,0.725,29627500,0.724,27187000,0.729,25088000,0.73,89490700,0.731,78693100,0.732,56335800,0.733,33023300,775,100,0
sh513130,09:32:36,1764811958262,5538.6,0.907,4.3691,0.729,0.7297,-0.0959,1405100,1024318,0.729,0.728,68019100,0.727,52769400,0.726,41617800,0.725,28647500,0.724,27187000,0.729,1351400,0.73,87736300,0.731,78521000,0.732,56347500,0.733,33023300,1787,100,0
sh513130,09:32:39,1764811961263,5539.5,0.907,2.8029,0.729,0.7297,-0.0959,1538900,1121788,0.729,0.728,67756000,0.727,52779000,0.726,41617800,0.725,28657600,0.724,27189000,0.729,22716500,0.73,86330900,0.731,78606700,0.732,56382500,0.733,33023300,616,100,0
sh513130,09:32:42,1764811964274,5538.75,0.907,5.201,0.729,0.7297,-0.0959,262700,191398,0.7286,0.728,68795800,0.727,52774100,0.726,41617800,0.725,28683400,0.724,27189000,0.729,20497200,0.73,86346900,0.731,78493000,0.732,56123800,0.733,33030400,1438,100,0
sh513130,09:32:45,1764811968285,5538.09,0.907,3.4953,0.728,0.7291,-0.1509,355100,258854,0.729,0.728,62368700,0.727,52774100,0.726,41667800,0.725,36063400,0.724,27189000,0.729,31927800,0.73,85628400,0.731,78486100,0.732,46720100,0.733,33094900,1082,100,0
sh513130,09:32:48,1764811970283,5538.98,0.907,1.9625,0.729,0.7291,-0.0137,38300,27920,0.729,0.728,69741900,0.727,52846500,0.726,41687200,0.725,29683400,0.724,27189000,0.729,34782500,0.73,84105700,0.731,78844200,0.732,55980500,0.733,33124900,899,100,0
sh513130,09:32:51,1764811973278,5539.32,0.907,1.0414,0.729,0.7291,-0.0137,38100,27775,0.729,0.728,72267000,0.727,52997300,0.726,41676800,0.725,28683400,0.724,27195900,0.729,24985700,0.73,83940900,0.731,78847200,0.732,55980500,0.733,33231200,815,100,0
sh513130,09:32:54,1764811975285,5539.67,0.907,1.5821,0.728,0.7291,-0.1509,41500,30251,0.7289,0.728,72673300,0.727,52997300,0.726,41681700,0.725,28683400,0.724,27196000,0.729,6991700,0.73,85255700,0.731,78832200,0.732,56126900,0.733,33211200,843,100,0
sh513130,09:32:57,1764811978284,5541.2,0.907,4.3835,0.729,0.7291,-0.0137,171900,125313,0.729,0.728,66259700,0.727,53871700,0.726,41636700,0.725,35069900,0.724,27227600,0.729,32130100,0.73,84972300,0.731,78752200,0.732,56126900,0.733,33580300,177,100,0
sh513130,09:33:00,1764811981290,5540.21,0.907,3.182,0.729,0.7291,-0.0137,454000,330612,0.7282,0.728,65247200,0.727,56520700,0.726,41676700,0.725,36069900,0.724,27227600,0.729,41215100,0.73,84842000,0.731,78794700,0.732,43919900,0.733,33584400,839,100,0
sh513130,09:33:03,1764811985298,5538.37,0.907,0.5362,0.729,0.7291,-0.0137,183100,133471,0.729,0.728,65238600,0.727,57393100,0.726,41676700,0.725,36069900,0.724,27227800,0.729,61420300,0.73,76073600,0.731,78757400,0.732,42440900,0.733,33643600,640,100,0
sh513130,09:33:06,1764811988296,5539.86,0.907,1.8277,0.729,0.7291,-0.0137,306200,223146,0.7288,0.728,65457200,0.727,58288000,0.726,41776700,0.725,36069900,0.724,27377800,0.729,51587700,0.73,84403300,0.731,78757400,0.732,46360900,0.733,34243600,1461,100,0
sh513130,09:33:09,1764811991299,5538.27,0.907,3.3643,0.729,0.7291,-0.0137,134300,97889,0.7289,0.728,65553200,0.727,59313900,0.726,41776700,0.725,36079900,0.724,27377800,0.729,54053100,0.73,84727200,0.731,78190100,0.732,42361900,0.733,34243600,64,100,0
sh513130,09:33:12,1764811994306,5539.8,0.907,2.7848,0.729,0.7291,-0.0137,986300,718085,0.7281,0.728,72230500,0.727,60208100,0.726,41776700,0.725,28689900,0.724,27379400,0.729,39699800,0.73,84489100,0.731,78146100,0.732,53117900,0.733,34276800,971,100,0
