symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags
sh513130,09:30:07,1765416609245,5612.65,0.9075,4.831,0.738,0.7392,-0.1623,5546500,4091832,0.7377,0.737,18907900,0.736,42158500,0.735,27560900,0.734,23703700,0.733,16450400,0.738,25095400,0.739,33430000,0.74,34761800,0.741,38979200,0.742,38094900,785,100,0
sh513130,09:30:10,1765416612241,5614.18,0.9075,4.6277,0.737,0.7379,-0.122,5181400,3819204,0.7371,0.737,20289400,0.736,47142900,0.735,37666500,0.734,27903700,0.733,17818700,0.738,29875000,0.739,43630600,0.74,46705900,0.741,52372700,0.742,42406500,441,100,0
sh513130,09:30:13,1765416615232,5619.51,0.9075,6.1731,0.738,0.7379,0.0136,4084200,3012140,0.7375,0.737,19420200,0.736,47619100,0.735,38151600,0.734,27033400,0.733,18051500,0.738,29563900,0.739,44203100,0.74,48542700,0.741,52880500,0.742,42894200,777,100,0
sh513130,09:30:16,1765416619249,5624.09,0.9075,6.3858,0.737,0.7385,-0.2031,3558500,2624391,0.7375,0.737,15370600,0.736,38558400,0.735,37969700,0.734,27351200,0.733,25340100,0.738,28283500,0.739,44357600,0.74,48797700,0.741,46538100,0.742,36089700,790,100,0
sh513130,09:30:19,1765416622256,5622.51,0.9075,4.6375,0.737,0.7385,-0.2031,2306800,1701711,0.7377,0.737,14327500,0.736,31698000,0.735,37253300,0.734,27476100,0.733,24841200,0.738,26270500,0.739,44098800,0.74,52309200,0.741,46949000,0.742,34818400,1819,100,0
sh513130,09:30:22,1765416625257,5623.53,0.9075,2.2032,0.738,0.7392,-0.1623,4221300,3112124,0.7372,0.737,18782900,0.736,22973900,0.735,38296900,0.734,23488000,0.733,24907500,0.738,25901200,0.739,43640900,0.74,53134800,0.741,46592800,0.742,32866300,538,100,0
sh513130,09:30:25,1765416627264,5626.77,0.9075,1.0861,0.737,0.7392,-0.2976,26257700,19377782,0.738,0.737,29878100,0.736,28929800,0.735,38499100,0.734,21756300,0.733,18589900,0.738,1089100,0.739,40213300,0.74,53419600,0.741,41331900,0.742,39886500,386,100,0
sh513130,09:30:28,1765416630271,5625.6,0.9075,2.6479,0.738,0.7392,-0.1623,6054200,4471169,0.7385,0.738,4999100,0.737,45727900,0.736,29212700,0.735,39658200,0.734,21780300,0.739,33684200,0.74,54296800,0.741,41818600,0.742,44241100,0.743,34861800,1249,100,0
sh513130,09:30:31,1765416634272,5625.24,0.9075,2.5442,0.738,0.7405,-0.3376,2637000,1946106,0.738,0.738,9580000,0.737,49872000,0.736,31818900,0.735,40035300,0.734,21934100,0.739,34355200,0.74,54595000,0.741,41981000,0.742,45687900,0.743,34888300,949,100,0
sh513130,09:30:34,1765416636272,5622.83,0.9075,2.2727,0.738,0.7405,-0.3376,2537000,1872355,0.738,0.738,22836800,0.737,44730300,0.736,33102200,0.735,40317300,0.734,22208100,0.739,34210900,0.74,57467500,0.741,43013800,0.742,40113200,0.743,30082300,796,100,0
