symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags
sh513130,09:31:08,1766453473247,5521.58,0.904,0.8937,0.722,0.7229,-0.1245,0,0,0.722,0.722,64509700,0.721,62786600,0.72,55785300,0.719,36007300,0.718,32498400,0.723,18293000,0.724,74420100,0.725,73855000,0.726,60668000,0.727,42601300,512,100,1
sh513130,09:31:11,1766453474221,5521.58,0.904,0.945,0.722,0.723,-0.1383,741800,535710,0.7222,0.722,64836500,0.721,61828400,0.72,55886300,0.719,35987800,0.718,32538700,0.723,19556400,0.724,74351800,0.725,73628300,0.726,60879800,0.727,42810700,425,100,0
sh513130,09:31:14,1766453476229,5522.43,0.904,2.5802,0.722,0.723,-0.1383,116200,83897,0.722,0.722,66696100,0.721,62835100,0.72,55886300,0.719,36382800,0.718,32539500,0.723,21245900,0.724,74879400,0.725,73624000,0.726,60879800,0.727,42840700,225,100,0
sh513130,09:31:17,1766453479209,5521.81,0.904,5.3243,0.722,0.7236,-0.2211,1078800,779574,0.7226,0.722,68002500,0.721,61846000,0.72,57170400,0.719,36412800,0.718,32539300,0.723,21013100,0.724,74161800,0.725,72883000,0.726,60909800,0.727,43000700,528,100,0
sh513130,09:31:20,1766453482189,5522.44,0.904,3.5706,0.722,0.7236,-0.2211,446200,322166,0.722,0.722,70284000,0.721,61826000,0.72,57185400,0.719,36419700,0.718,32539300,0.723,21366400,0.724,74629100,0.725,73702300,0.726,60868500,0.727,43983700,1462,100,0
sh513130,09:31:23,1766453485183,5524.46,0.904,4.1321,0.723,0.723,0.0,8511900,6154058,0.723,0.722,61853700,0.721,62826000,0.72,57485400,0.719,36411700,0.718,32549300,0.723,10379300,0.724,74890500,0.725,72686200,0.726,60858500,0.727,43965700,400,100,0
sh513130,09:31:26,1766453489164,5523.67,0.904,1.6323,0.723,0.7243,-0.1795,3260200,2357038,0.723,0.722,70392000,0.721,62826300,0.72,57545800,0.719,36411700,0.718,32603100,0.723,6540200,0.724,74987500,0.725,73686400,0.726,61731900,0.727,43979700,470,100,0
sh513130,09:31:29,1766453492161,5522.72,0.904,2.2899,0.723,0.7243,-0.1795,2743400,1982589,0.7227,0.722,71607300,0.721,61830700,0.72,57545900,0.719,36431700,0.718,32610200,0.723,6039200,0.724,75864800,0.725,73686400,0.726,62604300,0.727,43019700,791,100,0
sh513130,09:31:32,1766453494152,5522.5,0.904,1.5235,0.723,0.7236,-0.0829,302900,218987,0.723,0.722,73060400,0.721,61830700,0.72,57670900,0.719,36431700,0.718,32629400,0.723,18749300,0.724,67699000,0.725,72792000,0.726,63209500,0.727,43474100,579,100,0
sh513130,09:31:35,1766453498149,5519.8,0.904,1.4087,0.723,0.7236,-0.0829,755700,545855,0.7223,0.722,64450400,0.721,61837700,0.72,57783700,0.719,43830900,0.718,32629400,0.723,20599200,0.724,67735000,0.725,72819000,0.726,63209500,0.727,43460100,174,100,0
