symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags
sh513130,09:31:04,1764725466872,5588.81,0.9078,5.6262,0.736,0.736,0.0,8475800,6238189,0.736,0.735,78133000,0.734,60803700,0.733,40368200,0.732,36200200,0.731,36001000,0.736,2474600,0.737,30387000,0.738,40097000,0.739,36689000,0.74,26241800,210,100,0
sh513130,09:31:07,1764725469867,5590.22,0.9078,4.937,0.736,0.736,0.0,12175000,8960843,0.736,0.736,25052400,0.735,78878000,0.734,62766000,0.733,40388900,0.732,35212200,0.737,31433100,0.738,40794100,0.739,36939000,0.74,28746800,0.741,26530300,213,100,0
sh513130,09:31:10,1764725471875,5591.55,0.9078,3.6019,0.736,0.7353,0.0952,261500,192464,0.736,0.736,35579600,0.735,78347300,0.734,63676400,0.733,35029900,0.732,35180200,0.737,36431100,0.738,40666100,0.739,37950000,0.74,28807800,0.741,26549900,40,100,0
sh513130,09:31:13,1764725475893,5589.8,0.9078,-0.126,0.737,0.7353,0.2312,423600,311829,0.7361,0.736,34180000,0.735,79359800,0.734,63880000,0.733,40364800,0.732,35207100,0.737,33363700,0.738,44047500,0.739,37950000,0.74,28833900,0.741,26437100,1419,100,0
sh513130,09:31:16,1764725477890,5589.77,0.9078,5.9355,0.736,0.7366,-0.0815,26796800,19722456,0.736,0.736,1686500,0.735,81126000,0.734,63890000,0.733,40345100,0.732,35244100,0.737,34701600,0.738,45046900,0.739,36960000,0.74,28954100,0.741,26457100,1295,100,0
sh513130,09:31:19,1764725480890,5587.76,0.9078,6.6727,0.736,0.7366,-0.0815,6756300,4972667,0.736,0.735,82290200,0.734,64020500,0.733,40230700,0.732,35244100,0.731,36144500,0.736,36882600,0.737,40210200,0.738,35941000,0.739,37952000,0.74,25464300,316,100,0
sh513130,09:31:22,1764725484906,5585.92,0.9078,4.9831,0.736,0.7366,-0.0815,1928300,1419216,0.736,0.735,75911900,0.734,71530500,0.733,40246900,0.732,36244100,0.731,36144500,0.736,26105900,0.737,40115100,0.738,36941000,0.739,36962000,0.74,25544000,147,100,0
sh513130,09:31:25,1764725487908,5584.97,0.9078,2.9939,0.736,0.736,0.0,2550800,1877389,0.736,0.735,67455200,0.734,71546100,0.733,40227100,0.732,43634100,0.731,36174500,0.736,28978800,0.737,40450700,0.738,37789000,0.739,36967000,0.74,25544000,1001,100,0
sh513130,09:31:28,1764725489905,5585.17,0.9078,2.7567,0.736,0.736,0.0,440500,324177,0.7359,0.735,82293600,0.734,64145800,0.733,40521300,0.732,38256100,0.731,36244500,0.736,29569500,0.737,40768700,0.738,37802500,0.739,37770300,0.74,25749100,844,100,0
sh513130,09:31:31,1764725492911,5587.39,0.9078,4.4961,0.736,0.736,0.0,1418000,1043608,0.736,0.735,84674400,0.734,64176700,0.733,40956900,0.732,36256100,0.731,36244500,0.736,11282700,0.737,44000800,0.738,39553100,0.739,37770300,0.74,27799700,429,100,0
sh513130,09:31:34,1764725496914,5588.53,0.9078,3.7947,0.736,0.736,0.0,7803200,5743152,0.736,0.735,85732300,0.734,64953400,0.733,40976900,0.732,36271100,0.731,36249500,0.736,5799000,0.737,42146500,0.738,39785100,0.739,37836800,0.74,27799700,420,100,0
sh513130,09:31:37,1764725499916,5590.18,0.9078,4.8589,0.736,0.736,0.0,1970400,1450094,0.7359,0.736,3996100,0.735,87470900,0.734,65949200,0.733,40923300,0.732,35336100,0.737,43160400,0.738,42402300,0.739,37836800,0.74,29339700,0.741,27651800,94,100,0
sh513130,09:31:40,1764725502918,5589.99,0.9078,5.0792,0.736,0.7366,-0.0815,108000,79488,0.736,0.736,24018200,0.735,86786800,0.734,65949200,0.733,43136300,0.732,35229500,0.737,42440100,0.738,42448800,0.739,38892700,0.74,29339700,0.741,27878800,408,100,0
sh513130,09:31:43,1764725505925,5590.07,0.9078,3.7655,0.737,0.7366,0.0543,79400,58444,0.7361,0.736,22419800,0.735,87432400,0.734,66157700,0.733,43156300,0.732,37430000,0.737,43481400,0.738,42477900,0.739,38925700,0.74,29463600,0.741,27983800,1387,100,0
sh513130,09:31:46,1764725508932,5590.39,0.9078,3.2562,0.737,0.7366,0.0543,2753100,2026341,0.736,0.736,10919900,0.735,88826300,0.734,66211000,0.733,43279300,0.732,37445000,0.737,43749800,0.738,42486300,0.739,37959700,0.74,27963600,0.741,27983900,420,100,0
