symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags
sh513130,09:30:05,1767749407505,5799.75,0.8963,2.2547,0.755,0.7534,0.2124,0,0,0.755,0.754,19288600,0.753,34772300,0.752,36852100,0.751,34526900,0.75,43187400,0.755,15265900,0.756,29704600,0.757,24092100,0.758,22981400,0.759,12206400,675,100,1
sh513130,09:30:08,1767749410486,5796.59,0.8963,1.587,0.755,0.7534,0.2124,1533200,1157512,0.755,0.754,25497000,0.753,36051400,0.752,38055900,0.751,40906200,0.75,45603100,0.755,19026600,0.756,29719700,0.757,28891100,0.758,19621600,0.759,11398300,12,100,0
sh513130,09:30:11,1767749413500,5795.8,0.8963,2.4086,0.754,0.7541,-0.0133,3848500,2904298,0.7547,0.754,26777300,0.753,41491300,0.752,41607600,0.751,44415700,0.75,46966700,0.755,18256200,0.756,32410600,0.757,33057900,0.758,19846900,0.759,12506800,666,100,0
sh513130,09:30:14,1767749415493,5794.63,0.8963,3.7928,0.755,0.7528,0.2922,11224900,8466583,0.7543,0.754,18860000,0.753,39034400,0.752,42053500,0.751,45968800,0.75,48773300,0.755,22571600,0.756,32488700,0.757,32060800,0.758,18857900,0.759,12571200,341,100,0
sh513130,09:30:17,1767749419499,5797.2,0.8963,2.9035,0.755,0.7528,0.2922,28823100,21740037,0.7543,0.754,117500,0.753,40240100,0.752,40518600,0.751,46155900,0.75,50696100,0.755,12930400,0.756,32539900,0.757,22108900,0.758,17522700,0.759,14649000,1017,100,0
sh513130,09:30:20,1767749422484,5791.31,0.8963,2.702,0.754,0.7528,0.1594,5352000,4037491,0.7544,0.753,37871200,0.752,41369400,0.751,46661400,0.75,51208200,0.749,23079100,0.754,9900700,0.755,12198800,0.756,32478800,0.757,16246400,0.758,18093400,13,100,0
sh513130,09:30:23,1767749425469,5787.86,0.8963,2.1964,0.754,0.7528,0.1594,8307800,6258456,0.7533,0.753,32030000,0.752,39277600,0.751,50847600,0.75,51734000,0.749,23338100,0.754,17182400,0.755,10568600,0.756,30594000,0.757,15354400,0.758,18093400,986,100,0
sh513130,09:30:20,1767749426474,5787.34,0.8963,1.6541,0.754,0.7528,0.1594,0,0,0.754,0.753,37871200,0.752,41369400,0.751,46661400,0.75,51208200,0.749,23079100,0.754,9900700,0.755,12198800,0.756,32478800,0.757,16246400,0.758,18093400,0,100,1
sh513130,09:30:23,1767749427478,5787.34,0.8963,3.7506,0.754,0.7528,0.1594,8307800,6258456,0.7533,0.753,32030000,0.752,39277600,0.751,50847600,0.75,51734000,0.749,23338100,0.754,17182400,0.755,10568600,0.756,30594000,0.757,15354400,0.758,18093400,641,100,0
sh513130,09:30:26,1767749428482,5787.34,0.8963,3.2972,0.754,0.7521,0.2526,5280100,3980850,0.7539,0.753,30498900,0.752,39424700,0.751,51428800,0.75,57990700,0.749,23414600,0.754,20260500,0.755,11467300,0.756,29673200,0.757,14954400,0.758,18120900,1645,100,0
