symbol,tx_server_time,tx_local_time,bd_server_time,bd_local_time,price,iopv,premium_rate,index_price,fx_rate,sentiment,tick_vol,tick_amt,tick_vwap,interval_s,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,fut_local_time,fut_tick_time,fut_price,fut_mid,fut_imb,fut_delta_vol,fut_pct
sz159920,09:30:57,1764811860175,N/A,0,1.583,1.5865,-0.2206,0.0,0.907,0.0,0,0,1.583,0.0,1.582,3366500,1.581,3912800,1.580,4589400,1.579,3456400,1.578,933000,1.583,1113600,1.584,5102900,1.585,2047200,1.586,997500,1.587,585400,09:31:00.168,09:30:59,25836.16,25829.0,0.2,0,0.37
sz159920,09:30:57,1764811861120,N/A,0,1.583,1.5865,-0.2206,0.0,0.907,0.0,0,0,1.583,0.945,1.582,3366500,1.581,3912800,1.580,4589400,1.579,3456400,1.578,933000,1.583,1113600,1.584,5102900,1.585,2047200,1.586,997500,1.587,585400,09:31:01.087,09:31:00,25833.56,25829.0,-0.6,25,0.36
sz159920,09:30:57,1764811862115,N/A,0,1.583,1.5865,-0.2206,0.0,0.907,1.2478,0,0,1.583,0.994,1.582,3366500,1.581,3912800,1.580,4589400,1.579,3456400,1.578,933000,1.583,1113600,1.584,5102900,1.585,2047200,1.586,997500,1.587,585400,09:31:02.087,09:31:01,25831.72,25828.0,-0.6,1,0.35
sz159920,09:31:00,1764811863125,N/A,0,1.583,1.5865,-0.2206,0.0,0.907,1.7027,1294900,2049826,1.583,1.011,1.583,439100,1.582,5165600,1.581,3912800,1.580,4591400,1.579,510100,1.584,2786800,1.585,2021300,1.586,947500,1.587,585400,1.588,3922100,09:31:03.094,09:31:02,25839.72,25834.5,-0.17,13,0.38
sz159920,09:31:00,1764811864126,09:32:03,1764811864039,1.583,1.5865,-0.2206,25792.38,0.907,3.7205,0,0,1.583,1.001,1.583,439100,1.582,5165600,1.581,3912800,1.580,4591400,1.579,510100,1.584,2786800,1.585,2021300,1.586,947500,1.587,585400,1.588,3922100,09:31:04.088,09:31:03,25838.83,25833.0,-0.2,3,0.38
sz159920,09:31:03,1764811865121,09:32:04,1764811864731,1.583,1.586,-0.1892,25795.53,0.907,3.0725,249000,394167,1.583,0.995,1.583,769100,1.582,5165600,1.581,3912800,1.580,4592900,1.579,510100,1.584,3070000,1.585,2026300,1.586,947500,1.587,585400,1.588,3922100,09:31:05.107,09:31:04,25836.5,25831.0,-0.6,9,0.37
sz159920,09:31:03,1764811866126,09:32:04,1764811864731,1.583,1.586,-0.1892,25795.53,0.907,3.3346,0,0,1.583,1.005,1.583,769100,1.582,5165600,1.581,3912800,1.580,4592900,1.579,510100,1.584,3070000,1.585,2026300,1.586,947500,1.587,585400,1.588,3922100,09:31:06.098,09:31:05,25833.8,25827.0,0.14,2,0.36
sz159920,09:31:03,1764811867120,09:32:06,1764811866583,1.583,1.586,-0.1892,25792.23,0.907,3.1796,0,0,1.583,0.994,1.583,769100,1.582,5165600,1.581,3912800,1.580,4592900,1.579,510100,1.584,3070000,1.585,2026300,1.586,947500,1.587,585400,1.588,3922100,09:31:07.110,09:31:06,25830.82,25825.0,0.2,1,0.35
sz159920,09:31:06,1764811868125,09:32:07,1764811867711,1.583,1.586,-0.1892,25792.23,0.907,3.6121,0,0,1.583,1.005,1.583,579400,1.582,6352000,1.581,3912800,1.580,4592900,1.579,510100,1.584,5083200,1.585,2031300,1.586,947500,1.587,585400,1.588,3922100,09:31:08.117,09:31:07,25830.49,25824.5,0.0,17,0.35
sz159920,09:31:06,1764811869131,09:32:08,1764811868363,1.583,1.586,-0.1892,25786.46,0.907,2.1352,0,0,1.583,1.006,1.583,579400,1.582,6352000,1.581,3912800,1.580,4592900,1.579,510100,1.584,5083200,1.585,2031300,1.586,947500,1.587,585400,1.588,3922100,09:31:09.104,09:31:08,25830.2,25824.0,-0.5,3,0.35
sz159920,09:31:06,1764811870131,09:32:09,1764811869707,1.583,1.586,-0.1892,25786.46,0.907,2.0072,0,0,1.583,1.0,1.583,579400,1.582,6352000,1.581,3912800,1.580,4592900,1.579,510100,1.584,5083200,1.585,2031300,1.586,947500,1.587,585400,1.588,3922100,09:31:10.111,09:31:09,25826.37,25819.0,0.5,5,0.33
sz159920,09:31:06,1764811871141,09:32:10,1764811870513,1.583,1.586,-0.1892,25782.84,0.907,1.8628,0,0,1.583,1.009,1.583,579400,1.582,6352000,1.581,3912800,1.580,4592900,1.579,510100,1.584,5083200,1.585,2031300,1.586,947500,1.587,585400,1.588,3922100,09:31:11.110,09:31:10,25825.03,25819.0,-0.67,4,0.33
