symbol,tx_server_time,tx_local_time,bd_server_time,bd_local_time,price,iopv,premium_rate,index_price,fx_rate,sentiment,tick_vol,tick_amt,tick_vwap,interval_s,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags,fut_local_time,fut_tick_time,fut_price,fut_mid,fut_imb,fut_delta_vol,fut_pct
sz159920,09:35:42,1767576946766,09:36:46,1767576946404,1.59,1.5955,-0.3447,26299.57,0.8972,0.4592,0,0,1.59,0.0,1.590,745100,1.589,7076000,1.588,4512500,1.587,2009800,1.586,1748800,1.591,6414000,1.592,7731000,1.593,5593700,1.594,5608300,1.595,1718300,362,274,1,09:35:46.492,09:35:46,26333.68,26338.0,0.6,1,-0.36
sz159920,09:35:42,1767576947738,09:36:46,1767576946404,1.59,1.5955,-0.3447,26299.57,0.8972,0.45,0,0,1.59,0.972,1.590,745100,1.589,7076000,1.588,4512500,1.587,2009800,1.586,1748800,1.591,6414000,1.592,7731000,1.593,5593700,1.594,5608300,1.595,1718300,1333,253,0,09:35:47.485,09:35:46,26336.41,26341.5,0.11,0,-0.35
sz159920,09:35:45,1767576948734,09:36:48,1767576948396,1.59,1.5961,-0.3822,26304.14,0.8972,0.6861,1117700,1777183,1.59,0.996,1.590,3860000,1.589,7076000,1.588,4512500,1.587,2009800,1.586,1750800,1.591,5552800,1.592,7935400,1.593,5585800,1.594,5660300,1.595,1720300,338,214,0,09:35:48.520,09:35:48,26329.56,26331.0,0.2,9,-0.38
sz159920,09:35:45,1767576949725,09:36:48,1767576948979,1.59,1.5961,-0.3822,26304.14,0.8972,0.8112,0,0,1.59,0.991,1.590,3860000,1.589,7076000,1.588,4512500,1.587,2009800,1.586,1750800,1.591,5552800,1.592,7935400,1.593,5585800,1.594,5660300,1.595,1720300,746,230,0,09:35:49.495,09:35:49,26325.88,26329.0,-0.2,2,-0.39
sz159920,09:35:45,1767576950736,09:36:50,1767576950423,1.59,1.5961,-0.3822,26298.37,0.8972,3.7632,0,0,1.59,1.011,1.590,3860000,1.589,7076000,1.588,4512500,1.587,2009800,1.586,1750800,1.591,5552800,1.592,7935400,1.593,5585800,1.594,5660300,1.595,1720300,312,233,0,09:35:50.502,09:35:50,26333.68,26337.5,-0.2,44,-0.36
sz159920,09:35:48,1767576951755,09:36:50,1767576950951,1.59,1.5961,-0.3822,26298.37,0.8972,4.3037,176300,280317,1.59,1.02,1.589,6076000,1.588,4452500,1.587,2009800,1.586,1750800,1.585,1987800,1.590,454200,1.591,9451800,1.592,7866500,1.593,5679300,1.594,2660300,803,250,0,09:35:51.505,09:35:51,26332.77,26337.5,0.0,2,-0.36
sz159920,09:35:48,1767576952743,09:36:52,1767576952512,1.59,1.5961,-0.3822,26295.13,0.8972,3.3198,0,0,1.59,0.988,1.589,6076000,1.588,4452500,1.587,2009800,1.586,1750800,1.585,1987800,1.590,454200,1.591,9451800,1.592,7866500,1.593,5679300,1.594,2660300,230,228,0,09:35:52.515,09:35:51,26330.04,26334.5,0.14,0,-0.37
sz159920,09:35:48,1767576953759,09:36:52,1767576952512,1.59,1.5961,-0.3822,26295.13,0.8972,3.362,0,0,1.59,1.016,1.589,6076000,1.588,4452500,1.587,2009800,1.586,1750800,1.585,1987800,1.590,454200,1.591,9451800,1.592,7866500,1.593,5679300,1.594,2660300,1246,220,0,09:35:53.538,09:35:51,26330.04,26334.5,0.14,0,-0.37
sz159920,09:35:51,1767576954745,09:36:54,1767576954684,1.59,1.5961,-0.3822,26295.97,0.8972,3.8366,1088500,1730715,1.59,0.986,1.590,1700,1.589,7055200,1.588,4452500,1.587,2009800,1.586,1750800,1.591,5680900,1.592,7866500,1.593,5585800,1.594,2660300,1.595,1720300,60,220,0,09:35:54.525,09:35:54,26326.49,26330.0,-0.2,3,-0.39
sz159920,09:35:51,1767576955753,09:36:54,1767576954947,1.59,1.5961,-0.3822,26295.97,0.8972,2.9571,0,0,1.59,1.008,1.590,1700,1.589,7055200,1.588,4452500,1.587,2009800,1.586,1750800,1.591,5680900,1.592,7866500,1.593,5585800,1.594,2660300,1.595,1720300,806,232,0,09:35:55.521,09:35:55,26324.04,26327.0,0.0,13,-0.4
sz159920,09:35:54,1767576956757,09:36:56,1767576956416,1.59,1.5961,-0.3822,26291.75,0.8972,3.4319,66100,105099,1.59,1.003,1.590,700,1.589,6053200,1.588,4152500,1.587,2009800,1.586,2050800,1.591,6880100,1.592,7866500,1.593,5682800,1.594,4485500,1.595,1739400,340,249,0,09:35:56.507,09:35:56,26325.1,26329.0,-0.6,3,-0.39
sz159920,09:35:54,1767576957742,09:36:56,1767576956857,1.59,1.5961,-0.3822,26291.75,0.8972,3.3633,0,0,1.59,0.986,1.590,700,1.589,6053200,1.588,4152500,1.587,2009800,1.586,2050800,1.591,6880100,1.592,7866500,1.593,5682800,1.594,4485500,1.595,1739400,885,197,0,09:35:57.545,09:35:57,26322.04,26325.5,0.71,8,-0.4
sz159920,09:35:54,1767576958745,09:36:58,1767576958432,1.59,1.5961,-0.3822,26291.44,0.8972,2.7636,0,0,1.59,1.003,1.590,700,1.589,6053200,1.588,4152500,1.587,2009800,1.586,2050800,1.591,6880100,1.592,7866500,1.593,5682800,1.594,4485500,1.595,1739400,313,220,0,09:35:58.525,09:35:57,26321.15,26326.0,-0.6,0,-0.41
sz159920,09:35:54,1767576959754,09:36:58,1767576959018,1.59,1.5961,-0.3822,26291.44,0.8972,3.313,0,0,1.59,1.009,1.590,700,1.589,6053200,1.588,4152500,1.587,2009800,1.586,2050800,1.591,6880100,1.592,7866500,1.593,5682800,1.594,4485500,1.595,1739400,735,242,0,09:35:59.511,09:35:59,26324.96,26327.0,0.67,9,-0.39
sz159920,09:35:57,1767576960745,09:37:00,1767576960405,1.59,1.5961,-0.3822,26293.55,0.8972,3.2659,34000,54060,1.59,0.991,1.589,6063200,1.588,4152500,1.587,2009800,1.586,2048800,1.585,2225600,1.590,1682100,1.591,6902500,1.592,7728200,1.593,5582800,1.594,4485500,340,217,0,09:36:00.527,09:36:00,26324.2,26329.0,0.2,3,-0.4
sz159920,09:35:57,1767576961745,09:37:00,1767576961185,1.59,1.5961,-0.3822,26293.55,0.8972,2.8136,0,0,1.59,1.0,1.589,6063200,1.588,4152500,1.587,2009800,1.586,2048800,1.585,2225600,1.590,1682100,1.591,6902500,1.592,7728200,1.593,5582800,1.594,4485500,560,211,0,09:36:01.534,09:36:01,26328.22,26331.0,0.43,20,-0.38
sz159920,09:35:57,1767576962765,09:37:02,1767576962424,1.59,1.5961,-0.3822,26291.91,0.8972,3.4877,0,0,1.59,1.019,1.589,6063200,1.588,4152500,1.587,2009800,1.586,2048800,1.585,2225600,1.590,1682100,1.591,6902500,1.592,7728200,1.593,5582800,1.594,4485500,340,239,0,09:36:02.525,09:36:02,26332.32,26336.0,0.5,2,-0.37
sz159920,09:36:00,1767576963753,09:37:02,1767576963381,1.59,1.5961,-0.3822,26291.91,0.8972,3.1095,800,1272,1.59,0.988,1.589,6063200,1.588,4162500,1.587,2009800,1.586,2048800,1.585,2225700,1.590,1832200,1.591,11364900,1.592,7731700,1.593,5582800,1.594,1485500,371,214,0,09:36:03.538,09:36:03,26332.3,26338.0,-0.11,2,-0.37
sz159920,09:36:00,1767576964766,09:37:04,1767576964490,1.59,1.5961,-0.3822,26292.82,0.8972,2.5633,0,0,1.59,1.013,1.589,6063200,1.588,4162500,1.587,2009800,1.586,2048800,1.585,2225700,1.590,1832200,1.591,11364900,1.592,7731700,1.593,5582800,1.594,1485500,276,240,0,09:36:04.525,09:36:04,26335.39,26343.0,0.6,6,-0.35
sz159920,09:36:03,1767576965755,09:37:04,1767576965556,1.59,1.5961,-0.3822,26292.82,0.8972,2.7359,1282700,2039493,1.59,0.989,1.590,6543000,1.589,4763200,1.588,4462500,1.587,2009800,1.586,1750800,1.591,6468000,1.592,4948200,1.593,5586800,1.594,4485500,1.595,1739400,198,217,0,09:36:05.537,09:36:05,26332.77,26336.5,0.0,1,-0.36
sz159920,09:36:03,1767576966765,09:37:06,1767576966413,1.59,1.5961,-0.3822,26293.93,0.8972,2.5734,0,0,1.59,1.01,1.590,6543000,1.589,4763200,1.588,4462500,1.587,2009800,1.586,1750800,1.591,6468000,1.592,4948200,1.593,5586800,1.594,4485500,1.595,1739400,352,240,0,09:36:06.524,09:36:06,26333.24,26338.0,-0.33,1,-0.36
sz159920,09:36:03,1767576967763,09:37:06,1767576967729,1.59,1.5961,-0.3822,26293.93,0.8972,2.9079,0,0,1.59,0.998,1.590,6543000,1.589,4763200,1.588,4462500,1.587,2009800,1.586,1750800,1.591,6468000,1.592,4948200,1.593,5586800,1.594,4485500,1.595,1739400,33,227,0,09:36:07.535,09:36:06,26333.24,26336.0,0.6,0,-0.36
sz159920,09:36:06,1767576968764,09:37:08,1767576968385,1.59,1.5961,-0.3822,26298.65,0.8972,2.5935,126700,201453,1.59,1.001,1.590,2353900,1.589,7063200,1.588,4462500,1.587,2009800,1.586,1750800,1.591,5758100,1.592,4948200,1.593,5586800,1.594,4485500,1.595,1739400,378,231,0,09:36:08.532,09:36:08,26329.16,26335.0,0.5,1,-0.38
sz159920,09:36:06,1767576969779,09:37:08,1767576968385,1.59,1.5961,-0.3822,26298.65,0.8972,2.5439,0,0,1.59,1.015,1.590,2353900,1.589,7063200,1.588,4462500,1.587,2009800,1.586,1750800,1.591,5758100,1.592,4948200,1.593,5586800,1.594,4485500,1.595,1739400,1393,242,0,09:36:09.536,09:36:09,26328.7,26332.0,0.67,2,-0.38
sz159920,09:36:06,1767576970768,09:37:10,1767576970497,1.59,1.5961,-0.3822,26293.15,0.8972,2.0013,0,0,1.59,0.989,1.590,2353900,1.589,7063200,1.588,4462500,1.587,2009800,1.586,1750800,1.591,5758100,1.592,4948200,1.593,5586800,1.594,4485500,1.595,1739400,270,234,0,09:36:10.533,09:36:09,26328.7,26333.0,0.0,0,-0.38
sz159920,09:36:06,1767576971757,09:37:10,1767576970497,1.59,1.5961,-0.3822,26293.15,0.8972,1.9782,0,0,1.59,0.989,1.590,2353900,1.589,7063200,1.588,4462500,1.587,2009800,1.586,1750800,1.591,5758100,1.592,4948200,1.593,5586800,1.594,4485500,1.595,1739400,1259,195,0,09:36:11.561,09:36:10,26329.56,26333.0,-0.33,0,-0.38
sz159920,09:36:09,1767576972775,09:37:12,1767576972409,1.59,1.5961,-0.3822,26292.77,0.8972,1.7161,978100,1555179,1.59,1.018,1.589,7063200,1.588,4162500,1.587,2009800,1.586,2050800,1.585,2225700,1.590,369900,1.591,5762600,1.592,4948200,1.593,5586800,1.594,4485500,365,230,0,09:36:12.544,09:36:12,26324.58,26329.0,0.5,4,-0.4
sz159920,09:36:09,1767576973791,09:37:12,1767576972409,1.59,1.5961,-0.3822,26292.77,0.8972,1.6824,0,0,1.59,1.016,1.589,7063200,1.588,4162500,1.587,2009800,1.586,2050800,1.585,2225700,1.590,369900,1.591,5762600,1.592,4948200,1.593,5586800,1.594,4485500,1381,227,0,09:36:13.564,09:36:12,26324.58,26328.0,-0.5,0,-0.4
sz159920,09:36:09,1767576974771,09:37:14,1767576974392,1.59,1.5961,-0.3822,26293.8,0.8972,1.9829,0,0,1.59,0.979,1.589,7063200,1.588,4162500,1.587,2009800,1.586,2050800,1.585,2225700,1.590,369900,1.591,5762600,1.592,4948200,1.593,5586800,1.594,4485500,378,195,0,09:36:14.575,09:36:14,26324.96,26328.0,0.6,2,-0.39
sz159920,09:36:12,1767576975783,09:37:14,1767576974392,1.59,1.5961,-0.3822,26293.8,0.8972,2.7504,600,954,1.59,1.012,1.589,6063200,1.588,4162500,1.587,2009800,1.586,2050800,1.585,2225700,1.590,1120600,1.591,6526900,1.592,4731700,1.593,5588800,1.594,4485500,1390,213,0,09:36:15.569,09:36:15,26327.31,26331.5,-0.5,2,-0.38
sz159920,09:36:15,1767576976775,09:37:16,1767576976439,1.59,1.5959,-0.3697,26294.05,0.8972,2.7713,36100,57399,1.59,0.992,1.589,6063100,1.588,4162500,1.587,2009800,1.586,2050800,1.585,2225700,1.590,623900,1.591,6526400,1.592,4741700,1.593,5591800,1.594,4445500,335,200,0,09:36:16.574,09:36:16,26327.8,26332.0,-0.6,1,-0.38
sz159920,09:36:12,1767576977774,09:37:16,1767576976439,1.59,1.5961,-0.3822,26294.05,0.8972,2.992,0,0,1.59,0.999,1.589,6063200,1.588,4162500,1.587,2009800,1.586,2050800,1.585,2225700,1.590,1120600,1.591,6526900,1.592,4731700,1.593,5588800,1.594,4485500,1334,209,1,09:36:17.565,09:36:17,26327.8,26332.0,-0.14,1,-0.38
sz159920,09:36:15,1767576978801,09:37:18,1767576978663,1.59,1.5959,-0.3697,26294.34,0.8972,3.0208,36100,57399,1.59,1.028,1.589,6063100,1.588,4162500,1.587,2009800,1.586,2050800,1.585,2225700,1.590,623900,1.591,6526400,1.592,4741700,1.593,5591800,1.594,4445500,138,138,0,09:36:18.662,09:36:18,26328.27,26336.0,0.25,3,-0.38
