symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags,fut_price,fut_mid,fut_imb,fut_delta_vol,fut_pct
sz159920,09:29:12,1769563790263,,0.8913,0.0,1.644,1.6497,-0.3455,0,0,1.644,1.644,388000,1.643,15200,1.642,7000,1.641,1404100,1.640,166000,1.645,574600,1.646,128900,1.647,52400,1.648,25000,1.649,23500,99999,4,1,27456.26,27459.0,-0.33,0,1.18
sz159920,09:30:00,1769563807278,,0.0,0.0,1.646,1.6497,-0.2243,1439000,2367340,1.6451,1.646,8500,1.645,221200,1.644,316200,1.643,109000,1.642,335700,1.647,70900,1.648,83700,1.649,143600,1.650,285800,1.651,17100,99999,11200,0,27456.26,27459.0,-0.33,0,1.18
sz159920,09:30:03,1769563807289,,0.0,0.0,1.645,1.6497,-0.2849,362200,595971,1.6454,1.645,702300,1.644,347100,1.643,110800,1.642,480800,1.641,78100,1.646,123700,1.647,5179100,1.648,5366200,1.649,744800,1.650,643000,99999,11210,0,27456.26,27459.0,-0.33,0,1.18
sz159920,09:30:06,1769563809294,,0.0,0.0,1.645,1.6497,-0.2849,1600100,2632338,1.6451,1.645,1140800,1.644,2351400,1.643,2110800,1.642,492800,1.641,73100,1.646,6608000,1.647,5693200,1.648,390400,1.649,790900,1.650,3664900,99999,13214,0,27456.26,27459.0,-0.33,0,1.18
sz159920,09:30:09,1769563812608,,0.0,0.0,1.645,1.6497,-0.2849,1242700,2044253,1.645,1.645,150100,1.644,333200,1.643,2110800,1.642,2493500,1.641,79800,1.646,6737500,1.647,5694800,1.648,390900,1.649,791600,1.650,3701000,99999,16530,0,27456.26,27459.0,-0.33,0,1.18
sz159920,09:30:06,1769563812620,,0.0,0.0,1.645,1.6497,-0.2849,0,0,1.645,1.645,1140800,1.644,2351400,1.643,2110800,1.642,492800,1.641,73100,1.646,6608000,1.647,5693200,1.648,390400,1.649,790900,1.650,3664900,99999,16541,2,27456.26,27459.0,-0.33,0,1.18
sz159920,09:30:09,1769563813622,,0.0,0.0,1.645,1.6497,-0.2849,0,0,1.645,1.645,150100,1.644,333200,1.643,2110800,1.642,2493500,1.641,79800,1.646,6737500,1.647,5694800,1.648,390900,1.649,791600,1.650,3701000,99999,17542,0,27456.26,27459.0,-0.33,0,1.18
sz159920,09:30:12,1769563817946,,0.8913,0.0,1.645,1.651,-0.3634,375200,617003,1.6445,1.644,2125900,1.643,2111500,1.642,493500,1.641,79100,1.640,813200,1.645,18800,1.646,6572400,1.647,6287500,1.648,982400,1.649,794700,99999,18,0,27456.26,27459.0,-0.33,0,1.18
sz159920,09:30:21,1769563825082,,0.8913,0.3946,1.644,1.651,-0.424,218800,359835,1.6446,1.644,2146100,1.643,2111500,1.642,493500,1.641,344000,1.640,484400,1.645,61300,1.646,6798300,1.647,7442000,1.648,1572900,1.649,796000,99999,826,0,27456.26,27459.0,-0.33,0,1.18
sz159920,09:30:42,1769563846900,,0.0,0.0,1.644,1.6521,-0.4903,3203100,5269376,1.6451,1.644,3147100,1.643,3111800,1.642,1723900,1.641,1687900,1.640,1075100,1.645,668200,1.646,6951100,1.647,8399900,1.648,1584900,1.649,1218900,99999,16828,0,27456.26,27459.0,-0.33,0,1.18
sz159920,09:30:45,1769563851476,,0.8913,0.0,1.644,1.6521,-0.4903,2199700,3618311,1.6449,1.644,1035000,1.643,3063100,1.642,3725900,1.641,1687900,1.640,2075100,1.645,5885800,1.646,1615900,1.647,3325000,1.648,2582900,1.649,1218900,99999,3222,0,27456.26,27459.0,-0.33,0,1.18
sz159920,09:30:51,1769563854809,,0.8913,0.0,1.644,1.6521,-0.4903,173100,284596,1.6441,1.644,125100,1.643,2063100,1.642,2725900,1.641,491500,1.640,1075100,1.645,1686100,1.646,6029200,1.647,3325000,1.648,1582900,1.649,3218900,99999,3196,0,27456.26,27459.0,-0.33,0,1.18
sz159920,09:30:57,1769563861554,,0.8913,0.0,1.644,1.6512,-0.436,69800,114797,1.6447,1.644,2082200,1.643,2025500,1.642,1137100,1.641,902700,1.640,1075100,1.645,1527600,1.646,6186500,1.647,3805000,1.648,401700,1.649,218900,99999,1017,0,27456.26,27459.0,-0.33,0,1.18
sz159920,09:31:03,1769563866556,,0.8913,0.0,1.644,1.6512,-0.436,96100,157989,1.644,1.644,1997100,1.643,2025500,1.642,1305900,1.641,902700,1.640,1075100,1.645,1491200,1.646,6048800,1.647,3311200,1.648,401700,1.649,218900,99999,2579,0,27456.26,27459.0,-0.33,0,1.18
sz159920,09:31:09,1769563871894,,0.8913,0.0,1.645,1.6512,-0.3755,216700,356471,1.645,1.644,3625800,1.643,2025500,1.642,1305900,1.641,902700,1.640,1077100,1.645,1332300,1.646,6787300,1.647,3311200,1.648,411700,1.649,218900,99999,5105,0,27456.26,27459.0,-0.33,0,1.18
sz159920,09:31:06,1769563871910,,0.8913,0.0,1.644,1.6512,-0.436,0,0,1.644,1.644,1996600,1.643,2025500,1.642,1305900,1.641,902700,1.640,1077100,1.645,1501600,1.646,6787300,1.647,3311200,1.648,411700,1.649,218900,99999,5120,2,27456.26,27459.0,-0.33,0,1.18
sz159920,09:31:09,1769563872910,,0.8913,0.0,1.645,1.6512,-0.3755,0,0,1.645,1.644,3625800,1.643,2025500,1.642,1305900,1.641,902700,1.640,1077100,1.645,1332300,1.646,6787300,1.647,3311200,1.648,411700,1.649,218900,99999,6120,0,27456.26,27459.0,-0.33,0,1.18
sz159920,09:31:36,1769563900737,,0.8913,0.0,1.645,1.6515,-0.3936,5630000,9261329,1.645,1.644,4608300,1.643,3574400,1.642,2305900,1.641,1902700,1.640,1841600,1.645,808700,1.646,6750900,1.647,3311200,1.648,1787000,1.649,4218900,99999,4657,0,27456.26,27459.0,-0.33,0,1.18
sz159920,09:31:39,1769563904416,,0.8913,0.0,1.645,1.6515,-0.3936,121400,199703,1.645,1.644,4870500,1.643,3574400,1.642,2305900,1.641,1902700,1.640,1841600,1.645,1048200,1.646,6750900,1.647,3311200,1.648,1787000,1.649,4218900,99999,88,0,27456.26,27459.0,-0.33,0,1.18
sz159920,09:31:42,1769563907749,,0.8913,0.0,1.644,1.6513,-0.4421,15100,24825,1.644,1.644,2855400,1.643,3249600,1.642,4305900,1.641,1902700,1.640,1841600,1.645,6202100,1.646,1620000,1.647,3311200,1.648,1787000,1.649,4218900,99999,2698,0,27456.26,27459.0,-0.33,0,1.18
sz159920,09:31:45,1769563907853,,0.8913,0.0,1.644,1.6513,-0.4421,61300,100777,1.644,1.644,2915300,1.643,3249600,1.642,4355900,1.641,1902700,1.640,1841600,1.645,6256700,1.646,1620000,1.647,3311200,1.648,1787000,1.649,4213800,99999,2802,0,27456.26,27459.0,-0.33,0,1.18
sz159920,09:31:51,1769563914181,,0.8913,2.6965,1.644,1.6513,-0.4421,24200,39787,1.6441,1.644,2447700,1.643,3249600,1.642,4355900,1.641,1902700,1.640,1841600,1.645,6385000,1.646,1544200,1.647,4311200,1.648,1787000,1.649,4227800,99999,1572,0,27414.72,27411.0,0.5,0,1.03
sz159920,09:31:48,1769563914194,,0.8913,2.6965,1.645,1.6513,-0.3815,0,0,1.645,1.644,2968300,1.643,3249600,1.642,4355900,1.641,1902700,1.640,1841600,1.645,6276600,1.646,1657900,1.647,3311200,1.648,1787000,1.649,4213800,99999,1585,2,27414.72,27411.0,0.5,0,1.03
sz159920,09:31:51,1769563915429,,0.8913,0.0,1.644,1.6513,-0.4421,0,0,1.644,1.644,2447700,1.643,3249600,1.642,4355900,1.641,1902700,1.640,1841600,1.645,6385000,1.646,1544200,1.647,4311200,1.648,1787000,1.649,4227800,99999,2819,0,27414.72,27411.0,0.5,0,1.03
sz159920,09:31:54,1769563919524,,0.8913,2.1552,1.644,1.6513,-0.4421,11700,19237,1.6442,1.644,2436900,1.643,3249600,1.642,4355900,1.641,1902700,1.640,1841600,1.645,6482200,1.646,1544700,1.647,4314200,1.648,1462200,1.649,4227900,99999,6915,0,27414.72,27411.0,0.5,0,1.03
sz159920,09:31:57,1769563920542,,0.8913,2.1552,1.644,1.6513,-0.4421,181800,298879,1.644,1.644,2260100,1.643,3249600,1.642,4355900,1.641,1902700,1.640,1841600,1.645,6527000,1.646,1544700,1.647,4314200,1.648,1462200,1.649,4227900,99999,7932,0,27414.72,27411.0,0.5,0,1.03
sz159920,09:32:03,1769563925934,,0.0,0.0,1.644,1.651,-0.424,113700,187030,1.6449,1.644,1865900,1.643,2249600,1.642,4355900,1.641,1902700,1.640,1791600,1.645,6437800,1.646,2538800,1.647,4314300,1.648,1449200,1.649,4227900,99999,13324,0,27414.72,27411.0,0.5,0,1.03
sz159920,09:32:06,1769563929955,,0.0,0.0,1.644,1.651,-0.424,1872100,3077732,1.644,1.643,3583500,1.642,4777200,1.641,1902700,1.640,1791600,1.639,1001300,1.644,1153000,1.645,7692300,1.646,2295300,1.647,4457900,1.648,1449200,99999,17347,0,27414.72,27411.0,0.5,0,1.03
sz159920,09:32:09,1769563932193,,0.0,0.0,1.644,1.651,-0.424,93500,153714,1.644,1.643,3697400,1.642,4777500,1.641,1902700,1.640,1791600,1.639,1001300,1.644,885100,1.645,6702900,1.646,2289300,1.647,4457900,1.648,1449200,99999,19584,0,27414.72,27411.0,0.5,0,1.03
sz159920,09:32:12,1769563935289,,0.8913,0.0,1.643,1.651,-0.4846,13200,21688,1.643,1.643,3694400,1.642,4686300,1.641,1903300,1.640,1791600,1.639,1051300,1.644,1055400,1.645,7703700,1.646,2265600,1.647,4457900,1.648,1449200,99999,47,0,27414.72,27411.0,0.5,0,1.03
sz159920,09:32:15,1769563938549,,0.8913,0.0,1.644,1.6505,-0.3938,148500,244129,1.644,1.643,3690400,1.642,4686300,1.641,1903300,1.640,1791600,1.639,1051300,1.644,812000,1.645,7703700,1.646,2290600,1.647,4314300,1.648,1449200,99999,194,0,27414.72,27411.0,0.5,0,1.03
