symbol,tx_server_time,tx_local_time,bd_server_time,bd_local_time,price,iopv,premium_rate,index_price,fx_rate,sentiment,tick_vol,tick_amt,tick_vwap,interval_s,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,fut_local_time,fut_tick_time,fut_price,fut_mid,fut_imb,fut_delta_vol,fut_pct
sz159920,09:30:57,1764725461964,,0,1.591,1.5952,-0.2633,0.0,0.9078,0.0,0,0,1.591,0.0,1.591,672800,1.59,9783200,1.589,7345000,1.588,7336000,1.587,1530200,1.592,5548600,1.593,2348400,1.594,2371900,1.595,1416500,1.596,4142700,09:31:01.963,09:31:01,25956.8,25963.0,0.0,0,-0.49
sz159920,09:31:00,1764725462858,,0,1.591,1.5952,-0.2633,0.0,0.9078,0.0,672800,1070425,1.591,0.893,1.59,7820500,1.589,9645000,1.588,7336000,1.587,1530200,1.586,1297800,1.591,3659000,1.592,3280000,1.593,3348400,1.594,2371900,1.595,1416500,09:31:02.848,09:31:02,25957.32,25961.0,-0.75,5,-0.49
sz159920,09:31:00,1764725463868,,0,1.591,1.5952,-0.2633,0.0,0.9078,1.7732,0,0,1.591,1.011,1.59,7820500,1.589,9645000,1.588,7336000,1.587,1530200,1.586,1297800,1.591,3659000,1.592,3280000,1.593,3348400,1.594,2371900,1.595,1416500,09:31:03.868,09:31:03,25953.68,25957.0,-0.67,5,-0.5
sz159920,09:31:00,1764725464875,,0,1.591,1.5952,-0.2633,0.0,0.9078,1.5104,0,0,1.591,1.006,1.59,7820500,1.589,9645000,1.588,7336000,1.587,1530200,1.586,1297800,1.591,3659000,1.592,3280000,1.593,3348400,1.594,2371900,1.595,1416500,09:31:04.352,09:31:04,25953.24,25957.5,-0.14,5,-0.51
sz159920,09:31:03,1764725465866,,0,1.591,1.5957,-0.2945,0.0,0.9078,1.5104,912700,1452106,1.591,0.992,1.59,1937000,1.589,8645000,1.588,6336000,1.587,4530200,1.586,297800,1.591,5638200,1.592,3263300,1.593,2598400,1.594,371900,1.595,3166500,09:31:05.368,09:31:05,25949.6,25954.0,0.0,1,-0.52
sz159920,09:31:03,1764725466870,09:32:06,1764725466661,1.591,1.5957,-0.2945,25928.51,0.9078,4.3004,0,0,1.591,1.004,1.59,1937000,1.589,8645000,1.588,6336000,1.587,4530200,1.586,297800,1.591,5638200,1.592,3263300,1.593,2598400,1.594,371900,1.595,3166500,09:31:06.870,09:31:06,25950.94,25956.0,-0.2,1,-0.51
sz159920,09:31:03,1764725467877,09:32:06,1764725467517,1.591,1.5957,-0.2945,25928.51,0.9078,3.7602,0,0,1.591,1.007,1.59,1937000,1.589,8645000,1.588,6336000,1.587,4530200,1.586,297800,1.591,5638200,1.592,3263300,1.593,2598400,1.594,371900,1.595,3166500,09:31:07.385,09:31:07,25952.77,25958.5,0.5,9,-0.51
sz159920,09:31:06,1764725468887,09:32:08,1764725468446,1.591,1.5957,-0.2945,25928.98,0.9078,3.7602,3900,6204,1.5908,1.01,1.59,534700,1.589,8648000,1.588,6336000,1.587,4550200,1.586,297800,1.591,5652200,1.592,3263300,1.593,2348400,1.594,372400,1.595,3416500,09:31:08.883,09:31:08,25957.7,25962.0,0.5,3,-0.49
sz159920,09:31:06,1764725469862,09:32:08,1764725469678,1.591,1.5957,-0.2945,25928.98,0.9078,3.2851,0,0,1.591,0.975,1.59,534700,1.589,8648000,1.588,6336000,1.587,4550200,1.586,297800,1.591,5652200,1.592,3263300,1.593,2348400,1.594,372400,1.595,3416500,09:31:09.859,09:31:09,25957.32,25963.0,0.5,5,-0.49
sz159920,09:31:06,1764725470855,09:32:10,1764725470739,1.591,1.5957,-0.2945,25931.44,0.9078,2.8473,0,0,1.591,0.993,1.59,534700,1.589,8648000,1.588,6336000,1.587,4550200,1.586,297800,1.591,5652200,1.592,3263300,1.593,2348400,1.594,372400,1.595,3416500,09:31:10.368,09:31:09,25960.05,25965.0,-0.33,1,-0.48
sz159920,09:31:06,1764725471872,09:32:10,1764725471855,1.591,1.5957,-0.2945,25931.44,0.9078,1.9819,0,0,1.591,1.016,1.59,534700,1.589,8648000,1.588,6336000,1.587,4550200,1.586,297800,1.591,5652200,1.592,3263300,1.593,2348400,1.594,372400,1.595,3416500,09:31:11.870,09:31:11,25959.68,25963.0,0.33,4,-0.48
sz159920,09:31:09,1764725472873,09:32:12,1764725472461,1.591,1.5957,-0.2945,25929.68,0.9078,2.0247,295800,470360,1.5901,1.001,1.59,9099700,1.589,6348000,1.588,6348600,1.587,550200,1.586,297800,1.591,1386100,1.592,5436000,1.593,2349500,1.594,1372400,1.595,416500,09:31:12.872,09:31:12,25953.2,25957.0,0.25,3,-0.51
sz159920,09:31:09,1764725473886,09:32:12,1764725472461,1.591,1.5957,-0.2945,25929.68,0.9078,1.7857,0,0,1.591,1.014,1.59,9099700,1.589,6348000,1.588,6348600,1.587,550200,1.586,297800,1.591,1386100,1.592,5436000,1.593,2349500,1.594,1372400,1.595,416500,09:31:13.885,09:31:13,25950.94,25956.0,0.6,6,-0.51
sz159920,09:31:09,1764725474876,09:32:14,1764725474475,1.591,1.5957,-0.2945,25927.26,0.9078,1.6982,0,0,1.591,0.99,1.59,9099700,1.589,6348000,1.588,6348600,1.587,550200,1.586,297800,1.591,1386100,1.592,5436000,1.593,2349500,1.594,1372400,1.595,416500,09:31:14.873,09:31:14,25949.16,25955.0,0.11,1,-0.52
sz159920,09:31:12,1764725475888,09:32:14,1764725474475,1.591,1.5957,-0.2945,25927.26,0.9078,1.0498,12700,20205,1.5909,1.012,1.59,1922200,1.589,8648000,1.588,6349600,1.587,4556500,1.586,297800,1.591,5347300,1.592,3251800,1.593,2321900,1.594,372200,1.595,3416500,09:31:15.379,09:31:15,25948.7,25952.5,0.14,11,-0.52
