symbol,tx_server_time,tx_local_time,bd_server_time,bd_local_time,price,iopv,premium_rate,index_price,fx_rate,sentiment,tick_vol,tick_amt,tick_vwap,interval_s,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags,fut_local_time,fut_tick_time,fut_price,fut_mid,fut_imb,fut_delta_vol,fut_pct
sz159920,09:30:00,1765935004573,09:31:04,1765935004458,1.543,1.5483,-0.3423,25269.27,0.9045,5.544,0,0,1.543,0.0,1.543,88700,1.542,957100,1.541,603900,1.540,413500,1.539,209200,1.544,942300,1.545,771900,1.546,648900,1.547,217600,1.548,307700,115,115,1,09:30:04.458,09:30:04,25299.83,25294.0,0.6,3,0.19
sz159920,09:30:03,1765935005568,09:31:05,1765935005523,1.543,1.5483,-0.3423,25269.27,0.9045,3.9369,981200,1514965,1.544,0.995,1.543,861000,1.542,1274900,1.541,967800,1.540,437100,1.539,234200,1.544,200,1.545,771000,1.546,812300,1.547,221800,1.548,559100,45,109,0,09:30:05.458,09:30:05,25289.96,25285.5,0.14,27,0.15
sz159920,09:30:03,1765935006567,09:31:05,1765935005523,1.543,1.5483,-0.3423,25269.27,0.9045,5.8792,0,0,1.543,0.999,1.543,861000,1.542,1274900,1.541,967800,1.540,437100,1.539,234200,1.544,200,1.545,771000,1.546,812300,1.547,221800,1.548,559100,1044,109,0,09:30:06.458,09:30:06,25290.88,25286.0,0.0,5,0.16
sz159920,09:30:06,1765935007560,09:31:06,1765935007165,1.544,1.5483,-0.2777,25266.01,0.9045,4.3908,44100,68063,1.5434,0.993,1.544,10600,1.543,1467400,1.542,1587300,1.541,1570200,1.540,1065500,1.545,1086700,1.546,999000,1.547,1221800,1.548,559100,1.549,1103300,395,91,0,09:30:07.468,09:30:07,25288.26,25281.5,0.0,6,0.15
sz159920,09:30:06,1765935008565,09:31:07,1765935007635,1.544,1.5483,-0.2777,25266.01,0.9045,1.9738,0,0,1.544,1.005,1.544,10600,1.543,1467400,1.542,1587300,1.541,1570200,1.540,1065500,1.545,1086700,1.546,999000,1.547,1221800,1.548,559100,1.549,1103300,929,106,0,09:30:08.459,09:30:08,25289.4,25283.0,-0.33,1,0.15
sz159920,09:30:06,1765935009571,09:31:07,1765935007635,1.544,1.5483,-0.2777,25266.01,0.9045,1.9353,0,0,1.544,1.006,1.544,10600,1.543,1467400,1.542,1587300,1.541,1570200,1.540,1065500,1.545,1086700,1.546,999000,1.547,1221800,1.548,559100,1.549,1103300,1936,120,0,09:30:09.451,09:30:09,25291.2,25287.0,0.5,1,0.16
sz159920,09:30:06,1765935010585,09:31:09,1765935009902,1.544,1.5483,-0.2777,25260.74,0.9045,4.0923,0,0,1.544,1.014,1.544,10600,1.543,1467400,1.542,1587300,1.541,1570200,1.540,1065500,1.545,1086700,1.546,999000,1.547,1221800,1.548,559100,1.549,1103300,682,137,0,09:30:10.447,09:30:10,25284.7,25277.0,0.2,19,0.13
sz159920,09:30:09,1765935011574,09:31:10,1765935011499,1.544,1.5483,-0.2777,25261.71,0.9045,3.4577,28400,43861,1.5444,0.989,1.544,370100,1.543,1470200,1.542,1613500,1.541,1269500,1.540,766300,1.545,1094600,1.546,999000,1.547,1227500,1.548,863500,1.549,1103300,75,138,0,09:30:11.436,09:30:10,25286.48,25279.0,0.0,0,0.14
sz159920,09:30:09,1765935012588,09:31:12,1765935012358,1.544,1.5483,-0.2777,25262.33,0.9045,2.4611,0,0,1.544,1.014,1.544,370100,1.543,1470200,1.542,1613500,1.541,1269500,1.540,766300,1.545,1094600,1.546,999000,1.547,1227500,1.548,863500,1.549,1103300,229,157,0,09:30:12.430,09:30:12,25286.28,25280.5,0.0,4,0.14
sz159920,09:30:12,1765935013589,09:31:12,1765935012358,1.544,1.5483,-0.2777,25262.33,0.9045,3.3949,0,0,1.544,1.001,1.544,466100,1.543,923900,1.542,2252500,1.541,1269500,1.540,766300,1.545,1158900,1.546,1000900,1.547,1227500,1.548,961200,1.549,1103300,1230,166,0,09:30:13.422,09:30:13,25282.6,25276.0,0.5,8,0.13
sz159920,09:30:09,1765935014597,09:31:14,1765935014505,1.544,1.5483,-0.2777,25258.76,0.9045,2.9568,0,0,1.544,1.009,1.544,370100,1.543,1470200,1.542,1613500,1.541,1269500,1.540,766300,1.545,1094600,1.546,999000,1.547,1227500,1.548,863500,1.549,1103300,92,188,0,09:30:14.409,09:30:14,25283.81,25276.0,0.0,2,0.13
sz159920,09:30:12,1765935015602,09:31:14,1765935014505,1.544,1.5483,-0.2777,25258.76,0.9045,5.1399,0,0,1.544,1.005,1.544,466100,1.543,923900,1.542,2252500,1.541,1269500,1.540,766300,1.545,1158900,1.546,1000900,1.547,1227500,1.548,961200,1.549,1103300,1097,188,0,09:30:15.414,09:30:15,25287.2,25283.0,0.5,15,0.14
sz159920,09:30:12,1765935016606,09:31:16,1765935016598,1.544,1.5483,-0.2777,25260.36,0.9045,4.2558,0,0,1.544,1.004,1.544,466100,1.543,923900,1.542,2252500,1.541,1269500,1.540,766300,1.545,1158900,1.546,1000900,1.547,1227500,1.548,961200,1.549,1103300,7,197,0,09:30:16.408,09:30:16,25284.0,25276.0,-0.2,8,0.13
sz159920,09:30:15,1765935017605,09:31:16,1765935016598,1.545,1.5497,-0.3033,25260.36,0.9045,4.2389,28700,44342,1.545,0.999,1.544,466100,1.543,1039600,1.542,2252500,1.541,1452100,1.540,768300,1.545,1159500,1.546,1000900,1.547,1229500,1.548,971300,1.549,1103300,1006,170,0,09:30:17.434,09:30:17,25285.59,25278.0,0.33,5,0.14
sz159920,09:30:15,1765935018607,09:31:18,1765935018366,1.545,1.5497,-0.3033,25253.94,0.9045,2.9512,0,0,1.545,1.002,1.544,466100,1.543,1039600,1.542,2252500,1.541,1452100,1.540,768300,1.545,1159500,1.546,1000900,1.547,1229500,1.548,971300,1.549,1103300,240,160,0,09:30:18.446,09:30:18,25282.03,25275.0,0.0,2,0.12
sz159920,09:30:15,1765935019607,09:31:19,1765935019475,1.545,1.5497,-0.3033,25253.94,0.9045,2.4475,0,0,1.545,1.0,1.544,466100,1.543,1039600,1.542,2252500,1.541,1452100,1.540,768300,1.545,1159500,1.546,1000900,1.547,1229500,1.548,971300,1.549,1103300,131,162,0,09:30:19.444,09:30:19,25275.0,25267.0,0.33,18,0.1
sz159920,09:30:18,1765935020617,09:31:20,1765935020350,1.544,1.5497,-0.3678,25253.61,0.9045,2.9119,483800,747005,1.544,1.01,1.544,800,1.543,629500,1.542,2252500,1.541,2034800,1.540,773300,1.545,1092500,1.546,967100,1.547,1642500,1.548,971300,1.549,1313500,267,180,0,09:30:20.436,09:30:20,25275.9,25268.0,0.0,6,0.1
sz159920,09:30:18,1765935021624,09:31:21,1765935021472,1.544,1.5497,-0.3678,25253.61,0.9045,4.16,0,0,1.544,1.007,1.544,800,1.543,629500,1.542,2252500,1.541,2034800,1.540,773300,1.545,1092500,1.546,967100,1.547,1642500,1.548,971300,1.549,1313500,152,202,0,09:30:21.420,09:30:21,25277.58,25267.5,0.0,1,0.11
sz159920,09:30:18,1765935022622,09:31:22,1765935022351,1.544,1.5497,-0.3678,25247.93,0.9045,4.1442,0,0,1.544,0.998,1.544,800,1.543,629500,1.542,2252500,1.541,2034800,1.540,773300,1.545,1092500,1.546,967100,1.547,1642500,1.548,971300,1.549,1313500,271,192,0,09:30:22.430,09:30:22,25247.9,25257.0,-0.33,2,-0.01
sz159920,09:30:21,1765935023620,09:31:23,1765935023464,1.544,1.5497,-0.3678,25247.93,0.9045,3.9152,5800,8955,1.544,0.998,1.543,632000,1.542,2252600,1.541,2037300,1.540,773300,1.539,232200,1.544,45200,1.545,1108300,1.546,967100,1.547,1642500,1.548,971300,155,195,0,09:30:23.424,09:30:23,25247.68,25254.0,0.33,6,-0.01
sz159920,09:30:21,1765935024623,09:31:24,1765935024501,1.544,1.5497,-0.3678,25242.66,0.9045,4.4224,0,0,1.544,1.003,1.543,632000,1.542,2252600,1.541,2037300,1.540,773300,1.539,232200,1.544,45200,1.545,1108300,1.546,967100,1.547,1642500,1.548,971300,121,209,0,09:30:24.413,09:30:24,25244.42,25252.0,-0.14,4,-0.03
sz159920,09:30:21,1765935025621,09:31:25,1765935025482,1.544,1.5497,-0.3678,25242.66,0.9045,3.1651,0,0,1.544,0.998,1.543,632000,1.542,2252600,1.541,2037300,1.540,773300,1.539,232200,1.544,45200,1.545,1108300,1.546,967100,1.547,1642500,1.548,971300,138,199,0,09:30:25.421,09:30:25,25243.25,25250.0,-0.5,16,-0.03
