symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags,fut_price,fut_mid,fut_imb,fut_delta_vol,fut_pct
sz159920,09:30:30,1769045434391,,0.8927,3.4659,1.61,1.6192,-0.5682,0,0,1.61,1.610,1438400,1.609,3546100,1.608,1790100,1.607,1944700,1.606,4560400,1.611,2938300,1.612,1302000,1.613,1143500,1.614,2969800,1.615,2948400,99999,199,1,26837.6,26814.5,-0.43,0,0.88
sz159920,09:30:33,1769045435381,26767.36,0.8927,2.9975,1.61,1.6192,-0.5682,365100,587922,1.6103,1.610,1414600,1.609,3316100,1.608,1790700,1.607,1844600,1.606,4553400,1.611,2893300,1.612,1310000,1.613,1143500,1.614,2969800,1.615,2948400,187,180,0,26837.6,26814.5,-0.43,0,0.88
sz159920,09:30:36,1769045439367,26773.01,0.8927,3.4582,1.611,1.6196,-0.531,1133000,1825262,1.611,1.611,563900,1.610,3634500,1.609,1593100,1.608,1790100,1.607,4844600,1.612,3530000,1.613,143500,1.614,2471000,1.615,2948400,1.616,2173600,662,164,0,26837.6,26814.5,-0.43,0,0.88
sz159920,09:30:39,1769045442371,26772.39,0.8927,2.6411,1.611,1.6196,-0.531,147000,236817,1.611,1.611,214200,1.610,2609800,1.609,594300,1.608,790100,1.607,843400,1.612,3546200,1.613,204100,1.614,2969800,1.615,2948400,1.616,2173600,666,165,0,26819.6,26829.5,0.0,0,0.81
sz159920,09:30:42,1769045445384,26770.42,0.8927,1.1865,1.611,1.6196,-0.531,296700,477979,1.611,1.610,2384800,1.609,594300,1.608,790100,1.607,843400,1.606,548400,1.611,40600,1.612,3340700,1.613,204100,1.614,2969800,1.615,2948700,665,170,0,26819.6,26829.5,0.0,0,0.81
sz159920,09:30:45,1769045448407,26768.56,0.8927,0.1354,1.611,1.6196,-0.531,51300,82621,1.6105,1.610,541600,1.609,2814200,1.608,790100,1.607,3843400,1.606,3548400,1.611,2261800,1.612,1334900,1.613,1202800,1.614,1969800,1.615,1864400,158,229,0,26819.6,26829.5,0.0,0,0.81
sz159920,09:30:48,1769045451410,26775.04,0.8927,2.9718,1.611,1.6196,-0.531,43300,69756,1.611,1.611,2264400,1.610,2835700,1.609,519900,1.608,780100,1.607,843400,1.612,3554900,1.613,1202800,1.614,2082500,1.615,1964400,1.616,1173600,620,237,0,26819.6,26829.5,0.0,0,0.81
sz159920,09:30:51,1769045454404,26778.88,0.8927,6.3142,1.611,1.6195,-0.5249,0,0,1.611,1.611,100,1.610,3308300,1.609,519900,1.608,780100,1.607,3843400,1.612,3849900,1.613,1152800,1.614,1862900,1.615,1964400,1.616,1423600,829,235,0,26819.6,26829.5,0.0,0,0.81
sz159920,09:30:54,1769045457401,26779.22,0.8927,5.9911,1.611,1.6195,-0.5249,577300,930030,1.611,1.611,703000,1.610,2804700,1.609,498900,1.608,780100,1.607,3837300,1.612,3857900,1.613,1157800,1.614,1857900,1.615,1964700,1.616,1423600,440,236,0,26819.6,26829.5,0.0,0,0.81
sz159920,09:30:57,1769045459413,26773.27,0.8927,3.2336,1.611,1.6195,-0.5249,74800,120503,1.611,1.611,168200,1.610,2804700,1.609,508900,1.608,751000,1.607,3837300,1.612,3863400,1.613,2740400,1.614,1598400,1.615,1742500,1.616,1423600,281,221,0,26819.6,26829.5,0.0,0,0.81
sz159920,09:31:00,1769045464436,26772.91,0.8927,4.5621,1.611,1.6195,-0.5249,1650900,2659629,1.611,1.611,309900,1.610,2850400,1.609,508900,1.608,751000,1.607,3172300,1.612,3844300,1.613,2776300,1.614,1936700,1.615,1738400,1.616,1173600,885,238,0,26819.6,26829.5,0.0,0,0.81
sz159920,09:31:03,1769045466438,26769.92,0.8927,4.5046,1.611,1.6195,-0.5249,114600,184620,1.611,1.611,201800,1.610,2853100,1.609,508900,1.608,751000,1.607,3172300,1.612,3848000,1.613,2776300,1.614,1686500,1.615,1753400,1.616,1423600,778,251,0,26825.7,26800.0,-0.33,5,0.83
sz159920,09:31:06,1769045469442,26775.36,0.8927,3.4038,1.611,1.6202,-0.5678,7800,12566,1.611,1.611,1105100,1.610,2853100,1.609,508900,1.608,751000,1.607,3172300,1.612,4141000,1.613,2776300,1.614,1686500,1.615,1753400,1.616,1427500,723,237,0,26825.7,26800.0,-0.33,0,0.83
sz159920,09:31:09,1769045471434,26772.69,0.8927,3.1702,1.611,1.6202,-0.5678,400,645,1.6125,1.611,217000,1.610,2853100,1.609,508900,1.608,751000,1.607,3172300,1.612,4194800,1.613,2785300,1.614,1936500,1.615,1753400,1.616,183500,724,232,0,26825.7,26800.0,-0.33,0,0.83
sz159920,09:31:12,1769045474435,26763.81,0.8927,4.8629,1.611,1.6202,-0.5678,89200,143702,1.611,1.610,1146300,1.609,2215700,1.608,751000,1.607,179800,1.606,295500,1.611,2662400,1.612,3503900,1.613,2503200,1.614,1716500,1.615,1753400,49,227,0,26825.7,26800.0,-0.33,0,0.83
sz159920,09:31:09,1769045475437,26758.39,0.8927,4.2773,1.611,1.6202,-0.5678,0,0,1.611,1.611,217000,1.610,2853100,1.609,508900,1.608,751000,1.607,3172300,1.612,4194800,1.613,2785300,1.614,1936500,1.615,1753400,1.616,183500,658,227,2,26825.7,26800.0,-0.33,0,0.83
sz159920,09:31:12,1769045476436,26758.39,0.8927,3.1396,1.611,1.6202,-0.5678,0,0,1.611,1.610,1146300,1.609,2215700,1.608,751000,1.607,179800,1.606,295500,1.611,2662400,1.612,3503900,1.613,2503200,1.614,1716500,1.615,1753400,875,227,0,26825.7,26800.0,-0.33,0,0.83
sz159920,09:31:15,1769045478433,26757.76,0.8927,1.6247,1.611,1.6202,-0.5678,5100,8217,1.6112,1.610,3866300,1.609,508900,1.608,751000,1.607,179800,1.606,295500,1.611,7657300,1.612,4781400,1.613,2508200,1.614,2269300,1.615,1753400,860,220,0,26825.7,26800.0,-0.33,0,0.83
sz159920,09:31:18,1769045480435,26753.59,0.8927,-0.9769,1.609,1.6202,-0.6913,581000,935110,1.6095,1.609,2749000,1.608,751000,1.607,180500,1.606,3245500,1.605,1803600,1.610,503000,1.611,7719200,1.612,2944200,1.613,2757500,1.614,1766500,880,203,0,26825.7,26800.0,-0.33,0,0.83
sz159920,09:31:21,1769045484452,26749.8,0.8927,4.9199,1.609,1.6192,-0.6299,5800,9336,1.6097,1.609,3247600,1.608,751000,1.607,180500,1.606,3245500,1.605,4803600,1.610,6779200,1.611,7729700,1.612,2741700,1.613,2955700,1.614,1766500,1373,278,0,26825.7,26800.0,-0.33,0,0.83
sz159920,09:31:24,1769045487446,26747.5,0.8927,3.7142,1.609,1.6192,-0.6299,700,1127,1.61,1.609,3401200,1.608,751000,1.607,180500,1.606,3245500,1.605,4803600,1.610,6871500,1.611,7732700,1.612,2741000,1.613,2955700,1.614,1766500,16,218,0,26825.7,26800.0,-0.33,0,0.83
sz159920,09:31:27,1769045489463,26747.5,0.8927,3.1601,1.609,1.6192,-0.6299,5100,8206,1.609,1.609,3421600,1.608,751000,1.607,180500,1.606,3245500,1.605,4803600,1.610,6843000,1.611,7732700,1.612,2736000,1.613,2955700,1.614,1732900,746,280,0,26825.7,26800.0,-0.33,0,0.83
sz159920,09:31:24,1769045490467,26747.5,0.8927,2.9275,1.609,1.6192,-0.6299,0,0,1.609,1.609,3401200,1.608,751000,1.607,180500,1.606,3245500,1.605,4803600,1.610,6871500,1.611,7732700,1.612,2741000,1.613,2955700,1.614,1766500,871,275,2,26825.7,26800.0,-0.33,0,0.83
sz159920,09:31:27,1769045491470,26748.13,0.8927,2.8723,1.609,1.6192,-0.6299,0,0,1.609,1.609,3421600,1.608,751000,1.607,180500,1.606,3245500,1.605,4803600,1.610,6843000,1.611,7732700,1.612,2736000,1.613,2955700,1.614,1732900,760,272,0,26825.7,26800.0,-0.33,0,0.83
sz159920,09:31:30,1769045493461,26749.71,0.8927,2.4042,1.609,1.6192,-0.6299,111400,179252,1.6091,1.609,1103200,1.608,2971000,1.607,180500,1.606,245500,1.605,1803600,1.610,9344400,1.611,5472700,1.612,2736000,1.613,2955600,1.614,1732900,664,281,0,26825.7,26800.0,-0.33,0,0.83
sz159920,09:31:33,1769045496467,26750.61,0.8927,2.8225,1.609,1.6192,-0.6299,105900,170393,1.609,1.609,3217500,1.608,761000,1.607,181700,1.606,245500,1.605,1803600,1.610,7143100,1.611,7693900,1.612,2733000,1.613,2954500,1.614,1732900,331,274,0,26803.4,26791.5,-0.43,20,0.75
