symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags,fut_price,fut_mid,fut_imb,fut_delta_vol,fut_pct
sz159920,14:00:45,1767938448271,,0.8959,0.9987,1.586,1.5891,-0.1951,0,0,1.586,1.585,3384900,1.584,8617100,1.583,8597400,1.582,9130700,1.581,3975600,1.586,5168500,1.587,9209600,1.588,6698300,1.589,9039500,1.590,3651600,99999,110,1,26209.76,26222.0,0.09,0,0.26
sz159920,14:00:48,1767938450264,,0.8959,2.8251,1.585,1.5891,-0.258,52800,83688,1.585,1.585,3332100,1.584,8617100,1.583,8597400,1.582,9130700,1.581,3975600,1.586,7391500,1.587,6989600,1.588,6698300,1.589,9039500,1.590,3651600,99999,111,0,26208.85,26222.0,-0.33,0,0.26
sz159920,14:00:51,1767938454251,26196.7,0.8959,2.3574,1.585,1.5891,-0.258,100000,158500,1.585,1.585,3232100,1.584,8589500,1.583,8597400,1.582,9130700,1.581,3975600,1.586,5171500,1.587,9209600,1.588,6674100,1.589,9039500,1.590,3651600,77,80,0,26212.04,26223.0,-0.17,3,0.27
sz159920,14:00:54,1767938457248,26197.4,0.8959,2.1928,1.586,1.5891,-0.1951,26300,41712,1.586,1.585,6282100,1.584,9242500,1.583,8534100,1.582,6130700,1.581,3385800,1.586,3678100,1.587,10083100,1.588,7327000,1.589,9039500,1.590,3651600,913,78,0,26238.5,26224.0,-0.29,1,0.37
sz159920,14:00:57,1767938459249,26198.51,0.8959,3.2442,1.586,1.5891,-0.1951,0,0,1.586,1.585,6282100,1.584,9242500,1.583,8534100,1.582,6130700,1.581,3385800,1.586,3691100,1.587,10073100,1.588,7327000,1.589,9039500,1.590,3651600,738,65,0,26237.6,26223.0,0.0,1,0.37
sz159920,14:01:00,1767938463278,26195.5,0.8959,2.7111,1.586,1.5891,-0.1951,0,0,1.586,1.585,6282100,1.584,9045300,1.583,8534100,1.582,6130700,1.581,3385800,1.586,4305900,1.587,10073100,1.588,7327000,1.589,9039500,1.590,3651600,421,102,0,26205.21,26218.0,0.0,0,0.25
sz159920,14:01:03,1767938465248,26198.8,0.8959,4.3687,1.586,1.5891,-0.1951,1300,2062,1.5862,1.585,3288200,1.584,8392300,1.583,8227400,1.582,9130700,1.581,3385800,1.586,5241600,1.587,9199600,1.588,7283900,1.589,9039500,1.590,3651600,220,50,0,26210.2,26220.0,0.54,3,0.26
sz159920,14:01:06,1767938468248,26196.45,0.8959,4.7077,1.586,1.5891,-0.1951,5000,7930,1.586,1.585,6452700,1.584,8455500,1.583,8164100,1.582,6130700,1.581,3785800,1.586,5233600,1.587,9186500,1.588,7347000,1.589,9039500,1.590,3651600,389,37,0,26210.67,26223.5,-0.33,0,0.27
sz159920,14:01:09,1767938471263,26195.56,0.8959,3.8517,1.586,1.5891,-0.1951,0,0,1.586,1.585,6418200,1.584,8455500,1.583,8164100,1.582,6130700,1.581,3806700,1.586,4047000,1.587,10123100,1.588,7597000,1.589,9039500,1.590,3651600,961,73,0,26208.4,26222.5,0.43,1,0.26
sz159920,14:01:12,1767938475262,26197.99,0.8959,2.6176,1.586,1.5891,-0.1951,0,0,1.586,1.585,6418200,1.584,8455500,1.583,8164100,1.582,6130700,1.581,3806700,1.586,4047000,1.587,10127400,1.588,7647000,1.589,9039500,1.590,3651600,955,51,0,26206.6,26219.0,0.27,1,0.25
