symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags,fut_price,fut_mid,fut_imb,fut_delta_vol,fut_pct
sz159920,14:27:42,1767853666911,,0.8981,1.2688,1.577,1.5795,-0.1583,0,0,1.577,1.576,2239300,1.575,10481400,1.574,7485600,1.573,8222600,1.572,1804500,1.577,9030900,1.578,7545200,1.579,7344000,1.580,1712000,1.581,2907700,99999,140,1,26032.04,26036.0,-0.25,0,-1.67
sz159920,14:27:45,1767853667692,,0.8981,1.2688,1.577,1.5795,-0.1583,0,0,1.577,1.576,2242300,1.575,10457000,1.574,7486300,1.573,8222600,1.572,1803500,1.577,9030900,1.578,7547400,1.579,7344000,1.580,1712000,1.581,2907700,99999,405,0,26033.88,26037.0,-0.23,1,-1.66
sz159920,14:27:48,1767853669689,,0.8981,1.4433,1.577,1.5795,-0.1583,0,0,1.577,1.576,2272300,1.575,10458000,1.574,7486300,1.573,8222600,1.572,1803500,1.577,9035900,1.578,7547400,1.579,7346300,1.580,1712000,1.581,2907700,99999,414,0,26033.88,26037.0,-0.23,0,-1.66
sz159920,14:27:51,1767853672708,,0.8981,3.065,1.577,1.5795,-0.1583,2000,3154,1.577,1.576,2272300,1.575,10458000,1.574,7486300,1.573,8222600,1.572,1803500,1.577,9037500,1.578,7552400,1.579,7346300,1.580,1712000,1.581,2907700,99999,418,0,26030.93,26035.0,-0.29,0,-1.67
sz159920,14:27:54,1767853677693,26004.24,0.8981,4.9106,1.577,1.5793,-0.1456,3300,5202,1.5764,1.576,2271000,1.575,10458000,1.574,7486300,1.573,8222600,1.572,1803500,1.577,8035500,1.578,8552400,1.579,7346300,1.580,1712000,1.581,2907700,1322,421,0,26034.4,26038.0,-0.11,2,-1.66
sz159920,14:27:57,1767853679707,26007.1,0.8981,4.6824,1.577,1.5793,-0.1456,0,0,1.577,1.576,2181000,1.575,10458000,1.574,7486300,1.573,8222600,1.572,1803500,1.577,8035500,1.578,8552400,1.579,7346300,1.580,1712000,1.581,2907700,1306,419,0,26033.49,26038.0,-0.16,0,-1.66
sz159920,14:28:00,1767853683710,26006.56,0.8981,3.8805,1.577,1.5793,-0.1456,46800,73760,1.5761,1.576,2257300,1.575,10471100,1.574,7484100,1.573,8222600,1.572,1801300,1.577,8032300,1.578,8552400,1.579,7346300,1.580,1692000,1.581,2907700,952,421,0,26033.1,26038.0,-0.53,0,-1.66
sz159920,14:28:03,1767853685748,26007.02,0.8981,2.738,1.577,1.5793,-0.1456,0,0,1.577,1.576,3145100,1.575,10471100,1.574,7484100,1.573,8222600,1.572,1801300,1.577,5032300,1.578,8552400,1.579,7346300,1.580,1692000,1.581,2907700,796,453,0,26035.31,26039.0,0.33,3,-1.65
sz159920,14:28:06,1767853688734,26009.86,0.8981,3.0741,1.577,1.5793,-0.1456,100,158,1.58,1.576,3155200,1.575,10404200,1.574,7484100,1.573,8222600,1.572,1801300,1.577,5072200,1.578,8552400,1.579,7346300,1.580,1692000,1.581,2907700,342,417,0,26035.8,26040.0,-0.05,2,-1.65
sz159920,14:28:09,1767853691709,26011.35,0.8981,3.6969,1.576,1.5794,-0.2153,8000,12608,1.576,1.576,3447200,1.575,10467800,1.574,7120500,1.573,8222600,1.572,1901300,1.577,3187400,1.578,8488900,1.579,7409700,1.580,4692000,1.581,2907700,226,400,0,26038.95,26042.0,-0.54,1,-1.64
sz159920,14:28:12,1767853695721,26012.31,0.8981,3.9709,1.576,1.5794,-0.2153,81600,128602,1.576,1.576,3365600,1.575,10457800,1.574,7120500,1.573,8222600,1.572,1901300,1.577,3187400,1.578,8488900,1.579,7409700,1.580,4692000,1.581,2907700,1330,404,0,26040.77,26045.0,-0.2,1,-1.63
sz159920,14:28:15,1767853697731,26008.96,0.8981,4.7544,1.576,1.5794,-0.2153,0,0,1.576,1.576,6375100,1.575,10457800,1.574,7120500,1.573,2222600,1.572,1901300,1.577,2006800,1.578,8108900,1.579,7409700,1.580,5092000,1.581,2907700,1340,411,0,26041.24,26046.0,-0.44,1,-1.63
sz159920,14:30:09,1767853810925,,0.8981,3.5299,1.577,1.5804,-0.2151,0,0,1.577,1.576,7692700,1.575,10427000,1.574,7758600,1.573,5222600,1.572,1901000,1.577,2083700,1.578,8260700,1.579,7420200,1.580,5198000,1.581,2907700,99999,90,1,26039.83,26045.0,0.2,3,-1.64
sz159920,14:30:12,1767853813849,,0.8981,4.1629,1.577,1.5801,-0.1962,1100,1735,1.5773,1.576,7921800,1.575,10427000,1.574,7758600,1.573,5222600,1.572,1901000,1.577,2227900,1.578,8273800,1.579,7420200,1.580,5108000,1.581,2907700,99999,493,0,26043.08,26046.0,0.2,0,-1.62
sz159920,14:30:15,1767853818839,,0.8981,2.0532,1.577,1.5801,-0.1962,1600,2523,1.5769,1.576,10918800,1.575,10425000,1.574,7758600,1.573,2222600,1.572,1901000,1.577,1131000,1.578,8273800,1.579,7328700,1.580,5108000,1.581,2907700,99999,482,0,26042.5,26048.0,0.33,1,-1.63
sz159920,14:30:18,1767853820834,,0.8981,2.4379,1.576,1.5801,-0.2595,26500,41764,1.576,1.576,10892300,1.575,10130000,1.574,7758600,1.573,2222600,1.572,1901000,1.577,1131000,1.578,8273800,1.579,7329600,1.580,5108000,1.581,2907700,99999,448,0,26042.1,26047.5,0.71,1,-1.63
