symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags,fut_price,fut_mid,fut_imb,fut_delta_vol,fut_pct
sz159920,09:30:30,1768267833845,,0.894,4.3629,1.631,1.6356,-0.2812,0,0,1.631,1.631,997000,1.630,973800,1.629,1429500,1.628,918700,1.627,5336500,1.632,8400,1.633,959100,1.634,1068400,1.635,1536500,1.636,1727000,99999,243,1,27031.85,27029.0,-0.6,20,1.63
sz159920,09:30:33,1768267835839,27007.54,0.894,5.5634,1.631,1.6356,-0.2812,971100,1583617,1.6307,1.629,1006100,1.628,522300,1.627,2334400,1.626,2203800,1.625,1312700,1.631,936600,1.632,1070700,1.633,1713600,1.634,2141100,1.635,1536500,1055,242,0,27038.16,27036.0,-0.6,9,1.66
sz159920,09:30:36,1768267839840,27002.77,0.894,2.1747,1.631,1.6356,-0.2812,2576100,4197033,1.6292,1.630,999300,1.629,1000000,1.628,1000700,1.627,2516700,1.626,2207800,1.631,955800,1.632,1090900,1.633,1769500,1.634,2154100,1.635,1534500,720,250,0,27028.8,27024.5,0.2,7,1.62
sz159920,09:30:39,1768267840850,26997.91,0.894,2.1326,1.631,1.636,-0.3056,136400,222416,1.6306,1.629,999700,1.628,1002700,1.627,2516700,1.626,2215800,1.625,1312700,1.631,1096900,1.632,1112900,1.633,1951500,1.634,2154100,1.635,1534500,209,257,0,27026.51,27020.0,-0.5,8,1.61
sz159920,09:30:42,1768267844850,26993.09,0.894,2.3576,1.629,1.636,-0.4279,74000,120556,1.6291,1.629,935700,1.628,1003000,1.627,2516700,1.626,2220500,1.625,1312700,1.630,20700,1.631,2145500,1.632,1112900,1.633,1959500,1.634,2163100,184,256,0,27020.28,27015.0,0.6,12,1.59
sz159920,09:30:45,1768267847845,26996.06,0.894,4.2822,1.629,1.636,-0.4279,1023400,1667418,1.6293,1.629,497000,1.628,1043000,1.627,2340100,1.626,2220500,1.625,1317700,1.630,3600,1.631,2185600,1.632,1255600,1.633,2462800,1.634,2165500,13,244,0,27022.95,27019.0,-0.14,12,1.6
sz159920,09:30:48,1768267850864,26996.01,0.894,4.5989,1.629,1.636,-0.4279,736900,1200410,1.629,1.629,552300,1.628,1043000,1.627,2340100,1.626,2220500,1.625,1317700,1.630,17000,1.631,2461700,1.632,1279400,1.633,2460400,1.634,2165500,225,283,0,27024.73,27020.0,-0.14,11,1.61
sz159920,09:30:51,1768267853865,26992.6,0.894,3.9894,1.631,1.636,-0.3056,1110500,1809098,1.6291,1.629,604400,1.628,1617300,1.627,2340100,1.626,2220500,1.625,1322700,1.631,2179500,1.632,1279400,1.633,2460400,1.634,2165500,1.635,1394200,1220,288,0,27023.4,27018.0,-0.33,4,1.6
sz159920,09:30:54,1768267856864,26985.36,0.894,3.6727,1.629,1.6348,-0.3548,71300,116216,1.63,1.629,615300,1.628,2191700,1.627,2340100,1.626,2221500,1.625,1327700,1.630,14700,1.631,2149700,1.632,1289400,1.633,2435400,1.634,2165500,226,272,0,27023.44,27022.0,0.33,2,1.6
sz159920,09:30:57,1768267860853,26998.61,0.894,4.1884,1.629,1.6348,-0.3548,34300,55891,1.6295,1.629,596700,1.628,2191700,1.627,2340100,1.626,2223000,1.625,1327700,1.630,29800,1.631,3153600,1.632,1541800,1.633,2435400,1.634,2165500,63,264,0,27028.96,27025.0,0.43,9,1.62
sz159920,09:31:00,1768267861864,26998.61,0.894,4.5864,1.63,1.6348,-0.2936,118000,192254,1.6293,1.629,524800,1.628,2199300,1.627,2340100,1.626,1074300,1.625,1334500,1.630,200100,1.631,3172700,1.632,1749700,1.633,2435400,1.634,2165500,985,283,0,27026.51,27022.0,0.0,10,1.61
sz159920,09:30:57,1768267862864,26997.35,0.894,5.6131,1.629,1.6348,-0.3548,0,0,1.629,1.629,596700,1.628,2191700,1.627,2340100,1.626,2223000,1.625,1327700,1.630,29800,1.631,3153600,1.632,1541800,1.633,2435400,1.634,2165500,211,288,2,27031.15,27029.0,0.0,53,1.63
sz159920,09:31:00,1768267863862,26997.35,0.894,5.3368,1.63,1.6348,-0.2936,0,0,1.63,1.629,524800,1.628,2199300,1.627,2340100,1.626,1074300,1.625,1334500,1.630,200100,1.631,3172700,1.632,1749700,1.633,2435400,1.634,2165500,805,297,0,27037.24,27036.0,0.2,9,1.66
sz159920,09:31:03,1768267865865,27001.88,0.894,7.6476,1.629,1.6348,-0.3548,430000,700672,1.6295,1.629,1872200,1.628,2199300,1.627,2345100,1.626,1074300,1.625,339500,1.630,53600,1.631,3172700,1.632,155100,1.633,2435400,1.634,2165500,382,298,0,27039.86,27037.0,0.2,14,1.67
