symbol,tx_server_time,tx_local_time,bd_server_time,bd_local_time,price,iopv,premium_rate,index_price,fx_rate,sentiment,tick_vol,tick_amt,tick_vwap,interval_s,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5
sh513130,09:30:58,1764725461966,,0,0.736,0.7353,0.0952,0.0,0.9078,0.0,0,0,0.736,0.0,0.736,28465700,0.735,73363300,0.734,60987800,0.733,41178900,0.732,37146600,0.737,31832800,0.738,39373800,0.739,33156100,0.74,27332700,0.741,27480300
sh513130,09:30:58,1764725462860,,0,0.736,0.7353,0.0952,0.0,0.9078,1.4345,0,0,0.736,0.894,0.736,28465700,0.735,73363300,0.734,60987800,0.733,41178900,0.732,37146600,0.737,31832800,0.738,39373800,0.739,33156100,0.74,27332700,0.741,27480300
sh513130,09:31:01,1764725463869,,0,0.736,0.736,0.0,0.0,0.9078,3.3965,8466200,6231128,0.736,1.009,0.736,25311000,0.735,81259400,0.734,62209700,0.733,41206400,0.732,36156600,0.737,28343200,0.738,38985500,0.739,37598200,0.74,29041800,0.741,27480300
sh513130,09:31:01,1764725464875,,0,0.736,0.736,0.0,0.0,0.9078,3.9796,0,0,0.736,1.006,0.736,25311000,0.735,81259400,0.734,62209700,0.733,41206400,0.732,36156600,0.737,28343200,0.738,38985500,0.739,37598200,0.74,29041800,0.741,27480300
sh513130,09:31:01,1764725465868,,0,0.736,0.736,0.0,0.0,0.9078,3.9796,0,0,0.736,0.992,0.736,25311000,0.735,81259400,0.734,62209700,0.733,41206400,0.732,36156600,0.737,28343200,0.738,38985500,0.739,37598200,0.74,29041800,0.741,27480300
sh513130,09:31:04,1764725466872,09:32:06,1764725466662,0.736,0.736,0.0,5588.81,0.9078,5.6262,8475800,6238189,0.736,1.005,0.735,78133000,0.734,60803700,0.733,40368200,0.732,36200200,0.731,36001000,0.736,2474600,0.737,30387000,0.738,40097000,0.739,36689000,0.74,26241800
sh513130,09:31:04,1764725467879,09:32:06,1764725467496,0.736,0.736,0.0,5588.81,0.9078,5.2141,0,0,0.736,1.007,0.735,78133000,0.734,60803700,0.733,40368200,0.732,36200200,0.731,36001000,0.736,2474600,0.737,30387000,0.738,40097000,0.739,36689000,0.74,26241800
sh513130,09:31:04,1764725468890,09:32:08,1764725468507,0.736,0.736,0.0,5590.22,0.9078,4.7269,0,0,0.736,1.011,0.735,78133000,0.734,60803700,0.733,40368200,0.732,36200200,0.731,36001000,0.736,2474600,0.737,30387000,0.738,40097000,0.739,36689000,0.74,26241800
sh513130,09:31:07,1764725469867,09:32:08,1764725469654,0.736,0.736,0.0,5590.22,0.9078,4.937,12175000,8960843,0.736,0.977,0.736,25052400,0.735,78878000,0.734,62766000,0.733,40388900,0.732,35212200,0.737,31433100,0.738,40794100,0.739,36939000,0.74,28746800,0.741,26530300
sh513130,09:31:07,1764725470859,09:32:10,1764725470768,0.736,0.736,0.0,5591.55,0.9078,3.8957,0,0,0.736,0.992,0.736,25052400,0.735,78878000,0.734,62766000,0.733,40388900,0.732,35212200,0.737,31433100,0.738,40794100,0.739,36939000,0.74,28746800,0.741,26530300
sh513130,09:31:10,1764725471875,09:32:10,1764725471835,0.736,0.7353,0.0952,5591.55,0.9078,3.6019,261500,192464,0.736,1.017,0.736,35579600,0.735,78347300,0.734,63676400,0.733,35029900,0.732,35180200,0.737,36431100,0.738,40666100,0.739,37950000,0.74,28807800,0.741,26549900
sh513130,09:31:10,1764725472878,09:32:12,1764725472480,0.736,0.7353,0.0952,5591.48,0.9078,2.8646,0,0,0.736,1.002,0.736,35579600,0.735,78347300,0.734,63676400,0.733,35029900,0.732,35180200,0.737,36431100,0.738,40666100,0.739,37950000,0.74,28807800,0.741,26549900
sh513130,09:31:10,1764725473891,09:32:12,1764725472480,0.736,0.7353,0.0952,5591.48,0.9078,2.7287,0,0,0.736,1.014,0.736,35579600,0.735,78347300,0.734,63676400,0.733,35029900,0.732,35180200,0.737,36431100,0.738,40666100,0.739,37950000,0.74,28807800,0.741,26549900
sh513130,09:31:10,1764725474878,09:32:14,1764725474474,0.736,0.7353,0.0952,5589.8,0.9078,-0.4938,0,0,0.736,0.987,0.736,35579600,0.735,78347300,0.734,63676400,0.733,35029900,0.732,35180200,0.737,36431100,0.738,40666100,0.739,37950000,0.74,28807800,0.741,26549900
sh513130,09:31:13,1764725475893,09:32:14,1764725474474,0.737,0.7353,0.2312,5589.8,0.9078,-0.126,423600,311829,0.7361,1.015,0.736,34180000,0.735,79359800,0.734,63880000,0.733,40364800,0.732,35207100,0.737,33363700,0.738,44047500,0.739,37950000,0.74,28833900,0.741,26437100
sh513130,09:31:13,1764725476899,09:32:16,1764725476595,0.737,0.7353,0.2312,5589.77,0.9078,-0.1197,0,0,0.737,1.006,0.736,34180000,0.735,79359800,0.734,63880000,0.733,40364800,0.732,35207100,0.737,33363700,0.738,44047500,0.739,37950000,0.74,28833900,0.741,26437100
sh513130,09:31:16,1764725477890,09:32:16,1764725476595,0.736,0.7366,-0.0815,5589.77,0.9078,5.9355,26796800,19722456,0.736,0.991,0.736,1686500,0.735,81126000,0.734,63890000,0.733,40345100,0.732,35244100,0.737,34701600,0.738,45046900,0.739,36960000,0.74,28954100,0.741,26457100
sh513130,09:31:16,1764725478893,09:32:18,1764725478497,0.736,0.7366,-0.0815,5590.94,0.9078,7.7931,0,0,0.736,1.004,0.736,1686500,0.735,81126000,0.734,63890000,0.733,40345100,0.732,35244100,0.737,34701600,0.738,45046900,0.739,36960000,0.74,28954100,0.741,26457100
sh513130,09:31:16,1764725479888,09:32:18,1764725478497,0.736,0.7366,-0.0815,5590.94,0.9078,6.8923,0,0,0.736,0.994,0.736,1686500,0.735,81126000,0.734,63890000,0.733,40345100,0.732,35244100,0.737,34701600,0.738,45046900,0.739,36960000,0.74,28954100,0.741,26457100
sh513130,09:31:19,1764725480890,09:32:20,1764725480574,0.736,0.7366,-0.0815,5587.76,0.9078,6.6727,6756300,4972667,0.736,1.002,0.735,82290200,0.734,64020500,0.733,40230700,0.732,35244100,0.731,36144500,0.736,36882600,0.737,40210200,0.738,35941000,0.739,37952000,0.74,25464300
sh513130,09:31:19,1764725481899,09:32:20,1764725480574,0.736,0.7366,-0.0815,5587.76,0.9078,6.0263,0,0,0.736,1.009,0.735,82290200,0.734,64020500,0.733,40230700,0.732,35244100,0.731,36144500,0.736,36882600,0.737,40210200,0.738,35941000,0.739,37952000,0.74,25464300
sh513130,09:31:19,1764725482893,09:32:22,1764725482607,0.736,0.7366,-0.0815,5586.86,0.9078,5.1964,0,0,0.736,0.994,0.735,82290200,0.734,64020500,0.733,40230700,0.732,35244100,0.731,36144500,0.736,36882600,0.737,40210200,0.738,35941000,0.739,37952000,0.74,25464300
sh513130,09:31:19,1764725483894,09:32:22,1764725482607,0.736,0.7366,-0.0815,5586.86,0.9078,4.9831,0,0,0.736,1.002,0.735,82290200,0.734,64020500,0.733,40230700,0.732,35244100,0.731,36144500,0.736,36882600,0.737,40210200,0.738,35941000,0.739,37952000,0.74,25464300
