symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags
sh513130,09:29:47,1769563790264,,0.8913,0.0,0.745,0.745,0.0,0,0,0.745,0.744,18684400,0.743,33920100,0.742,19827300,0.741,35337800,0.740,33056700,0.745,10547900,0.746,31982000,0.747,27247600,0.748,36783200,0.749,27992100,99999,99999,1
sh513130,09:29:50,1769563793567,,0.8913,0.0,0.745,0.745,0.0,0,0,0.745,0.744,18684400,0.743,33920100,0.742,19827300,0.741,35337800,0.740,33056700,0.745,10547900,0.746,31982000,0.747,27247600,0.748,36783200,0.749,27992100,99999,99999,0
sh513130,09:29:53,1769563800304,,0.8913,0.0,0.745,0.745,0.0,0,0,0.745,0.744,18684400,0.743,33920100,0.742,19827300,0.741,35337800,0.740,33056700,0.745,10547900,0.746,31982000,0.747,27247600,0.748,36783200,0.749,27992100,99999,99999,0
sh513130,09:29:56,1769563800315,,0.8913,0.0,0.745,0.745,0.0,0,0,0.745,0.744,18684400,0.743,33920100,0.742,19827300,0.741,35337800,0.740,33056700,0.745,10547900,0.746,31982000,0.747,27247600,0.748,36783200,0.749,27992100,99999,99999,0
sh513130,09:29:59,1769563804635,,0.8913,0.0,0.745,0.745,0.0,0,0,0.745,0.744,18684400,0.743,33920100,0.742,19827300,0.741,35337800,0.740,33056700,0.745,10547900,0.746,31982000,0.747,27247600,0.748,36783200,0.749,27992100,99999,99999,0
sh513130,09:30:02,1769563807279,,0.0,0.0,0.745,0.745,0.0,6244100,4651799,0.745,0.744,29552700,0.743,35690800,0.742,25949100,0.741,35367800,0.740,33059300,0.745,8010300,0.746,27364000,0.747,30394500,0.748,36790400,0.749,27189000,99999,99999,0
sh513130,09:30:05,1769563809295,,0.0,0.0,0.745,0.745,0.0,3565100,2655778,0.7449,0.744,36506900,0.743,37492700,0.742,28430200,0.741,37743100,0.740,32927100,0.745,8099900,0.746,29183200,0.747,33146200,0.748,39733500,0.749,27292000,99999,99999,0
sh513130,09:30:08,1769563812609,,0.0,0.0,0.745,0.7456,-0.0805,13006900,9691991,0.7451,0.744,34778000,0.743,28949300,0.742,28854700,0.741,37756100,0.740,33427900,0.745,32300,0.746,31512400,0.747,35152300,0.748,40283600,0.749,27922900,99999,99999,0
sh513130,09:30:11,1769563814628,,0.0,0.0,0.744,0.7456,-0.2146,3439700,2562640,0.745,0.744,35142600,0.743,27062400,0.742,29256400,0.741,35607800,0.740,33931200,0.745,911000,0.746,32248100,0.747,34661500,0.748,39578600,0.749,29124000,99999,99999,0
sh513130,09:30:14,1769563825072,,0.8913,1.7855,0.745,0.7476,-0.3478,4727700,3522104,0.745,0.745,2234700,0.744,34309000,0.743,26612600,0.742,30076200,0.741,36606900,0.746,37210200,0.747,34910400,0.748,39832900,0.749,30075900,0.750,34876400,99999,99999,0
sh513130,09:30:20,1769563825083,,0.8913,1.7855,0.746,0.7476,-0.214,4049900,3017713,0.7451,0.745,9277800,0.744,39760800,0.743,22659400,0.742,30388700,0.741,37676700,0.746,33268800,0.747,41055300,0.748,49291000,0.749,31795900,0.750,36341500,99999,99999,0
sh513130,09:30:41,1769563846901,,0.0,0.0,0.745,0.7483,-0.441,20810600,15519548,0.7458,0.745,35517100,0.744,56376600,0.743,33889500,0.742,32167000,0.741,37412600,0.746,12925900,0.747,46422700,0.748,73297800,0.749,64443100,0.750,43647900,99999,99999,0
sh513130,09:30:44,1769563847922,,0.0,0.0,0.745,0.7483,-0.441,1155000,860549,0.7451,0.745,36489800,0.744,54583700,0.743,32731700,0.742,32180700,0.741,36626000,0.746,14404300,0.747,58034100,0.748,83587600,0.749,54492400,0.750,47691200,99999,99999,0
sh513130,09:30:47,1769563851477,,0.8913,0.0,0.745,0.7483,-0.441,7584800,5656846,0.7458,0.745,38900600,0.744,55630600,0.743,34500900,0.742,33472100,0.741,36467000,0.746,13570300,0.747,71864500,0.748,73632300,0.749,54782500,0.750,41471000,99999,99999,0
