symbol,tx_server_time,tx_local_time,bd_server_time,bd_local_time,price,iopv,premium_rate,index_price,fx_rate,sentiment,tick_vol,tick_amt,tick_vwap,interval_s,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,data_flags
sh513130,09:31:15,1764811878145,09:32:16,1764811878098,0.729,0.7298,-0.1096,5541.37,0.907,3.171,0,0,0.729,0.96,0.728,66439500,0.727,56369400,0.726,37202300,0.725,33328200,0.724,23887000,0.729,49255300,0.73,62518400,0.731,69383800,0.732,39726400,0.733,32165700,47,0
sh513130,09:31:15,1764811879142,09:32:18,1764811878463,0.729,0.7298,-0.1096,5541.47,0.907,6.0049,0,0,0.729,0.997,0.728,66439500,0.727,56369400,0.726,37202300,0.725,33328200,0.724,23887000,0.729,49255300,0.73,62518400,0.731,69383800,0.732,39726400,0.733,32165700,679,0
sh513130,09:31:18,1764811880144,09:32:18,1764811878463,0.729,0.7298,-0.1096,5541.47,0.907,5.7832,1086100,791767,0.729,1.002,0.728,57594500,0.727,56369400,0.726,37203300,0.725,33329200,0.724,23887000,0.729,50620100,0.73,63751300,0.731,69480800,0.732,35211400,0.733,32181000,1681,0
sh513130,09:31:18,1764811881149,09:32:20,1764811880484,0.729,0.7298,-0.1096,5540.35,0.907,6.0514,0,0,0.729,1.006,0.728,57594500,0.727,56369400,0.726,37203300,0.725,33329200,0.724,23887000,0.729,50620100,0.73,63751300,0.731,69480800,0.732,35211400,0.733,32181000,665,0
sh513130,09:31:21,1764811882147,09:32:20,1764811880484,0.728,0.7291,-0.1509,5540.35,0.907,4.2661,68800,50155,0.729,0.997,0.728,59990100,0.727,56444800,0.726,37204300,0.725,33329200,0.724,23887000,0.729,44665100,0.73,72501800,0.731,72482300,0.732,39711400,0.733,32287800,1663,0
sh513130,09:31:21,1764811883147,09:32:22,1764811882508,0.728,0.7291,-0.1509,5539.98,0.907,3.8621,0,0,0.728,1.001,0.728,59990100,0.727,56444800,0.726,37204300,0.725,33329200,0.724,23887000,0.729,44665100,0.73,72501800,0.731,72482300,0.732,39711400,0.733,32287800,639,0
sh513130,09:31:21,1764811884154,09:32:22,1764811882508,0.728,0.7291,-0.1509,5539.98,0.907,4.0639,0,0,0.728,1.007,0.728,59990100,0.727,56444800,0.726,37204300,0.725,33329200,0.724,23887000,0.729,44665100,0.73,72501800,0.731,72482300,0.732,39711400,0.733,32287800,1646,0
sh513130,09:31:24,1764811885158,09:32:24,1764811884509,0.728,0.7291,-0.1509,5540.96,0.907,4.5596,610800,444985,0.7285,1.004,0.728,60570400,0.727,56465800,0.726,37235300,0.725,33400200,0.724,23892000,0.729,22497400,0.73,72754200,0.731,72526000,0.732,45139400,0.733,32186000,649,0
sh513130,09:31:24,1764811886154,09:32:24,1764811884509,0.728,0.7291,-0.1509,5540.96,0.907,3.467,0,0,0.728,0.997,0.728,60570400,0.727,56465800,0.726,37235300,0.725,33400200,0.724,23892000,0.729,22497400,0.73,72754200,0.731,72526000,0.732,45139400,0.733,32186000,1645,0
sh513130,09:31:24,1764811887158,09:32:26,1764811886815,0.728,0.7291,-0.1509,5541.67,0.907,2.9898,0,0,0.728,1.004,0.728,60570400,0.727,56465800,0.726,37235300,0.725,33400200,0.724,23892000,0.729,22497400,0.73,72754200,0.731,72526000,0.732,45139400,0.733,32186000,343,0
sh513130,09:31:27,1764811888160,09:32:26,1764811886815,0.729,0.7291,-0.0137,5541.67,0.907,2.7696,60300,43901,0.728,1.002,0.728,61521600,0.727,56465800,0.726,37150700,0.725,35683500,0.724,23892000,0.729,24477300,0.73,73213900,0.731,72529000,0.732,45082600,0.733,32186000,1345,0
sh513130,09:31:27,1764811889157,09:32:28,1764811888844,0.729,0.7291,-0.0137,5539.51,0.907,4.4312,0,0,0.729,0.997,0.728,61521600,0.727,56465800,0.726,37150700,0.725,35683500,0.724,23892000,0.729,24477300,0.73,73213900,0.731,72529000,0.732,45082600,0.733,32186000,313,0
sh513130,09:31:27,1764811890158,09:32:28,1764811888844,0.729,0.7291,-0.0137,5539.51,0.907,4.2379,0,0,0.729,1.001,0.728,61521600,0.727,56465800,0.726,37150700,0.725,35683500,0.724,23892000,0.729,24477300,0.73,73213900,0.731,72529000,0.732,45082600,0.733,32186000,1314,0
sh513130,09:31:30,1764811891162,09:32:30,1764811891005,0.729,0.7291,-0.0137,5541.0,0.907,4.2845,59600,43424,0.7286,1.004,0.728,68104800,0.727,56472800,0.726,37150700,0.725,29303500,0.724,26172000,0.729,12231800,0.73,73525400,0.731,72529000,0.732,46202000,0.733,31927200,157,0
sh513130,09:31:27,1764811892166,09:32:30,1764811891005,0.729,0.7291,-0.0137,5541.0,0.907,7.6118,0,0,0.729,1.004,0.728,61521600,0.727,56465800,0.726,37150700,0.725,35683500,0.724,23892000,0.729,24477300,0.73,73213900,0.731,72529000,0.732,45082600,0.733,32186000,1161,0
sh513130,09:31:30,1764811893164,09:32:32,1764811892507,0.729,0.7291,-0.0137,5543.82,0.907,7.3936,59600,43424,0.7286,0.998,0.728,68104800,0.727,56472800,0.726,37150700,0.725,29303500,0.724,26172000,0.729,12231800,0.73,73525400,0.731,72529000,0.732,46202000,0.733,31927200,657,0
sh513130,09:31:30,1764811894167,09:32:32,1764811893177,0.729,0.7291,-0.0137,5543.82,0.907,6.7962,0,0,0.729,1.003,0.728,68104800,0.727,56472800,0.726,37150700,0.725,29303500,0.724,26172000,0.729,12231800,0.73,73525400,0.731,72529000,0.732,46202000,0.733,31927200,990,0
sh513130,09:31:33,1764811895163,09:32:34,1764811894494,0.729,0.7291,-0.0137,5547.17,0.907,7.5548,21068200,15358916,0.729,0.996,0.729,46011600,0.728,54416200,0.727,35762500,0.726,39429700,0.725,28303500,0.73,66137200,0.731,71613700,0.732,46202000,0.733,40838200,0.734,31818700,669,0
sh513130,09:31:33,1764811896165,09:32:34,1764811895354,0.729,0.7291,-0.0137,5547.17,0.907,7.2466,0,0,0.729,1.002,0.729,46011600,0.728,54416200,0.727,35762500,0.726,39429700,0.725,28303500,0.73,66137200,0.731,71613700,0.732,46202000,0.733,40838200,0.734,31818700,811,0
sh513130,09:31:36,1764811897168,09:32:36,1764811896490,0.729,0.7298,-0.1096,5546.64,0.907,5.9538,1336400,974235,0.729,1.003,0.729,47290900,0.728,54463500,0.727,35795500,0.726,39429700,0.725,28303500,0.73,63841600,0.731,71698700,0.732,46212000,0.733,36462200,0.734,31818700,678,0
sh513130,09:31:36,1764811898174,09:32:36,1764811897516,0.729,0.7298,-0.1096,5546.64,0.907,4.4859,0,0,0.729,1.006,0.729,47290900,0.728,54463500,0.727,35795500,0.726,39429700,0.725,28303500,0.73,63841600,0.731,71698700,0.732,46212000,0.733,36462200,0.734,31818700,658,0
sh513130,09:31:36,1764811899174,09:32:38,1764811898507,0.729,0.7298,-0.1096,5546.43,0.907,2.6444,0,0,0.729,1.0,0.729,47290900,0.728,54463500,0.727,35795500,0.726,39429700,0.725,28303500,0.73,63841600,0.731,71698700,0.732,46212000,0.733,36462200,0.734,31818700,667,0
sh513130,09:31:36,1764811900179,09:32:38,1764811899705,0.729,0.7298,-0.1096,5546.43,0.907,3.1742,0,0,0.729,1.005,0.729,47290900,0.728,54463500,0.727,35795500,0.726,39429700,0.725,28303500,0.73,63841600,0.731,71698700,0.732,46212000,0.733,36462200,0.734,31818700,474,0
sh513130,09:31:39,1764811901172,09:32:40,1764811900482,0.73,0.7298,0.0274,5547.05,0.907,3.2485,893800,651585,0.729,0.993,0.729,48898600,0.728,54349900,0.727,35745500,0.726,39460100,0.725,28303500,0.73,73314300,0.731,71993300,0.732,46283800,0.733,32132200,0.734,32021700,690,0
sh513130,09:31:39,1764811902179,09:32:40,1764811901907,0.73,0.7298,0.0274,5547.05,0.907,3.3903,0,0,0.73,1.007,0.729,48898600,0.728,54349900,0.727,35745500,0.726,39460100,0.725,28303500,0.73,73314300,0.731,71993300,0.732,46283800,0.733,32132200,0.734,32021700,272,0
sh513130,09:31:39,1764811903166,09:32:42,1764811902499,0.73,0.7298,0.0274,5545.56,0.907,2.9508,0,0,0.73,0.986,0.729,48898600,0.728,54349900,0.727,35745500,0.726,39460100,0.725,28303500,0.73,73314300,0.731,71993300,0.732,46283800,0.733,32132200,0.734,32021700,667,0
sh513130,09:31:39,1764811904174,09:32:42,1764811904055,0.73,0.7298,0.0274,5545.56,0.907,3.9421,0,0,0.73,1.008,0.729,48898600,0.728,54349900,0.727,35745500,0.726,39460100,0.725,28303500,0.73,73314300,0.731,71993300,0.732,46283800,0.733,32132200,0.734,32021700,119,0
sh513130,09:31:42,1764811905177,09:32:44,1764811904516,0.73,0.7304,-0.0548,5546.0,0.907,3.7647,336500,245329,0.7291,1.004,0.729,50055200,0.728,54360200,0.727,35782900,0.726,39462100,0.725,28303500,0.73,69826300,0.731,71955700,0.732,46600400,0.733,36612200,0.734,32031700,661,0
sh513130,09:31:42,1764811906183,09:32:44,1764811904516,0.73,0.7304,-0.0548,5546.0,0.907,3.5571,0,0,0.73,1.006,0.729,50055200,0.728,54360200,0.727,35782900,0.726,39462100,0.725,28303500,0.73,69826300,0.731,71955700,0.732,46600400,0.733,36612200,0.734,32031700,1667,0
sh513130,09:31:45,1764811907185,09:32:46,1764811906475,0.729,0.7304,-0.1917,5545.34,0.907,4.1921,29300,21360,0.729,1.002,0.729,55226400,0.728,54421300,0.727,35858600,0.726,39562100,0.725,28303600,0.73,62531600,0.731,81334500,0.732,46607600,0.733,36535700,0.734,32031700,710,0
sh513130,09:31:45,1764811908177,09:32:46,1764811906475,0.729,0.7304,-0.1917,5545.34,0.907,4.0063,0,0,0.729,0.992,0.729,55226400,0.728,54421300,0.727,35858600,0.726,39562100,0.725,28303600,0.73,62531600,0.731,81334500,0.732,46607600,0.733,36535700,0.734,32031700,1702,0
sh513130,09:31:45,1764811909189,09:32:48,1764811908537,0.729,0.7304,-0.1917,5545.34,0.907,3.5332,0,0,0.729,1.011,0.729,55226400,0.728,54421300,0.727,35858600,0.726,39562100,0.725,28303600,0.73,62531600,0.731,81334500,0.732,46607600,0.733,36535700,0.734,32031700,652,0
sh513130,09:31:48,1764811910184,09:32:48,1764811908537,0.729,0.7304,-0.1917,5545.34,0.907,3.2585,303100,221185,0.7297,0.995,0.729,69778300,0.728,54490900,0.727,35988200,0.726,39562100,0.725,28336700,0.73,75732500,0.731,73034500,0.732,46607600,0.733,32028900,0.734,32113200,1647,0
sh513130,09:31:48,1764811911203,09:32:50,1764811910570,0.729,0.7304,-0.1917,5545.74,0.907,3.5879,0,0,0.729,1.019,0.729,69778300,0.728,54490900,0.727,35988200,0.726,39562100,0.725,28336700,0.73,75732500,0.731,73034500,0.732,46607600,0.733,32028900,0.734,32113200,633,0
sh513130,09:31:48,1764811912193,09:32:50,1764811910570,0.729,0.7304,-0.1917,5545.74,0.907,3.4232,0,0,0.729,0.991,0.729,69778300,0.728,54490900,0.727,35988200,0.726,39562100,0.725,28336700,0.73,75732500,0.731,73034500,0.732,46607600,0.733,32028900,0.734,32113200,1623,0
sh513130,09:31:51,1764811913196,09:32:52,1764811912733,0.729,0.7304,-0.1917,5545.56,0.907,2.6383,135000,98506,0.7297,1.003,0.729,73077700,0.728,54678800,0.727,35980500,0.726,39562100,0.725,28338000,0.73,73882700,0.731,73273700,0.732,46917900,0.733,35548100,0.734,32113200,463,0
sh513130,09:31:51,1764811914188,09:32:52,1764811912733,0.729,0.7304,-0.1917,5545.56,0.907,2.5619,0,0,0.729,0.992,0.729,73077700,0.728,54678800,0.727,35980500,0.726,39562100,0.725,28338000,0.73,73882700,0.731,73273700,0.732,46917900,0.733,35548100,0.734,32113200,1455,0
sh513130,09:31:51,1764811915199,09:32:54,1764811914898,0.729,0.7304,-0.1917,5545.1,0.907,2.4391,0,0,0.729,1.011,0.729,73077700,0.728,54678800,0.727,35980500,0.726,39562100,0.725,28338000,0.73,73882700,0.731,73273700,0.732,46917900,0.733,35548100,0.734,32113200,301,0
sh513130,09:31:54,1764811916198,09:32:54,1764811914898,0.729,0.7304,-0.1917,5545.1,0.907,4.2131,297000,216676,0.7295,0.999,0.729,59941300,0.728,54865200,0.727,35968100,0.726,39563000,0.725,28337800,0.73,77027000,0.731,73300500,0.732,47017900,0.733,32657100,0.734,32113200,1300,0
sh513130,09:31:54,1764811917198,09:32:56,1764811917069,0.729,0.7304,-0.1917,5545.53,0.907,3.9711,0,0,0.729,1.0,0.729,59941300,0.728,54865200,0.727,35968100,0.726,39563000,0.725,28337800,0.73,77027000,0.731,73300500,0.732,47017900,0.733,32657100,0.734,32113200,129,0
sh513130,09:31:54,1764811918202,09:32:56,1764811917069,0.729,0.7304,-0.1917,5545.53,0.907,4.3084,0,0,0.729,1.005,0.729,59941300,0.728,54865200,0.727,35968100,0.726,39563000,0.725,28337800,0.73,77027000,0.731,73300500,0.732,47017900,0.733,32657100,0.734,32113200,1133,0
sh513130,09:31:57,1764811919204,09:32:58,1764811918489,0.73,0.7304,-0.0548,5546.21,0.907,5.268,303600,221473,0.7295,1.001,0.729,60229900,0.728,54968700,0.727,35968100,0.726,39583100,0.725,28495200,0.73,78325400,0.731,73620700,0.732,47276700,0.733,32702500,0.734,32113800,715,0
sh513130,09:31:57,1764811920204,09:32:58,1764811919233,0.73,0.7304,-0.0548,5546.21,0.907,6.3785,0,0,0.73,1.001,0.729,60229900,0.728,54968700,0.727,35968100,0.726,39583100,0.725,28495200,0.73,78325400,0.731,73620700,0.732,47276700,0.733,32702500,0.734,32113800,971,0
sh513130,09:31:57,1764811921209,09:33:00,1764811920796,0.73,0.7304,-0.0548,5545.24,0.907,6.1493,0,0,0.73,1.005,0.729,60229900,0.728,54968700,0.727,35968100,0.726,39583100,0.725,28495200,0.73,78325400,0.731,73620700,0.732,47276700,0.733,32702500,0.734,32113800,413,0
sh513130,09:31:57,1764811922202,09:33:00,1764811921420,0.73,0.7304,-0.0548,5545.24,0.907,6.6139,0,0,0.73,0.993,0.729,60229900,0.728,54968700,0.727,35968100,0.726,39583100,0.725,28495200,0.73,78325400,0.731,73620700,0.732,47276700,0.733,32702500,0.734,32113800,782,0
sh513130,09:32:00,1764811923208,09:33:02,1764811922484,0.73,0.7304,-0.0548,5546.17,0.907,5.5571,155100,113221,0.73,1.006,0.729,55566700,0.728,55345800,0.727,35970100,0.726,39582800,0.725,28535200,0.73,70635000,0.731,74500000,0.732,47484500,0.733,41582500,0.734,32472500,724,0
sh513130,09:32:00,1764811924210,09:33:02,1764811923596,0.73,0.7304,-0.0548,5546.17,0.907,5.5131,0,0,0.73,1.002,0.729,55566700,0.728,55345800,0.727,35970100,0.726,39582800,0.725,28535200,0.73,70635000,0.731,74500000,0.732,47484500,0.733,41582500,0.734,32472500,614,0
sh513130,09:32:03,1764811925219,09:33:04,1764811924464,0.729,0.7304,-0.1917,5547.08,0.907,4.7121,263300,192208,0.73,1.009,0.729,62774600,0.728,53074800,0.727,35970100,0.726,34202800,0.725,28587200,0.73,44070700,0.731,82062000,0.732,50484200,0.733,41582500,0.734,32512500,755,0
sh513130,09:32:03,1764811926213,09:33:04,1764811925777,0.729,0.7304,-0.1917,5547.08,0.907,4.7057,0,0,0.729,0.994,0.729,62774600,0.728,53074800,0.727,35970100,0.726,34202800,0.725,28587200,0.73,44070700,0.731,82062000,0.732,50484200,0.733,41582500,0.734,32512500,436,0
sh513130,09:32:03,1764811927212,09:33:06,1764811926489,0.729,0.7304,-0.1917,5546.99,0.907,5.5834,0,0,0.729,0.999,0.729,62774600,0.728,53074800,0.727,35970100,0.726,34202800,0.725,28587200,0.73,44070700,0.731,82062000,0.732,50484200,0.733,41582500,0.734,32512500,723,0
sh513130,09:32:06,1764811928218,09:33:06,1764811927945,0.73,0.7298,0.0274,5546.99,0.907,4.6704,76400,55697,0.729,1.006,0.729,59168000,0.728,49286400,0.727,36020200,0.726,39582800,0.725,28587200,0.73,66287100,0.731,82223100,0.732,70482300,0.733,41582500,0.734,32552500,273,0
sh513130,09:32:06,1764811929212,09:33:08,1764811928465,0.73,0.7298,0.0274,5546.06,0.907,1.4622,0,0,0.73,0.994,0.729,59168000,0.728,49286400,0.727,36020200,0.726,39582800,0.725,28587200,0.73,66287100,0.731,82223100,0.732,70482300,0.733,41582500,0.734,32552500,747,0
sh513130,09:32:09,1764811930205,09:33:08,1764811930125,0.73,0.7298,0.0274,5546.06,0.907,1.3,389300,283910,0.7293,0.994,0.729,59110900,0.728,49299400,0.727,36026100,0.726,39582800,0.725,28537500,0.73,83139800,0.731,73828100,0.732,70623700,0.733,32781600,0.734,32582500,80,0
sh513130,09:32:09,1764811931224,09:33:10,1764811930449,0.73,0.7298,0.0274,5545.8,0.907,1.1624,0,0,0.73,1.019,0.729,59110900,0.728,49299400,0.727,36026100,0.726,39582800,0.725,28537500,0.73,83139800,0.731,73828100,0.732,70623700,0.733,32781600,0.734,32582500,775,0
sh513130,09:32:09,1764811932222,09:33:10,1764811930449,0.73,0.7298,0.0274,5545.8,0.907,-0.0901,0,0,0.73,0.998,0.729,59110900,0.728,49299400,0.727,36026100,0.726,39582800,0.725,28537500,0.73,83139800,0.731,73828100,0.732,70623700,0.733,32781600,0.734,32582500,1773,0
sh513130,09:32:09,1764811933221,09:33:12,1764811932491,0.73,0.7298,0.0274,5544.65,0.907,-0.2944,0,0,0.73,0.999,0.729,59110900,0.728,49299400,0.727,36026100,0.726,39582800,0.725,28537500,0.73,83139800,0.731,73828100,0.732,70623700,0.733,32781600,0.734,32582500,730,0
sh513130,09:32:12,1764811934228,09:33:12,1764811932491,0.729,0.7304,-0.1917,5544.65,0.907,0.2144,548200,399781,0.7293,1.006,0.729,49670900,0.728,60632200,0.727,38026100,0.726,41599600,0.725,28538500,0.73,87345200,0.731,77890400,0.732,74666700,0.733,32791600,0.734,32548200,1737,0
sh513130,09:32:12,1764811935229,09:33:14,1764811934500,0.729,0.7304,-0.1917,5545.03,0.907,0.6408,0,0,0.729,1.001,0.729,49670900,0.728,60632200,0.727,38026100,0.726,41599600,0.725,28538500,0.73,87345200,0.731,77890400,0.732,74666700,0.733,32791600,0.734,32548200,729,0
sh513130,09:32:15,1764811936222,09:33:14,1764811934500,0.729,0.7304,-0.1917,5545.03,0.907,0.6058,24325800,17733879,0.729,0.994,0.729,8530800,0.728,62619000,0.727,42395100,0.726,41599600,0.725,28568500,0.73,87584200,0.731,78123800,0.732,75135800,0.733,32911600,0.734,32548200,1722,0
sh513130,09:32:15,1764811937225,09:33:16,1764811936700,0.729,0.7304,-0.1917,5543.34,0.907,0.4818,0,0,0.729,1.002,0.729,8530800,0.728,62619000,0.727,42395100,0.726,41599600,0.725,28568500,0.73,87584200,0.731,78123800,0.732,75135800,0.733,32911600,0.734,32548200,525,0
sh513130,09:32:15,1764811938222,09:33:16,1764811936700,0.729,0.7304,-0.1917,5543.34,0.907,2.1527,0,0,0.729,0.997,0.729,8530800,0.728,62619000,0.727,42395100,0.726,41599600,0.725,28568500,0.73,87584200,0.731,78123800,0.732,75135800,0.733,32911600,0.734,32548200,1522,0
sh513130,09:32:15,1764811939230,09:33:18,1764811938875,0.729,0.7304,-0.1917,5542.94,0.907,2.2424,0,0,0.729,1.008,0.729,8530800,0.728,62619000,0.727,42395100,0.726,41599600,0.725,28568500,0.73,87584200,0.731,78123800,0.732,75135800,0.733,32911600,0.734,32548200,355,0
sh513130,09:32:18,1764811940228,09:33:18,1764811938875,0.729,0.7304,-0.1917,5542.94,0.907,2.0554,14438300,10525564,0.729,0.999,0.729,384700,0.728,63435500,0.727,52448000,0.726,41599600,0.725,28568500,0.73,88305800,0.731,78413700,0.732,75135800,0.733,32911600,0.734,35177900,1353,0
sh513130,09:32:18,1764811941233,09:33:20,1764811941053,0.729,0.7304,-0.1917,5542.08,0.907,1.9075,0,0,0.729,1.005,0.729,384700,0.728,63435500,0.727,52448000,0.726,41599600,0.725,28568500,0.73,88305800,0.731,78413700,0.732,75135800,0.733,32911600,0.734,35177900,180,0
sh513130,09:32:18,1764811942236,09:33:20,1764811941053,0.729,0.7304,-0.1917,5542.08,0.907,1.8143,0,0,0.729,1.003,0.729,384700,0.728,63435500,0.727,52448000,0.726,41599600,0.725,28568500,0.73,88305800,0.731,78413700,0.732,75135800,0.733,32911600,0.734,35177900,1183,0
sh513130,09:32:21,1764811943235,09:33:22,1764811942489,0.729,0.7297,-0.0959,5541.08,0.907,3.0746,1135400,827792,0.7291,0.999,0.729,685700,0.728,64639400,0.727,52605500,0.726,41599600,0.725,28568500,0.73,88553200,0.731,78432700,0.732,75162200,0.733,32947900,0.734,35177900,746,0
sh513130,09:32:21,1764811944233,09:33:22,1764811943237,0.729,0.7297,-0.0959,5541.08,0.907,3.319,0,0,0.729,0.998,0.729,685700,0.728,64639400,0.727,52605500,0.726,41599600,0.725,28568500,0.73,88553200,0.731,78432700,0.732,75162200,0.733,32947900,0.734,35177900,996,0
sh513130,09:32:21,1764811945238,09:33:24,1764811944467,0.729,0.7297,-0.0959,5540.0,0.907,3.4283,0,0,0.729,1.005,0.729,685700,0.728,64639400,0.727,52605500,0.726,41599600,0.725,28568500,0.73,88553200,0.731,78432700,0.732,75162200,0.733,32947900,0.734,35177900,771,0
sh513130,09:32:24,1764811946237,09:33:24,1764811945408,0.729,0.7297,-0.0959,5540.0,0.907,1.5706,858800,626079,0.729,1.0,0.728,57932100,0.727,52605500,0.726,41599600,0.725,35948500,0.724,27187000,0.729,28586900,0.73,86689000,0.731,78518500,0.732,56245800,0.733,32947900,829,0
sh513130,09:32:24,1764811947237,09:33:26,1764811946482,0.729,0.7297,-0.0959,5539.38,0.907,1.6019,0,0,0.729,1.0,0.728,57932100,0.727,52605500,0.726,41599600,0.725,35948500,0.724,27187000,0.729,28586900,0.73,86689000,0.731,78518500,0.732,56245800,0.733,32947900,755,0
