symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags
sh513130,09:29:47,1768526990188,,0.893,0.0,0.76,0.7592,0.1054,0,0,0.76,0.760,4830200,0.759,37727400,0.758,22164800,0.757,20836200,0.756,17181100,0.761,18550100,0.762,22540500,0.763,31032700,0.764,26800400,0.765,28446400,99999,99999,1
sh513130,09:29:53,1768526995156,,0.893,0.0,0.76,0.7592,0.1054,0,0,0.76,0.760,4830200,0.759,37727400,0.758,22164800,0.757,20836200,0.756,17181100,0.761,18550100,0.762,22540500,0.763,31032700,0.764,26800400,0.765,28446400,99999,99999,0
sh513130,09:29:59,1768527001144,,0.893,0.0,0.76,0.7592,0.1054,0,0,0.76,0.760,4830200,0.759,37727400,0.758,22164800,0.757,20836200,0.756,17181100,0.761,18550100,0.762,22540500,0.763,31032700,0.764,26800400,0.765,28446400,99999,99999,0
sh513130,09:30:02,1768527004138,,0.893,-0.4277,0.76,0.7592,0.1054,323900,246249,0.7603,0.760,11409400,0.759,42184100,0.758,23265800,0.757,19129600,0.756,18484000,0.761,20452200,0.762,24604200,0.763,27534300,0.764,30269600,0.765,31997900,99999,99999,0
sh513130,09:30:05,1768527007142,5889.82,0.893,1.4904,0.76,0.7592,0.1054,25796100,19626282,0.7608,0.760,16552000,0.759,46355600,0.758,26544400,0.757,22287800,0.756,18655200,0.761,1600600,0.762,26559400,0.763,26826600,0.764,32917600,0.765,39417300,49,99999,0
sh513130,09:30:08,1768527010136,5889.03,0.893,2.2907,0.76,0.7605,-0.0657,10152400,7722724,0.7607,0.760,15270600,0.759,48468100,0.758,28029400,0.757,22570400,0.756,19597100,0.761,20200,0.762,28346900,0.763,23916100,0.764,33238100,0.765,41540500,549,99999,0
sh513130,09:30:11,1768527013113,5887.91,0.893,2.1575,0.76,0.7605,-0.0657,5378700,4088582,0.7601,0.760,15611000,0.759,53434900,0.758,32767100,0.757,27311600,0.756,23095400,0.761,4404500,0.762,28363900,0.763,33053800,0.764,42407400,0.765,39285200,415,99999,0
sh513130,09:30:14,1768527016099,5887.85,0.893,1.3627,0.76,0.7606,-0.0789,9677700,7363223,0.7608,0.760,22646300,0.759,59615200,0.758,30117000,0.757,28674700,0.756,24100500,0.761,818200,0.762,30981200,0.763,34326900,0.764,42806300,0.765,40665900,58,99999,0
sh513130,09:30:17,1768527019101,5890.18,0.893,4.6566,0.761,0.7606,0.0526,6765700,5147525,0.7608,0.761,1353400,0.760,33798900,0.759,60051200,0.758,35762600,0.757,28741900,0.762,36057300,0.763,48115200,0.764,47885100,0.765,41365900,0.766,22320900,439,99999,0
sh513130,09:30:14,1768527020100,5890.18,0.893,5.5866,0.76,0.7606,-0.0789,0,0,0.76,0.760,22646300,0.759,59615200,0.758,30117000,0.757,28674700,0.756,24100500,0.761,818200,0.762,30981200,0.763,34326900,0.764,42806300,0.765,40665900,1437,99999,2
sh513130,09:30:17,1768527021089,5891.79,0.893,3.7624,0.761,0.7606,0.0526,0,0,0.761,0.761,1353400,0.760,33798900,0.759,60051200,0.758,35762600,0.757,28741900,0.762,36057300,0.763,48115200,0.764,47885100,0.765,41365900,0.766,22320900,416,99999,0
sh513130,09:30:20,1768527023084,5894.08,0.893,2.9095,0.761,0.7606,0.0526,5105000,3884657,0.761,0.760,31211000,0.759,64850400,0.758,38838900,0.757,31776900,0.756,23189200,0.761,3937300,0.762,38248800,0.763,51692400,0.764,50363700,0.765,42707800,403,99999,0
sh513130,09:30:23,1768527026087,5889.34,0.893,0.5165,0.76,0.7612,-0.1576,5148300,3915759,0.7606,0.760,30304400,0.759,62143000,0.758,38235500,0.757,31876900,0.756,26190200,0.761,2409900,0.762,37381500,0.763,53196600,0.764,51151400,0.765,42244300,1429,99999,0
sh513130,09:30:26,1768527029099,5887.38,0.893,1.9546,0.76,0.7612,-0.1576,6508500,4950049,0.7606,0.760,24569300,0.759,62210300,0.758,38318700,0.757,31117600,0.756,26259500,0.762,38679300,0.763,53278700,0.764,51571900,0.765,46040900,0.766,22229400,147,99999,0
sh513130,09:30:29,1768527032099,5888.78,0.893,2.9483,0.761,0.7619,-0.1181,8658200,6581896,0.7602,0.760,27121700,0.759,59359300,0.758,37955100,0.757,24658100,0.756,27036200,0.761,1182000,0.762,39740400,0.763,55144600,0.764,51911200,0.765,48539400,981,99999,0
sh513130,09:30:32,1768527035094,5888.84,0.893,2.6585,0.761,0.7605,0.0657,4629500,3521012,0.7606,0.761,143700,0.760,24102900,0.759,57639900,0.758,39691100,0.757,18983100,0.762,38821700,0.763,55272500,0.764,51964200,0.765,49487400,0.766,23320400,387,99999,0
sh513130,09:30:35,1768527038094,5889.39,0.893,2.0072,0.761,0.7605,0.0657,2718700,2067901,0.7606,0.760,29284600,0.759,57691700,0.758,41277000,0.757,19077700,0.756,24496000,0.761,4505600,0.762,38902600,0.763,55660000,0.764,51944900,0.765,47606900,510,99999,0
sh513130,09:30:38,1768527041067,5891.05,0.893,4.9794,0.76,0.7612,-0.1576,3113200,2368683,0.7609,0.760,27230500,0.759,58403200,0.758,39393200,0.757,18088700,0.756,22915100,0.761,4020500,0.762,45188300,0.763,55966300,0.764,51966600,0.765,47883900,412,99999,0
sh513130,09:30:41,1768527043053,5892.78,0.893,4.1991,0.76,0.7612,-0.1576,4036400,3071156,0.7609,0.760,42803800,0.759,61841300,0.758,39567800,0.757,23122800,0.756,21976100,0.761,1466600,0.762,50798900,0.763,56012500,0.764,52528300,0.765,50353400,383,99999,0
