symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags
sh513130,9:47:08,1766370000000.0,5541.37,0.9044,4.1368,0.726,0.7264,-0.0551,105000,76150,0.7252,0.725,74530900,0.724,70442600,0.723,84114600,0.722,58712800,0.721,43431700,0.726,73800100,0.727,135590200,0.728,94763700,0.729,43743000,0.73,64315000,0,100,0
sh513130,10:12:29,1766370000000.0,5515.13,0.9044,5.6494,0.722,0.723,-0.1383,35000,25295,0.7227,0.722,120448200,0.721,77158400,0.72,77298900,0.719,56100000,0.718,26997400,0.723,45880700,0.724,85345400,0.725,94542800,0.726,60794300,0.727,88304500,565,100,0
sh513130,11:03:44,1766370000000.0,5516.89,0.9044,2.7064,0.724,0.723,0.1383,25000,18100,0.724,0.723,62811300,0.722,108355700,0.721,106740600,0.72,72519800,0.719,46751700,0.724,146704900,0.725,111116400,0.726,94868600,0.727,91439900,0.728,66647500,565,100,0
sh513130,11:23:14,1766370000000.0,5529.31,0.9044,2.9111,0.725,0.7243,0.0966,1004500,727262,0.724,0.724,90157100,0.723,110387800,0.722,101521600,0.721,72683300,0.72,56226200,0.725,95670200,0.726,150053500,0.727,132406500,0.728,71616500,0.729,47252900,566,100,0
sh513130,10:04:26,1766370000000.0,5517.48,0.9044,7.0413,0.723,0.7237,-0.0967,0,0,0.723,0.723,62882500,0.722,102496100,0.721,80413700,0.72,71305600,0.719,41528000,0.724,76523300,0.725,91698600,0.726,89305300,0.727,84456900,0.728,59934900,567,100,1
sh513130,11:04:41,1766370000000.0,5520.69,0.9044,2.1222,0.723,0.7237,-0.0967,7100,5133,0.723,0.723,80647200,0.722,109022200,0.721,107146400,0.72,67316800,0.719,46759000,0.724,142465900,0.725,116229700,0.726,96731200,0.727,92144700,0.728,66726500,568,100,0
sh513130,9:44:26,1766370000000.0,5549.85,0.9044,3.9064,0.726,0.727,-0.1376,160100,116275,0.7263,0.726,67395700,0.725,82038800,0.724,79557000,0.723,50958900,0.722,52538000,0.727,84930600,0.728,98812600,0.729,82656800,0.73,78521600,0.731,27551400,570,100,0
sh513130,11:04:29,1766370000000.0,5519.38,0.9044,2.5218,0.724,0.7237,0.0415,64500,46668,0.7235,0.723,79699200,0.722,108884200,0.721,107039900,0.72,67306800,0.719,46759000,0.724,143368900,0.725,115915300,0.726,95909400,0.727,92074000,0.728,66706500,570,100,0
sh513130,11:28:05,1766370000000.0,5533.2,0.9044,1.8572,0.725,0.7257,-0.0965,14300,10372,0.7253,0.725,18304500,0.724,90314000,0.723,117318800,0.722,96388100,0.721,62198200,0.726,149885600,0.727,147308400,0.728,107474800,0.729,46900900,0.73,69260800,570,100,0
sh513130,10:46:14,1766370000000.0,5510.68,0.9044,1.8711,0.723,0.7223,0.0969,27700,20027,0.723,0.722,111018900,0.721,105866700,0.72,84390700,0.719,70732300,0.718,29821600,0.723,92907200,0.724,135147300,0.725,99275000,0.726,64045700,0.727,88238200,571,100,0
sh513130,10:34:38,1766370000000.0,5522.22,0.9044,3.8147,0.724,0.7237,0.0415,0,0,0.724,0.723,93461800,0.722,145667100,0.721,93194600,0.72,65360400,0.719,44274000,0.724,111365100,0.725,120903300,0.726,89911300,0.727,91143500,0.728,67292200,571,100,1
sh513130,10:15:53,1766370000000.0,5520.25,0.9044,3.7139,0.724,0.7237,0.0415,271200,196234,0.7236,0.723,53837600,0.722,135977900,0.721,91405300,0.72,74212900,0.719,44389100,0.724,95765500,0.725,107501400,0.726,82862900,0.727,87912200,0.728,62287700,574,100,0
sh513130,10:03:20,1766370000000.0,5521.85,0.9044,3.5734,0.723,0.7244,-0.1933,258300,186837,0.7233,0.723,93852100,0.722,101519200,0.721,71377700,0.72,54993300,0.719,41311300,0.724,66087700,0.725,89641100,0.726,91098300,0.727,84432300,0.728,59860900,575,100,0
sh513130,9:59:32,1766370000000.0,5527.96,0.9044,2.0172,0.725,0.7244,0.0828,63500,46037,0.725,0.724,46870300,0.723,102472400,0.722,93849500,0.721,59346200,0.72,42256400,0.725,88293400,0.726,102242400,0.727,108152200,0.728,60541800,0.729,48978600,576,100,0
sh513130,10:44:35,1766370000000.0,5509.33,0.9044,0.8176,0.722,0.7223,-0.0415,511200,369486,0.7228,0.722,91852900,0.721,105153100,0.72,84198600,0.719,69142900,0.718,29808100,0.723,80142100,0.724,131557800,0.725,101283200,0.726,63420400,0.727,88760300,578,100,0
sh513130,10:22:50,1766370000000.0,5515.85,0.9044,5.9244,0.722,0.723,-0.1383,452900,327027,0.7221,0.722,135117600,0.721,90623800,0.72,80163500,0.719,54251700,0.718,28429600,0.723,57512100,0.724,114189300,0.725,103619600,0.726,60507600,0.727,89295800,578,100,0
sh513130,10:39:23,1766370000000.0,5513.76,0.9044,2.942,0.723,0.723,0.0,200000,144600,0.723,0.722,139294100,0.721,96298800,0.72,80724500,0.719,62795000,0.718,29626100,0.723,56394200,0.724,139941300,0.725,104228600,0.726,63941400,0.727,89150600,578,100,0
sh513130,10:21:08,1766370000000.0,5508.81,0.9044,4.9106,0.722,0.7223,-0.0415,36200,26138,0.722,0.722,111633200,0.721,96825800,0.72,80678100,0.719,67306400,0.718,28038500,0.723,77712500,0.724,103263800,0.725,99013100,0.726,60384800,0.727,89062800,578,100,0
sh513130,9:42:14,1766370000000.0,5548.9,0.9044,2.0,0.726,0.727,-0.1376,132500,96191,0.726,0.725,81668300,0.724,77054100,0.723,75985100,0.722,51372200,0.721,40351000,0.726,36826400,0.727,96323600,0.728,80849200,0.729,57873000,0.73,58421600,579,100,0
sh513130,10:00:02,1766370000000.0,5525.6,0.9044,0.7018,0.723,0.7237,-0.0967,116800,84526,0.7237,0.723,100043800,0.722,86664700,0.721,67140100,0.72,44989300,0.719,40089900,0.724,9349700,0.725,87397000,0.726,101992800,0.727,104709800,0.728,57585100,579,100,0
sh513130,10:31:44,1766370000000.0,5519.54,0.9044,1.804,0.723,0.7237,-0.0967,41900,30302,0.7232,0.723,79083400,0.722,147498900,0.721,94311200,0.72,71283700,0.719,44151300,0.724,114599400,0.725,116602000,0.726,88284400,0.727,90495900,0.728,65723000,565,100,0
sh513130,9:58:08,1766370000000.0,5531.96,0.9044,2.4795,0.725,0.7251,-0.0138,524300,380100,0.725,0.724,85044900,0.723,90879900,0.722,92903400,0.721,43314800,0.72,42111900,0.725,64353400,0.726,99754700,0.727,125051300,0.728,61016400,0.729,48838000,565,100,0
sh513130,9:41:47,1766370000000.0,5548.87,0.9044,5.7663,0.725,0.7264,-0.1927,4274100,3102989,0.726,0.725,81930900,0.724,75380000,0.723,85420800,0.722,51632700,0.721,36000800,0.726,38783800,0.727,94843300,0.728,75905700,0.729,52297300,0.73,57630000,565,100,0
sh513130,10:02:50,1766370000000.0,5523.39,0.9044,3.3891,0.724,0.7244,-0.0552,63800,46192,0.724,0.723,92184600,0.722,101099000,0.721,71160900,0.72,52990800,0.719,41811300,0.724,60766100,0.725,90001600,0.726,91412500,0.727,84787100,0.728,59766700,564,100,0
sh513130,11:17:38,1766370000000.0,5537.97,0.9044,1.3395,0.725,0.7264,-0.1927,292700,212207,0.725,0.725,73575200,0.724,84380100,0.723,115608900,0.722,80776100,0.721,63519400,0.726,149558700,0.727,146901900,0.728,105274200,0.729,46869000,0.73,70704200,552,100,0
sh513130,10:22:05,1766370000000.0,5512.2,0.9044,1.9224,0.723,0.723,0.0,43900,31740,0.723,0.722,129507100,0.721,88478900,0.72,80113800,0.719,60093600,0.718,28591800,0.723,72410400,0.724,103879800,0.725,101732500,0.726,60545200,0.727,89116300,553,100,0
sh513130,11:27:56,1766370000000.0,5535.07,0.9044,2.5208,0.725,0.7257,-0.0965,269500,195418,0.7251,0.725,46260700,0.724,81548600,0.723,117301800,0.722,79358500,0.721,62155900,0.726,147378600,0.727,147360400,0.728,107474700,0.729,46900900,0.73,69215100,554,100,0
sh513130,9:42:26,1766370000000.0,5549.87,0.9044,0.354,0.726,0.727,-0.1376,1763500,1280151,0.7259,0.725,82587800,0.724,77097200,0.723,76627500,0.722,51898000,0.721,41316900,0.726,25537400,0.727,97227600,0.728,84820900,0.729,58298500,0.73,58987900,555,100,0
sh513130,10:23:41,1766370000000.0,5513.98,0.9044,0.2825,0.723,0.723,0.0,186000,134433,0.7228,0.722,136958400,0.721,90552700,0.72,80539000,0.719,54765600,0.718,28298400,0.723,64783600,0.724,105889500,0.725,103843600,0.726,60792900,0.727,89748000,556,100,0
sh513130,10:52:08,1766370000000.0,5507.93,0.9044,2.9642,0.722,0.7216,0.0554,25000,18050,0.722,0.722,44615200,0.721,111877100,0.72,85793100,0.719,77757900,0.718,31030300,0.723,114362300,0.724,129496700,0.725,91937600,0.726,66967300,0.727,87170500,556,100,0
sh513130,9:42:59,1766370000000.0,5548.59,0.9044,2.5225,0.726,0.7264,-0.0551,6163100,4474307,0.726,0.725,85885600,0.724,81866800,0.723,88098600,0.722,52575300,0.721,41442700,0.726,19537800,0.727,114469100,0.728,91258600,0.729,63418500,0.73,60146800,557,100,0
sh513130,9:56:05,1766370000000.0,5530.85,0.9044,3.511,0.725,0.7251,-0.0138,168400,121990,0.7244,0.724,58237000,0.723,88958100,0.722,94140000,0.721,51460500,0.72,40943300,0.725,81271400,0.726,94844900,0.727,109753600,0.728,58114000,0.729,47730000,558,100,0
sh513130,10:22:23,1766370000000.0,5513.11,0.9044,3.0492,0.723,0.723,0.0,1183900,855960,0.723,0.722,130081500,0.721,89268500,0.72,80121200,0.719,59934700,0.718,28241000,0.723,69609300,0.724,103650300,0.725,102155500,0.726,60296500,0.727,89106300,559,100,0
sh513130,10:54:41,1766370000000.0,5509.13,0.9044,0.9587,0.722,0.7223,-0.0415,53600,38749,0.7229,0.722,81748500,0.721,103833200,0.72,96591900,0.719,65600500,0.718,31073100,0.723,116046100,0.724,130096300,0.725,92858500,0.726,68031000,0.727,87818000,579,100,0
