symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags
sh513130,09:29:47,1769650192232,,0.8899,0.0,0.752,0.7546,-0.3446,0,0,0.752,0.751,23170200,0.750,28442200,0.749,21796600,0.748,32525200,0.747,27007700,0.752,10253600,0.753,17315300,0.754,27679900,0.755,19140000,0.756,19947100,99999,99999,1
sh513130,09:29:50,1769650192323,,0.8899,0.0,0.752,0.7546,-0.3446,0,0,0.752,0.751,23170200,0.750,28442200,0.749,21796600,0.748,32525200,0.747,27007700,0.752,10253600,0.753,17315300,0.754,27679900,0.755,19140000,0.756,19947100,99999,99999,0
sh513130,09:30:44,1769650248056,,0.0,0.6686,0.751,0.7513,-0.0399,70200100,52737119,0.7512,0.750,40871500,0.749,53871800,0.748,73784500,0.747,39554100,0.746,35837300,0.751,11111900,0.752,40864200,0.753,49071100,0.754,40609400,0.755,37735900,99999,99999,0
sh513130,09:30:47,1769650252454,,0.8899,0.4915,0.751,0.7513,-0.0399,6125000,4598228,0.7507,0.750,41644000,0.749,53915900,0.748,73858900,0.747,40032800,0.746,35746300,0.751,7352900,0.752,45079000,0.753,63189800,0.754,40024100,0.755,37740900,99999,99999,0
sh513130,09:30:50,1769650252540,,0.8899,0.4915,0.752,0.7513,0.0932,9445200,7092456,0.7509,0.751,24982900,0.750,45204100,0.749,54566900,0.748,74160900,0.747,37386900,0.752,57842000,0.753,77405700,0.754,43097200,0.755,37900500,0.756,20609300,99999,99999,0
sh513130,09:30:53,1769650257876,,0.8899,0.0,0.751,0.752,-0.133,7415800,5568473,0.7509,0.750,41536400,0.749,54967600,0.748,74386400,0.747,40411700,0.746,35830600,0.751,29475100,0.752,70725600,0.753,48226200,0.754,43761600,0.755,37919700,99999,99999,0
sh513130,09:30:56,1769650259175,,0.8899,0.0,0.751,0.7513,-0.0399,6228600,4676664,0.7508,0.750,44606100,0.749,55284000,0.748,73383900,0.747,39570800,0.746,36458700,0.751,29223600,0.752,70326400,0.753,47246200,0.754,42471700,0.755,37940400,99999,99999,0
sh513130,09:31:14,1769650280302,,0.8899,0.0,0.75,0.7514,-0.1863,88964600,66729987,0.7501,0.749,50341700,0.748,74434300,0.747,41293100,0.746,39730200,0.745,33086600,0.750,2547700,0.751,28689300,0.752,71875400,0.753,53283400,0.754,41787200,99999,99999,0
sh513130,09:31:17,1769650280406,,0.8899,0.0,0.75,0.7514,-0.1863,5446600,4084249,0.7499,0.750,24964800,0.749,49937700,0.748,74915100,0.747,41316300,0.746,39730200,0.751,28450700,0.752,70337600,0.753,53463400,0.754,41787200,0.755,37954800,99999,99999,0
sh513130,09:31:20,1769650284910,,0.8899,0.0,0.75,0.7514,-0.1863,3929300,2946978,0.75,0.750,2556500,0.749,53555100,0.748,75316000,0.747,41355700,0.746,36985600,0.751,29139500,0.752,74229200,0.753,53483400,0.754,41791200,0.755,37964800,99999,99999,0
sh513130,09:31:23,1769650286239,,0.8899,0.0,0.751,0.7507,0.04,2683200,2012574,0.7501,0.750,5226600,0.749,50631900,0.748,75420500,0.747,41395800,0.746,39985600,0.751,30773900,0.752,75253600,0.753,53483400,0.754,41791200,0.755,37980200,99999,99999,0
sh513130,09:31:26,1769650289321,,0.8899,5.6758,0.75,0.7507,-0.0932,1108200,831282,0.7501,0.750,5055400,0.749,51620100,0.748,75670800,0.747,41283800,0.746,40046600,0.751,32226300,0.752,75231000,0.753,53802100,0.754,42124500,0.755,38990200,99999,99999,0
