symbol,tx_server_time,tx_local_time,bd_server_time,bd_local_time,price,iopv,premium_rate,index_price,fx_rate,sentiment,tick_vol,tick_amt,tick_vwap,interval_s,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5
sh513130,10:05:55,1764209158609,,0,0.748,0.7489,-0.1202,0.0,0.9093,0.0,0,0,0.748,0.0,0.747,125729100,0.746,105047400,0.745,71803600,0.744,57377500,0.743,41663200,0.748,14189600,0.749,138256600,0.75,137436300,0.751,99955500,0.752,48668900
sh513130,10:05:55,1764209159359,,0,0.748,0.7489,-0.1202,0.0,0.9093,0.6292,0,0,0.748,0.75,0.747,125729100,0.746,105047400,0.745,71803600,0.744,57377500,0.743,41663200,0.748,14189600,0.749,138256600,0.75,137436300,0.751,99955500,0.752,48668900
sh513130,10:05:55,1764209160358,,0,0.748,0.7489,-0.1202,0.0,0.9093,0.6292,0,0,0.748,0.999,0.747,125729100,0.746,105047400,0.745,71803600,0.744,57377500,0.743,41663200,0.748,14189600,0.749,138256600,0.75,137436300,0.751,99955500,0.752,48668900
sh513130,10:05:58,1764209161359,,0,0.747,0.7489,-0.2537,0.0,0.9093,2.3234,3468000,2593901,0.748,1.001,0.747,117746000,0.746,113142900,0.745,73275500,0.744,57377500,0.743,42712100,0.748,36382600,0.749,138361600,0.75,144803200,0.751,92475200,0.752,48661700
sh513130,10:05:58,1764209162362,,0,0.747,0.7489,-0.2537,0.0,0.9093,3.3004,0,0,0.747,1.003,0.747,117746000,0.746,113142900,0.745,73275500,0.744,57377500,0.743,42712100,0.748,36382600,0.749,138361600,0.75,144803200,0.751,92475200,0.752,48661700
sh513130,10:06:01,1764209163367,,0,0.748,0.7489,-0.1202,0.0,0.9093,2.8429,622000,465256,0.748,1.005,0.747,125900500,0.746,106103700,0.745,73338900,0.744,57369900,0.743,42739300,0.748,36044100,0.749,130149100,0.75,137046400,0.751,95515200,0.752,49161700
sh513130,10:06:01,1764209164372,,0,0.748,0.7489,-0.1202,0.0,0.9093,2.8429,0,0,0.748,1.005,0.747,125900500,0.746,106103700,0.745,73338900,0.744,57369900,0.743,42739300,0.748,36044100,0.749,130149100,0.75,137046400,0.751,95515200,0.752,49161700
sh513130,10:06:01,1764209165376,,0,0.748,0.7489,-0.1202,0.0,0.9093,2.2667,0,0,0.748,1.004,0.747,125900500,0.746,106103700,0.745,73338900,0.744,57369900,0.743,42739300,0.748,36044100,0.749,130149100,0.75,137046400,0.751,95515200,0.752,49161700
sh513130,10:06:04,1764209166404,,0,0.748,0.7489,-0.1202,0.0,0.9093,2.5597,1578500,1180487,0.7479,1.028,0.747,125775000,0.746,106087800,0.745,73351200,0.744,57399600,0.743,43239300,0.748,29260100,0.749,141748100,0.75,136510300,0.751,100912600,0.752,49465700
sh513130,10:06:04,1764209167381,,0,0.748,0.7489,-0.1202,0.0,0.9093,2.5597,0,0,0.748,0.977,0.747,125775000,0.746,106087800,0.745,73351200,0.744,57399600,0.743,43239300,0.748,29260100,0.749,141748100,0.75,136510300,0.751,100912600,0.752,49465700
sh513130,10:06:04,1764209168376,,0,0.748,0.7489,-0.1202,0.0,0.9093,3.275,0,0,0.748,0.995,0.747,125775000,0.746,106087800,0.745,73351200,0.744,57399600,0.743,43239300,0.748,29260100,0.749,141748100,0.75,136510300,0.751,100912600,0.752,49465700
sh513130,10:06:04,1764209169389,,0,0.748,0.7489,-0.1202,0.0,0.9093,2.9669,0,0,0.748,1.013,0.747,125775000,0.746,106087800,0.745,73351200,0.744,57399600,0.743,43239300,0.748,29260100,0.749,141748100,0.75,136510300,0.751,100912600,0.752,49465700
sh513130,10:06:07,1764209170412,,0,0.748,0.7489,-0.1202,0.0,0.9093,4.1284,7230900,5408712,0.748,1.023,0.748,68692200,0.747,125951900,0.746,95024400,0.745,67105400,0.744,41288000,0.749,129182100,0.75,136716200,0.751,101038400,0.752,49465700,0.753,49997500
sh513130,10:06:07,1764209171443,,0,0.748,0.7489,-0.1202,0.0,0.9093,4.3734,0,0,0.748,1.031,0.748,68692200,0.747,125951900,0.746,95024400,0.745,67105400,0.744,41288000,0.749,129182100,0.75,136716200,0.751,101038400,0.752,49465700,0.753,49997500
sh513130,10:06:07,1764209172437,,0,0.748,0.7489,-0.1202,0.0,0.9093,2.6234,0,0,0.748,0.994,0.748,68692200,0.747,125951900,0.746,95024400,0.745,67105400,0.744,41288000,0.749,129182100,0.75,136716200,0.751,101038400,0.752,49465700,0.753,49997500
sh513130,10:06:10,1764209173507,,0,0.748,0.7489,-0.1202,0.0,0.9093,2.6234,587500,439450,0.748,1.07,0.748,72369600,0.747,126220500,0.746,94977900,0.745,62730300,0.744,36288800,0.749,127883900,0.75,137114700,0.751,102116400,0.752,49975900,0.753,49920500
sh513130,10:06:10,1764209174481,,0,0.748,0.7489,-0.1202,0.0,0.9093,3.9157,0,0,0.748,0.974,0.748,72369600,0.747,126220500,0.746,94977900,0.745,62730300,0.744,36288800,0.749,127883900,0.75,137114700,0.751,102116400,0.752,49975900,0.753,49920500
sh513130,10:06:10,1764209175503,,0,0.748,0.7489,-0.1202,0.0,0.9093,4.0851,0,0,0.748,1.021,0.748,72369600,0.747,126220500,0.746,94977900,0.745,62730300,0.744,36288800,0.749,127883900,0.75,137114700,0.751,102116400,0.752,49975900,0.753,49920500
sh513130,10:06:13,1764209176402,,0,0.748,0.7489,-0.1202,0.0,0.9093,3.5351,240400,179922,0.7484,0.899,0.748,60742200,0.747,126245700,0.746,94984700,0.745,70734300,0.744,36282300,0.749,127929100,0.75,137513400,0.751,102257400,0.752,49976900,0.753,49920500
sh513130,10:06:13,1764209177425,,0,0.748,0.7489,-0.1202,0.0,0.9093,5.9247,0,0,0.748,1.023,0.748,60742200,0.747,126245700,0.746,94984700,0.745,70734300,0.744,36282300,0.749,127929100,0.75,137513400,0.751,102257400,0.752,49976900,0.753,49920500
sh513130,10:06:16,1764209178458,,0,0.748,0.7489,-0.1202,0.0,0.9093,5.9247,316100,236497,0.7482,1.033,0.748,90588900,0.747,117459500,0.746,93015300,0.745,61731900,0.744,41282300,0.749,125841000,0.75,137591000,0.751,103278300,0.752,49995500,0.753,49920500
sh513130,10:06:16,1764209179508,,0,0.748,0.7489,-0.1202,0.0,0.9093,5.2106,0,0,0.748,1.049,0.748,90588900,0.747,117459500,0.746,93015300,0.745,61731900,0.744,41282300,0.749,125841000,0.75,137591000,0.751,103278300,0.752,49995500,0.753,49920500
sh513130,10:06:16,1764209180496,,0,0.748,0.7489,-0.1202,0.0,0.9093,4.6512,0,0,0.748,0.988,0.748,90588900,0.747,117459500,0.746,93015300,0.745,61731900,0.744,41282300,0.749,125841000,0.75,137591000,0.751,103278300,0.752,49995500,0.753,49920500
sh513130,10:06:16,1764209181506,,0,0.748,0.7489,-0.1202,0.0,0.9093,3.8829,0,0,0.748,1.01,0.748,90588900,0.747,117459500,0.746,93015300,0.745,61731900,0.744,41282300,0.749,125841000,0.75,137591000,0.751,103278300,0.752,49995500,0.753,49920500
sh513130,10:06:19,1764209182480,,0,0.749,0.7489,0.0134,0.0,0.9093,3.2093,703100,526246,0.7485,0.974,0.748,82057500,0.747,126465600,0.746,93956000,0.745,62675200,0.744,41325500,0.749,126565700,0.75,137458700,0.751,102349300,0.752,50437000,0.753,49944300
sh513130,10:06:19,1764209183503,,0,0.749,0.7489,0.0134,0.0,0.9093,4.1155,0,0,0.749,1.023,0.748,82057500,0.747,126465600,0.746,93956000,0.745,62675200,0.744,41325500,0.749,126565700,0.75,137458700,0.751,102349300,0.752,50437000,0.753,49944300
sh513130,10:06:22,1764209184520,,0,0.748,0.7489,-0.1202,0.0,0.9093,3.8082,738000,552148,0.7482,1.018,0.748,64524000,0.747,126424200,0.746,94052300,0.745,75575200,0.744,41328700,0.749,127136900,0.75,137492100,0.751,102400600,0.752,50939000,0.753,50123800
sh513130,10:06:22,1764209185526,,0,0.748,0.7489,-0.1202,0.0,0.9093,3.8082,0,0,0.748,1.006,0.748,64524000,0.747,126424200,0.746,94052300,0.745,75575200,0.744,41328700,0.749,127136900,0.75,137492100,0.751,102400600,0.752,50939000,0.753,50123800
sh513130,10:06:22,1764209186392,,0,0.748,0.7489,-0.1202,0.0,0.9093,1.8517,0,0,0.748,0.866,0.748,64524000,0.747,126424200,0.746,94052300,0.745,75575200,0.744,41328700,0.749,127136900,0.75,137492100,0.751,102400600,0.752,50939000,0.753,50123800
