symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags
sh513130,09:29:46,1768958990097,,0.8919,0.0,0.729,0.7295,-0.0685,0,0,0.729,0.729,33609200,0.728,18348800,0.727,25712600,0.726,40703200,0.725,40758200,0.730,3104900,0.731,12563000,0.732,20476400,0.733,17559200,0.734,16805100,99999,99999,1
sh513130,09:29:52,1768958994078,,0.8919,0.0,0.729,0.7295,-0.0685,0,0,0.729,0.729,33609200,0.728,18348800,0.727,25712600,0.726,40703200,0.725,40758200,0.730,3104900,0.731,12563000,0.732,20476400,0.733,17559200,0.734,16805100,99999,99999,0
sh513130,09:29:55,1768958999067,,0.8919,0.0,0.729,0.7295,-0.0685,0,0,0.729,0.729,33609200,0.728,18348800,0.727,25712600,0.726,40703200,0.725,40758200,0.730,3104900,0.731,12563000,0.732,20476400,0.733,17559200,0.734,16805100,99999,99999,0
sh513130,09:29:58,1768959001078,,0.8919,0.0,0.729,0.7295,-0.0685,0,0,0.729,0.729,33609200,0.728,18348800,0.727,25712600,0.726,40703200,0.725,40758200,0.730,3104900,0.731,12563000,0.732,20476400,0.733,17559200,0.734,16805100,99999,99999,0
sh513130,09:30:01,1768959003075,,0.8919,0.0,0.731,0.7295,0.2056,4934100,3601922,0.73,0.730,10697700,0.729,22966600,0.728,19351800,0.727,25735600,0.726,41122000,0.731,12745500,0.732,27320200,0.733,22431100,0.734,21643700,0.735,16312800,99999,99999,0
sh513130,09:29:58,1768959004077,,0.8919,0.0,0.729,0.7295,-0.0685,0,0,0.729,0.729,33609200,0.728,18348800,0.727,25712600,0.726,40703200,0.725,40758200,0.730,3104900,0.731,12563000,0.732,20476400,0.733,17559200,0.734,16805100,99999,99999,2
sh513130,09:30:04,1768959006077,,0.8919,3.3437,0.731,0.7295,0.2056,1911900,1396375,0.7304,0.730,5627800,0.729,27580700,0.728,27914900,0.727,29104400,0.726,44439500,0.731,12529200,0.732,30227400,0.733,26621000,0.734,24771900,0.735,16424900,99999,99999,0
sh513130,09:30:07,1768959010079,5648.23,0.8919,1.9558,0.731,0.7288,0.3019,14824100,10828390,0.7305,0.730,8855300,0.729,30859900,0.728,29497200,0.727,30110400,0.726,44722000,0.731,6082000,0.732,31286600,0.733,27806300,0.734,25823000,0.735,16587900,172,99999,0
sh513130,09:30:10,1768959012057,5645.02,0.8919,2.2918,0.731,0.7288,0.3019,9311100,6803192,0.7307,0.730,16370200,0.729,35525500,0.728,34990800,0.727,35451000,0.726,47506800,0.731,592300,0.732,34843300,0.733,29870500,0.734,28091000,0.735,16736300,876,99999,0
sh513130,09:30:13,1768959017045,5649.8,0.8919,4.1728,0.731,0.7308,0.0274,4000900,2920912,0.7301,0.730,15141700,0.729,37092900,0.728,36562700,0.727,36324700,0.726,48514000,0.731,1722600,0.732,35170600,0.733,30053500,0.734,27099900,0.735,17095200,27,99999,0
