symbol,tx_server_time,tx_local_time,bd_server_time,bd_local_time,price,iopv,premium_rate,index_price,fx_rate,sentiment,tick_vol,tick_amt,tick_vwap,interval_s,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,data_flags
sh513130,09:30:46,1765416649290,09:31:48,1765416648490,0.738,0.7385,-0.0677,5614.54,0.9075,4.4528,0,0,0.738,1.004,0.738,101100,0.737,51569000,0.736,47568300,0.735,39471400,0.734,30623000,0.739,48938300,0.74,70232600,0.741,57605100,0.742,37901600,0.743,27594900,800,0
sh513130,09:30:46,1765416650293,09:31:48,1765416648490,0.738,0.7385,-0.0677,5614.54,0.9075,5.3327,0,0,0.738,1.002,0.738,101100,0.737,51569000,0.736,47568300,0.735,39471400,0.734,30623000,0.739,48938300,0.74,70232600,0.741,57605100,0.742,37901600,0.743,27594900,1803,0
sh513130,09:30:49,1765416651297,09:31:50,1765416650524,0.738,0.7385,-0.0677,5613.34,0.9075,5.3346,3044500,2246572,0.7379,1.004,0.737,38157800,0.736,48575400,0.735,40810800,0.734,29907100,0.733,19106700,0.738,25815800,0.739,52626400,0.74,71461400,0.741,52318900,0.742,36925600,773,0
sh513130,09:30:49,1765416652298,09:31:50,1765416650524,0.738,0.7385,-0.0677,5613.34,0.9075,4.8733,0,0,0.738,1.001,0.737,38157800,0.736,48575400,0.735,40810800,0.734,29907100,0.733,19106700,0.738,25815800,0.739,52626400,0.74,71461400,0.741,52318900,0.742,36925600,1774,0
sh513130,09:30:49,1765416653292,09:31:52,1765416652679,0.738,0.7385,-0.0677,5614.3,0.9075,4.6676,0,0,0.738,0.994,0.737,38157800,0.736,48575400,0.735,40810800,0.734,29907100,0.733,19106700,0.738,25815800,0.739,52626400,0.74,71461400,0.741,52318900,0.742,36925600,613,0
sh513130,09:30:52,1765416654300,09:31:52,1765416652679,0.738,0.7385,-0.0677,5614.3,0.9075,5.1641,1939700,1431283,0.7379,1.009,0.737,44353100,0.736,48227800,0.735,41733100,0.734,30897100,0.733,20226700,0.738,36648300,0.739,53878100,0.74,72578200,0.741,53417600,0.742,37107200,1621,0
sh513130,09:30:52,1765416655307,09:31:54,1765416654843,0.738,0.7385,-0.0677,5613.23,0.9075,3.8064,0,0,0.738,1.006,0.737,44353100,0.736,48227800,0.735,41733100,0.734,30897100,0.733,20226700,0.738,36648300,0.739,53878100,0.74,72578200,0.741,53417600,0.742,37107200,464,0
sh513130,09:30:52,1765416656307,09:31:54,1765416654843,0.738,0.7385,-0.0677,5613.23,0.9075,3.2512,0,0,0.738,1.0,0.737,44353100,0.736,48227800,0.735,41733100,0.734,30897100,0.733,20226700,0.738,36648300,0.739,53878100,0.74,72578200,0.741,53417600,0.742,37107200,1464,0
sh513130,09:30:55,1765416657305,09:31:56,1765416656989,0.738,0.7378,0.0271,5611.59,0.9075,3.0222,1424700,1051208,0.7378,0.998,0.737,36252200,0.736,48258800,0.735,40733100,0.734,30897100,0.733,20237100,0.738,41574400,0.739,55401100,0.74,72904500,0.741,52777600,0.742,38467800,316,0
sh513130,09:30:55,1765416658305,09:31:56,1765416656989,0.738,0.7378,0.0271,5611.59,0.9075,2.8818,0,0,0.738,1.0,0.737,36252200,0.736,48258800,0.735,40733100,0.734,30897100,0.733,20237100,0.738,41574400,0.739,55401100,0.74,72904500,0.741,52777600,0.742,38467800,1316,0
sh513130,09:30:55,1765416659307,09:31:58,1765416659137,0.738,0.7378,0.0271,5612.76,0.9075,3.3699,0,0,0.738,1.001,0.737,36252200,0.736,48258800,0.735,40733100,0.734,30897100,0.733,20237100,0.738,41574400,0.739,55401100,0.74,72904500,0.741,52777600,0.742,38467800,170,0
sh513130,09:30:58,1765416660304,09:32:00,1765416660288,0.738,0.7378,0.0271,5612.76,0.9075,2.5849,1950500,1438031,0.7373,0.997,0.737,42241000,0.736,48213400,0.735,40735100,0.734,30917100,0.733,20294400,0.738,44634400,0.739,50760400,0.74,67280700,0.741,52777600,0.742,38467800,16,0
sh513130,09:30:58,1765416661318,09:32:00,1765416661293,0.738,0.7378,0.0271,5610.91,0.9075,2.1366,0,0,0.738,1.014,0.737,42241000,0.736,48213400,0.735,40735100,0.734,30917100,0.733,20294400,0.738,44634400,0.739,50760400,0.74,67280700,0.741,52777600,0.742,38467800,25,0
sh513130,09:30:58,1765416662304,09:32:00,1765416661293,0.738,0.7378,0.0271,5610.91,0.9075,5.1148,0,0,0.738,0.985,0.737,42241000,0.736,48213400,0.735,40735100,0.734,30917100,0.733,20294400,0.738,44634400,0.739,50760400,0.74,67280700,0.741,52777600,0.742,38467800,1011,0
sh513130,09:31:01,1765416663310,09:32:02,1765416662462,0.738,0.7372,0.1085,5613.17,0.9075,4.6125,1164300,859061,0.7378,1.007,0.737,42088100,0.736,48166000,0.735,41741000,0.734,31022500,0.733,20308400,0.738,46793900,0.739,53524200,0.74,67074400,0.741,53789100,0.742,38492800,848,0
sh513130,09:31:01,1765416664326,09:32:02,1765416663465,0.738,0.7372,0.1085,5613.17,0.9075,2.9057,0,0,0.738,1.016,0.737,42088100,0.736,48166000,0.735,41741000,0.734,31022500,0.733,20308400,0.738,46793900,0.739,53524200,0.74,67074400,0.741,53789100,0.742,38492800,861,0
sh513130,09:31:01,1765416665311,09:32:04,1765416664454,0.738,0.7372,0.1085,5610.89,0.9075,2.4321,0,0,0.738,0.985,0.737,42088100,0.736,48166000,0.735,41741000,0.734,31022500,0.733,20308400,0.738,46793900,0.739,53524200,0.74,67074400,0.741,53789100,0.742,38492800,857,0
sh513130,09:31:01,1765416666315,09:32:04,1765416665643,0.738,0.7372,0.1085,5610.89,0.9075,4.3656,0,0,0.738,1.004,0.737,42088100,0.736,48166000,0.735,41741000,0.734,31022500,0.733,20308400,0.738,46793900,0.739,53524200,0.74,67074400,0.741,53789100,0.742,38492800,672,0
sh513130,09:31:04,1765416667321,09:32:06,1765416666456,0.738,0.7372,0.1085,5613.4,0.9075,3.7312,1744000,1286986,0.738,1.006,0.737,41946800,0.736,48375700,0.735,41741000,0.734,31027300,0.733,20298400,0.738,50573800,0.739,53911000,0.74,67339700,0.741,52653400,0.742,38819600,865,0
sh513130,09:31:04,1765416668329,09:32:06,1765416667791,0.738,0.7372,0.1085,5613.4,0.9075,2.7751,0,0,0.738,1.008,0.737,41946800,0.736,48375700,0.735,41741000,0.734,31027300,0.733,20298400,0.738,50573800,0.739,53911000,0.74,67339700,0.741,52653400,0.742,38819600,538,0
sh513130,09:31:07,1765416669337,09:32:08,1765416668481,0.738,0.7378,0.0271,5613.86,0.9075,3.2449,38047500,28077926,0.738,1.009,0.737,56512100,0.736,49382600,0.735,40751000,0.734,24395300,0.733,20298400,0.738,2395900,0.739,62316000,0.74,60212200,0.741,53875100,0.742,50881200,856,0
sh513130,09:31:07,1765416670334,09:32:08,1765416669940,0.738,0.7378,0.0271,5613.86,0.9075,2.8316,0,0,0.738,0.997,0.737,56512100,0.736,49382600,0.735,40751000,0.734,24395300,0.733,20298400,0.738,2395900,0.739,62316000,0.74,60212200,0.741,53875100,0.742,50881200,394,0
sh513130,09:31:07,1765416671328,09:32:10,1765416670521,0.738,0.7378,0.0271,5612.04,0.9075,1.8714,0,0,0.738,0.993,0.737,56512100,0.736,49382600,0.735,40751000,0.734,24395300,0.733,20298400,0.738,2395900,0.739,62316000,0.74,60212200,0.741,53875100,0.742,50881200,807,0
sh513130,09:31:10,1765416672331,09:32:10,1765416672102,0.737,0.7385,-0.2031,5612.04,0.9075,1.9616,1978900,1459942,0.7378,1.004,0.737,48652100,0.736,48305100,0.735,41581800,0.734,30775300,0.733,20268400,0.738,20889500,0.739,53285700,0.74,72290900,0.741,53877400,0.742,38935500,229,0
sh513130,09:31:10,1765416673338,09:32:12,1765416672598,0.737,0.7385,-0.2031,5612.95,0.9075,1.0046,0,0,0.737,1.007,0.737,48652100,0.736,48305100,0.735,41581800,0.734,30775300,0.733,20268400,0.738,20889500,0.739,53285700,0.74,72290900,0.741,53877400,0.742,38935500,740,0
sh513130,09:31:10,1765416674348,09:32:12,1765416674248,0.737,0.7385,-0.2031,5612.95,0.9075,4.3861,0,0,0.737,1.01,0.737,48652100,0.736,48305100,0.735,41581800,0.734,30775300,0.733,20268400,0.738,20889500,0.739,53285700,0.74,72290900,0.741,53877400,0.742,38935500,100,0
sh513130,09:31:13,1765416675344,09:32:14,1765416674471,0.737,0.7385,-0.2031,5613.32,0.9075,4.1699,2436600,1798146,0.738,0.995,0.737,53397300,0.736,48291100,0.735,41497300,0.734,30775300,0.733,20268400,0.738,15982800,0.739,61780100,0.74,72311000,0.741,54027400,0.742,38975500,873,0
sh513130,09:31:13,1765416676331,09:32:14,1765416674471,0.737,0.7385,-0.2031,5613.32,0.9075,3.145,0,0,0.737,0.988,0.737,53397300,0.736,48291100,0.735,41497300,0.734,30775300,0.733,20268400,0.738,15982800,0.739,61780100,0.74,72311000,0.741,54027400,0.742,38975500,1860,0
sh513130,09:31:13,1765416677340,09:32:16,1765416676447,0.737,0.7385,-0.2031,5613.49,0.9075,2.3985,0,0,0.737,1.009,0.737,53397300,0.736,48291100,0.735,41497300,0.734,30775300,0.733,20268400,0.738,15982800,0.739,61780100,0.74,72311000,0.741,54027400,0.742,38975500,893,0
sh513130,09:31:13,1765416678341,09:32:16,1765416676447,0.737,0.7385,-0.2031,5613.49,0.9075,2.3465,0,0,0.737,1.001,0.737,53397300,0.736,48291100,0.735,41497300,0.734,30775300,0.733,20268400,0.738,15982800,0.739,61780100,0.74,72311000,0.741,54027400,0.742,38975500,1894,0
sh513130,09:31:16,1765416679338,09:32:18,1765416678573,0.737,0.7385,-0.2031,5613.69,0.9075,3.3787,1531300,1128826,0.7372,0.997,0.737,51503200,0.736,49211800,0.735,42492300,0.734,30858200,0.733,20260400,0.738,26450800,0.739,53755100,0.74,72417300,0.741,54102600,0.742,39214100,765,0
sh513130,09:31:16,1765416680340,09:32:18,1765416678573,0.737,0.7385,-0.2031,5613.69,0.9075,2.6138,0,0,0.737,1.002,0.737,51503200,0.736,49211800,0.735,42492300,0.734,30858200,0.733,20260400,0.738,26450800,0.739,53755100,0.74,72417300,0.741,54102600,0.742,39214100,1767,0
sh513130,09:31:19,1765416681340,09:32:20,1765416680710,0.737,0.7385,-0.2031,5613.06,0.9075,2.3967,2204600,1625475,0.7373,0.999,0.737,41848200,0.736,50633000,0.735,41947700,0.734,31158900,0.733,20223100,0.738,37631400,0.739,53033300,0.74,71423200,0.741,53104200,0.742,39244100,630,0
sh513130,09:31:19,1765416682337,09:32:20,1765416680710,0.737,0.7385,-0.2031,5613.06,0.9075,2.5622,0,0,0.737,0.997,0.737,41848200,0.736,50633000,0.735,41947700,0.734,31158900,0.733,20223100,0.738,37631400,0.739,53033300,0.74,71423200,0.741,53104200,0.742,39244100,1627,0
sh513130,09:31:19,1765416683347,09:32:22,1765416682862,0.737,0.7385,-0.2031,5613.99,0.9075,2.7421,0,0,0.737,1.01,0.737,41848200,0.736,50633000,0.735,41947700,0.734,31158900,0.733,20223100,0.738,37631400,0.739,53033300,0.74,71423200,0.741,53104200,0.742,39244100,485,0
sh513130,09:31:22,1765416684356,09:32:22,1765416682862,0.737,0.7385,-0.2031,5613.99,0.9075,3.757,196800,145042,0.737,1.009,0.737,50567000,0.736,49379300,0.735,42018300,0.734,31158900,0.733,20227100,0.738,39950900,0.739,53531000,0.74,71160400,0.741,54133500,0.742,39254400,1494,0
sh513130,09:31:22,1765416685357,09:32:24,1765416685013,0.737,0.7385,-0.2031,5614.87,0.9075,5.909,0,0,0.737,1.001,0.737,50567000,0.736,49379300,0.735,42018300,0.734,31158900,0.733,20227100,0.738,39950900,0.739,53531000,0.74,71160400,0.741,54133500,0.742,39254400,344,0
sh513130,09:31:25,1765416686353,09:32:24,1765416685013,0.737,0.7385,-0.2031,5614.87,0.9075,5.9338,25167400,18572491,0.738,0.996,0.737,38688100,0.736,39145400,0.735,53157900,0.734,43156500,0.733,20231100,0.738,1032400,0.739,64222400,0.74,58335600,0.741,54183500,0.742,53057900,1340,0
sh513130,09:31:25,1765416687353,09:32:26,1765416687171,0.737,0.7385,-0.2031,5615.28,0.9075,4.9929,0,0,0.737,1.0,0.737,38688100,0.736,39145400,0.735,53157900,0.734,43156500,0.733,20231100,0.738,1032400,0.739,64222400,0.74,58335600,0.741,54183500,0.742,53057900,182,0
sh513130,09:31:25,1765416688353,09:32:26,1765416687171,0.737,0.7385,-0.2031,5615.28,0.9075,4.3775,0,0,0.737,1.0,0.737,38688100,0.736,39145400,0.735,53157900,0.734,43156500,0.733,20231100,0.738,1032400,0.739,64222400,0.74,58335600,0.741,54183500,0.742,53057900,1182,0
sh513130,09:31:25,1765416689354,09:32:28,1765416689321,0.737,0.7385,-0.2031,5616.79,0.9075,4.1401,0,0,0.737,1.0,0.737,38688100,0.736,39145400,0.735,53157900,0.734,43156500,0.733,20231100,0.738,1032400,0.739,64222400,0.74,58335600,0.741,54183500,0.742,53057900,33,0
sh513130,09:31:25,1765416690354,09:32:28,1765416689321,0.737,0.7385,-0.2031,5616.79,0.9075,3.1649,0,0,0.737,1.0,0.737,38688100,0.736,39145400,0.735,53157900,0.734,43156500,0.733,20231100,0.738,1032400,0.739,64222400,0.74,58335600,0.741,54183500,0.742,53057900,1033,0
sh513130,09:31:28,1765416691354,09:32:30,1765416690458,0.737,0.7385,-0.2031,5618.26,0.9075,3.2515,1897400,1398502,0.7371,1.0,0.737,37214800,0.736,39098300,0.735,53306100,0.734,43156500,0.733,20231100,0.738,5886800,0.739,65258200,0.74,58411500,0.741,54341600,0.742,53129900,896,0
sh513130,09:31:28,1765416692360,09:32:30,1765416691475,0.737,0.7385,-0.2031,5618.26,0.9075,3.829,0,0,0.737,1.006,0.737,37214800,0.736,39098300,0.735,53306100,0.734,43156500,0.733,20231100,0.738,5886800,0.739,65258200,0.74,58411500,0.741,54341600,0.742,53129900,885,0
sh513130,09:31:28,1765416693356,09:32:32,1765416692452,0.737,0.7385,-0.2031,5617.75,0.9075,2.5325,0,0,0.737,0.996,0.737,37214800,0.736,39098300,0.735,53306100,0.734,43156500,0.733,20231100,0.738,5886800,0.739,65258200,0.74,58411500,0.741,54341600,0.742,53129900,904,0
sh513130,09:31:31,1765416694351,09:32:32,1765416693647,0.737,0.7385,-0.2031,5617.75,0.9075,5.2132,6930800,5114097,0.7379,0.995,0.737,36945600,0.736,40006900,0.735,48514100,0.734,43361500,0.733,20243100,0.738,6352000,0.739,67216300,0.74,58483700,0.741,54404600,0.742,52929900,704,0
