symbol,tx_server_time,tx_local_time,bd_server_time,bd_local_time,price,iopv,premium_rate,index_price,fx_rate,sentiment,tick_vol,tick_amt,tick_vwap,interval_s,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags
sh513130,09:32:44,1766021565143,09:33:44,1766021564436,0.706,0.7056,0.0567,5381.98,0.9048,7.7398,0,0,0.706,0.0,0.705,115898800,0.704,80261700,0.703,56235000,0.702,34242300,0.701,35238600,0.706,17546400,0.707,62492400,0.708,68141300,0.709,46074600,0.710,29152700,706,0,1
sh513130,09:32:44,1766021566124,09:33:44,1766021565430,0.706,0.7056,0.0567,5381.98,0.9048,7.2034,0,0,0.706,0.981,0.705,115898800,0.704,80261700,0.703,56235000,0.702,34242300,0.701,35238600,0.706,17546400,0.707,62492400,0.708,68141300,0.709,46074600,0.710,29152700,694,0,0
sh513130,09:32:44,1766021567126,09:33:46,1766021566483,0.706,0.7056,0.0567,5381.12,0.9048,6.7452,0,0,0.706,1.001,0.705,115898800,0.704,80261700,0.703,56235000,0.702,34242300,0.701,35238600,0.706,17546400,0.707,62492400,0.708,68141300,0.709,46074600,0.710,29152700,642,0,0
sh513130,09:32:44,1766021568127,09:33:46,1766021567604,0.706,0.7056,0.0567,5381.12,0.9048,5.8003,0,0,0.706,1.001,0.705,115898800,0.704,80261700,0.703,56235000,0.702,34242300,0.701,35238600,0.706,17546400,0.707,62492400,0.708,68141300,0.709,46074600,0.710,29152700,523,0,0
sh513130,09:32:47,1766021569125,09:33:48,1766021568440,0.706,0.7057,0.0425,5380.98,0.9048,5.8504,3141400,2217581,0.7059,0.998,0.705,109472700,0.704,80789200,0.703,56555000,0.702,41605900,0.701,35246400,0.706,43006300,0.707,62506300,0.708,49099400,0.709,46075600,0.710,29152700,685,0,0
sh513130,09:32:47,1766021570125,09:33:48,1766021569775,0.706,0.7057,0.0425,5380.98,0.9048,5.1961,0,0,0.706,1.0,0.705,109472700,0.704,80789200,0.703,56555000,0.702,41605900,0.701,35246400,0.706,43006300,0.707,62506300,0.708,49099400,0.709,46075600,0.710,29152700,349,0,0
sh513130,09:32:50,1766021571118,09:33:50,1766021570421,0.706,0.7057,0.0425,5379.09,0.9048,7.1007,1719000,1212849,0.7056,0.993,0.705,100353200,0.704,90260500,0.703,56816200,0.702,41772600,0.701,35269400,0.706,60361500,0.707,62637700,0.708,49352800,0.709,27395100,0.710,29152700,696,0,0
sh513130,09:32:50,1766021572119,09:33:50,1766021571947,0.706,0.7057,0.0425,5379.09,0.9048,6.8252,0,0,0.706,1.001,0.705,100353200,0.704,90260500,0.703,56816200,0.702,41772600,0.701,35269400,0.706,60361500,0.707,62637700,0.708,49352800,0.709,27395100,0.710,29152700,171,0,0
sh513130,09:32:50,1766021573115,09:33:52,1766021572531,0.706,0.7057,0.0425,5378.5,0.9048,6.2337,0,0,0.706,0.996,0.705,100353200,0.704,90260500,0.703,56816200,0.702,41772600,0.701,35269400,0.706,60361500,0.707,62637700,0.708,49352800,0.709,27395100,0.710,29152700,583,0,0
sh513130,09:32:50,1766021574110,09:33:52,1766021572531,0.706,0.7057,0.0425,5378.5,0.9048,5.6979,0,0,0.706,0.995,0.705,100353200,0.704,90260500,0.703,56816200,0.702,41772600,0.701,35269400,0.706,60361500,0.707,62637700,0.708,49352800,0.709,27395100,0.710,29152700,1579,0,0
sh513130,09:32:50,1766021575110,09:33:54,1766021574538,0.706,0.7057,0.0425,5378.19,0.9048,5.1676,0,0,0.706,1.0,0.705,100353200,0.704,90260500,0.703,56816200,0.702,41772600,0.701,35269400,0.706,60361500,0.707,62637700,0.708,49352800,0.709,27395100,0.710,29152700,572,0,0
