symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags
sh513130,09:30:09,1764898211976,5586.85,0.9082,2.3442,0.733,0.7355,-0.3399,2485500,1823321,0.7336,0.733,27116900,0.732,25237300,0.731,54324900,0.73,54114600,0.729,29802400,0.734,35927300,0.735,28203200,0.736,27778700,0.737,12261300,0.738,19160500,57,100,0
sh513130,09:30:12,1764898213979,5585.31,0.9082,3.4153,0.733,0.7355,-0.3399,17237200,12650990,0.7339,0.733,32541100,0.732,31676400,0.731,48701200,0.73,46267200,0.729,29086800,0.734,6542800,0.735,20710000,0.736,25830100,0.737,19661700,0.738,25398400,1459,100,0
sh513130,09:30:15,1764898217983,5585.15,0.9082,4.8195,0.734,0.7348,-0.1089,2272500,1667180,0.7336,0.733,31504200,0.732,38642900,0.731,49928700,0.73,46696900,0.729,28705900,0.734,6543200,0.735,12516100,0.736,28875700,0.737,25811900,0.738,24254500,1489,100,0
sh513130,09:30:18,1764898219984,5584.42,0.9082,6.49,0.735,0.7348,0.0272,6789100,4983031,0.734,0.734,13120600,0.733,42749400,0.732,52966100,0.731,51532700,0.73,47164700,0.735,16343200,0.736,32312100,0.737,37453000,0.738,24471200,0.739,23611700,1481,100,0
sh513130,09:30:21,1764898222990,5580.77,0.9082,3.9576,0.734,0.7348,-0.1089,2627600,1930634,0.7348,0.734,8338000,0.733,38264100,0.732,57533900,0.731,52037600,0.73,52970400,0.735,24888300,0.736,43190300,0.737,36270900,0.738,23004600,0.739,23853500,225,100,0
sh513130,09:30:24,1764898226998,5580.75,0.9082,3.0697,0.734,0.7341,-0.0136,18390400,13505388,0.7344,0.734,2998800,0.733,32395200,0.732,57786600,0.731,65392300,0.73,52415200,0.735,27587600,0.736,44217000,0.737,32985300,0.738,22054600,0.739,23885900,498,100,0
sh513130,09:30:27,1764898228999,5578.99,0.9082,3.1606,0.733,0.7341,-0.1498,8601600,6316118,0.7343,0.733,31366500,0.732,52832600,0.731,69461800,0.73,53600000,0.729,39653000,0.734,16714200,0.735,31962900,0.736,43131600,0.737,26204000,0.738,24151000,498,100,0
sh513130,09:30:30,1764898232007,5579.52,0.9082,4.3507,0.734,0.7341,-0.0136,1996600,1465500,0.734,0.733,31940300,0.732,53094700,0.731,65995800,0.73,53851400,0.729,35274000,0.734,6728000,0.735,46167900,0.736,43324400,0.737,29205500,0.738,25151100,591,100,0
sh513130,09:30:33,1764898235010,5577.66,0.9082,5.2526,0.734,0.7341,-0.0136,514100,377349,0.734,0.733,33283500,0.732,53134700,0.731,66867600,0.73,53878400,0.729,35342500,0.734,20680300,0.735,46405700,0.736,43324400,0.737,29205500,0.738,23151300,522,100,0
sh513130,09:30:36,1764898238013,5579.12,0.9082,2.5915,0.734,0.7335,0.0682,833800,611998,0.734,0.733,33864400,0.732,45936700,0.731,64999600,0.73,53725500,0.729,43054800,0.734,23662200,0.735,46493200,0.736,43325600,0.737,22449500,0.738,23166300,86,100,0
