symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags
sh513130,09:30:30,1769391034080,5777.04,0.8927,6.0478,0.746,0.7464,-0.0536,0,0,0.746,0.745,27510900,0.744,38984100,0.743,42640400,0.742,36970000,0.741,26560400,0.746,649500,0.747,26753500,0.748,34323300,0.749,48506600,0.750,40437800,143,99999,1
sh513130,09:30:33,1769391035925,5776.9,0.8927,4.4796,0.747,0.7464,0.0804,1240400,925876,0.7464,0.746,25000,0.745,26694000,0.744,39241100,0.743,41766400,0.742,35975300,0.747,27413800,0.748,35642800,0.749,47614000,0.750,40753900,0.751,29884700,1158,99999,0
sh513130,09:30:30,1769391036925,5776.97,0.8927,3.2122,0.746,0.7464,-0.0536,0,0,0.746,0.745,27510900,0.744,38984100,0.743,42640400,0.742,36970000,0.741,26560400,0.746,649500,0.747,26753500,0.748,34323300,0.749,48506600,0.750,40437800,175,99999,2
sh513130,09:30:33,1769391037915,5776.97,0.8927,2.304,0.747,0.7464,0.0804,0,0,0.747,0.746,25000,0.745,26694000,0.744,39241100,0.743,41766400,0.742,35975300,0.747,27413800,0.748,35642800,0.749,47614000,0.750,40753900,0.751,29884700,1165,99999,0
sh513130,09:30:37,1769391038912,5777.21,0.8927,3.2658,0.746,0.7471,-0.1472,3683700,2748897,0.7462,0.745,31997600,0.744,36261500,0.743,44766100,0.742,36035300,0.741,26693400,0.746,17871800,0.747,28850300,0.748,35556400,0.749,47406000,0.750,41315100,170,99999,0
sh513130,09:30:39,1769391042885,5777.4,0.8927,6.45,0.746,0.7471,-0.1472,761300,567930,0.746,0.745,26990100,0.744,48913500,0.743,58997100,0.742,36035300,0.741,26716900,0.746,24473600,0.747,40462900,0.748,42445700,0.749,47474900,0.750,41667100,128,99999,0
sh513130,09:30:43,1769391045897,5777.78,0.8927,4.9131,0.746,0.7471,-0.1472,3116900,2325197,0.746,0.745,27242300,0.744,49035000,0.743,59127100,0.742,36035300,0.741,27757000,0.746,18595000,0.747,42314800,0.748,42975600,0.749,42765400,0.750,41793600,1147,99999,0
sh513130,09:30:46,1769391048890,5776.55,0.8927,3.9954,0.745,0.7471,-0.2811,1864400,1390824,0.746,0.745,26469500,0.744,60480800,0.743,59128600,0.742,35027300,0.741,28028100,0.746,27672400,0.747,43480400,0.748,43669000,0.749,40902400,0.750,41793600,129,99999,0
sh513130,09:30:49,1769391052894,5775.34,0.8927,3.8633,0.746,0.7471,-0.1472,199000,148407,0.7458,0.745,25921500,0.744,55762600,0.743,59168800,0.742,35037300,0.741,28356300,0.746,25629600,0.747,44557400,0.748,43170700,0.749,40806500,0.750,42038200,125,99999,0
sh513130,09:30:52,1769391054888,5775.39,0.8927,2.321,0.746,0.7471,-0.1472,2102500,1568382,0.746,0.745,25508600,0.744,56645800,0.743,59291800,0.742,36067300,0.741,28406300,0.746,24910200,0.747,48948300,0.748,41229800,0.749,42227400,0.750,41636700,192,99999,0
sh513130,09:30:54,1769391056896,5774.88,0.8927,3.329,0.746,0.7471,-0.1472,2105100,1569027,0.7453,0.745,24981600,0.744,57492300,0.743,59831800,0.742,35312700,0.741,28448800,0.746,39131800,0.747,49919200,0.748,41849700,0.749,42261900,0.750,41646700,172,99999,0
sh513130,09:30:57,1769391060885,5773.73,0.8927,3.223,0.746,0.7471,-0.1472,753900,562118,0.7456,0.745,23102700,0.744,64642800,0.743,60825800,0.742,36302700,0.741,28459800,0.746,39102600,0.747,52015700,0.748,43146400,0.749,42332200,0.750,41606900,144,99999,0
sh513130,09:31:01,1769391062894,5771.19,0.8927,2.4512,0.745,0.7458,-0.1073,23836100,17758178,0.745,0.744,46632100,0.743,60803800,0.742,41137800,0.741,28469800,0.740,30115900,0.745,69210400,0.746,38683700,0.747,40688300,0.748,35839000,0.749,39133800,171,99999,0
sh513130,09:30:57,1769391063884,5771.19,0.8927,4.9118,0.746,0.7471,-0.1472,0,0,0.746,0.745,23102700,0.744,64642800,0.743,60825800,0.742,36302700,0.741,28459800,0.746,39102600,0.747,52015700,0.748,43146400,0.749,42332200,0.750,41606900,1163,99999,2
sh513130,09:31:01,1769391064884,5769.9,0.8927,4.8298,0.745,0.7458,-0.1073,0,0,0.745,0.744,46632100,0.743,60803800,0.742,41137800,0.741,28469800,0.740,30115900,0.745,69210400,0.746,38683700,0.747,40688300,0.748,35839000,0.749,39133800,129,99999,0
sh513130,09:31:04,1769391066896,5772.5,0.8927,3.598,0.745,0.7458,-0.1073,789400,588084,0.745,0.744,30101600,0.743,60947900,0.742,41220700,0.741,28698000,0.740,31614500,0.745,56350500,0.746,40297800,0.747,42277600,0.748,35820000,0.749,36664800,238,99999,0
