symbol,tx_server_time,tx_local_time,bd_server_time,bd_local_time,price,iopv,premium_rate,index_price,fx_rate,sentiment,tick_vol,tick_amt,tick_vwap,interval_s,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags
sh513130,09:30:05,1767749407505,09:31:06,1767749406830,0.755,0.7534,0.2124,5799.75,0.8963,2.2547,0,0,0.755,0.0,0.754,19288600,0.753,34772300,0.752,36852100,0.751,34526900,0.750,43187400,0.755,15265900,0.756,29704600,0.757,24092100,0.758,22981400,0.759,12206400,675,0,1
sh513130,09:30:05,1767749408490,09:31:08,1767749408446,0.755,0.7534,0.2124,5797.4,0.8963,1.4712,0,0,0.755,0.984,0.754,19288600,0.753,34772300,0.752,36852100,0.751,34526900,0.750,43187400,0.755,15265900,0.756,29704600,0.757,24092100,0.758,22981400,0.759,12206400,43,0,0
sh513130,09:30:05,1767749409490,09:31:08,1767749408446,0.755,0.7534,0.2124,5797.4,0.8963,1.2894,0,0,0.755,1.0,0.754,19288600,0.753,34772300,0.752,36852100,0.751,34526900,0.750,43187400,0.755,15265900,0.756,29704600,0.757,24092100,0.758,22981400,0.759,12206400,1043,0,0
sh513130,09:30:08,1767749410486,09:31:10,1767749410473,0.755,0.7534,0.2124,5796.59,0.8963,1.587,1533200,1157512,0.755,0.996,0.754,25497000,0.753,36051400,0.752,38055900,0.751,40906200,0.750,45603100,0.755,19026600,0.756,29719700,0.757,28891100,0.758,19621600,0.759,11398300,12,0,0
sh513130,09:30:08,1767749411489,09:31:10,1767749410516,0.755,0.7534,0.2124,5796.59,0.8963,2.0519,0,0,0.755,1.003,0.754,25497000,0.753,36051400,0.752,38055900,0.751,40906200,0.750,45603100,0.755,19026600,0.756,29719700,0.757,28891100,0.758,19621600,0.759,11398300,973,0,0
sh513130,09:30:08,1767749412495,09:31:12,1767749412463,0.755,0.7534,0.2124,5795.8,0.8963,2.7992,0,0,0.755,1.006,0.754,25497000,0.753,36051400,0.752,38055900,0.751,40906200,0.750,45603100,0.755,19026600,0.756,29719700,0.757,28891100,0.758,19621600,0.759,11398300,31,0,0
sh513130,09:30:11,1767749413500,09:31:12,1767749412833,0.754,0.7541,-0.0133,5795.8,0.8963,2.4086,3848500,2904298,0.7547,1.005,0.754,26777300,0.753,41491300,0.752,41607600,0.751,44415700,0.750,46966700,0.755,18256200,0.756,32410600,0.757,33057900,0.758,19846900,0.759,12506800,666,0,0
sh513130,09:30:11,1767749414498,09:31:14,1767749414466,0.754,0.7541,-0.0133,5794.63,0.8963,1.2517,0,0,0.754,0.998,0.754,26777300,0.753,41491300,0.752,41607600,0.751,44415700,0.750,46966700,0.755,18256200,0.756,32410600,0.757,33057900,0.758,19846900,0.759,12506800,31,0,0
sh513130,09:30:14,1767749415493,09:31:14,1767749415151,0.755,0.7528,0.2922,5794.63,0.8963,3.7928,11224900,8466583,0.7543,0.995,0.754,18860000,0.753,39034400,0.752,42053500,0.751,45968800,0.750,48773300,0.755,22571600,0.756,32488700,0.757,32060800,0.758,18857900,0.759,12571200,341,0,0
sh513130,09:30:14,1767749416497,09:31:16,1767749416435,0.755,0.7528,0.2922,5797.4,0.8963,3.5467,0,0,0.755,1.004,0.754,18860000,0.753,39034400,0.752,42053500,0.751,45968800,0.750,48773300,0.755,22571600,0.756,32488700,0.757,32060800,0.758,18857900,0.759,12571200,62,0,0
sh513130,09:30:14,1767749417493,09:31:16,1767749417481,0.755,0.7528,0.2922,5797.4,0.8963,2.9765,0,0,0.755,0.997,0.754,18860000,0.753,39034400,0.752,42053500,0.751,45968800,0.750,48773300,0.755,22571600,0.756,32488700,0.757,32060800,0.758,18857900,0.759,12571200,12,0,0
sh513130,09:30:14,1767749418492,09:31:18,1767749418481,0.755,0.7528,0.2922,5797.2,0.8963,3.9954,0,0,0.755,0.999,0.754,18860000,0.753,39034400,0.752,42053500,0.751,45968800,0.750,48773300,0.755,22571600,0.756,32488700,0.757,32060800,0.758,18857900,0.759,12571200,11,0,0
sh513130,09:30:17,1767749419499,09:31:18,1767749418481,0.755,0.7528,0.2922,5797.2,0.8963,2.9035,28823100,21740037,0.7543,1.006,0.754,117500,0.753,40240100,0.752,40518600,0.751,46155900,0.750,50696100,0.755,12930400,0.756,32539900,0.757,22108900,0.758,17522700,0.759,14649000,1017,0,0
sh513130,09:30:17,1767749420502,09:31:20,1767749420422,0.755,0.7528,0.2922,5795.0,0.8963,1.5122,0,0,0.755,1.003,0.754,117500,0.753,40240100,0.752,40518600,0.751,46155900,0.750,50696100,0.755,12930400,0.756,32539900,0.757,22108900,0.758,17522700,0.759,14649000,79,0,0
sh513130,09:30:17,1767749421500,09:31:20,1767749420422,0.755,0.7528,0.2922,5795.0,0.8963,3.7957,0,0,0.755,0.998,0.754,117500,0.753,40240100,0.752,40518600,0.751,46155900,0.750,50696100,0.755,12930400,0.756,32539900,0.757,22108900,0.758,17522700,0.759,14649000,1077,0,0
sh513130,09:30:20,1767749422484,09:31:22,1767749422470,0.754,0.7528,0.1594,5791.31,0.8963,2.702,5352000,4037491,0.7544,0.984,0.753,37871200,0.752,41369400,0.751,46661400,0.750,51208200,0.749,23079100,0.754,9900700,0.755,12198800,0.756,32478800,0.757,16246400,0.758,18093400,13,0,0
sh513130,09:30:20,1767749423478,09:31:22,1767749422470,0.754,0.7528,0.1594,5791.31,0.8963,2.2386,0,0,0.754,0.994,0.753,37871200,0.752,41369400,0.751,46661400,0.750,51208200,0.749,23079100,0.754,9900700,0.755,12198800,0.756,32478800,0.757,16246400,0.758,18093400,1007,0,0
