symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags
sh513130,09:29:46,1769477390483,,0.8914,0.0,0.739,0.74,-0.1351,0,0,0.739,0.738,14104600,0.737,24993400,0.736,29163500,0.735,33553100,0.734,28748100,0.739,6092700,0.740,24377000,0.741,27437100,0.742,26062200,0.743,39495400,99999,99999,1
sh513130,09:29:49,1769477391459,,0.8914,0.0,0.739,0.74,-0.1351,0,0,0.739,0.738,14104600,0.737,24993400,0.736,29163500,0.735,33553100,0.734,28748100,0.739,6092700,0.740,24377000,0.741,27437100,0.742,26062200,0.743,39495400,99999,99999,0
sh513130,09:29:52,1769477395461,,0.8914,0.0,0.739,0.74,-0.1351,0,0,0.739,0.738,14104600,0.737,24993400,0.736,29163500,0.735,33553100,0.734,28748100,0.739,6092700,0.740,24377000,0.741,27437100,0.742,26062200,0.743,39495400,99999,99999,0
sh513130,09:29:55,1769477397459,,0.8914,0.0,0.739,0.74,-0.1351,0,0,0.739,0.738,14104600,0.737,24993400,0.736,29163500,0.735,33553100,0.734,28748100,0.739,6092700,0.740,24377000,0.741,27437100,0.742,26062200,0.743,39495400,99999,99999,0
sh513130,09:30:01,1769477405454,,0.8914,2.3122,0.739,0.74,-0.1351,66200,48922,0.739,0.738,15586200,0.737,26240700,0.736,29163500,0.735,33551500,0.734,28748100,0.739,19001100,0.740,29681900,0.741,28956900,0.742,27790400,0.743,40897400,99999,99999,0
sh513130,09:30:04,1769477406460,,0.8914,0.9323,0.739,0.74,-0.1351,266100,196541,0.7386,0.738,14107800,0.737,30255900,0.736,33206200,0.735,35593000,0.734,29785800,0.739,20544800,0.740,35294200,0.741,33590200,0.742,33580000,0.743,42340800,99999,99999,0
sh513130,09:30:07,1769477410487,5727.34,0.8914,5.6886,0.739,0.7394,-0.0541,2589100,1911363,0.7382,0.738,15649400,0.737,31573200,0.736,33439000,0.735,35723900,0.734,30040900,0.739,20480700,0.740,39088000,0.741,34943600,0.742,34191800,0.743,40681700,1880,99999,0
sh513130,09:30:10,1769477413475,5728.02,0.8914,6.3663,0.739,0.7387,0.0406,881100,651039,0.7389,0.738,17735700,0.737,33246900,0.736,34044700,0.735,35981600,0.734,30812200,0.739,23335800,0.740,39249700,0.741,38275400,0.742,34683100,0.743,40054000,578,99999,0
sh513130,09:30:13,1769477415467,5723.04,0.8914,6.2196,0.739,0.7387,0.0406,424500,313703,0.739,0.738,18657600,0.737,33371000,0.736,34414200,0.735,36029500,0.734,32908300,0.739,23144600,0.740,40175600,0.741,39139400,0.742,35037600,0.743,40342000,409,99999,0
sh513130,09:30:16,1769477417481,5722.95,0.8914,8.6319,0.738,0.7387,-0.0948,1027600,759114,0.7387,0.738,12055400,0.737,28041600,0.736,30095400,0.735,32101500,0.734,33294700,0.739,22799400,0.740,41762300,0.741,40416500,0.742,35251500,0.743,40541000,249,99999,0
sh513130,09:30:13,1769477418486,5723.87,0.8914,8.6247,0.739,0.7387,0.0406,0,0,0.739,0.738,18657600,0.737,33371000,0.736,34414200,0.735,36029500,0.734,32908300,0.739,23144600,0.740,40175600,0.741,39139400,0.742,35037600,0.743,40342000,7,99999,2
sh513130,09:30:16,1769477419483,5723.87,0.8914,8.1524,0.738,0.7387,-0.0948,0,0,0.738,0.738,12055400,0.737,28041600,0.736,30095400,0.735,32101500,0.734,33294700,0.739,22799400,0.740,41762300,0.741,40416500,0.742,35251500,0.743,40541000,65,99999,0
sh513130,09:30:19,1769477421487,5720.31,0.8914,5.5264,0.738,0.7387,-0.0948,4009000,2960219,0.7384,0.738,11332500,0.737,22063300,0.736,30390400,0.735,32347000,0.734,33559200,0.739,24910200,0.740,41124100,0.741,41052200,0.742,32117800,0.743,41543600,920,99999,0
sh513130,09:30:22,1769477424503,5722.69,0.8914,4.1518,0.739,0.7381,0.1219,6746300,4979865,0.7382,0.738,4192800,0.737,19260000,0.736,30405700,0.735,32609800,0.734,36632800,0.739,28922500,0.740,43260900,0.741,42588100,0.742,32877600,0.743,41888800,31,99999,0
sh513130,09:30:25,1769477428496,5720.89,0.8914,1.5371,0.738,0.738,0.0,2484300,1833573,0.7381,0.737,21037700,0.736,34542900,0.735,37652300,0.734,36896500,0.733,24902200,0.738,4630700,0.739,34641400,0.740,50516100,0.741,42793700,0.742,33023400,11,99999,0
sh513130,09:30:28,1769477430493,5719.53,0.8914,4.3068,0.738,0.738,0.0,665500,491070,0.7379,0.737,21821100,0.736,38868200,0.735,40256000,0.734,37008700,0.733,24922200,0.738,6044900,0.739,34586000,0.740,51542700,0.741,43499100,0.742,34268200,7,99999,0
sh513130,09:30:25,1769477431493,5719.53,0.8914,3.296,0.738,0.738,0.0,0,0,0.738,0.737,21037700,0.736,34542900,0.735,37652300,0.734,36896500,0.733,24902200,0.738,4630700,0.739,34641400,0.740,50516100,0.741,42793700,0.742,33023400,899,99999,2
sh513130,09:30:28,1769477432483,5719.53,0.8914,3.2478,0.738,0.738,0.0,0,0,0.738,0.737,21821100,0.736,38868200,0.735,40256000,0.734,37008700,0.733,24922200,0.738,6044900,0.739,34586000,0.740,51542700,0.741,43499100,0.742,34268200,13,99999,0
sh513130,09:30:31,1769477433495,5719.39,0.8914,3.1874,0.738,0.7387,-0.0948,617600,455774,0.738,0.737,20695200,0.736,38909200,0.735,43405700,0.734,36042400,0.733,25938200,0.738,13547700,0.739,36244600,0.740,54510600,0.741,43439800,0.742,34830000,931,99999,0
sh513130,09:30:34,1769477436512,5715.72,0.8914,1.7481,0.738,0.7387,-0.0948,369300,272544,0.738,0.737,21722900,0.736,39050800,0.735,43415800,0.734,36563700,0.733,25938300,0.738,13207500,0.739,38624700,0.740,55667700,0.741,43479800,0.742,35659500,1849,99999,0
sh513130,09:30:31,1769477437512,5715.72,0.8914,1.8632,0.738,0.7387,-0.0948,0,0,0.738,0.737,20695200,0.736,38909200,0.735,43405700,0.734,36042400,0.733,25938200,0.738,13547700,0.739,36244600,0.740,54510600,0.741,43439800,0.742,34830000,652,99999,2
sh513130,09:30:34,1769477438517,5717.51,0.8914,1.8267,0.738,0.7387,-0.0948,0,0,0.738,0.737,21722900,0.736,39050800,0.735,43415800,0.734,36563700,0.733,25938300,0.738,13207500,0.739,38624700,0.740,55667700,0.741,43479800,0.742,35659500,23,99999,0
sh513130,09:30:37,1769477440511,5718.22,0.8914,2.5121,0.737,0.7381,-0.149,258000,190337,0.7377,0.737,22617300,0.736,39252000,0.735,44079000,0.734,36610300,0.733,25993900,0.738,26304900,0.739,38596600,0.740,57068300,0.741,43579200,0.742,36883500,13,99999,0
sh513130,09:30:40,1769477443517,5717.95,0.8914,1.7122,0.738,0.7367,0.1765,332400,245311,0.738,0.737,15942600,0.736,52371600,0.735,53298700,0.734,37980300,0.733,25995200,0.738,36917000,0.739,54710600,0.740,71263300,0.741,39540100,0.742,38137300,119,99999,0
sh513130,09:30:43,1769477444510,5717.95,0.8914,1.7122,0.738,0.7367,0.1765,468700,345849,0.7379,0.737,17608700,0.736,52520600,0.735,53421400,0.734,38140300,0.733,24996600,0.738,23799300,0.739,55922600,0.740,70599300,0.741,42905600,0.742,38315000,1117,99999,0
sh513130,09:30:40,1769477445514,5719.65,0.8914,2.1228,0.738,0.7367,0.1765,0,0,0.738,0.737,15942600,0.736,52371600,0.735,53298700,0.734,37980300,0.733,25995200,0.738,36917000,0.739,54710600,0.740,71263300,0.741,39540100,0.742,38137300,961,99999,2
