symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags
sh513130,09:29:44,1769736590281,,0.8898,0.0,0.745,0.7447,0.0403,0,0,0.745,0.745,6824100,0.744,21450300,0.743,23814100,0.742,29873100,0.741,32016900,0.746,11384400,0.747,10174200,0.748,18587400,0.749,21762100,0.750,29370100,99999,99999,1
sh513130,09:29:50,1769736593266,,0.8898,0.0,0.745,0.7447,0.0403,0,0,0.745,0.745,6824100,0.744,21450300,0.743,23814100,0.742,29873100,0.741,32016900,0.746,11384400,0.747,10174200,0.748,18587400,0.749,21762100,0.750,29370100,99999,99999,0
sh513130,09:29:56,1769736599284,,0.8898,0.0,0.745,0.7447,0.0403,0,0,0.745,0.745,6824100,0.744,21450300,0.743,23814100,0.742,29873100,0.741,32016900,0.746,11384400,0.747,10174200,0.748,18587400,0.749,21762100,0.750,29370100,99999,99999,0
sh513130,09:29:59,1769736602282,,0.8898,0.0,0.745,0.7447,0.0403,0,0,0.745,0.745,6824100,0.744,21450300,0.743,23814100,0.742,29873100,0.741,32016900,0.746,11384400,0.747,10174200,0.748,18587400,0.749,21762100,0.750,29370100,99999,99999,0
sh513130,09:30:02,1769736606298,,0.8898,5.2873,0.746,0.7447,0.1746,39800,29681,0.7458,0.745,13019300,0.744,21513600,0.743,24342700,0.742,33223400,0.741,30051000,0.746,26256000,0.747,25319600,0.748,23963000,0.749,21828000,0.750,29368100,99999,99999,0
sh513130,09:30:05,1769736609298,,0.8898,3.0081,0.745,0.7453,-0.0403,13880500,10341229,0.745,0.744,21730000,0.743,25082100,0.742,35240800,0.741,30225900,0.740,50333800,0.745,6038500,0.746,27714000,0.747,28543600,0.748,27117000,0.749,22139200,99999,99999,0
sh513130,09:30:08,1769736611309,,0.8898,3.9198,0.745,0.7453,-0.0403,3346000,2492718,0.745,0.744,23678300,0.743,25951900,0.742,35376800,0.741,30936200,0.740,50717600,0.745,9385500,0.746,27776900,0.747,29657000,0.748,27113700,0.749,23437900,99999,99999,0
sh513130,09:30:11,1769736616301,,0.8898,1.8865,0.745,0.7447,0.0403,720100,536383,0.7449,0.744,24568200,0.743,26762400,0.742,35734100,0.741,36910500,0.740,50963200,0.745,19630200,0.746,34823300,0.747,35078300,0.748,24226300,0.749,23438200,99999,99999,0
sh513130,09:30:14,1769736618320,,0.8898,5.0361,0.745,0.7453,-0.0403,1506500,1122222,0.7449,0.744,26563200,0.743,32049800,0.742,36435600,0.741,37622500,0.740,51151400,0.745,16280100,0.746,32495700,0.747,35488300,0.748,24476300,0.749,23088600,99999,99999,0
sh513130,09:30:17,1769736622322,,0.8898,2.8392,0.745,0.7453,-0.0403,1918900,1429378,0.7449,0.744,28202100,0.743,32239000,0.742,36872800,0.741,37858000,0.740,51811000,0.745,13436900,0.746,32606300,0.747,35498300,0.748,24968200,0.749,23648000,99999,99999,0
sh513130,09:30:20,1769736623315,,0.8898,2.5635,0.745,0.7453,-0.0403,1682500,1253033,0.7447,0.744,26376000,0.743,33378800,0.742,38051700,0.741,38127300,0.740,52067400,0.745,10306300,0.746,34931100,0.747,35570300,0.748,25900400,0.749,24151000,99999,99999,0
sh513130,09:30:23,1769736627323,,0.8898,3.2292,0.745,0.7453,-0.0403,1741900,1297608,0.7449,0.744,26947400,0.743,30998800,0.742,38434400,0.741,38214600,0.740,52508500,0.745,13292800,0.746,38300200,0.747,35576000,0.748,26093700,0.749,24251000,99999,99999,0
sh513130,09:30:26,1769736630315,,0.8898,2.3243,0.744,0.7447,-0.094,829700,617771,0.7446,0.744,24013300,0.743,36303900,0.742,43635100,0.741,43229700,0.740,53446900,0.745,16190800,0.746,38325800,0.747,40553500,0.748,26940100,0.749,24424200,99999,99999,0
sh513130,09:30:29,1769736633343,,0.8898,3.8179,0.744,0.7453,-0.1744,1321800,984396,0.7447,0.744,23780800,0.743,35516800,0.742,43819400,0.741,43318200,0.740,53788100,0.745,16039700,0.746,38578000,0.747,40554200,0.748,28604900,0.749,26609900,99999,99999,0
sh513130,09:30:32,1769736635346,,0.8898,3.9915,0.745,0.7453,-0.0403,1174200,874722,0.745,0.744,24358500,0.743,35564100,0.742,44660500,0.741,43457700,0.740,55098400,0.745,18527200,0.746,38607000,0.747,40554800,0.748,29445300,0.749,29755500,99999,99999,0
sh513130,09:30:35,1769736640347,,0.8898,0.8891,0.745,0.7453,-0.0403,1741000,1296299,0.7446,0.744,22159100,0.743,35896000,0.742,45830900,0.741,43571800,0.740,56166600,0.745,18483500,0.746,37837800,0.747,40600900,0.748,30214100,0.749,29769500,99999,99999,0
sh513130,09:30:38,1769736642356,,0.8898,1.9414,0.745,0.7453,-0.0403,6923400,5157795,0.745,0.744,25277500,0.743,50109100,0.742,59746100,0.741,44843500,0.740,56378100,0.745,9604300,0.746,49737300,0.747,40616900,0.748,32280200,0.749,29767600,99999,99999,0
sh513130,09:30:41,1769736645349,,0.8898,7.4276,0.744,0.746,-0.2681,7331800,5461481,0.7449,0.744,26228700,0.743,50248400,0.742,62220700,0.741,44827200,0.740,56328200,0.745,2056300,0.746,47751000,0.747,49543200,0.748,36535500,0.749,29818900,99999,99999,0
sh513130,09:30:44,1769736648360,,0.8898,5.1377,0.745,0.746,-0.134,5448900,4059193,0.745,0.745,29474700,0.744,32556300,0.743,52417000,0.742,62310500,0.741,44874900,0.746,48094100,0.747,49545200,0.748,36543000,0.749,29932500,0.750,34143800,99999,99999,0
sh513130,09:30:47,1769736652359,,0.8898,3.466,0.745,0.746,-0.134,2177800,1622620,0.7451,0.745,52826800,0.744,35184200,0.743,59085300,0.742,68856800,0.741,51367300,0.746,39659800,0.747,52759200,0.748,41118600,0.749,38272000,0.750,34166900,99999,99999,0
sh513130,09:30:50,1769736654363,,0.8898,1.5508,0.745,0.746,-0.134,720000,536632,0.7453,0.745,16526900,0.744,36605500,0.743,56083300,0.742,65955900,0.741,46172300,0.746,39252500,0.747,51774200,0.748,43121700,0.749,40273700,0.750,37766000,99999,99999,0
sh513130,09:30:53,1769736657364,,0.8898,5.375,0.746,0.746,0.0,2103700,1567351,0.745,0.745,27912900,0.744,37694300,0.743,56443100,0.742,65782200,0.741,45411500,0.746,35560500,0.747,46780700,0.748,43928700,0.749,40307600,0.750,42794200,99999,99999,0
sh513130,09:30:56,1769736661375,,0.8898,7.186,0.746,0.746,0.0,2265000,1687742,0.7451,0.745,27800400,0.744,38192600,0.743,56740300,0.742,66006400,0.741,45718000,0.746,35890100,0.747,54833700,0.748,44902400,0.749,40309600,0.750,34844200,99999,99999,0
sh513130,09:30:59,1769736663386,,0.8898,5.9621,0.745,0.746,-0.134,1373600,1023600,0.7452,0.745,56370000,0.744,38502000,0.743,56370000,0.742,62783100,0.741,40562200,0.746,14908300,0.747,50094700,0.748,47176900,0.749,40309600,0.750,39894200,99999,99999,0
sh513130,09:31:02,1769736667382,,0.8898,5.5231,0.745,0.746,-0.134,1327400,989987,0.7458,0.745,41271200,0.744,38853000,0.743,57462500,0.742,63800100,0.741,40577200,0.746,26838400,0.747,46115200,0.748,49851700,0.749,40334300,0.750,44894200,99999,99999,0
sh513130,09:31:05,1769736668381,,0.8898,3.3781,0.745,0.746,-0.134,1443800,1076125,0.7453,0.745,41334100,0.744,39878400,0.743,57490400,0.742,63834500,0.741,40651600,0.746,27115300,0.747,49117900,0.748,50794200,0.749,40534300,0.750,41944200,99999,99999,0
