symbol,tx_server_time,tx_local_time,bd_server_time,bd_local_time,price,iopv,premium_rate,index_price,fx_rate,sentiment,tick_vol,tick_amt,tick_vwap,interval_s,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5
sh513130,10:51:51,1764125513973,,0,0.742,0.7421,-0.0135,0.0,0.9106,0.0,0,0,0.742,0.0,0.741,93628800,0.74,132477600,0.739,89211500,0.738,66194400,0.737,43065800,0.742,33701800,0.743,111637000,0.744,123659700,0.745,97799600,0.746,77496800
sh513130,10:51:51,1764125514892,,0,0.742,0.7421,-0.0135,0.0,0.9106,0.7379,0,0,0.742,0.919,0.741,93628800,0.74,132477600,0.739,89211500,0.738,66194400,0.737,43065800,0.742,33701800,0.743,111637000,0.744,123659700,0.745,97799600,0.746,77496800
sh513130,10:51:51,1764125516010,,0,0.742,0.7421,-0.0135,0.0,0.9106,1.2677,0,0,0.742,1.118,0.741,93628800,0.74,132477600,0.739,89211500,0.738,66194400,0.737,43065800,0.742,33701800,0.743,111637000,0.744,123659700,0.745,97799600,0.746,77496800
sh513130,10:51:54,1764125516895,,0,0.742,0.7421,-0.0135,0.0,0.9106,1.5463,897200,665722,0.742,0.885,0.741,93950500,0.74,132481000,0.739,89211500,0.738,66194400,0.737,43065800,0.742,27843800,0.743,112615400,0.744,124649700,0.745,102966600,0.746,77496800
sh513130,10:51:54,1764125517901,,0,0.742,0.7421,-0.0135,0.0,0.9106,1.7679,0,0,0.742,1.006,0.741,93950500,0.74,132481000,0.739,89211500,0.738,66194400,0.737,43065800,0.742,27843800,0.743,112615400,0.744,124649700,0.745,102966600,0.746,77496800
sh513130,10:51:54,1764125518888,,0,0.742,0.7421,-0.0135,0.0,0.9106,5.0806,0,0,0.742,0.987,0.741,93950500,0.74,132481000,0.739,89211500,0.738,66194400,0.737,43065800,0.742,27843800,0.743,112615400,0.744,124649700,0.745,102966600,0.746,77496800
sh513130,10:51:57,1764125519896,,0,0.742,0.7421,-0.0135,0.0,0.9106,4.3673,38700,28715,0.742,1.007,0.741,94073600,0.74,132681000,0.739,89211500,0.738,66194400,0.737,43065800,0.742,31491700,0.743,113501500,0.744,124649700,0.745,97599700,0.746,77496800
sh513130,10:51:57,1764125520900,,0,0.742,0.7421,-0.0135,0.0,0.9106,4.1759,0,0,0.742,1.005,0.741,94073600,0.74,132681000,0.739,89211500,0.738,66194400,0.737,43065800,0.742,31491700,0.743,113501500,0.744,124649700,0.745,97599700,0.746,77496800
sh513130,10:52:00,1764125521901,,0,0.742,0.7421,-0.0135,0.0,0.9106,4.4692,74700,55428,0.742,1.001,0.741,94492200,0.74,132693600,0.739,89211500,0.738,66194400,0.737,43065800,0.742,33983200,0.743,125676700,0.744,124999700,0.745,97605400,0.746,77493800
sh513130,10:52:00,1764125522898,,0,0.742,0.7421,-0.0135,0.0,0.9106,2.8502,0,0,0.742,0.997,0.741,94492200,0.74,132693600,0.739,89211500,0.738,66194400,0.737,43065800,0.742,33983200,0.743,125676700,0.744,124999700,0.745,97605400,0.746,77493800
