symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags
sh513130,09:30:03,1766539807641,5501.64,0.9032,2.6988,0.719,0.7182,0.1114,0,0,0.719,0.718,13757400,0.717,23101000,0.716,31230100,0.715,31630900,0.714,19468400,0.719,15822000,0.72,29657700,0.721,44847700,0.722,29296900,0.723,34588400,849,100,1
sh513130,09:30:06,1766539808626,5501.64,0.9032,1.6464,0.719,0.7182,0.1114,774300,556691,0.719,0.718,16924400,0.717,24179400,0.716,33596900,0.715,34612400,0.714,20633900,0.719,14636800,0.72,31592900,0.721,46295000,0.722,31283900,0.723,36407400,121,100,0
sh513130,09:30:09,1766539812632,5504.27,0.9032,3.3231,0.719,0.7182,0.1114,11439100,8224465,0.719,0.718,21089100,0.717,29096300,0.716,38892200,0.715,40443100,0.714,22715500,0.719,4860100,0.72,31166700,0.721,46941800,0.722,37105700,0.723,38899100,1802,100,0
sh513130,09:30:12,1766539815622,5503.76,0.9032,2.2491,0.719,0.7202,-0.1666,6969200,5010834,0.719,0.719,2766600,0.718,29163700,0.717,30798700,0.716,38372000,0.715,37446800,0.72,31882000,0.721,48036600,0.722,37868700,0.723,41566900,0.724,33338200,531,100,0
sh513130,09:30:15,1766539817633,5502.81,0.9032,1.4012,0.719,0.7202,-0.1666,617400,443912,0.719,0.719,233500,0.718,30353900,0.717,31579000,0.716,38559700,0.715,35645400,0.72,32374200,0.721,48337600,0.722,38258200,0.723,42070200,0.724,34695200,359,100,0
sh513130,09:30:18,1766539820632,5504.3,0.9032,0.9161,0.72,0.7202,-0.0278,313600,225482,0.719,0.719,4218600,0.718,31677100,0.717,31029900,0.716,38980500,0.715,37027400,0.72,33089400,0.721,49563400,0.722,38435900,0.723,44586700,0.724,36021400,1179,100,0
sh513130,09:30:21,1766539823622,5502.44,0.9032,3.7674,0.719,0.7202,-0.1666,794400,571186,0.719,0.719,20994700,0.718,30177000,0.717,35222500,0.716,38630500,0.715,35372400,0.72,34842900,0.721,50013400,0.722,41126900,0.723,48925400,0.724,33487600,856,100,0
sh513130,09:30:24,1766539826622,5501.76,0.9032,2.473,0.719,0.7202,-0.1666,847200,609147,0.719,0.719,22780500,0.718,31113100,0.717,37046900,0.716,40975700,0.715,35542300,0.72,36475900,0.721,50117400,0.722,41233300,0.723,49648800,0.724,33845500,609,100,0
sh513130,09:30:27,1766539829620,5501.53,0.9032,2.8684,0.719,0.7202,-0.1666,1468600,1056062,0.7191,0.719,15121200,0.718,35538900,0.717,37028800,0.716,41398900,0.715,36599700,0.72,37420300,0.721,58285400,0.722,42351400,0.723,48709700,0.724,34998700,825,100,0
sh513130,09:30:30,1766539831633,5503.68,0.9032,4.5695,0.719,0.7202,-0.1666,1355000,974802,0.7194,0.719,5401000,0.718,36266500,0.717,36975000,0.716,40928000,0.715,36075900,0.72,37607900,0.721,58960300,0.722,43028100,0.723,48997500,0.724,35702300,848,100,0
