symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags
sh513130,14:27:44,1767853666911,,0.8981,0.5307,0.737,0.7309,0.8346,0,0,0.737,0.736,57428600,0.735,86129900,0.734,74616400,0.733,100054700,0.732,87379800,0.737,68680100,0.738,91953200,0.739,80124000,0.740,87073400,0.741,57532500,99999,99999,1
sh513130,14:27:47,1767853669689,,0.8981,2.0662,0.737,0.7309,0.8346,26000,19162,0.737,0.736,57515100,0.735,86169900,0.734,74616400,0.733,100054700,0.732,87379800,0.737,72522600,0.738,91953200,0.739,80158000,0.740,87073400,0.741,57532500,99999,99999,0
sh513130,14:27:50,1767853672708,,0.8981,3.1871,0.737,0.7309,0.8346,1107400,815049,0.736,0.736,56770000,0.735,86097900,0.734,74591000,0.733,100154700,0.732,87379800,0.737,72549900,0.738,92552600,0.739,80482000,0.740,87073400,0.741,58032500,99999,99999,0
sh513130,14:27:53,1767853676723,,0.8981,5.9475,0.737,0.7309,0.8346,124300,91564,0.7366,0.736,56756900,0.735,86218100,0.734,74591000,0.733,100154700,0.732,87379800,0.737,72480600,0.738,92507600,0.739,79992000,0.740,87073400,0.741,58032500,99999,99999,0
sh513130,14:27:56,1767853678708,5633.65,0.8981,5.4353,0.737,0.7309,0.8346,1162900,856014,0.7361,0.736,55926600,0.735,86218400,0.734,74641000,0.733,100154700,0.732,87338900,0.737,72352000,0.738,92584900,0.739,79992000,0.740,86938100,0.741,58032500,63,99999,0
sh513130,14:27:59,1767853681705,5633.64,0.8981,4.8501,0.736,0.7309,0.6978,293400,215946,0.736,0.736,55674800,0.735,86334700,0.734,75168200,0.733,100154700,0.732,87338900,0.737,72323300,0.738,92591100,0.739,79959100,0.740,86938100,0.741,58032500,222,99999,0
sh513130,14:28:02,1767853683711,5633.34,0.8981,3.8345,0.736,0.7316,0.6014,1027900,756615,0.7361,0.736,54737600,0.735,86337500,0.734,75155200,0.733,100154700,0.732,87335900,0.737,72242100,0.738,91724600,0.739,79959100,0.740,86928100,0.741,58032500,27,99999,0
sh513130,14:28:05,1767853687718,5633.57,0.8981,2.8204,0.737,0.7316,0.7381,16800,12382,0.737,0.736,54732600,0.735,86437500,0.734,75167900,0.733,100157700,0.732,87336900,0.737,71220300,0.738,92214600,0.739,79959100,0.740,86928100,0.741,58032500,1229,99999,0
sh513130,14:28:08,1767853690717,5633.57,0.8981,2.9095,0.737,0.7315,0.7519,100500,74061,0.7369,0.736,55102500,0.735,86489000,0.734,75157000,0.733,100157700,0.732,87336900,0.737,71972300,0.738,92214600,0.739,79959100,0.740,86928100,0.741,58032500,212,99999,0
sh513130,14:28:11,1767853692710,5633.66,0.8981,2.225,0.737,0.7309,0.8346,80000,58898,0.7362,0.736,62962500,0.735,86525900,0.734,75157100,0.733,100157700,0.732,87338900,0.737,72009100,0.738,92339700,0.739,79959100,0.740,86941100,0.741,58032500,228,99999,0
sh513130,14:28:14,1767853695722,5633.85,0.8981,3.5257,0.737,0.7309,0.8346,11400,8399,0.7368,0.736,62976800,0.735,86828600,0.734,75152200,0.733,99857700,0.732,87338900,0.737,72027500,0.738,92319700,0.739,79959100,0.740,86973000,0.741,58032500,1082,99999,0
sh513130,14:28:17,1767853699727,5634.02,0.8981,6.2099,0.737,0.7309,0.8346,92600,68223,0.7367,0.736,63060800,0.735,86873200,0.734,75162400,0.733,99857700,0.732,87320900,0.737,71858600,0.738,92319700,0.739,79959100,0.740,86929700,0.741,58032500,718,99999,0
sh513130,14:30:08,1767853810925,,0.8981,3.4095,0.737,0.7322,0.6556,0,0,0.737,0.736,50238100,0.735,86413600,0.734,73819700,0.733,98424300,0.732,87647300,0.737,50350800,0.738,94156300,0.739,79701100,0.740,85404300,0.741,57906000,99999,99999,1
sh513130,14:30:11,1767853813849,,0.8981,4.841,0.737,0.7322,0.6556,100400,73995,0.737,0.736,49841100,0.735,86237200,0.734,73841000,0.733,98424300,0.732,87647300,0.737,50629200,0.738,94131100,0.739,79701100,0.740,85404300,0.741,57906000,99999,99999,0
sh513130,14:30:14,1767853816824,,0.8981,2.643,0.737,0.7322,0.6556,29500,21741,0.737,0.736,49923300,0.735,86278800,0.734,73841000,0.733,98337300,0.732,87647300,0.737,50653500,0.738,94852400,0.739,79701100,0.740,85406300,0.741,57906000,99999,99999,0
sh513130,14:30:17,1767853818840,,0.8981,1.9996,0.736,0.7322,0.519,78700,57970,0.7366,0.736,50937300,0.735,86426500,0.734,73961000,0.733,98343800,0.732,87647300,0.737,51106700,0.738,95022400,0.739,79801100,0.740,85406300,0.741,57906000,99999,99999,0
sh513130,14:30:20,1767853821842,,0.8981,2.148,0.737,0.7322,0.6556,71100,52401,0.737,0.736,50887400,0.735,86430500,0.734,73946000,0.733,98322700,0.732,87647300,0.737,51044100,0.738,95103400,0.739,79801100,0.740,85527100,0.741,57906000,99999,99999,0
