symbol,tx_server_time,tx_local_time,bd_server_time,bd_local_time,price,iopv,premium_rate,index_price,fx_rate,sentiment,tick_vol,tick_amt,tick_vwap,interval_s,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags
sh513130,09:31:08,1766453473247,09:32:12,1766453472735,0.722,0.7229,-0.1245,5521.58,0.904,0.8937,0,0,0.722,0.0,0.722,64509700,0.721,62786600,0.720,55785300,0.719,36007300,0.718,32498400,0.723,18293000,0.724,74420100,0.725,73855000,0.726,60668000,0.727,42601300,512,0,1
sh513130,09:31:11,1766453474221,09:32:12,1766453473795,0.722,0.723,-0.1383,5521.58,0.904,0.945,741800,535710,0.7222,0.974,0.722,64836500,0.721,61828400,0.720,55886300,0.719,35987800,0.718,32538700,0.723,19556400,0.724,74351800,0.725,73628300,0.726,60879800,0.727,42810700,425,0,0
sh513130,09:31:11,1766453475223,09:32:14,1766453474982,0.722,0.723,-0.1383,5522.43,0.904,2.609,0,0,0.722,1.002,0.722,64836500,0.721,61828400,0.720,55886300,0.719,35987800,0.718,32538700,0.723,19556400,0.724,74351800,0.725,73628300,0.726,60879800,0.727,42810700,241,0,0
sh513130,09:31:14,1766453476229,09:32:14,1766453476004,0.722,0.723,-0.1383,5522.43,0.904,2.5802,116200,83897,0.722,1.006,0.722,66696100,0.721,62835100,0.720,55886300,0.719,36382800,0.718,32539500,0.723,21245900,0.724,74879400,0.725,73624000,0.726,60879800,0.727,42840700,225,0,0
sh513130,09:31:14,1766453477226,09:32:16,1766453476735,0.722,0.723,-0.1383,5522.4,0.904,2.499,0,0,0.722,0.997,0.722,66696100,0.721,62835100,0.720,55886300,0.719,36382800,0.718,32539500,0.723,21245900,0.724,74879400,0.725,73624000,0.726,60879800,0.727,42840700,491,0,0
sh513130,09:31:14,1766453478213,09:32:16,1766453478199,0.722,0.723,-0.1383,5522.4,0.904,5.3905,0,0,0.722,0.987,0.722,66696100,0.721,62835100,0.720,55886300,0.719,36382800,0.718,32539500,0.723,21245900,0.724,74879400,0.725,73624000,0.726,60879800,0.727,42840700,13,0,0
sh513130,09:31:17,1766453479209,09:32:18,1766453478681,0.722,0.7236,-0.2211,5521.81,0.904,5.3243,1078800,779574,0.7226,0.996,0.722,68002500,0.721,61846000,0.720,57170400,0.719,36412800,0.718,32539300,0.723,21013100,0.724,74161800,0.725,72883000,0.726,60909800,0.727,43000700,528,0,0
sh513130,09:31:17,1766453480214,09:32:18,1766453478681,0.722,0.7236,-0.2211,5521.81,0.904,3.58,0,0,0.722,1.005,0.722,68002500,0.721,61846000,0.720,57170400,0.719,36412800,0.718,32539300,0.723,21013100,0.724,74161800,0.725,72883000,0.726,60909800,0.727,43000700,1533,0,0
sh513130,09:31:17,1766453481199,09:32:20,1766453480727,0.722,0.7236,-0.2211,5522.44,0.904,3.1119,0,0,0.722,0.984,0.722,68002500,0.721,61846000,0.720,57170400,0.719,36412800,0.718,32539300,0.723,21013100,0.724,74161800,0.725,72883000,0.726,60909800,0.727,43000700,471,0,0
sh513130,09:31:20,1766453482189,09:32:20,1766453480727,0.722,0.7236,-0.2211,5522.44,0.904,3.5706,446200,322166,0.722,0.991,0.722,70284000,0.721,61826000,0.720,57185400,0.719,36419700,0.718,32539300,0.723,21366400,0.724,74629100,0.725,73702300,0.726,60868500,0.727,43983700,1462,0,0
sh513130,09:31:20,1766453483183,09:32:22,1766453482697,0.722,0.7236,-0.2211,5523.35,0.904,4.5718,0,0,0.722,0.994,0.722,70284000,0.721,61826000,0.720,57185400,0.719,36419700,0.718,32539300,0.723,21366400,0.724,74629100,0.725,73702300,0.726,60868500,0.727,43983700,485,0,0
sh513130,09:31:20,1766453484179,09:32:22,1766453482697,0.722,0.7236,-0.2211,5523.35,0.904,4.2826,0,0,0.722,0.996,0.722,70284000,0.721,61826000,0.720,57185400,0.719,36419700,0.718,32539300,0.723,21366400,0.724,74629100,0.725,73702300,0.726,60868500,0.727,43983700,1482,0,0
sh513130,09:31:23,1766453485183,09:32:24,1766453484782,0.723,0.723,0.0,5524.46,0.904,4.1321,8511900,6154058,0.723,1.004,0.722,61853700,0.721,62826000,0.720,57485400,0.719,36411700,0.718,32549300,0.723,10379300,0.724,74890500,0.725,72686200,0.726,60858500,0.727,43965700,400,0,0
sh513130,09:31:23,1766453486185,09:32:24,1766453484782,0.723,0.723,0.0,5524.46,0.904,3.2459,0,0,0.723,1.002,0.722,61853700,0.721,62826000,0.720,57485400,0.719,36411700,0.718,32549300,0.723,10379300,0.724,74890500,0.725,72686200,0.726,60858500,0.727,43965700,1402,0,0
sh513130,09:31:23,1766453487173,09:32:26,1766453486978,0.723,0.723,0.0,5524.79,0.904,2.9996,0,0,0.723,0.988,0.722,61853700,0.721,62826000,0.720,57485400,0.719,36411700,0.718,32549300,0.723,10379300,0.724,74890500,0.725,72686200,0.726,60858500,0.727,43965700,195,0,0
sh513130,09:31:23,1766453488170,09:32:26,1766453486978,0.723,0.723,0.0,5524.79,0.904,2.536,0,0,0.723,0.997,0.722,61853700,0.721,62826000,0.720,57485400,0.719,36411700,0.718,32549300,0.723,10379300,0.724,74890500,0.725,72686200,0.726,60858500,0.727,43965700,1192,0,0
sh513130,09:31:26,1766453489164,09:32:28,1766453488694,0.723,0.7243,-0.1795,5523.67,0.904,1.6323,3260200,2357038,0.723,0.994,0.722,70392000,0.721,62826300,0.720,57545800,0.719,36411700,0.718,32603100,0.723,6540200,0.724,74987500,0.725,73686400,0.726,61731900,0.727,43979700,470,0,0
sh513130,09:31:26,1766453490163,09:32:28,1766453489174,0.723,0.7243,-0.1795,5523.67,0.904,1.6002,0,0,0.723,0.999,0.722,70392000,0.721,62826300,0.720,57545800,0.719,36411700,0.718,32603100,0.723,6540200,0.724,74987500,0.725,73686400,0.726,61731900,0.727,43979700,988,0,0
sh513130,09:31:26,1766453491166,09:32:30,1766453490739,0.723,0.7243,-0.1795,5522.72,0.904,2.1637,0,0,0.723,1.003,0.722,70392000,0.721,62826300,0.720,57545800,0.719,36411700,0.718,32603100,0.723,6540200,0.724,74987500,0.725,73686400,0.726,61731900,0.727,43979700,427,0,0
