symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags,fut_price,fut_mid,fut_imb,fut_delta_vol,fut_pct
sz159920,09:30:03,1766971807870,25926.78,0.9012,6.1994,1.579,1.5833,-0.2716,0,0,1.579,1.578,813300,1.577,504100,1.576,475100,1.575,498800,1.574,242500,1.579,181400,1.58,4775300,1.581,7334400,1.582,1162400,1.583,2855700,560,100,1,25989.04,25990.0,-0.5,8,0.48
sz159920,09:30:06,1766971809850,25915.05,0.9012,5.1905,1.578,1.5833,-0.3347,562100,887554,1.579,1.578,1119800,1.577,580400,1.576,1468500,1.575,797100,1.574,244500,1.579,11700,1.58,4759200,1.581,8334400,1.582,3050300,1.583,3204400,381,100,0,25987.1,25988.5,-0.67,21,0.47
sz159920,09:30:09,1766971811851,25918.28,0.9012,5.5246,1.579,1.5833,-0.2716,277100,437460,1.5787,1.578,1039900,1.577,580400,1.576,1874600,1.575,800100,1.574,244500,1.579,118300,1.58,5767200,1.581,8337400,1.582,3941800,1.583,4098600,229,100,0,25988.8,25989.5,0.0,71,0.48
sz159920,09:30:12,1766971814849,25912.43,0.9012,4.8312,1.579,1.5833,-0.2716,70000,110514,1.5788,1.578,1023800,1.577,580400,1.576,1876500,1.575,800900,1.574,244500,1.579,86800,1.58,4606400,1.581,8336600,1.582,3941800,1.583,4098600,1078,100,0,25992.4,25993.5,-0.33,2,0.49
sz159920,09:30:15,1766971818851,25931.93,0.9012,1.9826,1.578,1.5833,-0.3347,73800,116456,1.578,1.578,950300,1.577,1282000,1.576,1673200,1.575,502600,1.574,244500,1.579,99900,1.58,4606400,1.581,8336600,1.582,3941800,1.583,4098600,787,100,0,26007.44,26009.0,0.43,9,0.55
sz159920,09:30:18,1766971820856,25932.04,0.9012,1.6151,1.579,1.5829,-0.2464,211800,334418,1.5789,1.579,308500,1.578,1585000,1.577,637300,1.576,481100,1.575,512600,1.58,4606400,1.581,7341600,1.582,1159700,1.583,4098600,1.584,3154900,201,100,0,26010.04,26013.5,0.6,16,0.56
sz159920,09:30:15,1766971821851,25938.62,0.9012,2.6653,1.578,1.5833,-0.3347,0,0,1.578,1.578,950300,1.577,1282000,1.576,1673200,1.575,502600,1.574,244500,1.579,99900,1.58,4606400,1.581,8336600,1.582,3941800,1.583,4098600,623,100,1,26009.5,26013.5,0.0,26,0.56
sz159920,09:30:18,1766971822849,25938.62,0.9012,2.6145,1.579,1.5829,-0.2464,211800,334418,1.5789,1.579,308500,1.578,1585000,1.577,637300,1.576,481100,1.575,512600,1.58,4606400,1.581,7341600,1.582,1159700,1.583,4098600,1.584,3154900,199,100,0,26009.85,26013.0,0.0,6,0.56
sz159920,09:30:21,1766971824858,25938.56,0.9012,0.0499,1.579,1.5829,-0.2464,25700,40580,1.579,1.579,292300,1.578,2495700,1.577,637300,1.576,481100,1.575,3512600,1.58,4606400,1.581,7414900,1.582,1159700,1.583,4098600,1.584,3352400,340,100,0,26005.6,26009.5,-0.56,24,0.54
sz159920,09:30:24,1766971826852,25936.06,0.9012,1.1893,1.578,1.5829,-0.3096,768600,1213134,1.5784,1.579,137500,1.578,2009900,1.577,642300,1.576,481100,1.575,512600,1.58,4606400,1.581,7414900,1.582,3245900,1.583,4701100,1.584,3352400,188,100,0,26007.37,26009.5,-0.6,3,0.55
sz159920,09:30:27,1766971830851,25940.59,0.9012,3.1344,1.579,1.5829,-0.2464,128500,202776,1.578,1.578,2886600,1.577,642400,1.576,481100,1.575,3512600,1.574,244500,1.58,4611100,1.581,7414900,1.582,3412600,1.583,4701100,1.584,3352400,1587,100,0,26008.26,26013.0,0.0,8,0.55
sz159920,09:30:30,1766971833859,25925.25,0.9012,1.3326,1.579,1.5829,-0.2464,15700,24777,1.5782,1.578,2873200,1.577,700800,1.576,481100,1.575,512600,1.574,244500,1.58,4629600,1.581,7414900,1.582,3412600,1.583,4598600,1.584,3154900,716,100,0,26009.5,26014.0,-0.5,0,0.56
