symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags,fut_price,fut_mid,fut_imb,fut_delta_vol,fut_pct
sz159920,09:30:06,1765330209089,25441.68,0.9072,4.1362,1.562,1.5641,-0.1343,394000,615428,1.562,1.561,309100,1.56,2732400,1.559,281600,1.558,2254500,1.557,1586900,1.562,20800,1.563,13600,1.564,1229500,1.565,1281700,1.566,3974400,667,100,0,25453.72,25453.5,0.33,9,0.05
sz159920,09:30:09,1765330211089,25440.93,0.9072,3.7065,1.563,1.5641,-0.0703,146100,228328,1.5628,1.562,2600,1.561,338200,1.56,3061900,1.559,281600,1.558,1256300,1.563,54100,1.564,1232900,1.565,1272000,1.566,3974400,1.567,450300,686,100,0,25451.99,25450.5,-0.11,16,0.05
sz159920,09:30:12,1765330215089,25441.81,0.9072,2.2635,1.563,1.5641,-0.0703,84800,132503,1.5625,1.562,651100,1.561,347800,1.56,3066200,1.559,281600,1.558,1686400,1.563,29100,1.564,1885400,1.565,2227300,1.566,3726400,1.567,3400300,686,100,0,25445.98,25444.0,0.0,22,0.02
sz159920,09:30:15,1765330219089,25432.73,0.9072,1.9564,1.563,1.5648,-0.115,13400,20931,1.562,1.562,652200,1.561,377800,1.56,3066500,1.559,281600,1.558,1686400,1.563,244200,1.564,1964500,1.565,5227300,1.566,3501000,1.567,3400200,54,100,0,25431.97,25429.0,-0.2,18,-0.03
sz159920,09:30:18,1765330221093,25423.41,0.9072,4.3126,1.561,1.5648,-0.2428,2171400,3392480,1.5623,1.56,469100,1.559,2885300,1.558,1986400,1.557,618100,1.556,1048600,1.561,1258400,1.562,2600,1.563,316500,1.564,1964500,1.565,3978700,619,100,0,25429.24,25427.0,0.0,12,-0.04
sz159920,09:30:21,1765330224098,25419.2,0.9072,2.7357,1.56,1.5648,-0.3067,1023300,1596901,1.5605,1.559,285300,1.558,2802700,1.557,918100,1.556,1863900,1.555,1373200,1.56,235100,1.561,7100,1.562,972400,1.563,1919300,1.564,4716800,85,100,0,25418.76,25415.0,0.33,19,-0.08
sz159920,09:30:24,1765330226098,25407.45,0.9072,1.6078,1.56,1.5648,-0.3067,1292000,2016553,1.5608,1.559,300500,1.558,2485400,1.557,921800,1.556,2163900,1.555,1373200,1.56,1286300,1.561,1376900,1.562,1299100,1.563,1921300,1.564,3112900,1109,100,0,25411.95,25406.5,0.0,5,-0.11
sz159920,09:30:27,1765330229113,25399.31,0.9072,2.3107,1.56,1.5648,-0.3067,3320200,5181531,1.5606,1.559,300500,1.558,2786300,1.557,921800,1.556,1863900,1.555,1373200,1.56,2324100,1.561,672200,1.562,1100500,1.563,1921300,1.564,3112900,58,100,0,25411.95,25405.5,0.2,8,-0.11
sz159920,09:30:30,1765330233105,25390.57,0.9072,3.3026,1.559,1.563,-0.2559,368100,573935,1.5592,1.558,2486300,1.557,928300,1.556,2163900,1.555,374200,1.554,1053500,1.559,1959900,1.56,85100,1.561,1636800,1.562,1100500,1.563,4920600,118,100,0,25402.37,25394.5,0.33,23,-0.15
sz159920,09:30:33,1765330235118,25383.94,0.9072,5.0225,1.559,1.563,-0.2559,159200,248196,1.559,1.558,2511900,1.557,936000,1.556,2171900,1.555,376200,1.554,1053600,1.559,47700,1.56,2690600,1.561,1647500,1.562,1110500,1.563,4616000,125,100,0,25401.03,25394.0,0.0,4,-0.15
sz159920,09:30:36,1765330238129,25384.13,0.9072,4.4626,1.56,1.563,-0.1919,210500,328320,1.5597,1.559,951400,1.558,2512400,1.557,936000,1.556,2172400,1.555,376200,1.56,2539600,1.561,1647500,1.562,1110500,1.563,4616000,1.564,121100,117,100,0,25409.8,25404.5,-0.43,7,-0.12
sz159920,09:30:39,1765330242130,25383.84,0.9072,5.4798,1.559,1.563,-0.2559,90900,141764,1.5596,1.559,925200,1.558,2507000,1.557,637000,1.556,2185200,1.555,676700,1.56,1998000,1.561,1650100,1.562,1110500,1.563,4616000,1.564,119900,116,100,0,25405.88,25400.5,-0.2,5,-0.13
sz159920,09:30:42,1765330245129,25380.33,0.9072,5.8256,1.56,1.563,-0.1919,20100,31336,1.559,1.559,910200,1.558,2506700,1.557,636000,1.556,2195200,1.555,676700,1.56,2001600,1.561,1650100,1.562,1110500,1.563,4616000,1.564,3119900,656,100,0,25404.04,25400.0,0.33,8,-0.14
sz159920,09:30:45,1765330247121,25378.21,0.9072,4.9857,1.56,1.561,-0.0641,86000,134141,1.5598,1.559,1049000,1.558,2506700,1.557,636000,1.556,2195200,1.555,676700,1.56,3145800,1.561,1650100,1.562,1110500,1.563,4616000,1.564,3119900,672,100,0,25408.31,25401.5,0.0,0,-0.12
sz159920,09:30:45,1765330249134,25380.61,0.9072,3.7988,1.56,1.561,-0.0641,86000,134141,1.5598,1.559,1049000,1.558,2506700,1.557,636000,1.556,2195200,1.555,676700,1.56,3145800,1.561,1650100,1.562,1110500,1.563,4616000,1.564,3119900,677,100,0,25407.1,25401.0,0.0,3,-0.13
sz159920,09:30:48,1765330251138,25381.83,0.9072,3.2976,1.56,1.561,-0.0641,101200,157872,1.56,1.559,1249000,1.558,2508700,1.557,674400,1.556,2195200,1.555,676700,1.56,3965800,1.561,1650100,1.562,1110500,1.563,3715100,1.564,3124900,528,100,0,25396.3,25390.0,0.33,4,-0.17
sz159920,09:30:51,1765330253159,25376.14,0.9072,4.3164,1.559,1.561,-0.1281,1288000,2007992,1.559,1.558,2636500,1.557,674400,1.556,1895200,1.555,676700,1.554,1354100,1.559,697200,1.56,4003100,1.561,1647500,1.562,3388100,1.563,3715100,166,100,0,25395.57,25389.0,-0.33,4,-0.17
sz159920,09:30:54,1765330258149,25369.11,0.9072,3.8323,1.559,1.561,-0.1281,168300,262380,1.559,1.558,2636500,1.557,636000,1.556,1895200,1.555,726700,1.554,1354100,1.559,3685400,1.56,2150000,1.561,1647500,1.562,3388100,1.563,3715400,146,100,0,25397.2,25390.0,-0.5,5,-0.17
sz159920,09:30:57,1765330259142,25370.02,0.9072,3.7293,1.559,1.561,-0.1281,105200,164003,1.559,1.558,4034500,1.557,636000,1.556,1902200,1.555,726700,1.554,1354100,1.559,3593200,1.56,2160300,1.561,1647500,1.562,24400,1.563,3715400,750,100,0,25397.6,25393.0,0.33,1,-0.17
sz159920,09:31:00,1765330263153,25373.62,0.9072,3.7837,1.559,1.5606,-0.1025,83300,129858,1.5589,1.558,1338900,1.557,2936800,1.556,1902200,1.555,726700,1.554,354100,1.559,4472200,1.56,2160300,1.561,1647500,1.562,3024400,1.563,3715400,703,100,0,25399.0,25391.5,0.14,19,-0.16
sz159920,09:31:03,1765330266151,25362.86,0.9072,2.6889,1.559,1.5606,-0.1025,33700,52524,1.5586,1.558,1910800,1.557,2937800,1.556,1902200,1.555,726700,1.554,1354100,1.559,4483000,1.56,2160300,1.561,1647500,1.562,3024400,1.563,3715400,143,100,0,25392.08,25385.0,0.0,4,-0.19
sz159920,09:31:06,1765330268160,25364.74,0.9072,5.8893,1.559,1.5606,-0.1025,10500,16369,1.559,1.558,5489800,1.557,637800,1.556,1902200,1.555,726700,1.554,1354100,1.559,434500,1.56,3986800,1.561,1647500,1.562,24400,1.563,3701500,19,100,0,25401.48,25395.0,0.0,0,-0.15
sz159920,09:31:09,1765330272177,25370.61,0.9072,3.9653,1.559,1.5606,-0.1025,298700,465667,1.559,1.558,4798200,1.557,641900,1.556,1904200,1.555,727700,1.554,1354100,1.559,3384300,1.56,2160300,1.561,1647500,1.562,24400,1.563,3701500,40,100,0,25389.91,25381.0,0.2,2,-0.2
sz159920,09:31:12,1765330275180,25370.13,0.9072,5.2564,1.559,1.5606,-0.1025,281500,438786,1.5587,1.558,2361000,1.557,2947000,1.556,2209200,1.555,727700,1.554,1054100,1.559,3244200,1.56,2165300,1.561,1647500,1.562,3024400,1.563,3701500,187,100,0,25397.92,25389.5,-0.11,5,-0.17
sz159920,09:31:15,1765330278184,25368.89,0.9072,4.3642,1.559,1.5606,-0.1025,187900,292936,1.559,1.558,1791200,1.557,2947000,1.556,2211200,1.555,728000,1.554,1054100,1.559,3366900,1.56,2165100,1.561,1647500,1.562,3024400,1.563,3701500,165,100,0,25391.02,25384.0,-0.6,2,-0.19
sz159920,09:31:18,1765330280180,25370.58,0.9072,3.6539,1.558,1.5606,-0.1666,7300,11374,1.5581,1.558,1484600,1.557,2957000,1.556,2211200,1.555,729000,1.554,54100,1.559,3397100,1.56,2154500,1.561,1647500,1.562,3024400,1.563,3701500,172,100,0,25389.1,25380.0,0.2,3,-0.2
sz159920,09:31:21,1765330283186,25362.01,0.9072,4.2903,1.558,1.5606,-0.1666,107500,167516,1.5583,1.558,1421200,1.557,2959000,1.556,2214500,1.555,683800,1.554,54100,1.559,3329200,1.56,2156500,1.561,1647500,1.562,3021700,1.563,3701500,306,100,0,25368.76,25375.0,0.43,10,-0.28
sz159920,09:31:24,1765330286178,25359.59,0.9072,4.6621,1.558,1.5606,-0.1666,1402000,2184322,1.558,1.557,866500,1.556,4230200,1.555,1538700,1.554,356600,1.553,1102300,1.558,4163600,1.559,1505300,1.56,2154800,1.561,77800,1.562,3021700,173,100,0,25366.16,25375.5,-0.5,17,-0.29
sz159920,09:31:27,1765330289185,25361.11,0.9072,5.908,1.558,1.5606,-0.1666,50900,79303,1.558,1.557,3169200,1.556,1930200,1.555,1538700,1.554,356600,1.553,1102300,1.558,4148700,1.559,1505300,1.56,2290800,1.561,3077800,1.562,3033700,762,100,0,25387.38,25379.5,0.17,7,-0.21
sz159920,09:31:30,1765330292197,25363.87,0.9072,4.5592,1.557,1.5606,-0.2307,2500,3894,1.5576,1.557,3369500,1.556,2230200,1.555,1538700,1.554,1056600,1.553,1102300,1.558,483600,1.559,3805300,1.56,2282700,1.561,77800,1.562,3033700,707,100,0,25392.84,25386.0,0.0,7,-0.19
sz159920,09:31:33,1765330296196,25368.92,0.9072,3.8189,1.558,1.56,-0.1282,495400,771835,1.558,1.558,881300,1.557,3394900,1.556,2230200,1.555,1539000,1.554,1056600,1.559,4009100,1.56,2268500,1.561,77800,1.562,3033700,1.563,852500,383,100,0,25397.92,25390.0,0.2,2,-0.17
sz159920,09:31:36,1765330298213,25368.78,0.9072,3.1993,1.559,1.56,-0.0641,11500,17918,1.5581,1.558,1916200,1.557,3395900,1.556,2230200,1.555,684100,1.554,1056600,1.559,4013300,1.56,2298500,1.561,978700,1.562,3033700,1.563,3852500,207,100,0,25395.4,25387.0,-0.67,2,-0.18
sz159920,09:31:39,1765330301238,25366.08,0.9072,4.6456,1.558,1.56,-0.1282,45700,71201,1.558,1.558,1919600,1.557,3719700,1.556,2230200,1.555,684100,1.554,1056600,1.559,4045300,1.56,2298500,1.561,978700,1.562,3033700,1.563,3852500,835,100,0,25386.56,25381.0,0.0,0,-0.21
sz159920,09:31:42,1765330305218,25360.87,0.9072,4.7654,1.559,1.56,-0.0641,70800,110329,1.5583,1.558,396500,1.557,3719700,1.556,2230200,1.555,684600,1.554,56600,1.559,4035000,1.56,2298500,1.561,978700,1.562,3033700,1.563,3852500,815,100,0,25365.08,25370.5,-0.6,3,-0.29
sz159920,09:31:45,1765330307254,25356.91,0.9072,3.6275,1.558,1.56,-0.1282,174700,272183,1.558,1.557,1207000,1.556,4230200,1.555,1585500,1.554,356600,1.553,1103300,1.558,4792600,1.559,1529300,1.56,2298600,1.561,3077800,1.562,3033700,690,100,0,25363.43,25370.5,-0.11,7,-0.3
sz159920,09:31:48,1765330311215,25349.61,0.9072,3.8523,1.558,1.5604,-0.1538,31000,48298,1.558,1.557,1217100,1.556,4230200,1.555,1585500,1.554,356600,1.553,1103300,1.558,5068100,1.559,1522800,1.56,2330500,1.561,3077800,1.562,3033700,360,100,0,25357.72,25363.0,0.6,2,-0.32
sz159920,09:31:51,1765330313231,25347.94,0.9072,2.6477,1.557,1.5604,-0.2179,3900,6072,1.5569,1.557,793500,1.556,4235200,1.555,2836500,1.554,356600,1.553,103300,1.558,5106600,1.559,1508600,1.56,2330500,1.561,3087800,1.562,3033700,220,100,0,25355.74,25363.0,-0.33,4,-0.33
sz159920,09:31:54,1765330316242,25348.14,0.9072,1.8389,1.557,1.5604,-0.2179,823800,1282657,1.557,1.556,4443500,1.555,2848200,1.554,363300,1.553,1103300,1.552,1242800,1.557,11300,1.558,4907300,1.559,1515100,1.56,2345500,1.561,3087100,226,100,0,25356.4,25362.0,0.33,3,-0.33
sz159920,09:31:57,1765330319236,25349.83,0.9072,1.5677,1.557,1.5604,-0.2179,61600,95911,1.557,1.556,4493500,1.555,2848200,1.554,363300,1.553,103300,1.552,1242800,1.557,469300,1.558,4927300,1.559,1504100,1.56,2355500,1.561,3087100,836,100,0,25356.8,25363.0,-0.67,1,-0.33
sz159920,09:32:00,1765330323237,25340.09,0.9072,5.36,1.557,1.5604,-0.2179,222500,346333,1.5566,1.556,4395400,1.555,2853200,1.554,363300,1.553,103300,1.552,1242800,1.557,1232200,1.558,4939300,1.559,1490800,1.56,4154500,1.561,3087200,789,100,0,25351.28,25356.0,-0.2,15,-0.35
sz159920,09:32:03,1765330325237,25337.77,0.9072,4.3718,1.556,1.5591,-0.1988,5000,7780,1.556,1.556,4262700,1.555,2578200,1.554,363300,1.553,403300,1.552,1242800,1.557,2174400,1.558,4939300,1.559,1484800,1.56,3253600,1.561,3087200,779,100,0,25345.06,25352.0,0.5,9,-0.37
sz159920,09:32:06,1765330328251,25339.14,0.9072,2.6271,1.557,1.5591,-0.1347,27000,42039,1.557,1.556,1144700,1.555,4881700,1.554,1272800,1.553,403300,1.552,1242800,1.557,4455500,1.558,2639300,1.559,1488800,1.56,3253600,1.561,3087200,185,100,0,25345.95,25353.0,-0.25,4,-0.37
sz159920,09:32:09,1765330332250,25338.71,0.9072,3.2561,1.556,1.5591,-0.1988,183800,286137,1.5568,1.556,1118400,1.555,4889000,1.554,1272800,1.553,453300,1.552,1242800,1.557,4539100,1.558,3641300,1.559,2483200,1.56,1257600,1.561,1087200,225,100,0,25346.84,25353.0,-0.67,4,-0.37
