symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags,fut_price,fut_mid,fut_imb,fut_delta_vol,fut_pct
sz159920,09:30:06,1765416609242,25725.86,0.9075,3.069,1.576,1.5819,-0.373,504600,795375,1.5762,1.576,317600,1.575,1320000,1.574,3536600,1.573,3710000,1.572,3640600,1.577,868500,1.578,3138900,1.579,1644900,1.58,2827400,1.581,2206800,849,100,0,25764.52,25763.0,-0.25,9,0.89
sz159920,09:30:09,1765416612239,25734.13,0.9075,1.7017,1.576,1.5819,-0.373,674100,1062802,1.5766,1.576,266700,1.575,1420700,1.574,3843000,1.573,3715300,1.572,3650000,1.577,406800,1.578,3458400,1.579,1645600,1.58,2806300,1.581,2227900,195,100,0,25779.27,25779.5,-0.75,22,0.95
sz159920,09:30:12,1765416615230,25762.03,0.9075,4.8703,1.577,1.5819,-0.3098,1091400,1721073,1.5769,1.577,1181600,1.576,1305900,1.575,4431600,1.574,3447900,1.573,3715300,1.578,3171800,1.579,1658800,1.58,2906300,1.581,1749700,1.582,2408300,775,100,0,25799.0,25798.0,-0.62,31,1.03
sz159920,09:30:15,1765416618239,25772.54,0.9075,4.5411,1.578,1.5833,-0.3347,3010400,4750401,1.578,1.577,4382000,1.576,4109000,1.575,4137900,1.574,447900,1.573,722100,1.578,180200,1.579,1663800,1.58,2906300,1.581,1749700,1.582,1514300,97,100,0,25810.36,25810.0,0.67,28,1.07
sz159920,09:30:18,1765416620245,25782.71,0.9075,2.6119,1.578,1.5833,-0.3347,417800,659289,1.578,1.578,284000,1.577,4136600,1.576,4122900,1.575,3246400,1.574,445200,1.579,1666100,1.58,2924000,1.581,1752500,1.582,1215600,1.583,2529300,1200,100,0,25807.56,25806.0,0.2,6,1.06
sz159920,09:30:21,1765416623249,25789.18,0.9075,2.7352,1.579,1.5833,-0.2716,113300,178790,1.578,1.578,259500,1.577,4136600,1.576,4142900,1.575,3246400,1.574,445200,1.579,1667200,1.58,2924000,1.581,1752500,1.582,1215600,1.583,2529300,750,100,0,25812.4,25812.0,0.43,12,1.08
sz159920,09:30:24,1765416626269,25778.54,0.9075,-0.0885,1.579,1.5833,-0.2716,1266600,1999813,1.5789,1.578,6671600,1.577,4555600,1.576,3942900,1.575,3246400,1.574,245200,1.579,579200,1.58,3060500,1.581,1752500,1.582,1215600,1.583,2529300,232,100,0,25820.11,25820.0,0.5,13,1.11
sz159920,09:30:27,1765416629263,25801.34,0.9075,4.6345,1.579,1.5833,-0.2716,769000,1214220,1.579,1.579,3364000,1.578,4659800,1.577,4152600,1.576,3955600,1.575,241200,1.58,3063100,1.581,1769800,1.582,1216600,1.583,2529700,1.584,2614100,223,100,0,25821.22,25821.0,0.67,12,1.12
sz159920,09:30:30,1765416632270,25799.05,0.9075,3.2008,1.579,1.5859,-0.4351,346100,546492,1.579,1.579,3382000,1.578,4860100,1.577,4174900,1.576,3955600,1.575,243200,1.58,3063700,1.581,2172400,1.582,1216600,1.583,2529700,1.584,2614100,228,100,0,25811.17,25809.5,0.5,18,1.08
sz159920,09:30:33,1765416636270,25788.97,0.9075,3.3708,1.58,1.5859,-0.372,142400,224860,1.5791,1.579,491500,1.578,1034600,1.577,3937000,1.576,3955600,1.575,235200,1.58,3149800,1.581,1765800,1.582,2021800,1.583,2529700,1.584,2614100,232,100,0,25800.25,25798.5,-0.33,15,1.03
sz159920,09:30:36,1765416639269,25777.3,0.9075,2.764,1.579,1.5859,-0.4351,1443300,2278981,1.579,1.578,1034600,1.577,3937000,1.576,3935600,1.575,3235200,1.574,246500,1.579,392700,1.58,3399400,1.581,2065700,1.582,2024800,1.583,2549700,868,100,0,25791.85,25789.0,-0.25,18,1.0
