symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags,fut_price,fut_mid,fut_imb,fut_delta_vol,fut_pct
sz159920,9:42:30,1766370000000.0,25843.52,0.9044,1.3476,1.58,1.5842,-0.2651,3800.0,6004.0,1.58,1.579,2003300.0,1.578,5559500.0,1.577,3544100.0,1.576,3037300.0,1.575,1329100.0,1.58,9951400.0,1.581,7291500.0,1.582,6009100.0,1.583,791500.0,1.584,722800.0,332.0,100,0.0,25878.1,25873.5,-0.07,1.0,0.6
sz159920,10:03:27,1766370000000.0,25741.95,0.9044,3.7488,1.575,1.5782,-0.2028,1500.0,2363.0,1.5753,1.574,3208800.0,1.573,8803800.0,1.572,6914900.0,1.571,5487300.0,1.57,676600.0,1.575,11500800.0,1.576,9588200.0,1.577,9965100.0,1.578,1709900.0,1.579,1930500.0,630.0,100,0.0,25778.4,25787.0,-0.17,1.0,0.21
sz159920,10:57:30,1766370000000.0,25741.92,0.9044,3.3204,1.574,1.5779,-0.2472,1500.0,2361.0,1.574,1.573,9611300.0,1.572,7585800.0,1.571,7607000.0,1.57,3305000.0,1.569,1196400.0,1.574,2720800.0,1.575,14180600.0,1.576,10289100.0,1.577,7674600.0,1.578,1484000.0,280.0,100,0.0,25769.08,25775.0,0.09,0.0,0.17
sz159920,10:23:48,1766370000000.0,25721.22,0.9044,0.3174,1.573,1.5767,-0.2347,1500.0,2359.0,1.5727,1.572,4054100.0,1.571,7861600.0,1.57,5857100.0,1.569,1340900.0,1.568,398700.0,1.573,2290900.0,1.574,10586700.0,1.575,10876200.0,1.576,8220800.0,1.577,1491600.0,630.0,100,0.0,25752.52,25756.0,0.86,0.0,0.11
sz159920,10:57:39,1766370000000.0,25740.53,0.9044,4.5545,1.574,1.5779,-0.2472,1500.0,2361.0,1.574,1.573,6629900.0,1.572,7551100.0,1.571,7607000.0,1.57,3305000.0,1.569,1196400.0,1.574,2656200.0,1.575,14180600.0,1.576,10289100.0,1.577,7674600.0,1.578,1484000.0,630.0,100,0.0,25763.3,25770.0,0.09,6.0,0.15
sz159920,10:10:06,1766370000000.0,25735.29,0.9044,3.4836,1.574,1.5781,-0.2598,14500.0,22823.0,1.574,1.573,7108100.0,1.572,5844700.0,1.571,5989800.0,1.57,4716800.0,1.569,414900.0,1.574,2012600.0,1.575,11273100.0,1.576,9883900.0,1.577,8065800.0,1.578,1262100.0,632.0,100,0.0,25770.0,25775.0,-0.23,0.0,0.17
sz159920,10:10:24,1766370000000.0,25733.45,0.9044,4.0878,1.574,1.5776,-0.2282,39900.0,62803.0,1.574,1.573,6517200.0,1.572,5844700.0,1.571,5689800.0,1.57,5626800.0,1.569,414900.0,1.574,4213600.0,1.575,13285600.0,1.576,9894000.0,1.577,5183000.0,1.578,1262100.0,634.0,100,0.0,25763.3,25771.0,-0.4,0.0,0.15
sz159920,10:02:33,1766370000000.0,25763.72,0.9044,3.148,1.576,1.5794,-0.2153,8000.0,12608.0,1.576,1.575,335900.0,1.574,6211800.0,1.573,7561600.0,1.572,5586100.0,1.571,1329000.0,1.576,12390200.0,1.577,10509900.0,1.578,9901800.0,1.579,2934200.0,1.58,2741400.0,279.0,100,0.0,25786.5,25794.0,0.83,5.0,0.24
sz159920,11:22:33,1766370000000.0,25751.07,0.9044,2.9247,1.574,1.5789,-0.3103,29000.0,45646.0,1.574,1.574,2207800.0,1.573,10257100.0,1.572,7591200.0,1.571,7204600.0,1.57,2707400.0,1.575,9035900.0,1.576,10438300.0,1.577,10295700.0,1.578,2048200.0,1.579,2948800.0,279.0,100,0.0,25780.17,25787.0,-0.56,0.0,0.21
sz159920,9:58:45,1766370000000.0,25770.9,0.9044,2.208,1.575,1.5807,-0.3606,38200.0,60165.0,1.575,1.575,7042000.0,1.574,7663000.0,1.573,5413200.0,1.572,1384100.0,1.571,813900.0,1.576,2534500.0,1.577,12347400.0,1.578,9644200.0,1.579,9058800.0,1.58,2154900.0,279.0,100,0.0,25797.46,25807.0,0.71,0.0,0.28
