symbol,tx_server_time,tx_local_time,index_price,fx_rate,sentiment,price,iopv,premium_rate,tick_vol,tick_amt,tick_vwap,bp1,bv1,bp2,bv2,bp3,bv3,bp4,bv4,bp5,bv5,sp1,sv1,sp2,sv2,sp3,sv3,sp4,sv4,sp5,sv5,idx_delay_ms,fut_delay_ms,data_flags,fut_price,fut_mid,fut_imb,fut_delta_vol,fut_pct
sz159920,09:30:09,1764898211971,25837.67,0.9082,1.4616,1.586,1.5905,-0.2829,6800,10785,1.586,1.585,1888200,1.584,1450800,1.583,1046100,1.582,3772800,1.581,551600,1.586,12800,1.587,2322100,1.588,91900,1.589,958100,1.59,1387600,106,100,0,25874.7,25878.0,0.33,28,-0.29
sz159920,09:30:12,1764898214977,25841.88,0.9082,3.2272,1.586,1.5905,-0.2829,12800,20301,1.586,1.586,3000,1.585,2954500,1.584,1595500,1.583,1046100,1.582,3772800,1.587,2360900,1.588,91900,1.589,664200,1.59,2273400,1.591,973500,552,100,0,25882.31,25887.0,-0.43,19,-0.26
sz159920,09:30:18,1764898220985,25832.37,0.9082,2.8029,1.586,1.5905,-0.2829,20300,32196,1.586,1.586,2839600,1.585,3146600,1.584,2600000,1.583,5046100,1.582,4552400,1.587,609400,1.588,2872900,1.589,1664200,1.59,3273400,1.591,1973500,518,100,0,25867.75,25872.0,0.5,9,-0.32
sz159920,09:30:21,1764898223991,25825.81,0.9082,2.6335,1.587,1.5905,-0.2201,100,158,1.58,1.586,64700,1.585,4037400,1.584,2600000,1.583,2046100,1.582,1552400,1.587,3411400,1.588,1091900,1.589,2123400,1.59,3273400,1.591,1973500,1373,100,0,25868.92,25872.5,-0.14,6,-0.32
sz159920,09:30:24,1764898226995,25830.55,0.9082,3.0299,1.586,1.5905,-0.2829,4600,7296,1.5861,1.586,60900,1.585,4037400,1.584,2600000,1.583,2046100,1.582,4552400,1.587,2592600,1.588,1091900,1.589,2898400,1.59,3273400,1.591,1973500,86,100,0,25865.24,25867.0,0.33,7,-0.33
sz159920,09:30:27,1764898228997,25825.42,0.9082,2.2147,1.587,1.5905,-0.2201,18000,28566,1.587,1.586,71200,1.585,4037300,1.584,2600000,1.583,2046100,1.582,1552400,1.587,3578600,1.588,1091900,1.589,2898400,1.59,3273400,1.591,1973500,580,100,0,25864.58,25867.0,0.2,3,-0.33
sz159920,09:30:33,1764898235008,25817.46,0.9082,2.3413,1.586,1.5905,-0.2829,96900,153684,1.586,1.585,3082300,1.584,2600000,1.583,2046100,1.582,1552400,1.581,1588300,1.586,596900,1.587,3588500,1.588,1415300,1.589,2898400,1.59,3273400,617,100,0,25862.8,25866.0,0.0,2,-0.34
sz159920,09:30:36,1764898239013,25818.31,0.9082,1.752,1.586,1.5905,-0.2829,430000,681980,1.586,1.585,276800,1.584,4414900,1.583,2931500,1.582,1552400,1.581,4598300,1.586,1954500,1.587,1814700,1.588,2299400,1.589,2898400,1.59,3273400,641,100,0,25863.2,25864.0,0.5,1,-0.34
sz159920,09:30:39,1764898241016,25817.17,0.9082,4.0105,1.586,1.5905,-0.2829,7600,12053,1.5859,1.585,3331500,1.584,2640000,1.583,2931500,1.582,1552400,1.581,4598300,1.586,270900,1.587,3590900,1.588,2299400,1.589,2898400,1.59,3273400,257,100,0,25865.24,25868.0,0.33,1,-0.33
sz159920,09:30:42,1764898245024,25818.48,0.9082,5.3828,1.585,1.5905,-0.3458,9300,14749,1.5859,1.585,4510100,1.584,2620000,1.583,2971500,1.582,4415800,1.581,4598300,1.586,272200,1.587,3587600,1.588,2309400,1.589,2898400,1.59,3273400,917,100,0,25868.4,25869.5,-0.33,5,-0.32
sz159920,09:30:45,1764898248028,25819.53,0.9082,4.6197,1.586,1.5895,-0.2202,5800,9199,1.586,1.585,5394900,1.584,2620000,1.583,2971500,1.582,4415800,1.581,4598300,1.586,267900,1.587,3587600,1.588,2309400,1.589,2901200,1.59,3273400,601,100,0,25869.3,25871.0,0.6,1,-0.31
sz159920,09:30:48,1764898251032,25822.88,0.9082,3.8148,1.586,1.5895,-0.2202,280900,445494,1.586,1.585,5381900,1.584,2620000,1.583,2971500,1.582,4415800,1.581,4598300,1.586,3400,1.587,2579700,1.588,2309400,1.589,2852500,1.59,3273400,463,100,0,25867.5,25871.5,-0.11,6,-0.32
sz159920,09:30:51,1764898255036,25829.8,0.9082,5.3567,1.586,1.5895,-0.2202,8700,13799,1.5861,1.586,1596400,1.585,5509400,1.584,2620000,1.583,1792200,1.582,4415800,1.587,2568500,1.588,2309400,1.589,2852500,1.59,3273400,1.591,1109300,163,100,0,25878.3,25880.0,0.2,0,-0.28
sz159920,09:30:54,1764898257039,25827.28,0.9082,4.892,1.586,1.5895,-0.2202,7000,11102,1.586,1.586,4251100,1.585,3764500,1.584,2621200,1.583,1233100,1.582,4415800,1.587,941500,1.588,4090400,1.589,2852500,1.59,3273400,1.591,1109300,25,100,0,25877.76,25881.0,-0.67,4,-0.28
sz159920,09:30:57,1764898260045,25828.71,0.9082,3.0317,1.586,1.5895,-0.2202,40100,63598,1.586,1.586,5210900,1.585,3764500,1.584,2621200,1.583,4233100,1.582,4415800,1.587,951800,1.588,4090400,1.589,2852500,1.59,3275200,1.591,1109300,700,100,0,25884.13,25887.0,0.0,22,-0.26
sz159920,09:31:00,1764898262048,25833.39,0.9082,5.1594,1.587,1.5899,-0.1824,830400,1317845,1.587,1.587,2221200,1.586,5215500,1.585,3772600,1.584,1969200,1.583,4233400,1.588,1936500,1.589,2853200,1.59,3275200,1.591,1109300,1.592,1392900,691,100,0,25888.2,25893.0,-0.5,9,-0.24
sz159920,09:31:03,1764898266051,25840.5,0.9082,3.2046,1.587,1.5899,-0.1824,5000,7935,1.587,1.587,3992100,1.586,3450600,1.585,3774600,1.584,1969200,1.583,4241400,1.588,2105100,1.589,2863200,1.59,3275200,1.591,1109300,1.592,1392900,418,100,0,25892.7,25896.0,0.43,4,-0.22
sz159920,09:31:09,1764898272064,25842.95,0.9082,5.3452,1.587,1.5899,-0.1824,700,1111,1.5871,1.587,5023700,1.586,3460600,1.585,3794600,1.584,4969200,1.583,4251400,1.588,181100,1.589,3644200,1.59,3275200,1.591,1109300,1.592,1392900,717,100,0,25893.6,25899.0,0.0,6,-0.22
sz159920,09:31:12,1764898275067,25845.98,0.9082,4.4702,1.588,1.5899,-0.1195,144400,229194,1.5872,1.587,4910900,1.586,3460600,1.585,3794600,1.584,1969200,1.583,4251400,1.588,358800,1.589,4644200,1.59,3275200,1.591,1109300,1.592,1392900,692,100,0,25896.52,25901.0,-0.5,10,-0.21
sz159920,09:31:15,1764898277074,25844.89,0.9082,5.0323,1.588,1.5911,-0.1948,23300,37000,1.588,1.587,3912900,1.586,3460600,1.585,3794600,1.584,1969200,1.583,4261400,1.588,2130300,1.589,2863200,1.59,3265700,1.591,1109300,1.592,1392900,396,100,0,25889.1,25894.0,0.2,4,-0.24
sz159920,09:31:15,1764898279075,25841.12,0.9082,4.2779,1.588,1.5911,-0.1948,23300,37000,1.588,1.587,3912900,1.586,3460600,1.585,3794600,1.584,1969200,1.583,4261400,1.588,2130300,1.589,2863200,1.59,3265700,1.591,1109300,1.592,1392900,416,100,0,25882.72,25886.5,0.0,5,-0.26
sz159920,09:31:18,1764898281076,25841.12,0.9082,3.0736,1.588,1.5911,-0.1948,219200,348090,1.588,1.587,9500,1.586,5247900,1.585,3794600,1.584,2963600,1.583,4261400,1.588,3301000,1.589,2890100,1.59,3331000,1.591,1109300,1.592,1392900,391,100,0,25880.49,25884.0,-0.33,8,-0.27
sz159920,09:31:21,1764898284081,25831.16,0.9082,2.9862,1.587,1.5911,-0.2577,9500,15077,1.5871,1.586,2476600,1.585,5569500,1.584,2963600,1.583,1261400,1.582,1466200,1.587,2365800,1.588,2670200,1.589,2886500,1.59,2151700,1.591,1109300,739,100,0,25873.8,25877.0,0.0,1,-0.3
